NON $ % + - . 0 1 2 3 4 5 6 7 8
#NON	a	c	i	j	f	k	m	g	b	h	d	l	n	e
29.86577181208054	0.047308499597458226	0.2106595151871169	0.17661641312802936	0.14433471410477544	0.20928927301740072	0.1811659047537494	0.02628003019325831	0.1962193453761475	0.20204815267164974	0.16162759166934942	0.1574433493490494	0.2144854140596694	0.20576067433641318	0.15055601869099747
30.201342281879196	0.04730849959745473	0.21065951518711568	0.17661641312803827	0.14433471410498333	0.20928927301888609	0.18116590475374944	0.026280030193255123	0.1962193453772838	0.20204815267165704	0.16162759166935797	0.15744334934904095	0.2144854140596694	0.20576067433640902	0.15055601869099874
30.536912751677853	0.047308499597451224	0.21065951518711445	0.17661641312804718	0.14433471410519122	0.20928927302037142	0.18116590475374944	0.026280030193251935	0.19621934537842012	0.20204815267166437	0.1616275916693665	0.15744334934903248	0.21448541405966942	0.20576067433640485	0.15055601869100002
30.87248322147651	0.04730849959744773	0.21065951518711323	0.17661641312805612	0.1443347141053991	0.2092892730218568	0.18116590475374947	0.026280030193248746	0.19621934537955643	0.20204815267167167	0.16162759166937504	0.15744334934902401	0.21448541405966942	0.2057606743364007	0.1505560186910013
31.20805369127517	0.04730849959744422	0.21065951518711198	0.17661641312806503	0.144334714105607	0.20928927302334216	0.1811659047537495	0.026280030193245558	0.19621934538069274	0.202048152671679	0.1616275916693836	0.15744334934901555	0.21448541405966942	0.20576067433639653	0.1505560186910026
31.543624161073826	0.047308499597440726	0.21065951518711076	0.17661641312807394	0.1443347141058149	0.20928927302482753	0.1811659047537495	0.026280030193242366	0.19621934538182906	0.20204815267168633	0.16162759166939214	0.15744334934900708	0.21448541405966945	0.20576067433639236	0.15055601869100388
31.879194630872483	0.04730849959743722	0.21065951518710954	0.17661641312808285	0.14433471410602278	0.2092892730263129	0.18116590475374952	0.026280030193239177	0.19621934538296537	0.20204815267169363	0.1616275916694007	0.15744334934899862	0.21448541405966945	0.2057606743363882	0.15055601869100516
32.214765100671144	0.047308499597433724	0.21065951518710832	0.17661641312809176	0.14433471410623067	0.20928927302779826	0.18116590475374955	0.02628003019323599	0.19621934538410168	0.20204815267170095	0.16162759166940924	0.15744334934899015	0.21448541405966948	0.20576067433638406	0.15055601869100643
32.5503355704698	0.04730849959743022	0.21065951518710707	0.17661641312810067	0.14433471410643858	0.2092892730292836	0.18116590475374955	0.0262800301932328	0.196219345385238	0.20204815267170825	0.16162759166941779	0.1574433493489817	0.21448541405966948	0.2057606743363799	0.15055601869100774
32.88590604026846	0.04730849959742672	0.21065951518710585	0.17661641312810958	0.14433471410664647	0.20928927303076897	0.18116590475374958	0.026280030193229612	0.1962193453863743	0.20204815267171558	0.16162759166942633	0.15744334934897325	0.21448541405966948	0.20576067433637574	0.150556018691009
33.22147651006711	0.04730849959742322	0.21065951518710463	0.1766164131281185	0.14433471410685436	0.20928927303225434	0.18116590475374958	0.026280030193226424	0.19621934538751062	0.20204815267172288	0.16162759166943488	0.15744334934896478	0.2144854140596695	0.20576067433637157	0.1505560186910103
