NON $ % + - .
#NON	a	d	e	b	c
13.636363636363637	0.31744240204728585	0.24751231728425893	0.27978362470682916	0.16186128188741306	0.27541523688623953
14.141414141414142	0.3174424033009533	0.24751231801309112	0.2797836261063495	0.16186128238901293	0.2754152387350822
14.646464646464647	0.3174424039749534	0.2475123184143977	0.2797836268501255	0.16186128269768227	0.27541523976202553
15.151515151515152	0.31744240406928614	0.24751231848817862	0.27978362693815706	0.16186128281342108	0.2754152399670694
15.656565656565657	0.3174424042913625	0.2475123186243382	0.2797836271788798	0.16186128293539362	0.27541524032325676
16.161616161616163	0.31744240435723126	0.24751231866637077	0.27978362724779154	0.16186128298365635	0.2754152404400129
16.666666666666668	0.3174424042205429	0.24751231858872988	0.27978362709192384	0.16186128294516	0.27541524025358427
17.171717171717173	0.3174424042316077	0.24751231859977563	0.2797836270986089	0.16186128297700003	0.2754152402946671
17.67676767676768	0.3174424041015129	0.24751231852122393	0.2797836269549275	0.16186128291698337	0.27541524009616086
18.181818181818183	0.3174424039714182	0.24751231844267227	0.279783626811246	0.16186128285696672	0.27541523989765465
18.68686868686869	0.3174424039142134	0.2475123184081555	0.27978362674805307	0.16186128283056392	0.27541523981033167
19.191919191919194	0.31744240390449907	0.247512318402329	0.2797836267373012	0.16186128282606177	0.2754152397954485
19.6969696969697	0.31744240389478473	0.2475123183965025	0.2797836267265494	0.16186128282155965	0.27541523978056537
20.202020202020204	0.31744240388507033	0.24751231839067603	0.2797836267157976	0.1618612828170575	0.2754152397656822
20.70707070707071	0.317442403875356	0.24751231838484955	0.27978362670504575	0.16186128281255538	0.275415239750799
21.212121212121215	0.31744240386564165	0.24751231837902304	0.2797836266942939	0.16186128280805323	0.27541523973591586
21.71717171717172	0.3174424038559273	0.24751231837319657	0.27978362668354206	0.1618612828035511	0.2754152397210327
22.222222222222225	0.3174424038462129	0.2475123183673701	0.2797836266727902	0.161861282799049	0.27541523970614956
22.72727272727273	0.3174424038364986	0.24751231836154358	0.2797836266620384	0.16186128279454684	0.2754152396912664
23.232323232323235	0.31744240382678424	0.2475123183557171	0.27978362665128653	0.16186128279004472	0.27541523967638326
23.73737373737374	0.3174424038170699	0.24751231834989063	0.2797836266405347	0.16186128278554257	0.2754152396615001
24.242424242424242	0.3174424038073555	0.24751231834406412	0.27978362662978284	0.16186128278104045	0.27541523964661696
24.747474747474747	0.31744240379764116	0.24751231833823764	0.27978362661903106	0.1618612827765383	0.2754152396317338
25.252525252525253	0.3174424037879268	0.24751231833241116	0.2797836266082792	0.16186128277203618	0.27541523961685066
25.757575757575758	0.3174424037782125	0.24751231832658466	0.27978362659752737	0.16186128276753403	0.2754152396019675
26.262626262626263	0.3174424037684981	0.24751231832075818	0.2797836265867755	0.1618612827630319	0.27541523958708436
26.767676767676768	0.31744240375878374	0.2475123183149317	0.2797836265760237	0.16186128275852976	0.2754152395722012
27.272727272727273	0.3174424037490694	0.24751231830910522	0.27978362656527184	0.16186128275402764	0.27541523955731806
27.77777777777778	0.31744240373935506	0.24751231830327872	0.27978362655452	0.1618612827495255	0.2754152395424349
28.282828282828284	0.31744240372964067	0.24751231829745224	0.27978362654376815	0.16186128274502337	0.27541523952755176
28.78787878787879	0.31744240372567345	0.24751231829507409	0.27978362653937666	0.16186128274318423	0.2754152395214726
29.292929292929294	0.3174424037249471	0.24751231829464046	0.2797836265385718	0.1618612827428468	0.2754152395203582
29.7979797979798	0.3174424037242207	0.24751231829420686	0.279783626537767	0.16186128274250935	0.27541523951924374
30.303030303030305	0.31744240372349436	0.24751231829377324	0.27978362653696215	0.16186128274217193	0.27541523951812935
30.80808080808081	0.317442403722768	0.24751231829333964	0.27978362653615735	0.16186128274183448	0.2754152395170149
31.313131313131315	0.31744240372204163	0.24751231829290604	0.2797836265353525	0.16186128274149705	0.27541523951590047
31.81818181818182	0.31744240372131527	0.24751231829247242	0.27978362653454764	0.1618612827411596	0.275415239514786
32.323232323232325	0.3174424037205889	0.24751231829203882	0.27978362653374284	0.16186128274082218	0.2754152395136716
32.82828282828283	0.31744240371986254	0.2475123182916052	0.279783626532938	0.16186128274048472	0.27541523951255714
33.333333333333336	0.31744240371913623	0.2475123182911716	0.2797836265321332	0.1618612827401473	0.2754152395114427
33.83838383838384	0.31744240371840987	0.24751231829073797	0.2797836265313283	0.16186128273980985	0.27541523951032826
34.343434343434346	0.3174424037176835	0.24751231829030437	0.2797836265305235	0.16186128273947242	0.2754152395092138
34.84848484848485	0.31744240371695714	0.24751231828987075	0.27978362652971867	0.161861282739135	0.2754152395080994
35.35353535353536	0.3174424037162308	0.24751231828943715	0.2797836265289138	0.16186128273879755	0.27541523950698493
35.85858585858586	0.3174424037155044	0.24751231828900352	0.279783626528109	0.16186128273846012	0.2754152395058705
36.36363636363637	0.31744240371477805	0.24751231828856993	0.27978362652730415	0.16186128273812267	0.2754152395047561
36.86868686868687	0.3174424037140517	0.2475123182881363	0.27978362652649935	0.16186128273778524	0.27541523950364166
37.37373737373738	0.3174424037133253	0.2475123182877027	0.2797836265256945	0.1618612827374478	0.2754152395025272
37.87878787878788	0.31744240371259896	0.2475123182872691	0.2797836265248897	0.16186128273711037	0.2754152395014128
38.38383838383839	0.3174424037118726	0.24751231828683548	0.27978362652408484	0.16186128273677292	0.27541523950029834
38.88888888888889	0.3174424037116313	0.24751231828669146	0.2797836265238175	0.16186128273666084	0.27541523949992813
39.3939393939394	0.31744240371162535	0.24751231828668793	0.2797836265238109	0.16186128273665806	0.27541523949991903
39.8989898989899	0.3174424037116194	0.2475123182866844	0.2797836265238043	0.1618612827366553	0.2754152394999099
40.40404040404041	0.3174424037116135	0.24751231828668085	0.27978362652379773	0.16186128273665254	0.27541523949990077
40.909090909090914	0.31744240371160753	0.24751231828667733	0.27978362652379113	0.16186128273664976	0.27541523949989166
41.41414141414142	0.3174424037116016	0.24751231828667378	0.2797836265237845	0.161861282736647	0.27541523949988256
41.919191919191924	0.31744240371159566	0.24751231828667025	0.2797836265237779	0.16186128273664424	0.2754152394998734
42.42424242424243	0.3174424037115897	0.2475123182866667	0.27978362652377137	0.16186128273664147	0.2754152394998643
42.929292929292934	0.3174424037115838	0.24751231828666317	0.27978362652376476	0.16186128273663872	0.2754152394998552
43.43434343434344	0.31744240371157784	0.24751231828665962	0.27978362652375816	0.16186128273663594	0.27541523949984603
43.939393939393945	0.3174424037115719	0.2475123182866561	0.2797836265237516	0.16186128273663317	0.27541523949983693
44.44444444444445	0.31744240371156596	0.24751231828665254	0.279783626523745	0.16186128273663042	0.2754152394998278
44.949494949494955	0.31744240371156	0.24751231828664902	0.2797836265237384	0.16186128273662764	0.27541523949981866
45.45454545454546	0.317442403711554	0.2475123182866455	0.2797836265237318	0.16186128273662487	0.27541523949980956
45.959595959595966	0.3174424037115481	0.24751231828664194	0.27978362652372524	0.16186128273662212	0.27541523949980046
46.46464646464647	0.31744240371154214	0.24751231828663842	0.27978362652371863	0.16186128273661934	0.2754152394997913
46.969696969696976	0.3174424037115362	0.24751231828663486	0.279783626523712	0.1618612827366166	0.2754152394997822
47.47474747474748	0.31744240371153026	0.24751231828663134	0.2797836265237055	0.16186128273661382	0.2754152394997731
47.979797979797986	0.3174424037115243	0.24751231828662779	0.27978362652369887	0.16186128273661105	0.27541523949976393
48.484848484848484	0.3174424037115184	0.24751231828662426	0.27978362652369226	0.1618612827366083	0.2754152394997548
48.98989898989899	0.31744240371151244	0.2475123182866207	0.2797836265236857	0.16186128273660552	0.27541523949974567
49.494949494949495	0.3174424037115065	0.24751231828661718	0.2797836265236791	0.16186128273660275	0.27541523949973656
50.0	0.31744240371150056	0.24751231828661366	0.2797836265236725	0.1618612827366	0.27541523949972746
