,,,Slide ID,Cdc20,CycB,UbcH10,CycE,CycA,E2F,CycD,cdh1,p27,Rb
C1,no,Insulin,42.80936454849498,0.25958472459846194,0.45240545731385357,0.020790400057892077,0.1872496842608009,0.09290144861990149,0.34808097779358366,0.13912928353045395,0.7626772937181947,0.024862596130129894,0.5765903567313388
C1,no,Insulin,42.97658862876254,0.25958472459846405,0.4524054573138701,0.020790400057890342,0.18724968426076805,0.09290144861988446,0.34808097779346436,0.13912928353045398,0.7626772937181195,0.0248625961294688,0.5765903567313578
C1,no,Insulin,43.1438127090301,0.25958472459846615,0.45240545731388665,0.020790400057888604,0.18724968426073518,0.09290144861986745,0.3480809777933451,0.13912928353045403,0.7626772937180444,0.024862596128807705,0.5765903567313768
C1,no,Insulin,43.31103678929766,0.25958472459846826,0.45240545731390314,0.02079040005788687,0.1872496842607023,0.09290144861985043,0.34808097779322583,0.13912928353045406,0.7626772937179692,0.024862596128146612,0.5765903567313958
C1,no,Insulin,43.47826086956522,0.2595847245984703,0.4524054573139197,0.02079040005788513,0.18724968426066943,0.0929014486198334,0.3480809777931066,0.1391292835304541,0.7626772937178941,0.02486259612748552,0.5765903567314148
C1,no,Insulin,43.64548494983278,0.2595847245984724,0.45240545731393617,0.020790400057883397,0.18724968426063657,0.09290144861981639,0.3480809777929873,0.13912928353045412,0.7626772937178189,0.024862596126824427,0.5765903567314338
C1,no,Insulin,43.812709030100336,0.25958472459847454,0.4524054573139527,0.02079040005788166,0.1872496842606037,0.09290144861979936,0.34808097779286806,0.13912928353045415,0.7626772937177437,0.024862596126163334,0.5765903567314528
C1,no,Insulin,43.979933110367895,0.25958472459847665,0.4524054573139692,0.020790400057879924,0.18724968426057081,0.09290144861978235,0.34808097779274877,0.13912928353045417,0.7626772937176686,0.024862596125502238,0.5765903567314717
C1,no,Insulin,44.147157190635454,0.25958472459847876,0.45240545731398574,0.02079040005787819,0.18724968426053795,0.09290144861976533,0.34808097779262953,0.1391292835304542,0.7626772937175933,0.024862596124841145,0.5765903567314908
C1,no,Insulin,44.31438127090301,0.25958472459848086,0.4524054573140022,0.02079040005787645,0.1872496842605051,0.0929014486197483,0.34808097779251024,0.13912928353045423,0.7626772937175181,0.024862596124180052,0.5765903567315098
C1,no,Insulin,44.48160535117057,0.259584724598483,0.45240545731401877,0.020790400057874716,0.18724968426047223,0.09290144861973129,0.348080977792391,0.13912928353045426,0.762677293717443,0.02486259612351896,0.5765903567315288
C1,no,Insulin,44.64882943143812,0.2595847245984851,0.45240545731403525,0.020790400057872978,0.18724968426043934,0.09290144861971428,0.3480809777922717,0.13912928353045428,0.7626772937173678,0.024862596122857863,0.5765903567315478
C1,no,Insulin,44.81605351170568,0.25958472459848714,0.4524054573140518,0.020790400057871243,0.18724968426040647,0.09290144861969725,0.34808097779215247,0.1391292835304543,0.7626772937172926,0.02486259612219677,0.5765903567315668
C1,no,Insulin,44.98327759197324,0.25958472459848925,0.4524054573140683,0.020790400057869505,0.1872496842603736,0.09290144861968024,0.3480809777920332,0.13912928353045434,0.7626772937172175,0.024862596121535678,0.5765903567315858
C1,no,Insulin,45.1505016722408,0.25958472459849136,0.4524054573140848,0.02079040005786777,0.18724968426034075,0.09290144861966321,0.34808097779191394,0.13912928353045437,0.7626772937171423,0.024862596120874585,0.5765903567316047
C1,no,Insulin,45.31772575250836,0.25958472459849347,0.4524054573141013,0.020790400057866035,0.18724968426030789,0.09290144861964619,0.34808097779179464,0.1391292835304544,0.7626772937170672,0.024862596120213493,0.5765903567316238
C1,no,Insulin,45.48494983277592,0.2595847245984956,0.45240545731411785,0.020790400057864297,0.187249684260275,0.09290144861962918,0.3480809777916754,0.13912928353045442,0.762677293716992,0.024862596119552396,0.5765903567316428
C1,no,Insulin,45.65217391304348,0.2595847245984977,0.4524054573141344,0.020790400057862563,0.18724968426024213,0.09290144861961215,0.3480809777915561,0.13912928353045445,0.7626772937169168,0.024862596118891304,0.5765903567316618
C1,no,Insulin,45.819397993311036,0.2595847245984998,0.4524054573141509,0.020790400057860824,0.18724968426020927,0.09290144861959514,0.3480809777914369,0.13912928353045448,0.7626772937168416,0.02486259611823021,0.5765903567316808
C1,no,Insulin,45.986622073578594,0.2595847245985019,0.4524054573141674,0.02079040005785909,0.1872496842601764,0.09290144861957812,0.3480809777913176,0.1391292835304545,0.7626772937167664,0.02486259611756912,0.5765903567316998
C1,no,Insulin,46.15384615384615,0.25958472459850396,0.4524054573141839,0.02079040005785735,0.18724968426014352,0.0929014486195611,0.34808097779119834,0.13912928353045453,0.7626772937166912,0.024862596116908026,0.5765903567317188
C1,no,Insulin,46.32107023411371,0.25958472459850607,0.45240545731420045,0.020790400057855617,0.18724968426011065,0.09290144861954408,0.34808097779107905,0.13912928353045456,0.7626772937166161,0.02486259611624693,0.5765903567317378
C1,no,Insulin,46.48829431438127,0.2595847245985082,0.45240545731421694,0.020790400057853882,0.1872496842600778,0.09290144861952705,0.3480809777909598,0.1391292835304546,0.7626772937165409,0.024862596115585837,0.5765903567317567
C1,no,Insulin,46.65551839464883,0.2595847245985103,0.4524054573142335,0.020790400057852144,0.18724968426004493,0.09290144861951004,0.3480809777908405,0.13912928353045462,0.7626772937164658,0.024862596114924744,0.5765903567317758
C1,no,Insulin,46.82274247491639,0.2595847245985124,0.45240545731424997,0.02079040005785041,0.18724968426001207,0.09290144861949302,0.3480809777907213,0.13912928353045464,0.7626772937163906,0.02486259611426365,0.5765903567317948
C1,no,Insulin,46.98996655518395,0.2595847245985145,0.4524054573142665,0.02079040005784867,0.18724968425997918,0.092901448619476,0.348080977790602,0.13912928353045467,0.7626772937163154,0.02486259611360256,0.5765903567318138
C1,no,Insulin,47.15719063545151,0.2595847245985166,0.452405457314283,0.020790400057846936,0.18724968425994631,0.09290144861945898,0.34808097779048275,0.1391292835304547,0.7626772937162403,0.024862596112941462,0.5765903567318328
C1,no,Insulin,47.324414715719065,0.2595847245985187,0.45240545731429954,0.020790400057845198,0.18724968425991345,0.09290144861944197,0.34808097779036345,0.13912928353045473,0.7626772937161651,0.02486259611228037,0.5765903567318518
C1,no,Insulin,47.491638795986624,0.2595847245985208,0.45240545731431603,0.020790400057843463,0.1872496842598806,0.09290144861942494,0.3480809777902442,0.13912928353045476,0.7626772937160898,0.024862596111619277,0.5765903567318708
C1,no,Insulin,47.65886287625418,0.2595847245985229,0.45240545731433257,0.02079040005784173,0.1872496842598477,0.09290144861940793,0.3480809777901249,0.13912928353045478,0.7626772937160147,0.024862596110958184,0.5765903567318897
C1,no,Insulin,47.82608695652174,0.259584724598525,0.45240545731434906,0.02079040005783999,0.18724968425981484,0.0929014486193909,0.3480809777900057,0.1391292835304548,0.7626772937159395,0.02486259611029709,0.5765903567319088
C1,no,Insulin,47.9933110367893,0.2595847245985271,0.4524054573143656,0.020790400057838256,0.18724968425978197,0.09290144861937388,0.3480809777898864,0.13912928353045484,0.7626772937158643,0.024862596109635995,0.5765903567319278
C1,no,Insulin,48.16053511705685,0.2595847245985292,0.4524054573143821,0.020790400057836517,0.1872496842597491,0.09290144861935687,0.34808097778976715,0.1391292835304549,0.7626772937157892,0.024862596108974903,0.5765903567319468
C1,no,Insulin,48.32775919732441,0.2595847245985313,0.45240545731439863,0.020790400057834783,0.18724968425971622,0.09290144861933984,0.34808097778964786,0.13912928353045492,0.762677293715714,0.02486259610831381,0.5765903567319658
C1,no,Insulin,48.49498327759197,0.25958472459853343,0.45240545731441517,0.020790400057833044,0.18724968425968336,0.09290144861932283,0.3480809777895286,0.13912928353045495,0.7626772937156389,0.024862596107652717,0.5765903567319848
C1,no,Insulin,48.66220735785953,0.25958472459853554,0.45240545731443166,0.02079040005783131,0.1872496842596505,0.09290144861930581,0.34808097778940933,0.13912928353045498,0.7626772937155637,0.024862596106991625,0.5765903567320038
C1,no,Insulin,48.82943143812709,0.2595847245985376,0.4524054573144482,0.020790400057829575,0.18724968425961763,0.09290144861928878,0.3480809777892901,0.139129283530455,0.7626772937154885,0.02486259610633053,0.5765903567320227
C1,no,Insulin,48.99665551839465,0.2595847245985397,0.4524054573144647,0.020790400057827837,0.18724968425958477,0.09290144861927177,0.3480809777891708,0.13912928353045503,0.7626772937154134,0.024862596105669436,0.5765903567320417
C1,no,Insulin,49.163879598662206,0.2595847245985418,0.45240545731448123,0.020790400057826102,0.18724968425955188,0.09290144861925474,0.34808097778905156,0.13912928353045506,0.7626772937153381,0.024862596105008343,0.5765903567320608
C1,no,Insulin,49.331103678929765,0.2595847245985439,0.4524054573144977,0.020790400057824364,0.18724968425951902,0.09290144861923773,0.34808097778893227,0.1391292835304551,0.7626772937152629,0.02486259610434725,0.5765903567320798
C1,no,Insulin,49.49832775919732,0.25958472459854603,0.45240545731451426,0.02079040005782263,0.18724968425948615,0.09290144861922071,0.34808097778881303,0.13912928353045512,0.7626772937151878,0.024862596103686158,0.5765903567320988
C1,no,Insulin,49.66555183946488,0.25958472459854814,0.45240545731453075,0.02079040005782089,0.1872496842594533,0.09290144861920369,0.34808097778869374,0.13912928353045514,0.7626772937151126,0.02486259610302506,0.5765903567321178
C1,no,Insulin,49.83277591973244,0.25958472459855025,0.4524054573145473,0.020790400057819156,0.1872496842594204,0.09290144861918667,0.3480809777885745,0.13912928353045517,0.7626772937150375,0.02486259610236397,0.5765903567321368
C1,no,Insulin,50.0,0.25958472459855236,0.4524054573145638,0.02079040005781742,0.18724968425938754,0.09290144861916964,0.3480809777884552,0.1391292835304552,0.7626772937149623,0.024862596101702876,0.5765903567321558
