NON $ % + - . 0
#NON	b	e	f	a	c	d
6.375838926174497	0.028123833194505763	0.034187735237678325	0.1086318089330126	0.029542655530534687	0.08111186496400011	0.11309579079670105
6.7114093959731544	0.02805706268546292	0.034112843092479465	0.10846797068254478	0.02948279487746486	0.08094154682645537	0.11295150525084571
7.046979865771813	0.028008773473794706	0.03405880710905643	0.10834921211415482	0.029439442674336597	0.08081898121409647	0.11284692151070351
7.38255033557047	0.02797382523824957	0.034019768035693815	0.10826312206786687	0.02940803494760733	0.08073067476486609	0.11277110445197328
7.718120805369128	0.027948516607296494	0.03399153350962147	0.10820070388277835	0.02938527276441544	0.0806669805370771	0.11271613155795725
8.053691275167786	0.027930181206016463	0.033971098080660865	0.10815544446308871	0.029368772739554117	0.08062099785622337	0.1126762682708426
8.389261744966444	0.027916895974938283	0.033956301828027564	0.10812263042430179	0.029356812272916047	0.08058778271312922	0.11264736494951053
8.724832214765101	0.027907266536260397	0.03394558278381199	0.10809883547303506	0.0293481403499409	0.0805637715263586	0.11262640491319821
9.060402684563758	0.027900288004584894	0.03393781772518193	0.10808158440079005	0.029341854237607688	0.08054641001639744	0.11261120777766213
9.395973154362416	0.027895228715718614	0.03393218969955002	0.10806907539821582	0.02933729623921611	0.08053384791497081	0.1126001879589024
9.731543624161075	0.027891557222849805	0.03392810616614615	0.10805999862967731	0.02933398817766994	0.08052474758586108	0.11259219355033001
10.067114093959733	0.027888896465264795	0.033925147514899764	0.10805341776445442	0.02933159043670768	0.08051816136302983	0.11258639613195227
10.40268456375839	0.027886968540518538	0.03392300398629966	0.10804864444870842	0.02932985305045313	0.08051339194815921	0.11258218656266207
10.738255033557047	0.027885568757156986	0.03392144766257	0.10804518382803922	0.029328591573105484	0.08050993583979517	0.1125791391752787
11.073825503355705	0.027884554200619308	0.03392031985880823	0.10804267461418621	0.029327677120909057	0.080507432838046	0.11257692933302982
11.409395973154362	0.027883818284283792	0.03391950182825389	0.10804085522001318	0.029327013795968443	0.08050561908624337	0.11257532766062918
11.74496644295302	0.02788328486388855	0.033918908886742385	0.10803953537188395	0.029326533015063255	0.08050430443871559	0.11257416466999483
12.080536912751679	0.027882897910730294	0.03391847876686364	0.10803857809000689	0.029326184239576395	0.08050335137958053	0.11257332132467594
12.416107382550337	0.02788261760140729	0.03391816719162561	0.10803788461266473	0.029325931584849883	0.08050266127029942	0.11257271036698278
12.751677852348994	0.027882415396781324	0.033917942434998724	0.10803738434093323	0.02932574932876699	0.08050216362473178	0.11257226960279677
13.087248322147651	0.027882267556760015	0.0339177781075876	0.10803701858808651	0.02932561607299697	0.0805017998828219	0.11257194737375141
13.422818791946309	0.02788216027353579	0.03391765886063315	0.10803675317148634	0.029325519372821532	0.08050153599307686	0.1125717135413996
13.758389261744966	0.02788208245963678	0.033917572369517646	0.10803656065374845	0.029325449234989486	0.08050134462591726	0.1125715439255347
14.093959731543626	0.02788202592534751	0.03391750953115453	0.10803642078475845	0.029325398277483976	0.08050120561629623	0.11257142069684098
14.429530201342283	0.027881984894487455	0.03391746392514127	0.10803631927486504	0.029325361293953512	0.08050110474424528	0.11257133126654223
14.76510067114094	0.027881955135546727	0.03391743084799052	0.10803624565177797	0.029325334470431067	0.08050103159315593	0.11257126640480988
15.100671140939598	0.027881933529113754	0.03391740683240011	0.1080361921970703	0.029325314995257902	0.08050097848718579	0.112571219310604
15.436241610738255	0.027881918081389224	0.03391738966219618	0.10803615397470359	0.029325301071401997	0.08050094052148998	0.11257118563180103
15.771812080536913	0.027881907084507225	0.03391737743912834	0.10803612676370766	0.02932529115935196	0.08050091349788255	0.11257116165406023
16.107382550335572	0.027881899399082324	0.03391736889677435	0.10803610774616143	0.02932528423208899	0.08050089461539058	0.11257114489571125
16.44295302013423	0.027881893701952164	0.033917362564449174	0.10803609365296356	0.02932527909687054	0.08050088061898711	0.11257113248110105
16.778523489932887	0.02788188962181924	0.03391735802942843	0.1080360835615779	0.02932527541911667	0.08050087059642251	0.11257112359347995
17.114093959731544	0.02788188632295823	0.03391735436275682	0.10803607540355038	0.029325272445576096	0.08050086248961086	0.11257111640961866
17.449664429530202	0.02788188375853488	0.033917351512393897	0.10803606906175807	0.02932527013405289	0.08050085618596203	0.11257111082508263
17.78523489932886	0.027881881790246282	0.0339173493245975	0.1080360641914071	0.029325268359949253	0.08050085134581121	0.11257110653344315
18.120805369127517	0.027881880344125903	0.03391734771719818	0.10803606061223432	0.029325267056518438	0.08050084778973644	0.11257110337867136
18.456375838926174	0.027881879294709852	0.033917346550694005	0.10803605801050216	0.029325266110762967	0.0805008452073204	0.11257110108096287
18.79194630872483	0.02788187857129217	0.03391734574654779	0.10803605621519463	0.029325265458847147	0.08050084342704607	0.11257109949362976
19.12751677852349	0.027881878098290156	0.033917345220857494	0.10803605504752715	0.029325265032426065	0.08050084226752453	0.11257109846750833
19.46308724832215	0.02788187786105398	0.0339173449571511	0.10803605445723168	0.029325264818668602	0.08050084168523351	0.11257109794404721
19.798657718120808	0.027881877713479282	0.03391734479314089	0.10803605409203318	0.029325264685644354	0.08050084132460995	0.11257109762222249
20.134228187919465	0.027881877560675027	0.033917344623366735	0.1080360537188179	0.029325264547783114	0.08050084095232878	0.11257109729832619
20.469798657718123	0.02788187749775734	0.03391734455347328	0.10803605356562067	0.029325264491003495	0.08050084080008296	0.11257109716586766
20.80536912751678	0.027881877412964388	0.0339173444592515	0.1080360533582108	0.029325264414514343	0.08050084059284943	0.11257109698554241
21.140939597315437	0.027881877297278205	0.033917344330673886	0.10803605307382719	0.029325264310198284	0.08050084030834655	0.11257109673684115
21.476510067114095	0.027881877192366105	0.033917344214068626	0.10803605281577752	0.02932526421560146	0.0805008400501955	0.11257109651101462
21.812080536912752	0.02788187709772664	0.033917344108864746	0.10803605258173109	0.02932526413030035	0.08050083981652441	0.11257109630490145
22.14765100671141	0.027881877001520623	0.03391734400190968	0.1080360523429315	0.029325264043609647	0.0805008395785357	0.11257109609370966
22.483221476510067	0.02788187692438509	0.03391734391615963	0.10803605215165803	0.02932526397409761	0.08050083938788347	0.11257109592474311
22.818791946308725	0.027881876883579706	0.03391734387079896	0.10803605205029583	0.029325263937327855	0.0805008392871681	0.11257109583502613
23.154362416107382	0.027881876730094853	0.03391734370015507	0.10803605166824436	0.029325263799050233	0.08050083890706504	0.11257109549605637
23.48993288590604	0.027881876565468422	0.033917343517123985	0.1080360512584078	0.029325263650736025	0.08050083849938754	0.11257109513238299
23.8255033557047	0.027881876430862432	0.033917343367473464	0.10803605092344083	0.02932526352946312	0.08050083816626968	0.11257109483528308
24.161073825503358	0.02788187634743656	0.03391734327473187	0.1080360507162209	0.029325263454289045	0.08050083796025734	0.11257109465188118
24.496644295302016	0.027881876336350486	0.03391734326242756	0.10803605068962548	0.029325263444271336	0.08050083793389635	0.11257109462930183
24.832214765100673	0.027881876418763888	0.03391734335408891	0.10803605089653205	0.029325263518467516	0.0805008381397326	0.11257109481466958
25.16778523489933	0.027881876383551357	0.03391734331494869	0.1080360508091505	0.029325263486734324	0.08050083805304939	0.11257109473741761
25.503355704697988	0.02788187635529782	0.033917343283541714	0.10803605073890131	0.029325263461276216	0.08050083798341949	0.1125710946751732
25.838926174496645	0.027881876350923564	0.033917343278682247	0.10803605072806431	0.029325263457332645	0.08050083797285326	0.11257109466561264
26.174496644295303	0.02788187637469525	0.033917343305114	0.1080360507872877	0.029325263478746935	0.08050083803191495	0.11257109471821115
26.51006711409396	0.02788187643087954	0.03391734336758069	0.1080360509272197	0.02932526352936241	0.08050083817116875	0.11257109484244399
26.845637583892618	0.027881876523743084	0.03391734347082605	0.10803605115850848	0.02932526361302239	0.08050083840117891	0.11257109504778635
27.181208053691275	0.027881876566567876	0.033917343518435734	0.10803605126492309	0.02932526365160918	0.08050083850714448	0.11257109514201491
27.516778523489933	0.02788187661126514	0.03391734356812539	0.10803605137591808	0.02932526369188539	0.08050083861764325	0.11257109524022534
27.85234899328859	0.027881876656537692	0.03391734361845276	0.1080360514882677	0.029325263732682315	0.08050083872945804	0.11257109533955874
28.18791946308725	0.027881876700489385	0.033917343667309675	0.10803605159725259	0.029325263772291683	0.08050083883788807	0.11257109543582837
28.52348993288591	0.027881876741224075	0.033917343712587956	0.10803605169815339	0.029325263809005225	0.08050083893823258	0.11257109552484752
28.859060402684566	0.027881876777160638	0.033917343752529895	0.10803605178704344	0.029325263841398205	0.08050083902658352	0.11257109560314148
29.194630872483224	0.02788187681413548	0.03391734379362973	0.10803605187866076	0.02932526387472209	0.08050083911769976	0.11257109568400087
29.53020134228188	0.027881876846045164	0.03391734382909869	0.1080360519576992	0.029325263903481807	0.0805008391962925	0.1125710957537295
29.86577181208054	0.0278818768715428	0.03391734385743966	0.10803605202082152	0.029325263926463455	0.08050083925904321	0.11257109580938213
30.201342281879196	0.027881876889281502	0.0339173438771555	0.10803605206469044	0.029325263942453123	0.08050083930263335	0.11257109584801345
30.536912751677853	0.02788187689791438	0.03391734388674909	0.10803605208596873	0.02932526395023691	0.08050083932374444	0.11257109586667821
30.87248322147651	0.027881876903562912	0.03391734389302506	0.10803605209983734	0.029325263955331478	0.08050083933747904	0.1125710958787881
31.20805369127517	0.027881876967675735	0.033917343964289186	0.10803605225866439	0.029325264013114954	0.08050083949540715	0.11257109601893053
31.543624161073826	0.02788187703040775	0.03391734403401829	0.1080360524140627	0.029325264069654182	0.08050083964992129	0.11257109615603939
31.879194630872483	0.027881877090993917	0.03391734410136202	0.10803605256413777	0.029325264124259637	0.08050083979913807	0.11257109628844371
32.214765100671144	0.027881877148669205	0.03391734416547002	0.1080360527069951	0.029325264176241785	0.08050083994117414	0.11257109641447262
32.5503355704698	0.027881877202668583	0.033917344225491974	0.10803605284074014	0.02932526422491109	0.08050084007414618	0.11257109653245517
32.88590604026846	0.027881877252227016	0.033917344280577515	0.1080360529634784	0.029325264269578023	0.0805008401961708	0.11257109664072047
33.22147651006711	0.027881877296579472	0.0339173443298763	0.10803605307331535	0.02932526430955305	0.08050084030536467	0.11257109673759759
