NON $ % + - . 0
#NON	a	d	f	c	e	b
9.090909090909092	0.21760136348004744	0.03792780865935302	0.007228180657660994	0.009728104246408829	0.013466211256165496	0.18036544878142852
9.595959595959597	0.21775714729729082	0.03745560414205163	0.0071238050008973035	0.009551627764924435	0.013253720791746875	0.18066237294914717
10.101010101010102	0.21787925397318542	0.03708691550225122	0.007042348378446626	0.009414573868685267	0.013088097145489848	0.1808965204821769
10.606060606060607	0.21797501997035798	0.0367984395327493	0.006978645949450973	0.00930780086429023	0.012958702845619431	0.18108096980640007
11.111111111111112	0.2180501751807078	0.036572380515049664	0.006928743067233746	0.00922440735836361	0.012857420448513056	0.18122618559718526
11.616161616161618	0.21810919456155176	0.036395001064409495	0.0068895998826932646	0.009159146565286717	0.0127780261730291	0.18134048730609184
12.121212121212121	0.2181555727699026	0.036255677982458476	0.006858862563099327	0.009107993918662021	0.012715713065521276	0.18143045674814387
12.626262626262626	0.21819203247680774	0.03614617522674125	0.0068347093533711635	0.009067856237443961	0.012666767438265262	0.18150127014405992
13.131313131313131	0.21822071265887993	0.03606004595110598	0.006815714671141615	0.009036326417012077	0.012628287511767334	0.18155702165083734
13.636363636363637	0.2182432842569243	0.03599226089637976	0.006800767988941747	0.009011537882486877	0.012598015676360425	0.18160092566477348
14.141414141414142	0.21826105398251447	0.03593889663020248	0.006789001728479797	0.008992037790237424	0.012574190042832485	0.18163550494209948
14.646464646464647	0.2182750440420483	0.03589687819319001	0.006779738735549917	0.008976695066978242	0.012555436448454865	0.18166273814104592
15.151515151515152	0.2182860634665292	0.03586377933847881	0.006772443536266687	0.008964615639349952	0.012540667690403783	0.18168419316521436
15.656565656565657	0.21829474229248566	0.03583771556291464	0.0067666963769567375	0.008955104299071384	0.012529035057342161	0.18170109418325966
16.161616161616163	0.2183015801573871	0.03581717355649232	0.006762169326534388	0.008947613298582293	0.012519872281277445	0.18171441149625056
16.666666666666668	0.21830696805104377	0.03580098920902133	0.006758602045477548	0.008941711645614477	0.012512652253291366	0.18172490583564668
17.171717171717173	0.21831121424649813	0.03578823377420622	0.006755790267712499	0.008937061246919563	0.01250696221221895	0.18173317702370362
17.67676767676768	0.2183145608603703	0.035778179537551635	0.006753574647848306	0.008933396665051264	0.012502478145286414	0.1817396961183131
18.181818181818183	0.21831719773386254	0.035770258185363786	0.0067518284610003036	0.008930509381062891	0.01249894476291689	0.18174483292953242
18.68686868686869	0.21831927607255772	0.03576401307530271	0.006750452669929275	0.008928234103008463	0.012496160481292528	0.18174888163106137
19.191919191919194	0.21832091487094174	0.03575908802843326	0.006749368341757894	0.008926440239293747	0.01249396537255326	0.18175207406042188
19.6969696969697	0.21832220657190202	0.035755208135661194	0.006748513016966682	0.00892502601325122	0.01249223433508649	0.1817545905743189
20.202020202020204	0.2183232244773433	0.03575215308784776	0.006747837616855995	0.008923911129815654	0.012490869104946772	0.18175657398211711
20.70707070707071	0.21832402609901533	0.0357497473734773	0.006747304893137176	0.008923033097964475	0.01248979379799892	0.1817581360271852
21.212121212121215	0.21832465928767247	0.03574784453102707	0.006746884599647051	0.008922340031964536	0.01248894553638348	0.18175936960516523
21.71717171717172	0.2183251592353726	0.03574633738412675	0.006746555223158568	0.008921793701312093	0.012488277894183563	0.18176034307000608
22.222222222222225	0.21832556075461476	0.03574512564031066	0.006746292684634385	0.008921355190267665	0.012487742304453073	0.18176112472367156
22.72727272727273	0.21832586464756704	0.03574420516978267	0.006746098064698446	0.008921023951286062	0.012487338479890617	0.18176171592177442
23.232323232323235	0.2183261093230423	0.035743473982272816	0.006745936149540784	0.008920755400721318	0.012487008909980026	0.1817621930425304
23.73737373737374	0.21832630122267993	0.03574290731746783	0.006745801650046705	0.008920543518905425	0.012486747443390641	0.18176256799796342
24.242424242424242	0.2183264531306017	0.03574245303987024	0.0067456984338682925	0.008920376848561841	0.01248654297392654	0.18176286418704565
24.747474747474747	0.21832657313178802	0.03574209081771936	0.006745620440450018	0.00892024580148903	0.012486382908948778	0.18176309780469443
25.252525252525253	0.21832666754100907	0.03574180698793467	0.006745558091025765	0.008920142494681042	0.0124862564898696	0.18176328171979494
25.757575757575758	0.21832674213604886	0.03574158279355591	0.006745508758687834	0.008920060857589014	0.01248615657480099	0.1817634270425029
26.262626262626263	0.21832680090579332	0.03574140620258393	0.006745469861838495	0.0089199965324785	0.012486077839229176	0.18176354153935304
26.767676767676768	0.21832684717278167	0.03574126720840594	0.006745439212299432	0.008919945886852059	0.01248601584171698	0.1817636316809928
27.272727272727273	0.21832688376297976	0.035741157295061415	0.006745414956412442	0.008919905832024145	0.012485966806739586	0.18176370297047711
27.77777777777778	0.21832691292894163	0.03574106970924618	0.0067453955842692185	0.008919873899743297	0.012485927709943516	0.18176375979788686
28.282828282828284	0.21832693511511286	0.03574100312749468	0.006745380787069112	0.008919849601365746	0.012485897950730917	0.18176380303036307
28.78787878787879	0.21832695270122723	0.03574095049272993	0.006745368875326441	0.008919830315177443	0.012485874300698835	0.18176383731398457
29.292929292929294	0.2183269662731973	0.03574091007675064	0.00674535942232257	0.008919815393997301	0.012485855960994292	0.18176386379363246
29.7979797979798	0.21832697694145664	0.03574087900867794	0.006745351152612192	0.00891980353788455	0.012485841244407674	0.1817638846813529
30.303030303030305	0.21832698530660907	0.03574085573573012	0.006745343376341021	0.008919794043735961	0.012485829238372381	0.1817639011735826
30.80808080808081	0.21832699187670432	0.03574083787492523	0.006745336872618916	0.008919786511279377	0.01248581963050175	0.1817639141700952
31.313131313131315	0.2183269973768276	0.03574082182092667	0.0067453329519889275	0.008919780406170214	0.01248581206186364	0.18176392493393456
31.81818181818182	0.21832700202475086	0.0357408070822536	0.006745331003903722	0.008919775459703181	0.01248580616804179	0.18176393390755766
32.323232323232325	0.21832700589055953	0.035740794464517826	0.006745329580696596	0.008919771410263814	0.01248580141813987	0.1817639413343957
32.82828282828283	0.21832700893307508	0.035740783364724006	0.006745329701103637	0.008919768435124136	0.012485798179727546	0.18176394705782944
33.333333333333336	0.21832701143450692	0.035740774800724365	0.0067453291978981315	0.008919765887244954	0.012485795276918897	0.18176395182193278
33.83838383838384	0.21832701332172877	0.03574076850877238	0.00674532863265327	0.008919763934287483	0.012485793014410246	0.18176395543390075
34.343434343434346	0.21832701467686455	0.03574076404658335	0.0067453281618818734	0.008919762521813526	0.012485791365835283	0.1817639580333519
34.84848484848485	0.21832701583190187	0.03574076034642975	0.006745327650577238	0.008919761299213808	0.012485789916598645	0.18176396025970418
35.35353535353536	0.21832701660964202	0.03574075797821213	0.006745327170799317	0.008919760453626357	0.012485788887990994	0.18176396177166762
35.85858585858586	0.21832701732344764	0.03574075577655768	0.006745326761298733	0.00891975968265086	0.012485787955981927	0.1817639631564052
36.36363636363637	0.21832701795682058	0.03574075380282182	0.006745326420035315	0.008919759002208316	0.012485787137631243	0.18176396438300357
36.86868686868687	0.21832701839447352	0.035740752485749656	0.00674532613275256	0.00891975852355295	0.012485786552150957	0.1817639652354432
37.37373737373738	0.2183270186364065	0.035740751825341185	0.00674532589945047	0.008919758246684766	0.012485786199541075	0.18176396571372408
37.87878787878788	0.21832701877430183	0.035740751496414515	0.006745325714123699	0.008919758080266321	0.012485785978238725	0.18176396599128325
38.38383838383839	0.2183270189767378	0.03574075090105111	0.006745325565730103	0.008919757856353617	0.01248578570149822	0.18176396638702288
38.88888888888889	0.21832701910037675	0.03574075054764558	0.006745325463658532	0.008919757717745077	0.012485785528104575	0.1817639666297887
39.3939393939394	0.21832701914521857	0.03574075043619795	0.006745325407908985	0.008919757664440702	0.01248578545805779	0.18176396671958076
39.8989898989899	0.21832701911126334	0.03574075056670819	0.006745325398481463	0.008919757696440496	0.012485785491357869	0.181763966656399
40.40404040404041	0.21832701927934328	0.035740750091677057	0.006745325253745118	0.00891975750703048	0.012485785253326975	0.1817639669869884
40.909090909090914	0.2183270192173922	0.035740750276324916	0.006745325296254914	0.008919757575109493	0.012485785336967497	0.1817639668661372
41.41414141414142	0.21832701915544114	0.035740750460972776	0.006745325338764711	0.008919757643188508	0.012485785420608018	0.18176396674528597
41.919191919191924	0.21832701909349006	0.035740750645620635	0.0067453253812745076	0.008919757711267521	0.01248578550424854	0.18176396662443475
42.42424242424243	0.2183270190626632	0.035740750737654516	0.00674532540227481	0.00891975774511589	0.012485785545802552	0.18176396656431515
42.929292929292934	0.21832701904985116	0.035740750776083054	0.0067453254108253285	0.00891975775915142	0.012485785562996721	0.1817639665393472
43.43434343434344	0.21832701903703916	0.035740750814511585	0.006745325419375847	0.00891975777318695	0.012485785580190891	0.18176396651437926
43.939393939393945	0.21832701902422713	0.03574075085294012	0.006745325427926366	0.00891975778722248	0.012485785597385063	0.18176396648941132
44.44444444444445	0.21832701901141513	0.035740750891368654	0.006745325436476885	0.008919757801258012	0.012485785614579232	0.18176396646444337
44.949494949494955	0.2183270189986031	0.03574075092979719	0.006745325445027404	0.008919757815293541	0.012485785631773404	0.18176396643947543
45.45454545454546	0.21832701898579107	0.035740750968225724	0.0067453254535779225	0.008919757829329073	0.012485785648967573	0.18176396641450748
45.959595959595966	0.21832701897297907	0.03574075100665426	0.006745325462128441	0.008919757843364602	0.012485785666161743	0.18176396638953954
46.46464646464647	0.21832701896016704	0.03574075104508279	0.00674532547067896	0.008919757857400134	0.012485785683355915	0.1817639663645716
46.969696969696976	0.21832701894735504	0.03574075108351133	0.006745325479229479	0.008919757871435665	0.012485785700550084	0.18176396633960368
47.47474747474748	0.218327018934543	0.03574075112193986	0.006745325487779998	0.008919757885471195	0.012485785717744256	0.18176396631463573
47.979797979797986	0.21832701892173098	0.0357407511603684	0.0067453254963305165	0.008919757899506726	0.012485785734938425	0.1817639662896678
48.484848484848484	0.21832701890891898	0.03574075119879693	0.006745325504881035	0.008919757913542256	0.012485785752132595	0.18176396626469984
48.98989898989899	0.21832701889610695	0.03574075123722547	0.006745325513431554	0.008919757927577788	0.012485785769326766	0.1817639662397319
49.494949494949495	0.21832701888329492	0.03574075127565401	0.006745325521982073	0.008919757941613317	0.012485785786520936	0.18176396621476396
50.0	0.21832701887048292	0.03574075131408254	0.006745325530532592	0.008919757955648849	0.012485785803715108	0.181763966189796
