NON $ % + -				
#NON	b	a	d	c
19.191919191919194	0.23152756728279714	0.25882376766315285	0.092711274290015	0.838440368791545
19.6969696969697	0.23152756726060356	0.258823767689391	0.0927112742990056	0.8384403687467633
20.202020202020204	0.23152756723840998	0.2588237677156292	0.0927112743079962	0.8384403687019815
20.70707070707071	0.2315275672162164	0.2588237677418674	0.09271127431698681	0.8384403686571997
21.212121212121215	0.23152756719402282	0.2588237677681055	0.09271127432597741	0.8384403686124179
21.71717171717172	0.23152756718972914	0.2588237677725329	0.09271127432754407	0.8384403686043759
22.222222222222225	0.2315275671887992	0.2588237677728617	0.09271127432771563	0.8384403686032379
22.72727272727273	0.2315275671878692	0.25882376777319044	0.09271127432788717	0.8384403686021
23.232323232323235	0.23152756718693926	0.2588237677735192	0.09271127432805873	0.838440368600962
23.73737373737374	0.23152756718600928	0.25882376777384797	0.09271127432823027	0.8384403685998241
24.242424242424242	0.23152756718507933	0.2588237677741767	0.09271127432840183	0.8384403685986862
24.747474747474747	0.23152756718414935	0.25882376777450544	0.09271127432857339	0.8384403685975482
25.252525252525253	0.2315275671832194	0.25882376777483423	0.09271127432874493	0.8384403685964102
25.757575757575758	0.23152756718228942	0.25882376777516297	0.09271127432891649	0.8384403685952724
26.262626262626263	0.23152756718135947	0.2588237677754917	0.09271127432908803	0.8384403685941344
26.767676767676768	0.2315275671804295	0.2588237677758205	0.09271127432925959	0.8384403685929964
27.272727272727273	0.23152756717949954	0.25882376777614924	0.09271127432943115	0.8384403685918586
27.77777777777778	0.23152756717856957	0.258823767776478	0.09271127432960269	0.8384403685907206
28.282828282828284	0.2315275671776396	0.25882376777680677	0.09271127432977425	0.8384403685895826
28.78787878787879	0.23152756717670964	0.2588237677771355	0.09271127432994579	0.8384403685884447
29.292929292929294	0.23152756717577966	0.25882376777746424	0.09271127433011735	0.8384403685873068
29.7979797979798	0.2315275671748497	0.25882376777779303	0.0927112743302889	0.8384403685861688
30.303030303030305	0.23152756717391973	0.25882376777812177	0.09271127433046045	0.8384403685850309
30.80808080808081	0.23152756717298978	0.2588237677784505	0.092711274330632	0.8384403685838929
31.313131313131315	0.2315275671720598	0.2588237677787793	0.09271127433080355	0.838440368582755
31.81818181818182	0.23152756717112985	0.25882376777910804	0.0927112743309751	0.838440368581617
32.323232323232325	0.23152756717019987	0.2588237677794368	0.09271127433114666	0.8384403685804791
32.82828282828283	0.23152756716926992	0.25882376777976557	0.0927112743313182	0.8384403685793411
33.333333333333336	0.23152756716833994	0.2588237677800943	0.09271127433148976	0.8384403685782031
33.83838383838384	0.23152756716740996	0.25882376778042304	0.0927112743316613	0.8384403685770653
34.343434343434346	0.23152756716648001	0.25882376778075183	0.09271127433183286	0.8384403685759273
34.84848484848485	0.23152756716555004	0.25882376778108057	0.09271127433200442	0.8384403685747893
35.35353535353536	0.23152756716462009	0.2588237677814093	0.09271127433217596	0.8384403685736515
35.85858585858586	0.2315275671636901	0.2588237677817381	0.09271127433234752	0.8384403685725135
36.36363636363637	0.23152756716276016	0.25882376778206684	0.09271127433251906	0.8384403685713755
36.86868686868687	0.23152756716183018	0.2588237677823956	0.09271127433269062	0.8384403685702376
37.37373737373738	0.23152756716090023	0.25882376778272437	0.09271127433286216	0.8384403685690996
37.87878787878788	0.23152756715997025	0.2588237677830531	0.09271127433303372	0.8384403685679617
38.38383838383839	0.2315275671590403	0.25882376778338184	0.09271127433320528	0.8384403685668238
38.88888888888889	0.23152756715811032	0.25882376778371063	0.09271127433337682	0.8384403685656858
39.3939393939394	0.23152756715718037	0.25882376778403937	0.09271127433354838	0.8384403685645478
39.8989898989899	0.2315275671562504	0.2588237677843681	0.09271127433371992	0.83844036856341
40.40404040404041	0.2315275671553204	0.2588237677846969	0.09271127433389148	0.838440368562272
40.909090909090914	0.23152756715439046	0.25882376778502564	0.09271127433406304	0.838440368561134
41.41414141414142	0.23152756715346048	0.2588237677853544	0.09271127433423458	0.8384403685599962
41.919191919191924	0.23152756715253053	0.25882376778568317	0.09271127433440614	0.8384403685588582
42.42424242424243	0.23152756715160056	0.2588237677860119	0.09271127433457768	0.8384403685577202
42.929292929292934	0.2315275671506706	0.25882376778634064	0.09271127433474924	0.8384403685565823
43.43434343434344	0.23152756715016584	0.25882376778651045	0.09271127433484005	0.838440368555973
43.939393939393945	0.2315275671501315	0.2588237677865044	0.09271127433484154	0.8384403685559484
44.44444444444445	0.2315275671500972	0.25882376778649835	0.09271127433484302	0.8384403685559239
44.949494949494955	0.2315275671500629	0.2588237677864923	0.09271127433484452	0.8384403685558993
45.45454545454546	0.23152756715002856	0.25882376778648625	0.09271127433484601	0.8384403685558747
45.959595959595966	0.23152756714999426	0.2588237677864802	0.0927112743348475	0.8384403685558501
46.46464646464647	0.23152756714995995	0.25882376778647415	0.09271127433484898	0.8384403685558256
46.969696969696976	0.23152756714992562	0.25882376778646804	0.09271127433485046	0.8384403685558011
47.47474747474748	0.2315275671498913	0.258823767786462	0.09271127433485196	0.8384403685557764
47.979797979797986	0.231527567149857	0.25882376778645594	0.09271127433485345	0.8384403685557519
48.484848484848484	0.23152756714982267	0.2588237677864499	0.09271127433485493	0.8384403685557273
48.98989898989899	0.23152756714978837	0.25882376778644384	0.09271127433485642	0.8384403685557028
49.494949494949495	0.23152756714975406	0.2588237677864378	0.0927112743348579	0.8384403685556782
50.0	0.23152756714971973	0.25882376778643174	0.0927112743348594	0.8384403685556536
