,,,Slide ID,b,a,c,d
,,,Antibody Name,b,a,c,d
,,,HUGO ID,b,a,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,13.636363636363637,3.367103469896953e-06,4.017759025750203e-06,2.2662631468168974e-05,0.0005259161796469336
C1,no,Insulin,14.141414141414142,2.4321791005999363e-06,2.9636251824671784e-06,1.7372694496150197e-05,0.0004376607874268138
C1,no,Insulin,14.646464646464647,1.76663393359924e-06,2.1971589071126846e-06,1.3374146564727122e-05,0.00036530612462125074
C1,no,Insulin,15.151515151515152,1.2899118982544808e-06,1.6368396120901178e-06,1.0339064767913943e-05,0.0003058292734910971
C1,no,Insulin,15.656565656565657,9.464003825709293e-07,1.224948321278132e-06,8.024376096808886e-06,0.0002567685399570026
C1,no,Insulin,16.161616161616163,6.974586006851421e-07,9.205607825773457e-07,6.251032255651086e-06,0.00021615613633764049
C1,no,Insulin,16.666666666666668,5.163797851684459e-07,6.947952648092096e-07,4.887789864812499e-06,0.00018245009789868326
C1,no,Insulin,17.171717171717173,3.844856550086821e-07,5.270666216642723e-07,3.837804153942868e-06,0.0001544317897932746
C1,no,Insulin,17.67676767676768,2.877301761531389e-07,4.016990276370696e-07,3.0254307846399314e-06,0.00013107603366194207
C1,no,Insulin,18.181818181818183,2.163285677518456e-07,3.074937866652658e-07,2.3941913907714037e-06,0.00011155627875627685
C1,no,Insulin,18.68686868686869,1.6342830951732845e-07,2.3643834626956845e-07,1.902057429398347e-06,9.520411513130798e-05
C1,no,Insulin,19.191919191919194,1.2401866381378202e-07,1.8256878448527776e-07,1.5166745495762193e-06,8.145996819936585e-05
C1,no,Insulin,19.6969696969697,9.447121805314311e-08,1.4149099082387787e-07,1.2134324554767101e-06,6.987288876382763e-05
C1,no,Insulin,20.202020202020204,7.226496967612985e-08,1.1008700344977274e-07,9.741757062213072e-07,6.0078835594701216e-05
C1,no,Insulin,20.70707070707071,5.5543227284123795e-08,8.602911540987603e-08,7.850064101302356e-07,5.1787731611453735e-05
C1,no,Insulin,21.212121212121215,4.289444826163288e-08,6.752165207728021e-08,6.348941664022678e-07,4.4747598119486994e-05
C1,no,Insulin,21.71717171717172,3.328482078467018e-08,5.3230573448056475e-08,5.15440663192558e-07,3.8763370134860175e-05
C1,no,Insulin,22.222222222222225,2.5935985034625178e-08,4.213217859914991e-08,4.199680566445719e-07,3.366566476191995e-05
C1,no,Insulin,22.72727272727273,2.0295351103981063e-08,3.34800532636003e-08,3.433600474038332e-07,2.9305422110091e-05
C1,no,Insulin,23.232323232323235,1.5951844667523835e-08,2.6709857869920793e-08,2.816299772778523e-07,2.5558821503804623e-05
C1,no,Insulin,23.73737373737374,1.2579237766114908e-08,2.1377237469594083e-08,2.3169512264502245e-07,2.234576260435354e-05
C1,no,Insulin,24.242424242424242,9.954370224991616e-09,1.7167872310760554e-08,1.9122267926665332e-07,1.9585424569043716e-05
C1,no,Insulin,24.747474747474747,7.9082165601638e-09,1.383781048284134e-08,1.583198522205687e-07,1.720280083422039e-05
C1,no,Insulin,25.252525252525253,6.312704907400836e-09,1.1200933560611991e-08,1.3152361210650227e-07,1.5140130468905886e-05
C1,no,Insulin,25.757575757575758,5.061693026842421e-09,9.102409119262183e-09,1.0960761080745668e-07,1.334913605595129e-05
C1,no,Insulin,26.262626262626263,4.074381298674895e-09,7.423562341424786e-09,9.162369914309136e-08,1.1794401729619828e-05
C1,no,Insulin,26.767676767676768,3.2910333145440232e-09,6.074506804549287e-09,7.682169991149388e-08,1.0443741069294209e-05
C1,no,Insulin,27.272727272727273,2.667335136303633e-09,4.987117544269562e-09,6.460973088466013e-08,9.269583759929433e-06
C1,no,Insulin,27.77777777777778,2.172678777628968e-09,4.114068353832483e-09,5.457450593418722e-08,8.254773473172393e-06
C1,no,Insulin,28.282828282828284,1.7744612306344663e-09,3.404333516550937e-09,4.6256710252911527e-08,7.3748872946402055e-06
C1,no,Insulin,28.78787878787879,1.4557004100992398e-09,2.8281837812700514e-09,3.932979012895369e-08,6.59803008049268e-06
C1,no,Insulin,29.292929292929294,1.1985766773590978e-09,2.3574784799669093e-09,3.3537147084848126e-08,5.913804943011749e-06
C1,no,Insulin,29.7979797979798,9.894017571613507e-10,1.9699434726701298e-09,2.8663045650323996e-08,5.310456058237566e-06
C1,no,Insulin,30.303030303030305,8.20279190038103e-10,1.6520759253856373e-09,2.4560024239965464e-08,4.772197382279065e-06
C1,no,Insulin,30.80808080808081,6.79988987962781e-10,1.3859724938844044e-09,2.106398518997254e-08,4.295056634037312e-06
C1,no,Insulin,31.313131313131315,5.652656644488008e-10,1.1660567857280445e-09,1.811736383709863e-08,3.876395520872726e-06
C1,no,Insulin,31.81818181818182,4.711239179510087e-10,9.83266177843294e-10,1.5610313467032463e-08,3.5009879253841453e-06
C1,no,Insulin,32.323232323232325,3.938408181184715e-10,8.313405337852301e-10,1.3478802502222033e-08,3.1655459340935416e-06
C1,no,Insulin,32.82828282828283,3.287149790025171e-10,7.020852605975691e-10,1.163247570844911e-08,2.8628219476213593e-06
C1,no,Insulin,33.333333333333336,2.748686581307529e-10,5.93925030080237e-10,1.0052874327722519e-08,2.5908830827761116e-06
C1,no,Insulin,33.83838383838384,2.3036116866740248e-10,5.034837949326494e-10,8.703850690290754e-09,2.3482112406265777e-06
C1,no,Insulin,34.343434343434346,1.9332112575951412e-10,4.27484654546878e-10,7.54952841253211e-09,2.1326613493642257e-06
C1,no,Insulin,34.84848484848485,1.6305161329690293e-10,3.6451386692923186e-10,6.568924857630611e-09,1.939578998728322e-06
C1,no,Insulin,35.35353535353536,1.3759804546107334e-10,3.1094680493878965e-10,5.716606274592259e-09,1.7626960451117478e-06
C1,no,Insulin,35.85858585858586,1.169089371851075e-10,2.66803948017065e-10,4.996831322791181e-09,1.6059563954291955e-06
C1,no,Insulin,36.36363636363637,9.926531501371883e-11,2.2907701738771243e-10,4.3780844902097e-09,1.4702056220377897e-06
C1,no,Insulin,36.86868686868687,8.492608318673479e-11,1.9806778471968977e-10,3.8587915796596384e-09,1.3514420912240097e-06
C1,no,Insulin,37.37373737373738,7.257408562389156e-11,1.711291085773092e-10,3.400515634461238e-09,1.2415559899456975e-06
C1,no,Insulin,37.87878787878788,6.251992737569384e-11,1.488918373322831e-10,3.012605420885993e-09,1.1431392206955319e-06
C1,no,Insulin,38.38383838383839,5.3805277182785176e-11,1.2945214729699228e-10,2.668049921028931e-09,1.05256959220243e-06
C1,no,Insulin,38.88888888888889,4.665584886464596e-11,1.1327324427222827e-10,2.3739452078402898e-09,9.711893714097795e-07
C1,no,Insulin,39.3939393939394,4.020271276123131e-11,9.86999207583993e-11,2.1093224135248706e-09,8.980608513839059e-07
C1,no,Insulin,39.8989898989899,3.487920756459909e-11,8.655763534661898e-11,1.884638796203931e-09,8.336516703179297e-07
C1,no,Insulin,40.40404040404041,3.030645103783708e-11,7.600364244829197e-11,1.6853083930698462e-09,7.734978365551519e-07
C1,no,Insulin,40.909090909090914,2.6348865938940457e-11,6.673637838087495e-11,1.5061118393258945e-09,7.160019786218396e-07
C1,no,Insulin,41.41414141414142,2.3128556127706077e-11,5.903527594176618e-11,1.3520953015712993e-09,6.629663834749928e-07
C1,no,Insulin,41.919191919191924,2.021286954848615e-11,5.207858318377554e-11,1.2128001400554618e-09,6.158167464106623e-07
C1,no,Insulin,42.42424242424243,1.7799429435287657e-11,4.624165317696321e-11,1.0930035658972167e-09,5.739018501020468e-07
C1,no,Insulin,42.929292929292934,1.5706413500743025e-11,4.1113303589465204e-11,9.85428424820399e-10,5.344998418025361e-07
C1,no,Insulin,43.43434343434344,1.3798148793323162e-11,3.6386716586194984e-11,8.846446179428851e-10,4.955797174965793e-07
C1,no,Insulin,43.939393939393945,1.2211111545384075e-11,3.2370526583079285e-11,7.961143942126086e-10,4.591845061948843e-07
C1,no,Insulin,44.44444444444445,1.0945301756925764e-11,2.9064733580118106e-11,7.198377536295693e-10,4.253142078974511e-07
C1,no,Insulin,44.949494949494955,9.712228312929093e-12,2.5922065465529994e-11,6.49494267331601e-10,3.9557282069734714e-07
C1,no,Insulin,45.45454545454546,8.666321498439369e-12,2.3235478881026935e-11,5.884672826038637e-10,3.6910171890446006e-07
C1,no,Insulin,45.959595959595966,7.811301960054568e-12,2.101203195081056e-11,5.368383135066512e-10,3.4588021588499983e-07
C1,no,Insulin,46.46464646464647,7.06436998585083e-12,1.9071087452632494e-11,4.916238148764693e-10,3.2532116284743993e-07
C1,no,Insulin,46.969696969696976,6.3486434150344194e-12,1.7244917991752478e-11,4.500534703237385e-10,3.0687937350125923e-07
C1,no,Insulin,47.47474747474748,5.734835122731802e-12,1.5687791947169055e-11,4.1467529664318316e-10,2.910562865376218e-07
C1,no,Insulin,47.979797979797986,5.2229451089429764e-12,1.439970931888223e-11,3.8548929383480324e-10,2.7785190195652766e-07
C1,no,Insulin,48.484848484848484,4.67912199699122e-12,1.3010306180634401e-11,3.5375872358466314e-10,2.6322829069300996e-07
C1,no,Insulin,48.98989898989899,4.185953806647162e-12,1.1748101835129237e-11,3.2487426572375797e-10,2.4967690687873077e-07
C1,no,Insulin,49.494949494949495,3.749251202300216e-12,1.062917426774769e-11,2.9921519355850293e-10,2.3737304232769556e-07
C1,no,Insulin,50.0,3.3690141839503834e-12,9.653523478489756e-12,2.76781507088898e-10,2.263166970399043e-07
