,,,Slide ID,g,a,f,c,d,b,e
,,,Antibody Name,g,a,f,c,d,b,e
,,,HUGO ID,g,a,f,c,d,b,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,3.691275167785235,0.18515638977120896,0.0559151860636425,0.054247820906207306,0.0371767998816658,0.17634491058770452,0.018876995253790205,0.1559815367823024
C1,no,Insulin,4.026845637583893,0.18511686554890808,0.05435691929876541,0.05354275702176533,0.03657244986606479,0.17599757563071816,0.018545648314161896,0.15593843820143793
C1,no,Insulin,4.3624161073825505,0.1850940228892401,0.05328609267271472,0.053038671456745456,0.03614881590476376,0.1758049292314054,0.018313156440737038,0.1559130605907706
C1,no,Insulin,4.697986577181208,0.18508071256705397,0.052548348148790454,0.05268072836267331,0.03585272571137681,0.17569789035939304,0.01815061586468429,0.15589810538684823
C1,no,Insulin,5.033557046979866,0.1850729178351125,0.05203917640051054,0.05242805688644594,0.035646267160693565,0.17563831219032336,0.018037281240814083,0.15588928810621122
C1,no,Insulin,5.369127516778524,0.1850683389145967,0.05168732142682044,0.05225054971385758,0.035502566475181,0.17560508501929045,0.0179584074959125,0.1558840876954997
C1,no,Insulin,5.704697986577181,0.18506564454429375,0.051443974613152116,0.05212631135354234,0.03540268215713449,0.17558652210057485,0.017903591953446794,0.15588102017341746
C1,no,Insulin,6.0402684563758395,0.18506405758826894,0.051275577903960055,0.05203960461716252,0.03533332346165652,0.17557613236042716,0.017865534173021527,0.15587921061924925
C1,no,Insulin,6.375838926174497,0.18506312182396134,0.0511590022343501,0.05197921494280889,0.03528519787880945,0.17557030525331704,0.017839130604810814,0.1558781429945219
C1,no,Insulin,6.7114093959731544,0.1850625702855719,0.0510782804465323,0.05193722635350977,0.03525182118983702,0.17556703118701572,0.017820820846914012,0.155877513144087
C1,no,Insulin,7.046979865771813,0.18506224476105387,0.051022376455923564,0.05190805843441546,0.03522868335779931,0.17556518787372363,0.01780812898365702,0.15587714151438217
C1,no,Insulin,7.38255033557047,0.18506205283293198,0.05098365550676422,0.051887817841625654,0.035212646595579315,0.1755641480498395,0.01779933295724435,0.1558769222545232
C1,no,Insulin,7.718120805369128,0.18506193960585413,0.050956834990842456,0.051873778907638744,0.035201534164349214,0.17556356036226364,0.017793238232879916,0.15587679289459233
C1,no,Insulin,8.053691275167786,0.18506187281062764,0.050938258507622035,0.05186404630630426,0.03519383570857333,0.17556322764463334,0.01778901613403977,0.15587671659070426
C1,no,Insulin,8.389261744966444,0.1850618334023332,0.05092539080332427,0.051857300790567634,0.035188502427970975,0.1755630388340634,0.017786091293223692,0.1558766715695527
C1,no,Insulin,8.724832214765101,0.18506181014789239,0.050916477142406345,0.051852626357289454,0.0351848077875752,0.17556293146479152,0.017784065169113808,0.15587664500251747
C1,no,Insulin,9.060402684563758,0.18506179640495962,0.05091029998700598,0.05184938626815577,0.035182247386169145,0.17556287017483072,0.017782661093635344,0.15587662930180807
C1,no,Insulin,9.395973154362416,0.1850617882782692,0.05090601827816158,0.051847140107263864,0.0351804726701485,0.17556283510256054,0.01778168789438022,0.15587662001733923
C1,no,Insulin,9.731543624161075,0.18506178355056016,0.05090305753031971,0.051845586751489335,0.03517924548245285,0.17556281549264932,0.017781014957928335,0.15587661461617414
C1,no,Insulin,10.067114093959733,0.18506178074407076,0.05090100600116765,0.051844510440423076,0.035178395207376804,0.17556280413066547,0.017780548710147445,0.15587661140985695
C1,no,Insulin,10.40268456375839,0.18506177906636714,0.050899584096259644,0.051843764463080595,0.03517780595535945,0.1755627974417373,0.017780225594278557,0.1558766094930504
C1,no,Insulin,10.738255033557047,0.18506177808717986,0.050898598630068036,0.051843247434334945,0.03517739753381317,0.17556279370702343,0.0177800016431545,0.15587660837444042
C1,no,Insulin,11.073825503355705,0.18506177752999098,0.05089791773130887,0.05184289030208031,0.035177115258408054,0.17556279171339176,0.01777984687418988,0.15587660773813053
C1,no,Insulin,11.409395973154362,0.1850617771896937,0.050897446292884174,0.051842643141666325,0.03517691989216326,0.1755627904369308,0.017779739753889825,0.15587660734935033
C1,no,Insulin,11.74496644295302,0.18506177697374881,0.05089711916691179,0.05184247137182717,0.03517678450743447,0.17556278956012303,0.017779665500453706,0.15587660710221757
C1,no,Insulin,12.080536912751679,0.185061776846887,0.05089689152968687,0.051842351482246085,0.03517669030069312,0.17556278909592718,0.017779613823069248,0.15587660695700029
C1,no,Insulin,12.416107382550337,0.18506177677961047,0.05089673517030737,0.05184226952391496,0.03517662536436647,0.1755627889153147,0.017779578231502773,0.1558766068805388
C1,no,Insulin,12.751677852348994,0.18506177673639798,0.05089662668062712,0.05184221376181066,0.03517658010339921,0.17556278877623158,0.01777955346851968,0.1558766068320081
C1,no,Insulin,13.087248322147651,0.18506177670146703,0.05089655146320242,0.05184217621924621,0.03517654881785195,0.17556278856119695,0.01777953637136851,0.15587660679251286
C1,no,Insulin,13.422818791946309,0.18506177667736795,0.050896499192858366,0.05184214973183396,0.035176527394624436,0.17556278838063383,0.01777952462825672,0.1558766067644453
C1,no,Insulin,13.758389261744966,0.18506177666714804,0.05089646220339063,0.05184212885712935,0.03517651260361426,0.17556278833660544,0.017779516437563987,0.15587660675130793
C1,no,Insulin,14.093959731543626,0.18506177666556078,0.05089643583812412,0.0518421117107776,0.03517650203342793,0.175562788395422,0.017779510530067714,0.15587660674829998
C1,no,Insulin,14.429530201342283,0.18506177666938478,0.050896418915342405,0.051842098752083385,0.03517649505108566,0.1755627885134083,0.017779506596924437,0.15587660675218487
C1,no,Insulin,14.76510067114094,0.18506177666693557,0.05089640689293986,0.05184209424419585,0.035176489605428775,0.17556278851186438,0.017779503693743808,0.15587660675076204
C1,no,Insulin,15.100671140939598,0.18506177666482915,0.05089639868214144,0.05184209258414353,0.035176486016246775,0.17556278848975465,0.017779501808181507,0.15587660674916187
C1,no,Insulin,15.436241610738255,0.18506177666395912,0.05089639300367163,0.0518420900842694,0.03517648362095655,0.17556278847960316,0.017779500510145596,0.15587660674830964
C1,no,Insulin,15.771812080536913,0.18506177666337012,0.05089638860564479,0.051842087969843714,0.035176481773399486,0.17556278847264797,0.01777949950377826,0.15587660674770204
C1,no,Insulin,16.107382550335572,0.18506177666299772,0.05089638544072545,0.05184208642211493,0.035176480448711814,0.1755627884683986,0.017779498781259034,0.1558766067473146
C1,no,Insulin,16.44295302013423,0.1850617766628434,0.050896383533308456,0.05184208546225328,0.035176479655892726,0.17556278846694057,0.01777949834782456,0.1558766067471538
C1,no,Insulin,16.778523489932887,0.18506177666269177,0.050896381860565935,0.051842084624454124,0.03517647895883543,0.17556278846534631,0.017779497966934135,0.15587660674699438
C1,no,Insulin,17.114093959731544,0.18506177666264684,0.050896380916486086,0.05184208413368394,0.03517647856816346,0.17556278846502976,0.017779497752828208,0.15587660674694512
C1,no,Insulin,17.449664429530202,0.18506177666257925,0.050896379630067524,0.05184208346537627,0.03517647803582239,0.17556278846452092,0.01777949746109393,0.15587660674687095
C1,no,Insulin,17.78523489932886,0.18506177666263146,0.050896379756010794,0.051842083515635,0.03517647809013556,0.17556278846519624,0.017779497490324547,0.15587660674692524
C1,no,Insulin,18.120805369127517,0.18506177666268367,0.05089637988195406,0.05184208356589373,0.035176478144448735,0.17556278846587153,0.017779497519555168,0.15587660674697956
C1,no,Insulin,18.456375838926174,0.18506177666270396,0.05089637993773378,0.0518420835899685,0.035176478168267196,0.17556278846612833,0.017779497532434244,0.15587660674700093
C1,no,Insulin,18.79194630872483,0.18506177666271387,0.05089637997074479,0.05184208360554635,0.03517647818218985,0.1755627884662493,0.0177794975400071,0.15587660674701165
C1,no,Insulin,19.12751677852349,0.18506177666272375,0.050896380003755806,0.0518420836211242,0.035176478196112505,0.17556278846637025,0.017779497547579952,0.1558766067470224
C1,no,Insulin,19.46308724832215,0.18506177666273366,0.05089638003676682,0.05184208363670205,0.03517647821003516,0.1755627884664912,0.017779497555152807,0.1558766067470331
C1,no,Insulin,19.798657718120808,0.18506177666274357,0.050896380069777834,0.0518420836522799,0.035176478223957815,0.1755627884666122,0.01777949756272566,0.15587660674704382
C1,no,Insulin,20.134228187919465,0.18506177666275347,0.050896380102788845,0.051842083667857745,0.03517647823788047,0.17556278846673315,0.017779497570298515,0.15587660674705456
C1,no,Insulin,20.469798657718123,0.18506177666276338,0.05089638013579986,0.0518420836834356,0.035176478251803124,0.1755627884668541,0.017779497577871367,0.15587660674706527
C1,no,Insulin,20.80536912751678,0.18506177666277257,0.05089638016664666,0.051842083698015705,0.035176478264809796,0.17556278846696627,0.0177794975849468,0.1558766067470752
C1,no,Insulin,21.140939597315437,0.18506177666277449,0.050896380175299114,0.05184208370236388,0.035176478268422906,0.17556278846698797,0.017779497586921135,0.15587660674707732
C1,no,Insulin,21.476510067114095,0.1850617766627764,0.05089638018395157,0.051842083706712054,0.035176478272036016,0.1755627884670097,0.01777949758889547,0.15587660674707945
C1,no,Insulin,21.812080536912752,0.1850617766627783,0.05089638019260402,0.05184208371106022,0.035176478275649126,0.17556278846703144,0.017779497590869803,0.15587660674708156
C1,no,Insulin,22.14765100671141,0.1850617766627802,0.050896380201256475,0.051842083715408396,0.035176478279262235,0.17556278846705314,0.01777949759284414,0.15587660674708367
C1,no,Insulin,22.483221476510067,0.18506177666278212,0.05089638020990893,0.05184208371975657,0.035176478282875345,0.17556278846707488,0.017779497594818474,0.15587660674708578
C1,no,Insulin,22.818791946308725,0.18506177666278403,0.05089638021856138,0.051842083724104746,0.03517647828648846,0.1755627884670966,0.017779497596792808,0.15587660674708792
C1,no,Insulin,23.154362416107382,0.18506177666278592,0.050896380227213836,0.05184208372845292,0.03517647829010157,0.1755627884671183,0.017779497598767142,0.15587660674709003
C1,no,Insulin,23.48993288590604,0.18506177666278703,0.05089638023233436,0.05184208373102796,0.03517647829223955,0.17556278846713105,0.017779497599935475,0.15587660674709125
C1,no,Insulin,23.8255033557047,0.1850617766627871,0.050896380232631155,0.051842083731181335,0.03517647829236288,0.17556278846713153,0.017779497600003014,0.1558766067470913
C1,no,Insulin,24.161073825503358,0.18506177666278711,0.05089638023292795,0.05184208373133471,0.035176478292486206,0.175562788467132,0.017779497600070554,0.15587660674709136
C1,no,Insulin,24.496644295302016,0.18506177666278717,0.05089638023322476,0.05184208373148809,0.03517647829260954,0.17556278846713247,0.017779497600138094,0.15587660674709142
C1,no,Insulin,24.832214765100673,0.1850617766627872,0.050896380233521554,0.05184208373164147,0.03517647829273287,0.1755627884671329,0.017779497600205633,0.15587660674709147
C1,no,Insulin,25.16778523489933,0.18506177666278725,0.05089638023381836,0.05184208373179484,0.035176478292856195,0.17556278846713338,0.017779497600273173,0.15587660674709153
C1,no,Insulin,25.503355704697988,0.1850617766627873,0.050896380234115156,0.051842083731948214,0.03517647829297953,0.17556278846713386,0.01777949760034071,0.15587660674709156
C1,no,Insulin,25.838926174496645,0.18506177666278734,0.05089638023441196,0.05184208373210159,0.03517647829310286,0.17556278846713433,0.01777949760040825,0.1558766067470916
C1,no,Insulin,26.174496644295303,0.1850617766627874,0.05089638023470876,0.05184208373225497,0.035176478293226184,0.1755627884671348,0.01777949760047579,0.15587660674709167
C1,no,Insulin,26.51006711409396,0.18506177666278745,0.050896380235005555,0.051842083732408346,0.035176478293349515,0.17556278846713527,0.01777949760054333,0.15587660674709172
C1,no,Insulin,26.845637583892618,0.18506177666278747,0.05089638023530236,0.051842083732561724,0.03517647829347285,0.17556278846713574,0.01777949760061087,0.15587660674709178
C1,no,Insulin,27.181208053691275,0.18506177666278753,0.050896380235599156,0.0518420837327151,0.03517647829359617,0.1755627884671362,0.017779497600678408,0.15587660674709183
C1,no,Insulin,27.516778523489933,0.18506177666278759,0.05089638023589596,0.05184208373286848,0.035176478293719504,0.17556278846713666,0.017779497600745948,0.1558766067470919
C1,no,Insulin,27.85234899328859,0.1850617766627876,0.05089638023619276,0.051842083733021856,0.035176478293842836,0.17556278846713713,0.017779497600813488,0.15587660674709192
C1,no,Insulin,28.18791946308725,0.18506177666278767,0.050896380236489555,0.05184208373317523,0.03517647829396616,0.1755627884671376,0.017779497600881027,0.15587660674709197
C1,no,Insulin,28.52348993288591,0.18506177666278772,0.05089638023678636,0.05184208373332861,0.03517647829408949,0.17556278846713808,0.017779497600948567,0.15587660674709203
C1,no,Insulin,28.859060402684566,0.18506177666278775,0.05089638023708316,0.05184208373348199,0.03517647829421282,0.17556278846713855,0.017779497601016107,0.15587660674709208
C1,no,Insulin,29.194630872483224,0.1850617766627878,0.05089638023737996,0.051842083733635365,0.03517647829433615,0.175562788467139,0.017779497601083646,0.15587660674709214
C1,no,Insulin,29.53020134228188,0.18506177666278786,0.05089638023767676,0.05184208373378874,0.03517647829445948,0.17556278846713946,0.017779497601151186,0.1558766067470922
C1,no,Insulin,29.86577181208054,0.1850617766627879,0.05089638023797356,0.05184208373394212,0.03517647829458281,0.17556278846713994,0.017779497601218726,0.15587660674709225
C1,no,Insulin,30.201342281879196,0.18506177666278795,0.05089638023827036,0.0518420837340955,0.03517647829470614,0.1755627884671404,0.017779497601286266,0.15587660674709228
C1,no,Insulin,30.536912751677853,0.185061776662788,0.05089638023856716,0.051842083734248874,0.03517647829482947,0.17556278846714088,0.017779497601353805,0.15587660674709233
C1,no,Insulin,30.87248322147651,0.18506177666278803,0.05089638023886396,0.05184208373440225,0.035176478294952795,0.17556278846714135,0.017779497601421345,0.1558766067470924
C1,no,Insulin,31.20805369127517,0.18506177666278809,0.05089638023916076,0.05184208373455563,0.03517647829507613,0.17556278846714182,0.017779497601488885,0.15587660674709244
C1,no,Insulin,31.543624161073826,0.18506177666278814,0.05089638023945756,0.051842083734709006,0.03517647829519946,0.17556278846714227,0.017779497601556424,0.1558766067470925
C1,no,Insulin,31.879194630872483,0.18506177666278817,0.05089638023975436,0.05184208373486238,0.035176478295322784,0.17556278846714274,0.017779497601623964,0.15587660674709256
C1,no,Insulin,32.214765100671144,0.18506177666278822,0.050896380240051164,0.05184208373501576,0.035176478295446116,0.1755627884671432,0.017779497601691504,0.1558766067470926
C1,no,Insulin,32.5503355704698,0.18506177666278828,0.05089638024034796,0.05184208373516914,0.03517647829556945,0.17556278846714368,0.017779497601759044,0.15587660674709264
C1,no,Insulin,32.88590604026846,0.1850617766627883,0.05089638024064476,0.051842083735322515,0.03517647829569277,0.17556278846714415,0.017779497601826583,0.1558766067470927
C1,no,Insulin,33.22147651006711,0.18506177666278836,0.05089638024094156,0.05184208373547589,0.035176478295816105,0.17556278846714463,0.017779497601894123,0.15587660674709275
C1,no,Insulin,33.557046979865774,0.18506177666278842,0.05089638024123836,0.05184208373562927,0.03517647829593943,0.1755627884671451,0.01777949760196166,0.1558766067470928
C1,no,Insulin,33.89261744966443,0.18506177666278845,0.050896380241535165,0.05184208373578265,0.03517647829606276,0.17556278846714554,0.0177794976020292,0.15587660674709286
C1,no,Insulin,34.22818791946309,0.1850617766627885,0.05089638024183196,0.051842083735936025,0.035176478296186094,0.175562788467146,0.01777949760209674,0.15587660674709292
C1,no,Insulin,34.56375838926175,0.18506177666278853,0.05089638024212876,0.0518420837360894,0.03517647829630942,0.17556278846714649,0.01777949760216428,0.15587660674709297
C1,no,Insulin,34.899328859060404,0.18506177666278859,0.050896380242425564,0.05184208373624278,0.03517647829643275,0.17556278846714696,0.017779497602231818,0.155876606747093
C1,no,Insulin,35.234899328859065,0.18506177666278864,0.05089638024272236,0.051842083736396156,0.03517647829655608,0.17556278846714743,0.017779497602299358,0.15587660674709305
C1,no,Insulin,35.57046979865772,0.18506177666278867,0.050896380243019165,0.051842083736549534,0.03517647829667941,0.1755627884671479,0.017779497602366898,0.1558766067470931
C1,no,Insulin,35.90604026845638,0.18506177666278872,0.05089638024331596,0.05184208373670291,0.03517647829680274,0.17556278846714837,0.017779497602434437,0.15587660674709317
C1,no,Insulin,36.241610738255034,0.18506177666278878,0.05089638024361277,0.05184208373685629,0.03517647829692607,0.17556278846714882,0.017779497602501977,0.15587660674709322
C1,no,Insulin,36.577181208053695,0.1850617766627888,0.050896380243909564,0.051842083737009666,0.035176478297049396,0.1755627884671493,0.017779497602569517,0.15587660674709328
C1,no,Insulin,36.91275167785235,0.18506177666278886,0.05089638024420636,0.05184208373716304,0.03517647829717273,0.17556278846714976,0.017779497602637057,0.15587660674709333
C1,no,Insulin,37.24832214765101,0.18506177666278892,0.050896380244503166,0.05184208373731642,0.03517647829729605,0.17556278846715023,0.017779497602704596,0.15587660674709336
C1,no,Insulin,37.58389261744966,0.18506177666278895,0.05089638024479996,0.0518420837374698,0.035176478297419385,0.1755627884671507,0.017779497602772136,0.15587660674709342
C1,no,Insulin,37.919463087248324,0.185061776662789,0.05089638024509677,0.051842083737623175,0.03517647829754272,0.17556278846715118,0.017779497602839676,0.15587660674709347
C1,no,Insulin,38.25503355704698,0.18506177666278906,0.050896380245393565,0.05184208373777655,0.03517647829766604,0.17556278846715165,0.017779497602907215,0.15587660674709353
C1,no,Insulin,38.59060402684564,0.18506177666278908,0.05089638024569036,0.05184208373792993,0.035176478297789374,0.1755627884671521,0.017779497602974755,0.15587660674709358
C1,no,Insulin,38.9261744966443,0.18506177666278914,0.050896380245987166,0.05184208373808331,0.035176478297912706,0.17556278846715256,0.017779497603042295,0.15587660674709364
C1,no,Insulin,39.261744966442954,0.1850617766627892,0.05089638024628396,0.051842083738236684,0.03517647829803603,0.17556278846715304,0.017779497603109835,0.1558766067470937
C1,no,Insulin,39.597315436241615,0.18506177666278922,0.05089638024658077,0.05184208373839006,0.03517647829815936,0.1755627884671535,0.017779497603177374,0.15587660674709372
C1,no,Insulin,39.93288590604027,0.18506177666278928,0.050896380246877565,0.05184208373854344,0.035176478298282694,0.17556278846715398,0.017779497603244914,0.15587660674709378
C1,no,Insulin,40.26845637583893,0.18506177666278933,0.05089638024717437,0.051842083738696816,0.03517647829840602,0.17556278846715445,0.017779497603312454,0.15587660674709383
C1,no,Insulin,40.604026845637584,0.18506177666278936,0.05089638024747117,0.051842083738850187,0.03517647829852935,0.17556278846715492,0.017779497603379994,0.1558766067470939
C1,no,Insulin,40.939597315436245,0.18506177666278942,0.050896380247767964,0.051842083739003564,0.03517647829865268,0.17556278846715537,0.017779497603447533,0.15587660674709394
C1,no,Insulin,41.2751677852349,0.18506177666278947,0.05089638024806477,0.05184208373915694,0.03517647829877601,0.17556278846715584,0.017779497603515073,0.155876606747094
C1,no,Insulin,41.61073825503356,0.1850617766627895,0.050896380248361565,0.05184208373931032,0.03517647829889934,0.1755627884671563,0.017779497603582613,0.15587660674709405
C1,no,Insulin,41.946308724832214,0.18506177666278956,0.05089638024865837,0.051842083739463696,0.035176478299022665,0.17556278846715678,0.01777949760365015,0.1558766067470941
C1,no,Insulin,42.281879194630875,0.1850617766627896,0.05089638024895517,0.05184208373961707,0.035176478299146,0.17556278846715725,0.01777949760371769,0.15587660674709414
C1,no,Insulin,42.61744966442953,0.18506177666278964,0.050896380249251964,0.05184208373977045,0.03517647829926933,0.17556278846715773,0.01777949760378523,0.1558766067470942
C1,no,Insulin,42.95302013422819,0.1850617766627897,0.05089638024954877,0.05184208373992383,0.035176478299392654,0.1755627884671582,0.017779497603852768,0.15587660674709425
C1,no,Insulin,43.28859060402685,0.18506177666278972,0.050896380249845566,0.051842083740077205,0.035176478299515986,0.17556278846715864,0.017779497603920308,0.1558766067470943
C1,no,Insulin,43.624161073825505,0.18506177666278978,0.05089638025014237,0.05184208374023058,0.03517647829963932,0.17556278846715911,0.017779497603987848,0.15587660674709436
C1,no,Insulin,43.959731543624166,0.18506177666278983,0.05089638025043917,0.05184208374038396,0.03517647829976264,0.1755627884671596,0.017779497604055387,0.15587660674709441
C1,no,Insulin,44.29530201342282,0.18506177666278986,0.05089638025073597,0.05184208374053734,0.035176478299885974,0.17556278846716006,0.017779497604122927,0.15587660674709447
C1,no,Insulin,44.63087248322148,0.18506177666278992,0.05089638025103277,0.051842083740690714,0.035176478300009306,0.17556278846716053,0.017779497604190467,0.1558766067470945
C1,no,Insulin,44.966442953020135,0.18506177666278997,0.050896380251329566,0.05184208374084409,0.03517647830013263,0.175562788467161,0.017779497604258006,0.15587660674709455
C1,no,Insulin,45.302013422818796,0.18506177666279,0.05089638025162637,0.05184208374099747,0.03517647830025596,0.17556278846716147,0.017779497604325546,0.1558766067470946
C1,no,Insulin,45.63758389261745,0.18506177666279006,0.05089638025192317,0.051842083741150846,0.035176478300379295,0.17556278846716192,0.017779497604393086,0.15587660674709466
C1,no,Insulin,45.97315436241611,0.1850617766627901,0.05089638025221997,0.051842083741304223,0.03517647830050262,0.1755627884671624,0.017779497604460626,0.15587660674709472
C1,no,Insulin,46.308724832214764,0.18506177666279014,0.05089638025251677,0.0518420837414576,0.03517647830062595,0.17556278846716286,0.017779497604528165,0.15587660674709478
C1,no,Insulin,46.644295302013425,0.1850617766627902,0.05089638025281357,0.05184208374161098,0.03517647830074928,0.17556278846716333,0.017779497604595705,0.15587660674709483
C1,no,Insulin,46.97986577181208,0.18506177666279025,0.05089638025311037,0.051842083741764355,0.03517647830087261,0.1755627884671638,0.017779497604663245,0.15587660674709486
C1,no,Insulin,47.31543624161074,0.18506177666279028,0.05089638025340717,0.05184208374191773,0.03517647830099594,0.17556278846716428,0.017779497604730785,0.15587660674709491
C1,no,Insulin,47.6510067114094,0.18506177666279033,0.05089638025370397,0.05184208374207111,0.035176478301119266,0.17556278846716475,0.017779497604798324,0.15587660674709497
C1,no,Insulin,47.986577181208055,0.1850617766627904,0.05089638025400077,0.05184208374222449,0.0351764783012426,0.1755627884671652,0.017779497604865864,0.15587660674709503
C1,no,Insulin,48.322147651006716,0.18506177666279042,0.050896380254297574,0.051842083742377865,0.03517647830136593,0.17556278846716566,0.017779497604933404,0.15587660674709508
C1,no,Insulin,48.65771812080537,0.18506177666279047,0.05089638025459437,0.05184208374253124,0.035176478301489254,0.17556278846716614,0.017779497605000943,0.15587660674709514
C1,no,Insulin,48.99328859060403,0.18506177666279053,0.05089638025489117,0.05184208374268462,0.035176478301612586,0.1755627884671666,0.017779497605068483,0.1558766067470952
C1,no,Insulin,49.328859060402685,0.18506177666279053,0.05089638025496979,0.05184208374272529,0.03517647830164525,0.17556278846716672,0.01777949760508637,0.15587660674709522
C1,no,Insulin,49.664429530201346,0.18506177666279053,0.05089638025497997,0.0518420837427306,0.03517647830164947,0.17556278846716675,0.017779497605088686,0.15587660674709522
C1,no,Insulin,50.0,0.18506177666279053,0.05089638025499015,0.05184208374273591,0.03517647830165369,0.17556278846716675,0.017779497605091,0.15587660674709522
