,,,Slide ID,d,b,c,a
C1,no,Insulin,13.422818791946309,0.0001717050708288249,0.006175590067210156,0.00035197316208752277,0.014916451259121485
C1,no,Insulin,13.758389261744966,0.0001527809979732229,0.005763222647416559,0.0003197676402408498,0.014069465042944948
C1,no,Insulin,14.093959731543626,0.00013639384713476499,0.00538842503321115,0.0002912588138194121,0.013292020702765443
C1,no,Insulin,14.429530201342283,0.00012215863509094986,0.005047218389662672,0.0002659635725348924,0.0125773906570122
C1,no,Insulin,14.76510067114094,0.00010975460863288527,0.00473609361349276,0.0002434682145464209,0.011919582142961882
C1,no,Insulin,15.100671140939598,9.89137867403427e-05,0.004451952082231914,0.00022341785867172919,0.01131325043899926
C1,no,Insulin,15.436241610738255,8.941143271777165e-05,0.004192052566424929,0.00020550728137487466,0.010753620692492874
C1,no,Insulin,15.771812080536913,8.105860456737764e-05,0.003953967351785143,0.00018947354596195314,0.010236422697333979
C1,no,Insulin,16.107382550335572,7.369586351639365e-05,0.0037355419999639474,0.0001750895306019624,0.009757830137641752
C1,no,Insulin,16.44295302013423,6.718832218230664e-05,0.0035348623058356443,0.00016215870514715936,0.009314410737995599
C1,no,Insulin,16.778523489932887,6.142154269993944e-05,0.0033502250633557786,0.00015051066970678132,0.008903081551188349
C1,no,Insulin,17.114093959731544,5.629811466949721e-05,0.0031801120227927656,0.00013999731372740538,0.008521068695384978
C1,no,Insulin,17.449664429530202,5.173491891294472e-05,0.0030231680322474297,0.00013048967137578108,0.008165873274777845
C1,no,Insulin,17.78523489932886,4.7660842289029066e-05,0.0028781818579465142,0.00012187522672941414,0.007835241378860306
C1,no,Insulin,18.120805369127517,4.401487620306918e-05,0.0027440692557300452,0.00011405561151844897,0.0075271372471498255
C1,no,Insulin,18.456375838926174,4.074453435548635e-05,0.002619858022393199,0.00010694463973362556,0.007239719206174838
C1,no,Insulin,18.79194630872483,3.780456197093602e-05,0.002504675428684985,0.00010046667330140847,0.006971319544383245
C1,no,Insulin,19.12751677852349,3.515583873045895e-05,0.0023977368668874916,9.455519834700019e-05,0.006720425996436394
C1,no,Insulin,19.46308724832215,3.2764464241430996e-05,0.0022983359843193854,8.915161307981195e-05,0.006485665590212815
C1,no,Insulin,19.798657718120808,3.060099202555148e-05,0.0022058359186500963,8.42041898055334e-05,0.006265789988994901
C1,no,Insulin,20.134228187919465,2.8639786652372075e-05,0.0021196617915754624,7.966718855878775e-05,0.006059663107495124
C1,no,Insulin,20.469798657718123,2.685848017107236e-05,0.0020392939560252682,7.550009162408333e-05,0.00586624967347142
C1,no,Insulin,20.80536912751678,2.5237510221046306e-05,0.001964262062089386,7.166694072731107e-05,0.005684605188719604
C1,no,Insulin,21.140939597315437,2.3759732403240954e-05,0.0018941397790171125,6.813576995701591e-05,0.005513866767471369
C1,no,Insulin,21.476510067114095,2.2410090348115827e-05,0.0018285402694427505,6.487811604228034e-05,0.0053532454523633035
C1,no,Insulin,21.812080536912752,2.117533350109002e-05,0.0017671120513593043,6.18685911473071e-05,0.005202018948368273
C1,no,Insulin,22.14765100671141,2.004377758039778e-05,0.001709535413779056,5.908451479675299e-05,0.005059525377987026
C1,no,Insulin,22.483221476510067,1.9005096637136327e-05,0.001655519082081974,5.650558773551909e-05,0.00492515726985516
C1,no,Insulin,22.818791946308725,1.8050149250654026e-05,0.0016047974541103112,5.411361653181626e-05,0.0047983567209679305
C1,no,Insulin,23.154362416107382,1.7170827202628474e-05,0.0015571280434112625,5.1892269665850506e-05,0.004678610781589901
C1,no,Insulin,23.48993288590604,1.6359927050741844e-05,0.0015122892565670467,4.982686779618722e-05,0.00456544744116326
C1,no,Insulin,23.8255033557047,1.561103475497896e-05,0.0014700782898443368,4.790419168285084e-05,0.004458431764641246
C1,no,Insulin,24.161073825503358,1.4918428321334347e-05,0.0014303092807813288,4.6112317706378975e-05,0.004357162446654871
C1,no,Insulin,24.496644295302016,1.4276997648948222e-05,0.0013928118350759798,4.444048209435137e-05,0.004261269173712277
C1,no,Insulin,24.832214765100673,1.3682170338345946e-05,0.0013574295257148563,4.287895247125045e-05,0.00417040977722716
C1,no,Insulin,25.16778523489933,1.3129846458232412e-05,0.001324018560705929,4.1418913262479884e-05,0.004084267748415913
C1,no,Insulin,25.503355704697988,1.261624626658713e-05,0.0012924429624893916,4.0052153393027984e-05,0.004002541818364547
C1,no,Insulin,25.838926174496645,1.2138304106260898e-05,0.0012625897936929971,3.877195087477739e-05,0.00392498013818931
C1,no,Insulin,26.174496644295303,1.169284952723531e-05,0.00123433879820294,3.7571283248237395e-05,0.0038513119489136933
C1,no,Insulin,26.51006711409396,1.127713829963563e-05,0.0012075847155155416,3.644401794706086e-05,0.0037813007905879966
C1,no,Insulin,26.845637583892618,1.0889065737009566e-05,0.0011822454227656217,3.53854235744763e-05,0.0037147613313329264
C1,no,Insulin,27.181208053691275,1.052608307108672e-05,0.0011582207676217662,3.438973103647257e-05,0.0036514680091098107
C1,no,Insulin,27.516778523489933,1.0186297391142357e-05,0.0011354326436847327,3.345259033941746e-05,0.003591241716762308
C1,no,Insulin,27.85234899328859,9.867718509023297e-06,0.0011137907127286213,3.256937543165002e-05,0.003533864857481442
C1,no,Insulin,28.18791946308725,9.569374091788775e-06,0.001093254799294544,3.1737821747267744e-05,0.003479246411473883
C1,no,Insulin,28.52348993288591,9.289035683574727e-06,0.0010737325307772674,3.095267578460434e-05,0.00342717831683189
C1,no,Insulin,28.859060402684566,9.025656429562864e-06,0.0010551744487719617,3.021147889324584e-05,0.0033775407186776483
C1,no,Insulin,29.194630872483224,8.777937059796165e-06,0.0010375219461447598,2.951114338462074e-05,0.003330195920061285
C1,no,Insulin,29.53020134228188,8.544744625419025e-06,0.001020723092400181,2.88489432994815e-05,0.0032850218067590653
C1,no,Insulin,29.86577181208054,8.325075756054722e-06,0.0010047295622153947,2.8222442317187067e-05,0.0032419021789592147
C1,no,Insulin,30.201342281879196,8.1180097122767e-06,0.000989497155965076,2.7629397228177183e-05,0.0032007314478421606
C1,no,Insulin,30.536912751677853,7.922599179812552e-06,0.0009749799117948525,2.70674983966598e-05,0.003161399009223122
C1,no,Insulin,30.87248322147651,7.738057743767934e-06,0.0009611393529134564,2.6534803413237614e-05,0.0031238128904849945
C1,no,Insulin,31.20805369127517,7.563669381628027e-06,0.0009479387409348587,2.6029519770825868e-05,0.003087883619842998
C1,no,Insulin,31.543624161073826,7.3987274436708345e-06,0.0009353419875756563,2.554988175011259e-05,0.0030535234684470236
C1,no,Insulin,31.879194630872483,7.242636566629356e-06,0.0009233173726314413,2.5094380621514786e-05,0.003020654322076604
C1,no,Insulin,32.214765100671144,7.09481356890899e-06,0.0009118340775722512,2.466154144059553e-05,0.0029892005513501483
C1,no,Insulin,32.5503355704698,6.9547390972111775e-06,0.0009008639373546973,2.4250037711253635e-05,0.002959092501038951
C1,no,Insulin,32.88590604026846,6.821924339684686e-06,0.0008903800737268911,2.38586137001483e-05,0.0029302634160770996
C1,no,Insulin,33.22147651006711,6.695889686792842e-06,0.0008803560682317421,2.3486037266786176e-05,0.0029026476988745433
C1,no,Insulin,33.557046979865774,6.5761886617451985e-06,0.0008707682095741654,2.3131169657971373e-05,0.0028761875166382653
C1,no,Insulin,33.89261744966443,6.462472946263916e-06,0.0008615962677017791,2.2793094669560572e-05,0.0028508321272184825
C1,no,Insulin,34.22818791946309,6.354414405923779e-06,0.0008528209122977621,2.2470945337473056e-05,0.0028265327582267575
C1,no,Insulin,34.56375838926175,6.251659261256704e-06,0.0008444207201428281,2.2163785781374973e-05,0.00280323423613852
C1,no,Insulin,34.899328859060404,6.1539240409988336e-06,0.0008363782934086766,2.1870856444034384e-05,0.0027808920437110973
C1,no,Insulin,35.234899328859065,6.0608977980438514e-06,0.0008286756077325954,2.159134031208121e-05,0.002759460863287279
C1,no,Insulin,35.57046979865772,5.97231583952328e-06,0.0008212963131458887,2.1324526356494792e-05,0.0027388987245063863
C1,no,Insulin,35.90604026845638,5.887917735480441e-06,0.0008142249363901373,2.1069720740832252e-05,0.0027191666052927806
C1,no,Insulin,36.241610738255034,5.807465800906079e-06,0.0008074468321992841,2.0826284063859275e-05,0.002700227054542896
C1,no,Insulin,36.577181208053695,5.7307415291018526e-06,0.0008009482052501927,2.0593624729810453e-05,0.0026820445423303193
C1,no,Insulin,36.91275167785235,5.657540176818029e-06,0.0007947160855480039,2.0371186598888514e-05,0.002664585663024562
C1,no,Insulin,37.24832214765101,5.587672399209841e-06,0.0007887380285316437,2.0158451123011904e-05,0.002647817909283472
C1,no,Insulin,37.58389261744966,5.520959243133086e-06,0.0007830023741646145,1.9954927106613196e-05,0.0026317109782639245
C1,no,Insulin,37.919463087248324,5.4572309390489625e-06,0.0007774979667370533,1.976014674524779e-05,0.0026162357743455145
C1,no,Insulin,38.25503355704698,5.39634198569605e-06,0.0007722146743546765,1.957370227379489e-05,0.0026013654392973706
C1,no,Insulin,38.59060402684564,5.338134894429966e-06,0.0007671421533545512,1.939515928389877e-05,0.002587073016490565
C1,no,Insulin,38.9261744966443,5.282478295003779e-06,0.0007622712015174233,1.922414745227216e-05,0.002573334073969316
C1,no,Insulin,39.261744966442954,5.229247739200541e-06,0.0007575930633616512,1.90603150777085e-05,0.00256012534477491
C1,no,Insulin,39.597315436241615,5.178311262511937e-06,0.0007530988952263862,1.8903295481184173e-05,0.0025474236720420184
C1,no,Insulin,39.93288590604027,5.129562166117866e-06,0.0007487809792057743,1.8752783321984096e-05,0.002535208402617567
C1,no,Insulin,40.26845637583893,5.082890858956002e-06,0.000744631618281055,1.8608468959773936e-05,0.0025234591063255925
C1,no,Insulin,40.604026845637584,5.038192444197578e-06,0.0007406434408354925,1.8470056155664e-05,0.002512156215310876
C1,no,Insulin,40.939597315436245,4.995375547870809e-06,0.000736809808832324,1.833728280143615e-05,0.0025012819637177707
C1,no,Insulin,41.2751677852349,4.9543451553368774e-06,0.0007331239156841303,1.820987891866408e-05,0.002490818175023608
C1,no,Insulin,41.61073825503356,4.915018075648475e-06,0.0007295796701675152,1.8087605615526472e-05,0.0024807485082493086
C1,no,Insulin,41.946308724832214,4.877314257506476e-06,0.0007261711637940804,1.7970232481877037e-05,0.002471057066675405
C1,no,Insulin,42.281879194630875,4.841151953006604e-06,0.0007228923444505264,1.785752428453913e-05,0.002461727515712419
C1,no,Insulin,42.61744966442953,4.806464465914357e-06,0.0007197381416075556,1.7749286922099414e-05,0.0024527461197387697
C1,no,Insulin,42.95302013422819,4.773185891471227e-06,0.000716703508561628,1.7645328304082438e-05,0.002444099157463394
C1,no,Insulin,43.28859060402685,4.741254325390394e-06,0.0007137836421363849,1.754546725489154e-05,0.0024357735186207254
C1,no,Insulin,43.624161073825505,4.710606000661275e-06,0.000710973841332119,1.7449518685062008e-05,0.0024277565939348875
C1,no,Insulin,43.959731543624166,4.681184759333597e-06,0.0007082696817419604,1.7357317458086342e-05,0.002420036247803629
C1,no,Insulin,44.29530201342282,4.652935456492836e-06,0.0007056668591114652,1.7268701712480597e-05,0.0024126007043094987
C1,no,Insulin,44.63087248322148,4.625803928920504e-06,0.0007031611680734065,1.7183512748870314e-05,0.0024054384686421535
C1,no,Insulin,44.966442953020135,4.599744301228448e-06,0.0007007489202694065,1.7101613679479782e-05,0.002398539400572415
C1,no,Insulin,45.302013422818796,4.574713959593586e-06,0.0006984266485620326,1.7022876563960337e-05,0.0023918939464970587
C1,no,Insulin,45.63758389261745,4.550661815701345e-06,0.0006961904147326728,1.694715239237615e-05,0.002385491338378764
C1,no,Insulin,45.97315436241611,4.527541716435471e-06,0.0006940366031639315,1.687430535052128e-05,0.0023793216643701646
C1,no,Insulin,46.308724832214764,4.5053103744926865e-06,0.0006919617823198903,1.6804207473652615e-05,0.0023733754889001596
C1,no,Insulin,46.644295302013425,4.483945425248957e-06,0.0006899636490161622,1.6736784500437604e-05,0.0023676461614539164
C1,no,Insulin,46.97986577181208,4.4634000522558566e-06,0.0006880386501841643,1.667190057218392e-05,0.00236212399820508
C1,no,Insulin,47.31543624161074,4.4436378648741035e-06,0.0006861838082051721,1.6609446821888344e-05,0.002356800745957518
C1,no,Insulin,47.6510067114094,4.424623549829967e-06,0.0006843962297029335,1.6549317601830974e-05,0.0023516683796184746
C1,no,Insulin,47.986577181208055,4.406331518018043e-06,0.0006826736778250811,1.6491433706270383e-05,0.0023467206472618093
C1,no,Insulin,48.322147651006716,4.388731844031676e-06,0.0006810136443512667,1.643570462360687e-05,0.00234195056983807
C1,no,Insulin,48.65771812080537,4.371794693548833e-06,0.000679413643215577,1.6382040429663486e-05,0.0023373512345388407
C1,no,Insulin,48.99328859060403,4.355493391999295e-06,0.0006778714142641591,1.6330360032717247e-05,0.0023329163461022024
C1,no,Insulin,49.328859060402685,4.3398024205830435e-06,0.0006763847809861819,1.6280585722375065e-05,0.0023286398120473304
C1,no,Insulin,49.664429530201346,4.324697240205356e-06,0.0006749516357301941,1.6232642673258615e-05,0.0023245156920281744
C1,no,Insulin,50.0,4.3101551234235374e-06,0.0006735700338938809,1.618646144985135e-05,0.0023205385692825456
