,,,Slide ID,b,a,d,c,e
C1,no,Insulin,33.557046979865774,0.17672600158195026,0.1675794319944358,0.26943921383897185,0.20529601999887287,0.18087413787942141
C1,no,Insulin,33.89261744966443,0.1767260015819502,0.1675794319944359,0.269439213838972,0.20529601999887295,0.1808741378802323
C1,no,Insulin,34.22818791946309,0.17672600158195012,0.16757943199443598,0.2694392138389721,0.205296019998873,0.18087413788104317
C1,no,Insulin,34.56375838926175,0.17672600158195007,0.1675794319944361,0.2694392138389723,0.2052960199988731,0.18087413788185405
C1,no,Insulin,34.899328859060404,0.17672600158194998,0.16757943199443617,0.2694392138389724,0.20529601999887317,0.1808741378826649
C1,no,Insulin,35.234899328859065,0.17672600158194993,0.16757943199443626,0.2694392138389725,0.20529601999887323,0.18087413788347578
C1,no,Insulin,35.57046979865772,0.17672600158194984,0.16757943199443637,0.2694392138389727,0.2052960199988733,0.18087413788428666
C1,no,Insulin,35.90604026845638,0.1767260015819498,0.16757943199443645,0.2694392138389728,0.20529601999887337,0.18087413788509754
C1,no,Insulin,36.241610738255034,0.1767260015819497,0.16757943199443653,0.26943921383897296,0.20529601999887345,0.18087413788590842
C1,no,Insulin,36.577181208053695,0.17672600158194965,0.16757943199443665,0.26943921383897307,0.20529601999887354,0.1808741378867193
C1,no,Insulin,36.91275167785235,0.17672600158194957,0.16757943199443673,0.26943921383897323,0.2052960199988736,0.18087413788753015
C1,no,Insulin,37.24832214765101,0.1767260015819495,0.1675794319944368,0.26943921383897335,0.20529601999887367,0.18087413788834103
C1,no,Insulin,37.58389261744966,0.17672600158194945,0.16757943199443692,0.26943921383897346,0.20529601999887376,0.1808741378891519
C1,no,Insulin,37.919463087248324,0.17672600158194937,0.167579431994437,0.2694392138389736,0.2052960199988738,0.1808741378899628
C1,no,Insulin,38.25503355704698,0.17672600158194932,0.1675794319944371,0.26943921383897373,0.2052960199988739,0.18087413789077367
C1,no,Insulin,38.59060402684564,0.17672600158194923,0.1675794319944372,0.2694392138389739,0.20529601999887398,0.18087413789158452
C1,no,Insulin,38.9261744966443,0.17672600158194918,0.16757943199443728,0.269439213838974,0.20529601999887404,0.1808741378923954
C1,no,Insulin,39.261744966442954,0.1767260015819491,0.16757943199443737,0.2694392138389741,0.20529601999887412,0.18087413789320628
C1,no,Insulin,39.597315436241615,0.17672600158194904,0.16757943199443748,0.2694392138389743,0.2052960199988742,0.18087413789401716
C1,no,Insulin,39.93288590604027,0.17672600158194895,0.16757943199443756,0.2694392138389744,0.20529601999887426,0.18087413789482804
C1,no,Insulin,40.26845637583893,0.1767260015819489,0.16757943199443764,0.26943921383897457,0.20529601999887434,0.18087413789563891
C1,no,Insulin,40.604026845637584,0.17672600158194882,0.16757943199443776,0.2694392138389747,0.20529601999887442,0.18087413789644977
C1,no,Insulin,40.939597315436245,0.17672600158194876,0.16757943199443784,0.2694392138389748,0.20529601999887448,0.18087413789726065
C1,no,Insulin,41.2751677852349,0.1767260015819487,0.16757943199443792,0.26943921383897496,0.20529601999887456,0.18087413789807152
C1,no,Insulin,41.61073825503356,0.17672600158194862,0.16757943199443803,0.26943921383897507,0.20529601999887465,0.1808741378988824
C1,no,Insulin,41.946308724832214,0.17672600158194857,0.16757943199443812,0.26943921383897523,0.2052960199988747,0.18087413789969328
C1,no,Insulin,42.281879194630875,0.17672600158194848,0.1675794319944382,0.26943921383897534,0.20529601999887478,0.18087413790050413
C1,no,Insulin,42.61744966442953,0.17672600158194843,0.1675794319944383,0.2694392138389755,0.20529601999887487,0.180874137901315
C1,no,Insulin,42.95302013422819,0.17672600158194834,0.1675794319944384,0.2694392138389756,0.20529601999887492,0.1808741379021259
C1,no,Insulin,43.28859060402685,0.1767260015819483,0.16757943199443848,0.26943921383897573,0.205296019998875,0.18087413790293677
C1,no,Insulin,43.624161073825505,0.1767260015819482,0.1675794319944386,0.2694392138389759,0.2052960199988751,0.18087413790374765
C1,no,Insulin,43.959731543624166,0.17672600158194815,0.16757943199443867,0.269439213838976,0.20529601999887515,0.18087413790455853
C1,no,Insulin,44.29530201342282,0.1767260015819481,0.16757943199443875,0.2694392138389762,0.20529601999887523,0.18087413790536938
C1,no,Insulin,44.63087248322148,0.176726001581948,0.16757943199443887,0.2694392138389763,0.2052960199988753,0.18087413790618026
C1,no,Insulin,44.966442953020135,0.17672600158194796,0.16757943199443895,0.2694392138389764,0.20529601999887537,0.18087413790699114
C1,no,Insulin,45.302013422818796,0.17672600158194793,0.167579431994439,0.26943921383897657,0.20529601999887542,0.18087413790752757
C1,no,Insulin,45.63758389261745,0.17672600158194793,0.167579431994439,0.26943921383897657,0.20529601999887542,0.18087413790755238
C1,no,Insulin,45.97315436241611,0.17672600158194793,0.167579431994439,0.26943921383897657,0.20529601999887542,0.1808741379075772
C1,no,Insulin,46.308724832214764,0.1767260015819479,0.167579431994439,0.26943921383897657,0.20529601999887542,0.180874137907602
C1,no,Insulin,46.644295302013425,0.1767260015819479,0.167579431994439,0.26943921383897657,0.20529601999887542,0.18087413790762683
C1,no,Insulin,46.97986577181208,0.1767260015819479,0.167579431994439,0.26943921383897657,0.20529601999887542,0.1808741379076516
C1,no,Insulin,47.31543624161074,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.18087413790767642
C1,no,Insulin,47.6510067114094,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.18087413790770124
C1,no,Insulin,47.986577181208055,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.18087413790772605
C1,no,Insulin,48.322147651006716,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.18087413790775086
C1,no,Insulin,48.65771812080537,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.18087413790777568
C1,no,Insulin,48.99328859060403,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.1808741379078005
C1,no,Insulin,49.328859060402685,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887542,0.1808741379078253
C1,no,Insulin,49.664429530201346,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887545,0.18087413790785012
C1,no,Insulin,50.0,0.1767260015819479,0.16757943199443903,0.26943921383897657,0.20529601999887545,0.1808741379078749
