NON $ % + - . 0
#NON	e	b	d	f	c	a
14.141414141414142	0.2365826612500719	0.13860702809548706	0.08073087228703045	0.2322479646706069	0.25390635163206804	0.09057755626901282
14.646464646464647	0.23658344628610897	0.13860727702290385	0.08073105901144029	0.23224934413500964	0.25390710127132166	0.09057789292321056
15.151515151515152	0.23658397667889353	0.138607445177821	0.08073118365379385	0.23225027613842064	0.2539076077570788	0.09057811640799897
15.656565656565657	0.23658433469227275	0.13860755871692537	0.08073126734833737	0.2322509052962243	0.2539079496204782	0.09057826460124407
16.161616161616163	0.23658457628641377	0.13860763540355983	0.08073132234472828	0.23225132987879019	0.25390818029713014	0.09057836281580947
16.666666666666668	0.2365847397637704	0.13860768725221725	0.08073135576304658	0.23225161708721312	0.2539083364065229	0.090578428009787
17.171717171717173	0.23658485038458787	0.13860772215293526	0.08073137506622337	0.2322518113723606	0.25390844209534263	0.09057847123159841
17.67676767676768	0.23658492499226372	0.13860774566629072	0.08073139177973698	0.23225194253226272	0.2539085133641949	0.09057850005267351
18.181818181818183	0.23658497589232128	0.13860776183862997	0.08073140805273125	0.23225203210758383	0.2539085619409339	0.09057851964948875
18.68686868686869	0.2365850106331222	0.13860777295453044	0.08073141665532253	0.23225209316491793	0.2539085950937573	0.09057853270968134
19.191919191919194	0.2365850343239149	0.13860778054674025	0.08073142122481139	0.23225213476382986	0.2539086177038966	0.09057854142169497
19.6969696969697	0.23658505034712934	0.1386077856683727	0.08073142295567538	0.23225216286027553	0.2539086330037944	0.09057854714761841
20.202020202020204	0.23658506074875832	0.13860778895507778	0.08073142423527124	0.2322521811066632	0.2539086429418117	0.09057855076730473
20.70707070707071	0.23658506760590925	0.13860779111210741	0.08073142569176454	0.2322521931550076	0.2539086494925128	0.0905785531206305
21.212121212121215	0.23658507200777631	0.13860779249527672	0.08073142681859376	0.23225220089871382	0.25390865369694665	0.09057855459388656
21.71717171717172	0.23658507497493847	0.13860779342163004	0.08073142817312834	0.23225220613959308	0.25390865652962097	0.09057855559261199
22.222222222222225	0.2365850769351957	0.1386077940354102	0.08073142897434073	0.23225220960251258	0.25390865840097643	0.09057855623326658
22.72727272727273	0.23658507816635363	0.13860779443387616	0.08073142893159149	0.23225221176340072	0.2539086595760429	0.09057855659912631
23.232323232323235	0.2365850789101246	0.13860779467370013	0.08073142900292801	0.23225221307119817	0.2539086602857274	0.09057855681450364
23.73737373737374	0.23658507944879104	0.13860779485472935	0.08073142864558007	0.2322522140035829	0.2539086608000915	0.09057855695362513
24.242424242424242	0.2365850797277424	0.13860779494996792	0.08073142845450822	0.23225221448522482	0.25390866106621385	0.09057855701881348
24.747474747474747	0.23658508013222884	0.13860779508074364	0.08073142845440545	0.23225221519173284	0.25390866145231084	0.09057855714044749
25.252525252525253	0.2365850801834023	0.13860779510158247	0.08073142829091069	0.23225221527260778	0.253908661501085	0.09057855714468266
25.757575757575758	0.23658508032734615	0.13860779514810204	0.08073142830420046	0.2322522155229945	0.25390866163841874	0.09057855718942892
26.262626262626263	0.23658508036254122	0.13860779516246988	0.0807314281907166	0.2322522155786398	0.25390866167195614	0.09057855719199143
26.767676767676768	0.2365850803769524	0.1386077951699303	0.08073142808296492	0.23225221559854337	0.2539086616856622	0.0905785571884672
27.272727272727273	0.2365850804102238	0.13860779518186053	0.08073142804066324	0.23225221565436335	0.2539086617173783	0.0905785571951245
27.77777777777778	0.23658508046235543	0.13860779519826055	0.08073142806381159	0.23225221574609978	0.2539086617671045	0.09057855721196331
28.282828282828284	0.23658508053334726	0.13860779521913033	0.08073142815240995	0.23225221587375258	0.2539086618348409	0.09057855723898366
28.78787878787879	0.23658508062319933	0.13860779524446992	0.08073142830645832	0.23225221603732182	0.2539086619205874	0.09057855727618551
29.292929292929294	0.23658508066688444	0.1386077952578517	0.08073142833442619	0.23225221611486166	0.25390866196229034	0.09057855729111905
29.7979797979798	0.23658508070304277	0.1386077952690372	0.08073142835012403	0.23225221617883424	0.253908661996823	0.0905785573030665
30.303030303030305	0.2365850807371023	0.13860779527939765	0.08073142836953932	0.23225221623941866	0.25390866202936513	0.0905785573147365
30.80808080808081	0.23658508076906298	0.13860779528893308	0.08073142839267207	0.23225221629661488	0.2539086620599167	0.09057855732612907
31.313131313131315	0.23658508079892487	0.1386077952976435	0.08073142841952226	0.23225221635042295	0.2539086620884778	0.09057855733724418
31.81818181818182	0.2365850808896854	0.13860779532446513	0.08073142849733847	0.23225221651331332	0.25390866217521857	0.09057855737029828
32.323232323232325	0.2365850808904611	0.1386077953247189	0.08073142849457092	0.2322522165146641	0.253908662175978	0.09057855737047367
32.82828282828283	0.2365850808912368	0.13860779532497264	0.08073142849180336	0.2322522165160149	0.25390866217673747	0.09057855737064906
33.333333333333336	0.23658508089201252	0.1386077953252264	0.0807314284890358	0.2322522165173657	0.2539086621774969	0.09057855737082444
33.83838383838384	0.23658508089278824	0.13860779532548018	0.08073142848626826	0.23225221651871647	0.25390866217825636	0.09057855737099983
34.343434343434346	0.23658508089356392	0.13860779532573392	0.08073142848350069	0.23225221652006728	0.2539086621790158	0.09057855737117522
34.84848484848485	0.23658508089425925	0.13860779532596137	0.08073142848102986	0.23225221652127812	0.2539086621796965	0.09057855737133282
35.35353535353536	0.2365850808942918	0.1386077953259719	0.08073142848100534	0.23225221652133513	0.25390866217972785	0.09057855737134364
35.85858585858586	0.23658508089432434	0.13860779532598239	0.08073142848098083	0.2322522165213921	0.2539086621797592	0.09057855737135448
36.36363636363637	0.2365850808943569	0.1386077953259929	0.08073142848095631	0.23225221652144912	0.2539086621797905	0.0905785573713653
36.86868686868687	0.23658508089438945	0.13860779532600342	0.0807314284809318	0.23225221652150613	0.2539086621798219	0.09057855737137614
37.37373737373738	0.236585080894422	0.13860779532601394	0.08073142848090728	0.2322522165215631	0.25390866217985325	0.09057855737138697
37.87878787878788	0.23658508089445454	0.13860779532602444	0.08073142848088277	0.23225221652162012	0.2539086621798846	0.0905785573713978
38.38383838383839	0.2365850808944871	0.13860779532603495	0.08073142848085825	0.2322522165216771	0.2539086621799159	0.09057855737140863
38.88888888888889	0.23658508089451966	0.13860779532604547	0.08073142848083374	0.2322522165217341	0.2539086621799473	0.09057855737141947
39.3939393939394	0.23658508089455219	0.138607795326056	0.08073142848080922	0.2322522165217911	0.25390866217997865	0.0905785573714303
39.8989898989899	0.23658508089458474	0.13860779532606649	0.08073142848078471	0.2322522165218481	0.25390866218001	0.09057855737144113
40.40404040404041	0.2365850808946173	0.138607795326077	0.08073142848076019	0.23225221652190509	0.2539086621800413	0.09057855737145196
40.909090909090914	0.23658508089464986	0.13860779532608752	0.08073142848073568	0.2322522165219621	0.2539086621800727	0.0905785573714628
41.41414141414142	0.2365850808946824	0.13860779532609804	0.08073142848071116	0.23225221652201908	0.25390866218010405	0.09057855737147362
41.919191919191924	0.23658508089471494	0.13860779532610853	0.08073142848068665	0.2322522165220761	0.2539086621801354	0.09057855737148446
42.42424242424243	0.2365850808947475	0.13860779532611905	0.08073142848066213	0.23225221652213307	0.2539086621801667	0.09057855737149528
42.929292929292934	0.23658508089478006	0.13860779532612957	0.08073142848063762	0.23225221652219008	0.2539086621801981	0.09057855737150612
43.43434343434344	0.2365850808948126	0.1386077953261401	0.0807314284806131	0.23225221652224706	0.25390866218022945	0.09057855737151695
43.939393939393945	0.23658508089484515	0.13860779532615058	0.08073142848058859	0.23225221652230407	0.2539086621802608	0.09057855737152778
44.44444444444445	0.2365850808948777	0.1386077953261611	0.08073142848056407	0.23225221652236105	0.2539086621802921	0.09057855737153861
44.949494949494955	0.23658508089491026	0.13860779532617162	0.08073142848053956	0.23225221652241806	0.2539086621803235	0.09057855737154945
45.45454545454546	0.2365850808949428	0.13860779532618214	0.08073142848051504	0.23225221652247507	0.25390866218035485	0.09057855737156027
45.959595959595966	0.23658508089497535	0.13860779532619263	0.08073142848049053	0.23225221652253206	0.2539086621803862	0.09057855737157111
46.46464646464647	0.2365850808950079	0.13860779532620315	0.08073142848046601	0.23225221652258907	0.2539086621804175	0.09057855737158194
46.969696969696976	0.23658508089504043	0.13860779532621367	0.0807314284804415	0.23225221652264605	0.2539086621804489	0.09057855737159277
47.47474747474748	0.236585080895073	0.13860779532622416	0.08073142848041698	0.23225221652270306	0.25390866218048025	0.0905785573716036
47.979797979797986	0.23658508089510555	0.13860779532623468	0.08073142848039247	0.23225221652276004	0.2539086621805116	0.09057855737161444
48.484848484848484	0.2365850808951381	0.1386077953262452	0.08073142848036795	0.23225221652281705	0.2539086621805429	0.09057855737162526
48.98989898989899	0.23658508089517064	0.13860779532625572	0.08073142848034344	0.23225221652287403	0.2539086621805743	0.0905785573716361
49.494949494949495	0.2365850808952032	0.13860779532626621	0.08073142848031892	0.23225221652293104	0.25390866218060565	0.09057855737164693
50.0	0.23658508089523575	0.13860779532627673	0.08073142848029441	0.23225221652298803	0.253908662180637	0.09057855737165776
