,,,Slide ID,n,f,i,h,a,g,m,d,b,k,c,e,l,j
,,,Antibody Name,n,f,i,h,a,g,m,d,b,k,c,e,l,j
,,,HUGO ID,n,f,i,h,a,g,m,d,b,k,c,e,l,j
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,39.91596638655462,0.05324863119331263,0.0733613700444197,0.08506052722099085,0.016092535793166784,0.0727642992744533,0.06789950958382146,0.028883071090883422,0.057332699189762075,0.04363654712895149,0.04893222936880027,0.011911961301846408,0.012006515851520821,0.28444901036575987,0.01738480784556461
C1,no,Insulin,40.33613445378151,0.05324863120567626,0.07336137005833936,0.08506052723800851,0.016092535799006328,0.07276429928807099,0.06789950959706634,0.028883071096551853,0.05733269920302672,0.04363654713880528,0.0489322293827584,0.011911961304528923,0.012006515854473996,0.2844490103657637,0.017384807849173473
C1,no,Insulin,40.7563025210084,0.05324863121803988,0.073361370072259,0.08506052725502618,0.01609253580484587,0.07276429930168868,0.06789950961031122,0.028883071102220284,0.057332699216291375,0.043636547148659055,0.04893222939671654,0.01191196130721144,0.01200651585742717,0.28444901036576753,0.017384807852782333
C1,no,Insulin,41.1764705882353,0.053248631230403506,0.07336137008617864,0.08506052727204386,0.016092535810685413,0.07276429931530637,0.06789950962355609,0.02888307110788871,0.05733269922955602,0.04363654715851284,0.048932229410674676,0.011911961309893956,0.012006515860380344,0.28444901036577136,0.017384807856391196
C1,no,Insulin,41.596638655462186,0.05324863124276713,0.07336137010009829,0.08506052728906152,0.016092535816524957,0.07276429932892406,0.06789950963680096,0.028883071113557143,0.057332699242820674,0.043636547168366624,0.048932229424632816,0.011911961312576472,0.012006515863333518,0.2844490103657752,0.01738480786000006
C1,no,Insulin,42.016806722689076,0.053248631255130754,0.07336137011401793,0.0850605273060792,0.016092535822364498,0.07276429934254176,0.06789950965004583,0.028883071119225574,0.05733269925608532,0.04363654717822041,0.04893222943859095,0.011911961315258988,0.012006515866286692,0.284449010365779,0.017384807863608923
C1,no,Insulin,42.436974789915965,0.05324863126700095,0.07336137012738204,0.0850605273224177,0.016092535827970992,0.07276429935561593,0.0678995096627621,0.028883071124667797,0.05733269926882057,0.04363654718768092,0.04893222945199202,0.011911961317834471,0.01200651586912203,0.2844490103657827,0.017384807867073807
C1,no,Insulin,42.85714285714286,0.05324863126765448,0.07336137012811796,0.08506052732331723,0.016092535828279856,0.07276429935633488,0.0678995096634622,0.02888307112496795,0.05733269926952163,0.04363654718820163,0.04893222945272995,0.011911961317976914,0.012006515869278745,0.28444901036578285,0.017384807867265775
C1,no,Insulin,43.27731092436975,0.05324863126830802,0.07336137012885387,0.08506052732421678,0.016092535828588724,0.07276429935705384,0.06789950966416229,0.0288830711252681,0.05733269927022268,0.043636547188722355,0.048932229453467875,0.011911961318119356,0.01200651586943546,0.28444901036578296,0.017384807867457747
C1,no,Insulin,43.69747899159664,0.05324863126896156,0.07336137012958978,0.08506052732511632,0.016092535828897588,0.07276429935777277,0.0678995096648624,0.028883071125568257,0.057332699270923736,0.04363654718924307,0.048932229454205806,0.011911961318261798,0.012006515869592175,0.2844490103657831,0.017384807867649715
C1,no,Insulin,44.11764705882353,0.05324863126961509,0.07336137013032568,0.08506052732601586,0.016092535829206455,0.07276429935849173,0.06789950966556249,0.02888307112586841,0.05733269927162479,0.04363654718976379,0.04893222945494373,0.01191196131840424,0.01200651586974889,0.28444901036578324,0.017384807867841686
C1,no,Insulin,44.53781512605042,0.05324863127026863,0.07336137013106159,0.0850605273269154,0.01609253582951532,0.07276429935921068,0.0678995096662626,0.02888307112616856,0.05733269927232585,0.04363654719028451,0.04893222945568166,0.011911961318546683,0.012006515869905605,0.28444901036578335,0.017384807868033654
C1,no,Insulin,44.957983193277315,0.053248631270922164,0.0733613701317975,0.08506052732781494,0.016092535829824187,0.07276429935992962,0.06789950966696269,0.028883071126468714,0.0573326992730269,0.04363654719080523,0.04893222945641958,0.011911961318689124,0.01200651587006232,0.28444901036578346,0.017384807868225625
C1,no,Insulin,45.378151260504204,0.053248631271575704,0.07336137013253341,0.08506052732871448,0.01609253583013305,0.07276429936064857,0.0678995096676628,0.028883071126768866,0.05733269927372796,0.043636547191325946,0.048932229457157514,0.011911961318831566,0.012006515870219036,0.2844490103657836,0.017384807868417593
C1,no,Insulin,45.79831932773109,0.05324863127222924,0.07336137013326932,0.08506052732961403,0.016092535830441918,0.07276429936136752,0.06789950966836289,0.028883071127069018,0.057332699274429015,0.04363654719184667,0.04893222945789544,0.011911961318974007,0.012006515870375751,0.28444901036578374,0.017384807868609565
C1,no,Insulin,46.21848739495798,0.05324863127288278,0.07336137013400523,0.08506052733051356,0.016092535830750782,0.07276429936208646,0.067899509669063,0.02888307112736917,0.05733269927513007,0.043636547192367384,0.04893222945863337,0.01191196131911645,0.012006515870532466,0.28444901036578385,0.017384807868801533
C1,no,Insulin,46.63865546218487,0.05324863127353631,0.07336137013474113,0.0850605273314131,0.01609253583105965,0.07276429936280542,0.06789950966976309,0.028883071127669323,0.05733269927583112,0.0436365471928881,0.04893222945937129,0.011911961319258892,0.012006515870689181,0.284449010365784,0.017384807868993504
C1,no,Insulin,47.05882352941177,0.05324863127418985,0.07336137013547704,0.08506052733231265,0.016092535831368517,0.07276429936352437,0.06789950967046318,0.028883071127969475,0.05733269927653218,0.04363654719340882,0.04893222946010922,0.011911961319401334,0.012006515870845896,0.2844490103657841,0.017384807869185472
C1,no,Insulin,47.47899159663866,0.05324863127484339,0.07336137013621295,0.08506052733321219,0.01609253583167738,0.0727642993642433,0.06789950967116329,0.028883071128269627,0.05733269927723324,0.04363654719392954,0.048932229460847146,0.011911961319543777,0.012006515871002611,0.28444901036578424,0.017384807869377444
C1,no,Insulin,47.89915966386555,0.05324863127549692,0.07336137013694886,0.08506052733411172,0.01609253583198625,0.07276429936496226,0.06789950967186338,0.02888307112856978,0.057332699277934294,0.04363654719445026,0.048932229461585076,0.011911961319686219,0.012006515871159326,0.2844490103657844,0.01738480786956941
C1,no,Insulin,48.319327731092436,0.05324863127615046,0.07336137013768478,0.08506052733501127,0.016092535832295113,0.07276429936568121,0.06789950967256349,0.028883071128869932,0.057332699278635345,0.043636547194970975,0.048932229462323,0.01191196131982866,0.01200651587131604,0.2844490103657845,0.017384807869761383
C1,no,Insulin,48.739495798319325,0.053248631276803994,0.07336137013842069,0.08506052733591081,0.01609253583260398,0.07276429936640015,0.06789950967326358,0.028883071129170084,0.0573326992793364,0.0436365471954917,0.04893222946306093,0.011911961319971102,0.012006515871472756,0.2844490103657846,0.01738480786995335
C1,no,Insulin,49.15966386554622,0.053248631277457534,0.0733613701391566,0.08506052733681035,0.016092535832912844,0.0727642993671191,0.06789950967396369,0.028883071129470236,0.05733269928003746,0.04363654719601241,0.048932229463798854,0.011911961320113545,0.01200651587162947,0.2844490103657848,0.017384807870145323
C1,no,Insulin,49.57983193277311,0.05324863127811107,0.0733613701398925,0.08506052733770988,0.016092535833221712,0.07276429936783806,0.06789950967466378,0.02888307112977039,0.05733269928073852,0.043636547196533135,0.048932229464536785,0.011911961320255987,0.012006515871786185,0.2844490103657849,0.01738480787033729
C1,no,Insulin,50.0,0.053248631278764606,0.0733613701406284,0.08506052733860943,0.016092535833530576,0.072764299368557,0.06789950967536387,0.02888307113007054,0.057332699281439574,0.04363654719705385,0.048932229465274715,0.011911961320398429,0.0120065158719429,0.28444901036578507,0.017384807870529262
