,,,Slide ID,e,b,d,c,i,a,g,f,h
,,,Antibody Name,e,b,d,c,i,a,g,f,h
,,,HUGO ID,e,b,d,c,i,a,g,f,h
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,5.050505050505051,0.1372107213337083,0.15531125491979933,0.16002148178718076,0.14680496159439937,0.11725550867507673,0.21359466546253392,0.04293429121767616,0.04275115151689027,0.12897918871853878
C1,no,Insulin,5.555555555555556,0.13723803561140419,0.15375312531095559,0.15854375047937974,0.1468533434261846,0.11752681541209282,0.2127347787915594,0.04252011405040525,0.04144809333652474,0.12890788491989688
C1,no,Insulin,6.0606060606060606,0.13733049424435997,0.15272795359921765,0.15755701654746906,0.1469700882119414,0.11775383996282086,0.21213749359176176,0.04228396320208208,0.04068439635670083,0.1289241625454174
C1,no,Insulin,6.565656565656566,0.13743406495287194,0.1520492633458236,0.1568963037890743,0.14709336795386813,0.1179274168537296,0.21172522362502602,0.04214655153993237,0.040235019454657656,0.12896998632293458
C1,no,Insulin,7.070707070707071,0.13752636897134565,0.15159781905620964,0.15645299798400286,0.1471996570186388,0.11805361734069647,0.21144216199679383,0.042065024560388374,0.03996930433938243,0.12901940050797273
C1,no,Insulin,7.575757575757576,0.13760058711901255,0.15129644303497705,0.15615511685013198,0.14728311263067315,0.11814255179704142,0.2112486169614501,0.04201575228766996,0.03981128017192573,0.1290623744168548
C1,no,Insulin,8.080808080808081,0.13765686472456487,0.1510946914880155,0.15595472853886982,0.14734522548071424,0.11820394406880134,0.2111166953589372,0.0419854486859694,0.03971666927382451,0.12909627209576022
C1,no,Insulin,8.585858585858587,0.1376979583972527,0.1509593459646961,0.1558198082301865,0.14738989604451855,0.11824572217170425,0.21102698790733637,0.041966505295973386,0.03965959202901187,0.12912158358189885
C1,no,Insulin,9.090909090909092,0.1377272006028401,0.15086840400521434,0.15572890806963596,0.14742128480137554,0.11827387321338281,0.21096609514547454,0.04195448679037688,0.039624869304228066,0.12913982404242408
C1,no,Insulin,9.595959595959597,0.13774762485344286,0.1508072244426597,0.1556676353452808,0.14744297791293262,0.11829270765946408,0.21092481776457847,0.041946760108100466,0.03960355456673854,0.12915266170799802
C1,no,Insulin,10.101010101010102,0.1377616955035658,0.1507660328100158,0.15562632093008302,0.1474577904436835,0.11830524564431133,0.21089686850786124,0.04194173526026344,0.03959034770963181,0.12916154319805162
C1,no,Insulin,10.606060606060607,0.137771289134345,0.15073828039526233,0.15559845608727216,0.14746781483298055,0.11831356284089559,0.2108779594942653,0.04193843490732869,0.03958208463145145,0.12916761363935422
C1,no,Insulin,11.111111111111112,0.13777777979644748,0.15071957330541283,0.15557965847972202,0.14747455477631685,0.11831906781473103,0.2108651749530297,0.04193624935381683,0.03957686454237202,0.12917172551122988
C1,no,Insulin,11.616161616161618,0.1377821468035173,0.1507069547850273,0.15556697161462704,0.1474790662218621,0.118322708021753,0.210856533058548,0.04193479171852743,0.03957353353441723,0.12917449289043145
C1,no,Insulin,12.121212121212121,0.13778507126617542,0.1506984485969517,0.15555841549020338,0.1474820743661618,0.11832511171488698,0.21085069853812086,0.04193381593019516,0.03957139423750373,0.12917634542836204
C1,no,Insulin,12.626262626262626,0.13778702246253563,0.15069271286844524,0.15555264424683238,0.14748407440795547,0.11832669839390003,0.21084676066880778,0.04193315947055056,0.0395700071327077,0.12917758104797747
C1,no,Insulin,13.131313131313131,0.13778832194294927,0.15068884306355182,0.1555487495485016,0.14748540276646419,0.11832774673981866,0.21084410249682856,0.04193271621136764,0.03956910011853495,0.12917840354147694
C1,no,Insulin,13.636363636363637,0.13778918750597724,0.15068623317716162,0.15554612223838443,0.1474862857157258,0.11832844118681497,0.21084230903708326,0.0419324169960808,0.03956850504630302,0.12917894829387666
C1,no,Insulin,14.141414141414142,0.13778976269572896,0.1506844761429356,0.155544353139499,0.14748687148079961,0.11832890114342086,0.21084110156263036,0.04193221515914421,0.03956811358772989,0.129179306525268
C1,no,Insulin,14.646464646464647,0.13779014291303573,0.15068329092047517,0.15554315975308017,0.14748725806595214,0.11832920379382413,0.21084028751537173,0.041932077666562616,0.039567852251433916,0.1291795465231197
C1,no,Insulin,15.151515151515152,0.1377903914821159,0.1506824902702151,0.155542353562916,0.14748751018820588,0.1183293986024799,0.21083973751677101,0.04193198286410666,0.03956767603225479,0.12917971676503945
C1,no,Insulin,15.656565656565657,0.1377905588894289,0.15068195047101338,0.1555418098830584,0.14748768020677938,0.11832953120693518,0.21083936670569747,0.04193191932458406,0.039567558877228126,0.12917982484488044
C1,no,Insulin,16.161616161616163,0.1377906733288673,0.15068158636273574,0.15554144312558807,0.14748779676448356,0.11832962426047727,0.21083911703312747,0.041931877139357226,0.03956748070176522,0.12917988810892733
C1,no,Insulin,16.666666666666668,0.13779074796581955,0.15068134094813743,0.15554119590663362,0.14748787259537569,0.1183296838738314,0.2108389486430064,0.04193184808730612,0.03956742798779735,0.12917993418181506
C1,no,Insulin,17.171717171717173,0.13779079750976195,0.15068117547866033,0.1555410292067107,0.14748792291263954,0.11832972335893636,0.21083883514117088,0.04193182834320211,0.039567392504711266,0.1291799652621152
C1,no,Insulin,17.67676767676768,0.13779083094179267,0.15068106252088126,0.15554091539999282,0.14748795686882452,0.11832975002371542,0.2108387576896902,0.041931814793806185,0.039567368309901374,0.1291799862564166
C1,no,Insulin,18.181818181818183,0.13779085264887558,0.15068098807545569,0.15554084038778845,0.14748797891739038,0.1183297673463936,0.210838706668934,0.04193180580254985,0.03956735238069574,0.12917999994372684
C1,no,Insulin,18.68686868686869,0.1377908668325267,0.15068093864221077,0.15554079057392983,0.14748799332209903,0.1183297786481271,0.210838672801936,0.041931799783803146,0.03956734179800279,0.129180009037584
C1,no,Insulin,19.191919191919194,0.13779087596087633,0.1506809061115831,0.15554075779104415,0.14748800258375314,0.11832978585537889,0.21083865051347386,0.04193179577041914,0.039567334801202815,0.12918001525009176
C1,no,Insulin,19.6969696969697,0.13779088199955686,0.150680883750235,0.15554073525768594,0.14748800868670717,0.11832979045840789,0.21083863516974344,0.04193179293695682,0.03956732991991135,0.12918002014601263
C1,no,Insulin,20.202020202020204,0.1377908856686039,0.15068086808432615,0.1555407194752462,0.14748801232625564,0.11832979281808118,0.2108386243600176,0.04193179077699095,0.03956732637226839,0.1291800251126545
C1,no,Insulin,20.70707070707071,0.13779088982102536,0.15068085715831603,0.15554070845785106,0.14748801667548656,0.11832979691686166,0.21083861698207498,0.0419317897560271,0.03956732418475986,0.12918002433201567
C1,no,Insulin,21.212121212121215,0.1377908922464386,0.15068084967676312,0.1555407009159496,0.14748801917971788,0.11832979908690303,0.2108386118897768,0.041931788930762534,0.0395673226150526,0.12918002488123628
C1,no,Insulin,21.71717171717172,0.13779089404332212,0.15068084372683088,0.15554069491874958,0.14748802102172515,0.11832980061186034,0.21083860782715283,0.04193178823449419,0.039567321343048245,0.12918002566088904
C1,no,Insulin,22.222222222222225,0.13779089527137592,0.15068083953670178,0.1555406906953743,0.14748802227727834,0.1183298016328409,0.21083860496352375,0.04193178773336055,0.03956732044121055,0.12918002629186393
C1,no,Insulin,22.72727272727273,0.1377908958980626,0.15068083720361544,0.1555406883438311,0.14748802291276947,0.11832980212061368,0.2108386033651227,0.04193178743785316,0.039567319929879115,0.12918002676760676
C1,no,Insulin,23.232323232323235,0.1377908964509958,0.15068083520911235,0.15554068633347648,0.14748802347545348,0.11832980256331184,0.2108386020001872,0.041931787190346986,0.039567319495554844,0.1291800271316813
C1,no,Insulin,23.73737373737374,0.1377908968103483,0.15068083389805237,0.1555406850119374,0.14748802384104243,0.1183298028500746,0.21083860110304256,0.04193178702664052,0.039567319209437034,0.12918002737419373
C1,no,Insulin,24.242424242424242,0.13779089689532226,0.15068083350296987,0.15554068461361406,0.1474880239257306,0.11832980290615012,0.21083860083169115,0.04193178697087218,0.03956731911953441,0.12918002748847277
C1,no,Insulin,24.747474747474747,0.13779089721671212,0.15068083229007076,0.15554068339100519,0.14748802425174748,0.11832980315645503,0.21083860000110846,0.04193178681630884,0.03956731885311146,0.12918002773451392
C1,no,Insulin,25.252525252525253,0.13779089709547923,0.15068083269546098,0.1555406837995051,0.14748802412810028,0.118329803056969,0.21083860027860404,0.04193178686437624,0.03956731893990836,0.12918002766898373
C1,no,Insulin,25.757575757575758,0.13779089697424632,0.15068083310085117,0.155540684208005,0.14748802400445304,0.11832980295748297,0.21083860055609965,0.04193178691244365,0.03956731902670525,0.12918002760345357
C1,no,Insulin,26.262626262626263,0.13779089691802435,0.15068083329115908,0.1555406843997787,0.14748802394714633,0.11832980291158526,0.21083860068637578,0.04193178693518578,0.039567319067537396,0.12918002757184005
C1,no,Insulin,26.767676767676768,0.13779089688926346,0.1506808333906146,0.15554068450000566,0.1474880239178623,0.11832980288832366,0.21083860075446528,0.04193178694723032,0.03956731908895369,0.1291800275545532
C1,no,Insulin,27.272727272727273,0.13779089686050258,0.15068083349007014,0.15554068460023263,0.1474880238885783,0.11832980286506206,0.21083860082255476,0.04193178695927487,0.039567319110369974,0.12918002753726635
C1,no,Insulin,27.77777777777778,0.1377908968317417,0.15068083358952566,0.1555406847004596,0.14748802385929427,0.11832980284180046,0.21083860089064427,0.041931786971319406,0.03956731913178626,0.12918002751997948
C1,no,Insulin,28.282828282828284,0.13779089680298082,0.1506808336889812,0.15554068480068656,0.14748802383001028,0.11832980281853886,0.21083860095873377,0.04193178698336395,0.03956731915320255,0.12918002750269264
C1,no,Insulin,28.78787878787879,0.13779089677421993,0.15068083378843672,0.1555406849009135,0.14748802380072626,0.11832980279527726,0.21083860102682325,0.04193178699540849,0.03956731917461884,0.12918002748540577
C1,no,Insulin,29.292929292929294,0.13779089674545905,0.15068083388789225,0.15554068500114046,0.14748802377144224,0.11832980277201566,0.21083860109491276,0.041931787007453036,0.03956731919603512,0.1291800274681189
C1,no,Insulin,29.7979797979798,0.13779089671669817,0.15068083398734777,0.15554068510136743,0.14748802374215822,0.11832980274875406,0.21083860116300226,0.041931787019497575,0.039567319217451415,0.12918002745083204
C1,no,Insulin,30.303030303030305,0.1377908967078906,0.15068083401819884,0.15554068513245986,0.147488023733191,0.11832980274164384,0.2108386011841189,0.0419317870232604,0.039567319224111,0.12918002744542628
C1,no,Insulin,30.80808080808081,0.137790896700962,0.15068083404258958,0.15554068515704206,0.14748802372613698,0.11832980273605456,0.21083860120081224,0.04193178702624335,0.03956731922938097,0.12918002744113932
C1,no,Insulin,31.313131313131315,0.1377908966940334,0.15068083406698035,0.15554068518162426,0.14748802371908296,0.11832980273046528,0.21083860121750558,0.04193178702922631,0.03956731923465094,0.12918002743685236
C1,no,Insulin,31.81818181818182,0.1377908966871048,0.1506808340913711,0.15554068520620642,0.14748802371202893,0.118329802724876,0.21083860123419892,0.04193178703220926,0.03956731923992091,0.1291800274325654
C1,no,Insulin,32.323232323232325,0.13779089668017622,0.15068083411576183,0.15554068523078862,0.1474880237049749,0.11832980271928673,0.21083860125089227,0.041931787035192215,0.039567319245190885,0.12918002742827844
C1,no,Insulin,32.82828282828283,0.13779089667324762,0.1506808341401526,0.15554068525537082,0.14748802369792088,0.11832980271369746,0.2108386012675856,0.04193178703817517,0.03956731925046086,0.12918002742399148
C1,no,Insulin,33.333333333333336,0.137790896666319,0.15068083416454334,0.15554068527995302,0.14748802369086686,0.11832980270810818,0.21083860128427895,0.041931787041158124,0.039567319255730836,0.12918002741970452
C1,no,Insulin,33.83838383838384,0.13779089666021402,0.15068083418603687,0.15554068530161524,0.1474880236846513,0.11832980270318325,0.21083860129898932,0.04193178704378688,0.039567319260374934,0.1291800274159269
C1,no,Insulin,34.343434343434346,0.13779089665988253,0.1506808341872201,0.15554068530280785,0.14748802368431363,0.11832980270291547,0.21083860129979876,0.041931787043932606,0.03956731926063151,0.1291800274157201
C1,no,Insulin,34.84848484848485,0.13779089665955102,0.15068083418840328,0.15554068530400048,0.14748802368397598,0.1183298027026477,0.2108386013006082,0.041931787044078336,0.0395673192608881,0.12918002741551327
C1,no,Insulin,35.35353535353536,0.13779089665921954,0.1506808341895865,0.1555406853051931,0.1474880236836383,0.11832980270237994,0.21083860130141763,0.04193178704422406,0.039567319261144686,0.12918002741530643
C1,no,Insulin,35.85858585858586,0.13779089665888805,0.15068083419076972,0.15554068530638573,0.14748802368330066,0.11832980270211217,0.21083860130222706,0.04193178704436979,0.039567319261401265,0.1291800274150996
C1,no,Insulin,36.36363636363637,0.13779089665855657,0.15068083419195294,0.15554068530757836,0.147488023682963,0.11832980270184441,0.2108386013030365,0.041931787044515514,0.03956731926165785,0.1291800274148928
C1,no,Insulin,36.86868686868687,0.13779089665822508,0.15068083419313616,0.155540685308771,0.14748802368262534,0.11832980270157664,0.21083860130384594,0.041931787044661245,0.03956731926191443,0.12918002741468596
C1,no,Insulin,37.37373737373738,0.1377908966578936,0.15068083419431938,0.1555406853099636,0.14748802368228767,0.11832980270130887,0.21083860130465537,0.04193178704480697,0.03956731926217102,0.12918002741447912
C1,no,Insulin,37.87878787878788,0.1377908966575621,0.1506808341955026,0.15554068531115622,0.14748802368195,0.11832980270104111,0.2108386013054648,0.0419317870449527,0.0395673192624276,0.1291800274142723
C1,no,Insulin,38.38383838383839,0.13779089665723063,0.15068083419668582,0.15554068531234885,0.14748802368161235,0.11832980270077334,0.21083860130627424,0.04193178704509842,0.039567319262684184,0.12918002741406548
C1,no,Insulin,38.88888888888889,0.13779089665689914,0.15068083419786904,0.15554068531354148,0.14748802368127467,0.11832980270050558,0.21083860130708368,0.041931787045244154,0.03956731926294077,0.12918002741385864
C1,no,Insulin,39.3939393939394,0.13779089665656766,0.15068083419905223,0.1555406853147341,0.14748802368093702,0.11832980270023781,0.21083860130789311,0.04193178704538988,0.03956731926319735,0.12918002741365184
C1,no,Insulin,39.8989898989899,0.13779089665623617,0.15068083420023545,0.15554068531592674,0.14748802368059935,0.11832980269997005,0.21083860130870255,0.04193178704553561,0.039567319263453936,0.129180027413445
C1,no,Insulin,40.40404040404041,0.13779089665590466,0.15068083420141867,0.15554068531711934,0.1474880236802617,0.11832980269970228,0.21083860130951199,0.04193178704568133,0.039567319263710515,0.12918002741323817
C1,no,Insulin,40.909090909090914,0.13779089665557318,0.1506808342026019,0.15554068531831197,0.14748802367992403,0.11832980269943451,0.2108386013103214,0.04193178704582706,0.0395673192639671,0.12918002741303136
C1,no,Insulin,41.41414141414142,0.1377908966552417,0.1506808342037851,0.1555406853195046,0.14748802367958638,0.11832980269916675,0.21083860131113083,0.041931787045972786,0.03956731926422369,0.12918002741282453
C1,no,Insulin,41.919191919191924,0.1377908966549102,0.15068083420496833,0.15554068532069723,0.1474880236792487,0.11832980269889898,0.21083860131194027,0.04193178704611852,0.03956731926448027,0.1291800274126177
C1,no,Insulin,42.42424242424243,0.13779089665457872,0.15068083420615155,0.15554068532188986,0.14748802367891106,0.11832980269863122,0.2108386013127497,0.04193178704626424,0.039567319264736854,0.12918002741241086
C1,no,Insulin,42.929292929292934,0.13779089665424724,0.15068083420733477,0.1555406853230825,0.1474880236785734,0.11832980269836345,0.21083860131355914,0.04193178704640997,0.039567319264993434,0.12918002741220405
C1,no,Insulin,43.43434343434344,0.13779089665391575,0.150680834208518,0.1555406853242751,0.1474880236782357,0.11832980269809569,0.21083860131436857,0.041931787046555695,0.03956731926525002,0.12918002741199722
C1,no,Insulin,43.939393939393945,0.13779089665358427,0.15068083420970121,0.15554068532546772,0.14748802367789807,0.11832980269782792,0.210838601315178,0.041931787046701426,0.0395673192655066,0.12918002741179038
C1,no,Insulin,44.44444444444445,0.13779089665325278,0.1506808342108844,0.15554068532666035,0.1474880236775604,0.11832980269756015,0.21083860131598745,0.04193178704684715,0.039567319265763186,0.12918002741158358
C1,no,Insulin,44.949494949494955,0.1377908966529213,0.15068083421206763,0.15554068532785298,0.14748802367722275,0.11832980269729239,0.21083860131679688,0.04193178704699288,0.03956731926601977,0.12918002741137674
C1,no,Insulin,45.45454545454546,0.13779089665258978,0.15068083421325085,0.1555406853290456,0.14748802367688507,0.11832980269702462,0.21083860131760632,0.041931787047138604,0.03956731926627635,0.1291800274111699
C1,no,Insulin,45.959595959595966,0.1377908966522583,0.15068083421443407,0.15554068533023824,0.14748802367654743,0.11832980269675686,0.21083860131841575,0.041931787047284334,0.03956731926653294,0.1291800274109631
C1,no,Insulin,46.46464646464647,0.13779089665192681,0.1506808342156173,0.15554068533143084,0.14748802367620975,0.11832980269648909,0.2108386013192252,0.04193178704743006,0.03956731926678952,0.12918002741075627
C1,no,Insulin,46.969696969696976,0.13779089665159533,0.1506808342168005,0.15554068533262347,0.1474880236758721,0.11832980269622133,0.21083860132003462,0.04193178704757579,0.039567319267046104,0.12918002741054943
C1,no,Insulin,47.47474747474748,0.13779089665126384,0.15068083421798373,0.1555406853338161,0.14748802367553443,0.11832980269595356,0.21083860132084406,0.04193178704772151,0.039567319267302684,0.1291800274103426
C1,no,Insulin,47.979797979797986,0.13779089665093236,0.15068083421916695,0.15554068533500873,0.14748802367519678,0.11832980269568578,0.2108386013216535,0.04193178704786724,0.03956731926755927,0.1291800274101358
C1,no,Insulin,48.484848484848484,0.13779089665060087,0.15068083422035017,0.15554068533620136,0.1474880236748591,0.11832980269541803,0.21083860132246293,0.04193178704801297,0.039567319267815856,0.12918002740992895
C1,no,Insulin,48.98989898989899,0.1377908966502694,0.15068083422153336,0.15554068533739399,0.14748802367452143,0.11832980269515025,0.21083860132327234,0.0419317870481587,0.039567319268072436,0.12918002740972212
C1,no,Insulin,49.494949494949495,0.1377908966499379,0.15068083422271658,0.1555406853385866,0.1474880236741838,0.1183298026948825,0.21083860132408178,0.04193178704830442,0.03956731926832902,0.1291800274095153
C1,no,Insulin,50.0,0.13779089664960642,0.1506808342238998,0.15554068533977922,0.1474880236738461,0.11832980269461472,0.2108386013248912,0.04193178704845015,0.0395673192685856,0.12918002740930848
