,,,Slide ID,c,d,a,b
,,,Antibody Name,c,d,a,b
,,,HUGO ID,c,d,a,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,11.616161616161618,0.02764008692280755,0.007326782045307614,0.004760961381137382,0.09468977673720042
C1,no,Insulin,12.121212121212121,0.027627371391640728,0.007320838698785829,0.004757525913860556,0.09469832779295483
C1,no,Insulin,12.626262626262626,0.027618315160427374,0.007316607170148612,0.004755079529421643,0.09470442785910108
C1,no,Insulin,13.131313131313131,0.027611850420784925,0.007313587316110413,0.004753333482608301,0.09470878729419861
C1,no,Insulin,13.636363636363637,0.027607240663481324,0.00731143416228323,0.004752088397223227,0.09471189889596808
C1,no,Insulin,14.141414141414142,0.027603953348546862,0.007309899102714975,0.004751200727777716,0.09471411905069745
C1,no,Insulin,14.646464646464647,0.02760160527648238,0.007308803341658794,0.004750567194956304,0.09471570488604764
C1,no,Insulin,15.151515151515152,0.027599929287025666,0.007308021786152801,0.00475011539931367,0.09471683667565428
C1,no,Insulin,15.656565656565657,0.027598734830326165,0.007307464306329956,0.0047497930157968556,0.09471764416160618
C1,no,Insulin,16.161616161616163,0.02759788602759524,0.007307066238277535,0.004749562441575165,0.09471822041684631
C1,no,Insulin,16.666666666666668,0.027597285347887877,0.007306781784496061,0.004749397138190361,0.09471863161909977
C1,no,Insulin,17.171717171717173,0.02759685861970663,0.007306579725143096,0.004749279712927335,0.09471892377350807
C1,no,Insulin,17.67676767676768,0.027596543495261652,0.0073064373139521835,0.0047491982813364034,0.09471913130805562
C1,no,Insulin,18.181818181818183,0.027596319822543666,0.007306335598836523,0.004749139988580747,0.09471927939233464
C1,no,Insulin,18.68686868686869,0.027596162275784545,0.007306262456469161,0.004749097765348585,0.09471938551563322
C1,no,Insulin,19.191919191919194,0.027596050723137894,0.007306210020615981,0.004749067366817701,0.09471946144200417
C1,no,Insulin,19.6969696969697,0.027595971919093278,0.0073061729377764915,0.004749045861138309,0.09471951512918761
C1,no,Insulin,20.202020202020204,0.027595915229216283,0.0073061464035112204,0.0047490305012799,0.09471955357852074
C1,no,Insulin,20.70707070707071,0.02759587362570645,0.007306127097850668,0.004749019358967212,0.09471958159339249
C1,no,Insulin,21.212121212121215,0.027595843856193604,0.0073061132823515045,0.004749011385003044,0.09471960164147121
C1,no,Insulin,21.71717171717172,0.0275958220551036,0.007306103165952634,0.0047490055461994335,0.09471961632216151
C1,no,Insulin,22.222222222222225,0.027595806232312652,0.0073060957892942275,0.004749001281752825,0.09471962701892622
C1,no,Insulin,22.72727272727273,0.02759579537973668,0.007306090733451303,0.004748998359691833,0.09471963435134145
C1,no,Insulin,23.232323232323235,0.0275957871105683,0.007306086854645165,0.004748996112647035,0.0947196399703828
C1,no,Insulin,23.73737373737374,0.027595781509355922,0.007306084229795877,0.004748994592528202,0.0947196437735358
C1,no,Insulin,24.242424242424242,0.02759577698914266,0.007306082114118981,0.004748993367821297,0.0947196468395048
C1,no,Insulin,24.747474747474747,0.027595773903607804,0.007306080669316716,0.004748992531341647,0.09471964893313957
C1,no,Insulin,25.252525252525253,0.027595770993442226,0.00730607931202401,0.0047489917465938026,0.09471965090122417
C1,no,Insulin,25.757575757575758,0.027595769505564485,0.007306078619439223,0.004748991346441093,0.09471965190579663
C1,no,Insulin,26.262626262626263,0.027595768078885214,0.007306077955083709,0.004748990962538009,0.09471965286936755
C1,no,Insulin,26.767676767676768,0.02759576704792078,0.007306077474797571,0.004748990684966324,0.09471965356591926
C1,no,Insulin,27.272727272727273,0.027595766200688,0.007306077079824864,0.004748990456641177,0.09471965413867924
C1,no,Insulin,27.77777777777778,0.027595765537186887,0.007306076770165588,0.004748990277562567,0.0947196545876475
C1,no,Insulin,28.282828282828284,0.027595765057417433,0.0073060765458197435,0.004748990147730496,0.09471965491282404
C1,no,Insulin,28.78787878787879,0.027595764625465508,0.0073060763441145,0.004748990031059274,0.09471965520524805
C1,no,Insulin,29.292929292929294,0.027595764283598806,0.007306076184540367,0.0047489899387711245,0.09471965543660742
C1,no,Insulin,29.7979797979798,0.027595764058408467,0.0073060760793590765,0.004748989877926093,0.09471965558909061
C1,no,Insulin,30.303030303030305,0.0275957639498945,0.0073060760285706275,0.0047489898485241775,0.09471965566269765
C1,no,Insulin,30.80808080808081,0.02759576399872009,0.007306076051109897,0.004748989861506586,0.09471965562996597
C1,no,Insulin,31.313131313131315,0.027595763823853956,0.007306075969549093,0.004748989814349596,0.0947196557482313
C1,no,Insulin,31.81818181818182,0.02759576374042567,0.0073060759306287784,0.004748989791844819,0.09471965580466571
C1,no,Insulin,32.323232323232325,0.027595763732304254,0.007306075926837537,0.004748989789651908,0.09471965581016353
C1,no,Insulin,32.82828282828283,0.027595763875458236,0.0073060759934851244,0.0047489898281602915,0.0947196557134984
C1,no,Insulin,33.333333333333336,0.027595764278803298,0.007306076181199905,0.004748989936606087,0.09471965544122121
C1,no,Insulin,33.83838383838384,0.027595764749954333,0.007306076400522049,0.004748990063322691,0.0947196551231089
C1,no,Insulin,34.343434343434346,0.027595765274567707,0.007306076644771159,0.004748990204449678,0.09471965476885023
C1,no,Insulin,34.84848484848485,0.027595765838299792,0.007306076907266839,0.0047489903561266245,0.09471965438813397
C1,no,Insulin,35.35353535353536,0.02759576642680695,0.007306077181328693,0.004748990514493108,0.09471965399064888
C1,no,Insulin,35.85858585858586,0.02759576702574556,0.007306077460276322,0.004748990675688703,0.09471965358608371
C1,no,Insulin,36.36363636363637,0.027595767620771983,0.00730607773742933,0.004748990835852987,0.09471965318412724
C1,no,Insulin,36.86868686868687,0.02759576819754259,0.007306078006107319,0.004748990991125536,0.09471965279446823
C1,no,Insulin,37.37373737373738,0.02759576874171375,0.0073060782596298945,0.004748991137645926,0.09471965242679543
C1,no,Insulin,37.87878787878788,0.027595769238941827,0.007306078491316658,0.0047489912715537345,0.09471965209079763
C1,no,Insulin,38.38383838383839,0.027595769674883197,0.007306078694487213,0.004748991388988537,0.09471965179616357
C1,no,Insulin,38.88888888888889,0.027595770035194225,0.007306078862461162,0.004748991486089909,0.09471965155258201
C1,no,Insulin,39.3939393939394,0.027595770305531276,0.007306078988558109,0.0047489915589974275,0.09471965136974174
C1,no,Insulin,39.8989898989899,0.027595770471550728,0.007306079066097656,0.004748991603850669,0.09471965125733149
C1,no,Insulin,40.40404040404041,0.02759577051890894,0.007306079088399407,0.00474899161678921,0.09471965122504006
C1,no,Insulin,40.909090909090914,0.027595770433262286,0.007306079048782964,0.004748991593952627,0.09471965128255617
C1,no,Insulin,41.41414141414142,0.02759577020026713,0.007306078940567931,0.004748991531480494,0.09471965143956862
C1,no,Insulin,41.919191919191924,0.02759576980557985,0.007306078757073912,0.004748991425512391,0.09471965170576616
C1,no,Insulin,42.42424242424243,0.027595769234856807,0.007306078491620508,0.004748991272187891,0.09471965209083755
C1,no,Insulin,42.929292929292934,0.02759576847375437,0.007306078137527323,0.0047489910676465725,0.09471965260447156
C1,no,Insulin,43.43434343434344,0.027595767507928907,0.007306077688113959,0.0047489908080280115,0.09471965325635694
C1,no,Insulin,43.939393939393945,0.027595767057039408,0.007306077478439968,0.004748990686930333,0.09471965356052288
C1,no,Insulin,44.44444444444445,0.02759576674498032,0.007306077333394356,0.00474899060317332,0.09471965377094987
C1,no,Insulin,44.949494949494955,0.027595766370406814,0.0073060771592319395,0.004748990502590208,0.09471965402360541
C1,no,Insulin,45.45454545454546,0.027595765929438253,0.0073060769541437275,0.004748990384135288,0.0947196543211128
C1,no,Insulin,45.959595959595966,0.027595765418194,0.007306076716320727,0.00474899024676285,0.0947196546660953
C1,no,Insulin,46.46464646464647,0.027595764832793423,0.007306076443953944,0.004748990089427187,0.0947196550611762
C1,no,Insulin,46.969696969696976,0.027595764169355882,0.007306076135234389,0.004748989911082588,0.09471965550897879
C1,no,Insulin,47.47474747474748,0.027595763424000747,0.007306075788353067,0.004748989710683346,0.09471965601212631
C1,no,Insulin,47.979797979797986,0.027595762592847378,0.007306075401500987,0.00474898948718375,0.09471965657324208
C1,no,Insulin,48.484848484848484,0.027595761672015138,0.007306074972869157,0.004748989239538093,0.09471965719494935
C1,no,Insulin,48.98989898989899,0.027595760657623397,0.0073060745006485826,0.004748988966700664,0.09471965787987142
C1,no,Insulin,49.494949494949495,0.027595759545791517,0.007306073983030272,0.004748988667625756,0.09471965863063156
C1,no,Insulin,50.0,0.02759575833263886,0.007306073418205235,0.004748988341267658,0.09471965944985304
