,,,Slide ID,e,f,b,d,a,c
C1,no,Insulin,19.191919191919194,0.20156381799825676,0.20534150658945752,0.2383107622092391,0.004121793741574877,0.021129932514065693,0.16464261124833166
C1,no,Insulin,19.6969696969697,0.20156595830817184,0.20534414551341224,0.23831181581987293,0.004121206549671753,0.021127748081850146,0.1646437297098266
C1,no,Insulin,20.202020202020204,0.20156757439259998,0.20534613811204389,0.2383126113953543,0.004120763269827493,0.021126098924414163,0.16464457423052709
C1,no,Insulin,20.70707070707071,0.20156878965416505,0.20534763653295493,0.23831320965862346,0.004120429985865153,0.021124858930632158,0.16464520931367038
C1,no,Insulin,21.212121212121215,0.20156970563985574,0.2053487659694807,0.2383136606196548,0.004120178804759839,0.021123924374213985,0.16464568802248378
C1,no,Insulin,21.71717171717172,0.20157039999412674,0.20534962214551922,0.23831400250854187,0.004119988409924503,0.02112321597815981,0.16464605092541484
C1,no,Insulin,22.222222222222225,0.2015709247549518,0.205350269207544,0.23831426090403995,0.004119844527670461,0.021122680635270865,0.16464632519368855
C1,no,Insulin,22.72727272727273,0.20157131999122962,0.20535075654718565,0.23831445546930716,0.004119736170499153,0.021122277447981504,0.1646465317439936
C1,no,Insulin,23.232323232323235,0.20157161771029208,0.20535112364098412,0.23831460192703635,0.004119654549560588,0.0211219737101706,0.16464668731768886
C1,no,Insulin,23.73737373737374,0.2015718411403531,0.20535139916034348,0.23831471169651647,0.004119593284590087,0.021121745685758603,0.16464680409712384
C1,no,Insulin,24.242424242424242,0.20157201267094746,0.20535161074107086,0.23831479579491915,0.004119546228551712,0.02112157050826585,0.16464689382570163
C1,no,Insulin,24.747474747474747,0.201572142002413,0.20535177038617727,0.23831485905859237,0.004119510727821615,0.021121438324882755,0.1646469616416617
C1,no,Insulin,25.252525252525253,0.20157224041238758,0.20535189201866855,0.23831490710254696,0.004119483698177082,0.02112133768098441,0.16464701347393154
C1,no,Insulin,25.757575757575758,0.20157231376019813,0.2053519828012083,0.2383149429391034,0.0041194635599064375,0.021121262734674094,0.16464705231949037
C1,no,Insulin,26.262626262626263,0.2015723703449374,0.20535205282109778,0.23831497077208502,0.004119448065059307,0.02112120515897049,0.1646470823261941
C1,no,Insulin,26.767676767676768,0.20157240983797337,0.20535210160074582,0.23831499043484727,0.0041194373059493675,0.0211211652980276,0.16464710321615036
C1,no,Insulin,27.272727272727273,0.2015724416130779,0.20535214033264323,0.23831500655279703,0.004119428732967543,0.021121133678683256,0.16464711934238233
C1,no,Insulin,27.77777777777778,0.20157246617139576,0.2053521697903461,0.23831501909713743,0.004119422148128782,0.021121109451900957,0.16464713109990714
C1,no,Insulin,28.282828282828284,0.20157248728856345,0.20535219571545701,0.23831502979103272,0.00411941638594054,0.02112108804958607,0.16464714198381886
C1,no,Insulin,28.78787878787879,0.201572502646552,0.2053522145831975,0.23831503757109104,0.004119412161031074,0.021121072271140982,0.16464714984686363
C1,no,Insulin,29.292929292929294,0.20157251224536132,0.2053522263935675,0.23831504243731236,0.004119409473400385,0.02112106211656569,0.16464715468904143
C1,no,Insulin,29.7979797979798,0.20157252061393222,0.20535223672267464,0.23831504664903772,0.004119407139476573,0.02112105332594524,0.16464715898729954
C1,no,Insulin,30.303030303030305,0.20157252718059462,0.20535224486666917,0.23831504992107957,0.004119405308657168,0.02112104643699159,0.16464716242898278
C1,no,Insulin,30.80808080808081,0.2015725308458109,0.205352249471782,0.2383150517049144,0.004119404268290129,0.021121042483928237,0.1646471644127372
C1,no,Insulin,31.313131313131315,0.20157253259002417,0.20535225172123192,0.23831505250836066,0.004119403756041127,0.021121040503213836,0.16464716542009872
C1,no,Insulin,31.81818181818182,0.20157253441700226,0.2053522540332069,0.23831505336926578,0.004119403235767819,0.02112103852562339,0.1646471664352003
C1,no,Insulin,32.323232323232325,0.2015725348993624,0.20535225468511217,0.23831505354831975,0.004119403089390884,0.021121037953933153,0.16464716675699542
C1,no,Insulin,32.82828282828283,0.2015725340371045,0.20535225367694776,0.23831505304552258,0.004119403316910324,0.021121038788143132,0.16464716638548413
C1,no,Insulin,33.333333333333336,0.20157253416741575,0.20535225385707015,0.23831505307886097,0.004119403277954525,0.021121038639227378,0.16464716648188146
C1,no,Insulin,33.83838383838384,0.2015725342080511,0.205352253906535,0.2383150530843407,0.004119403269050449,0.021121038613435134,0.16464716650848157
C1,no,Insulin,34.343434343434346,0.20157253398138536,0.20535225360886852,0.23831505296939534,0.004119403338866049,0.021121038892331277,0.16464716637703264
C1,no,Insulin,34.84848484848485,0.20157253352574112,0.2053522530131882,0.2383150527524962,0.004119403476208447,0.02112103943267526,0.16464716610921212
C1,no,Insulin,35.35353535353536,0.20157253348198778,0.2053522529408877,0.23831505274254008,0.004119403493898639,0.02112103951135336,0.16464716606753363
C1,no,Insulin,35.85858585858586,0.20157253345907988,0.2053522528907693,0.23831505275104448,0.004119403506149446,0.021121039569594862,0.16464716603079874
C1,no,Insulin,36.36363636363637,0.20157253345701742,0.205352252862833,0.23831505277800935,0.004119403512960868,0.021121039607399764,0.16464716599900747
C1,no,Insulin,36.86868686868687,0.20157253330606484,0.20535225261812934,0.23831505274961753,0.004119403570425703,0.021121039855755107,0.16464716585438247
C1,no,Insulin,37.37373737373738,0.20157253344205298,0.2053522527922467,0.23831505282650906,0.004119403530055417,0.021121039697156292,0.16464716592862905
C1,no,Insulin,37.87878787878788,0.20157253357804109,0.20535225296636408,0.23831505290340058,0.004119403489685131,0.021121039538557478,0.16464716600287563
C1,no,Insulin,38.38383838383839,0.20157253371402922,0.20535225314048144,0.23831505298029207,0.004119403449314845,0.021121039379958663,0.16464716607712218
C1,no,Insulin,38.88888888888889,0.20157253380613385,0.20535225325851064,0.2383150530313926,0.004119403422015088,0.021121039272885597,0.16464716612773883
C1,no,Insulin,39.3939393939394,0.2015725338264987,0.2053522532848482,0.23831505304033063,0.004119403416082717,0.02112103925004558,0.16464716613972588
C1,no,Insulin,39.8989898989899,0.20157253384686358,0.2053522533111858,0.23831505304926864,0.004119403410150345,0.021121039227205565,0.1646471661517129
C1,no,Insulin,40.40404040404041,0.20157253386722845,0.2053522533375234,0.23831505305820666,0.004119403404217974,0.02112103920436555,0.16464716616369993
C1,no,Insulin,40.909090909090914,0.20157253388759333,0.20535225336386098,0.23831505306714468,0.004119403398285603,0.021121039181525535,0.16464716617568698
C1,no,Insulin,41.41414141414142,0.2015725339079582,0.20535225339019858,0.2383150530760827,0.004119403392353231,0.02112103915868552,0.164647166187674
C1,no,Insulin,41.919191919191924,0.20157253392832308,0.20535225341653618,0.23831505308502068,0.00411940338642086,0.021121039135845503,0.16464716619966105
C1,no,Insulin,42.42424242424243,0.20157253394868796,0.20535225344287378,0.2383150530939587,0.0041194033804884895,0.021121039113005488,0.16464716621164807
C1,no,Insulin,42.929292929292934,0.20157253396905284,0.20535225346921135,0.23831505310289672,0.004119403374556118,0.021121039090165473,0.16464716622363512
C1,no,Insulin,43.43434343434344,0.2015725339894177,0.20535225349554895,0.23831505311183473,0.004119403368623747,0.02112103906732546,0.16464716623562214
C1,no,Insulin,43.939393939393945,0.2015725340097826,0.20535225352188655,0.23831505312077275,0.004119403362691376,0.021121039044485444,0.1646471662476092
C1,no,Insulin,44.44444444444445,0.20157253403014747,0.20535225354822412,0.23831505312971077,0.004119403356759004,0.021121039021645426,0.16464716625959622
C1,no,Insulin,44.949494949494955,0.20157253405051231,0.20535225357456172,0.23831505313864879,0.004119403350826633,0.02112103899880541,0.16464716627158324
C1,no,Insulin,45.45454545454546,0.2015725340708772,0.20535225360089931,0.2383150531475868,0.004119403344894262,0.021121038975965397,0.1646471662835703
C1,no,Insulin,45.959595959595966,0.20157253409124207,0.2053522536272369,0.23831505315652482,0.0041194033389618905,0.021121038953125382,0.1646471662955573
C1,no,Insulin,46.46464646464647,0.20157253411160694,0.20535225365357448,0.23831505316546284,0.0041194033330295195,0.021121038930285368,0.16464716630754436
C1,no,Insulin,46.969696969696976,0.20157253413197182,0.20535225367991208,0.23831505317440085,0.004119403327097149,0.02112103890744535,0.16464716631953139
C1,no,Insulin,47.47474747474748,0.2015725341523367,0.20535225370624968,0.23831505318333887,0.004119403321164777,0.021121038884605335,0.16464716633151844
C1,no,Insulin,47.979797979797986,0.20157253417270157,0.20535225373258725,0.2383150531922769,0.004119403315232406,0.02112103886176532,0.16464716634350546
C1,no,Insulin,48.484848484848484,0.20157253419306645,0.20535225375892485,0.2383150532012149,0.004119403309300035,0.021121038838925306,0.16464716635549248
C1,no,Insulin,48.98989898989899,0.20157253421343133,0.20535225378526245,0.23831505321015292,0.004119403303367663,0.02112103881608529,0.16464716636747953
C1,no,Insulin,49.494949494949495,0.2015725342337962,0.20535225381160002,0.23831505321909094,0.004119403297435292,0.021121038793245273,0.16464716637946655
C1,no,Insulin,50.0,0.2015725342520258,0.20535225383515954,0.23831505322710442,0.0041194032921293144,0.021121038772826027,0.164647166390178
