,,,Slide ID,b,a,c,d,e
,,,Antibody Name,b,a,c,d,e
,,,HUGO ID,b,a,c,d,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,20.202020202020204,0.05827893526188119,0.18951661826334695,0.2185523559153392,0.22368550109538946,0.22735919795558612
C1,no,Insulin,20.70707070707071,0.058278935511759763,0.1895166190663948,0.2185523559210433,0.22368550109827628,0.2273591979490494
C1,no,Insulin,21.212121212121215,0.05827893565849775,0.1895166195379191,0.21855235592364405,0.22368550109958804,0.22735919794607048
C1,no,Insulin,21.71717171717172,0.05827893574764336,0.18951661982432488,0.21855235592451194,0.2236855011000203,0.22735919794507814
C1,no,Insulin,22.222222222222225,0.058278935836788975,0.1895166201107307,0.21855235592537986,0.22368550110045257,0.22735919794408582
C1,no,Insulin,22.72727272727273,0.058278935902126044,0.18951662032064467,0.218552355925994,0.22368550110075827,0.2273591979433836
C1,no,Insulin,23.232323232323235,0.05827893591352327,0.1895166203572612,0.21855235592603334,0.22368550110077726,0.2273591979433386
C1,no,Insulin,23.73737373737374,0.058278935924920484,0.1895166203938777,0.21855235592607267,0.22368550110079624,0.2273591979432936
C1,no,Insulin,24.242424242424242,0.0582789359363177,0.1895166204304942,0.218552355926112,0.22368550110081525,0.22735919794324858
C1,no,Insulin,24.747474747474747,0.058278935947714924,0.1895166204671107,0.21855235592615133,0.22368550110083424,0.22735919794320358
C1,no,Insulin,25.252525252525253,0.05827893595911214,0.18951662050372722,0.21855235592619068,0.22368550110085322,0.22735919794315856
C1,no,Insulin,25.757575757575758,0.05827893597050936,0.1895166205403437,0.21855235592623,0.2236855011008722,0.22735919794311357
C1,no,Insulin,26.262626262626263,0.058278935981906574,0.18951662057696023,0.21855235592626934,0.22368550110089122,0.22735919794306855
C1,no,Insulin,26.767676767676768,0.0582789359933038,0.18951662061357674,0.21855235592630867,0.2236855011009102,0.22735919794302356
C1,no,Insulin,27.272727272727273,0.058278936004701014,0.18951662065019326,0.218552355926348,0.2236855011009292,0.22735919794297854
C1,no,Insulin,27.77777777777778,0.05827893601609823,0.18951662068680974,0.21855235592638733,0.2236855011009482,0.22735919794293355
C1,no,Insulin,28.282828282828284,0.05827893602749545,0.18951662072342626,0.21855235592642666,0.2236855011009672,0.22735919794288853
C1,no,Insulin,28.78787878787879,0.05827893603889267,0.18951662076004278,0.218552355926466,0.22368550110098617,0.22735919794284354
C1,no,Insulin,29.292929292929294,0.058278936043338996,0.18951662077432804,0.21855235592647906,0.22368550110099245,0.22735919794282855
C1,no,Insulin,29.7979797979798,0.058278936044795726,0.18951662077900863,0.21855235592648084,0.22368550110099325,0.2273591979428265
C1,no,Insulin,30.303030303030305,0.05827893604625246,0.18951662078368922,0.21855235592648262,0.22368550110099408,0.22735919794282444
C1,no,Insulin,30.80808080808081,0.058278936047709194,0.1895166207883698,0.2185523559264844,0.2236855011009949,0.2273591979428224
C1,no,Insulin,31.313131313131315,0.058278936049165925,0.1895166207930504,0.21855235592648617,0.2236855011009957,0.22735919794282033
C1,no,Insulin,31.81818181818182,0.058278936050622655,0.189516620797731,0.21855235592648795,0.2236855011009965,0.22735919794281828
C1,no,Insulin,32.323232323232325,0.058278936052079386,0.18951662080241155,0.21855235592648972,0.2236855011009973,0.22735919794281623
C1,no,Insulin,32.82828282828283,0.058278936053536116,0.18951662080709214,0.2185523559264915,0.22368550110099814,0.22735919794281417
C1,no,Insulin,33.333333333333336,0.05827893605499285,0.18951662081177273,0.21855235592649327,0.22368550110099894,0.22735919794281212
C1,no,Insulin,33.83838383838384,0.058278936056449585,0.18951662081645332,0.21855235592649505,0.22368550110099975,0.22735919794281007
C1,no,Insulin,34.343434343434346,0.058278936057906315,0.1895166208211339,0.21855235592649683,0.22368550110100055,0.227359197942808
C1,no,Insulin,34.84848484848485,0.058278936059363046,0.1895166208258145,0.2185523559264986,0.22368550110100135,0.22735919794280596
C1,no,Insulin,35.35353535353536,0.058278936060687826,0.18951662083007112,0.2185523559265002,0.2236855011010021,0.2273591979428041
C1,no,Insulin,35.85858585858586,0.058278936060714624,0.18951662083015725,0.21855235592650024,0.2236855011010021,0.22735919794280407
C1,no,Insulin,36.36363636363637,0.05827893606074142,0.18951662083024334,0.21855235592650024,0.22368550110100213,0.22735919794280407
C1,no,Insulin,36.86868686868687,0.05827893606076822,0.18951662083032944,0.21855235592650027,0.22368550110100213,0.22735919794280404
C1,no,Insulin,37.37373737373738,0.05827893606079501,0.18951662083041557,0.21855235592650027,0.22368550110100213,0.22735919794280404
C1,no,Insulin,37.87878787878788,0.05827893606082181,0.18951662083050166,0.21855235592650027,0.22368550110100213,0.22735919794280401
C1,no,Insulin,38.38383838383839,0.05827893606084861,0.1895166208305878,0.2185523559265003,0.22368550110100213,0.22735919794280401
C1,no,Insulin,38.88888888888889,0.058278936060875405,0.1895166208306739,0.2185523559265003,0.22368550110100213,0.227359197942804
C1,no,Insulin,39.3939393939394,0.058278936060902196,0.18951662083075999,0.2185523559265003,0.22368550110100213,0.227359197942804
C1,no,Insulin,39.8989898989899,0.058278936060928994,0.1895166208308461,0.21855235592650032,0.22368550110100216,0.22735919794280396
C1,no,Insulin,40.40404040404041,0.05827893606095579,0.1895166208309322,0.21855235592650032,0.22368550110100216,0.22735919794280396
C1,no,Insulin,40.909090909090914,0.05827893606098259,0.1895166208310183,0.21855235592650032,0.22368550110100216,0.22735919794280393
C1,no,Insulin,41.41414141414142,0.05827893606100939,0.18951662083110443,0.21855235592650035,0.22368550110100216,0.22735919794280393
C1,no,Insulin,41.919191919191924,0.05827893606103618,0.18951662083119053,0.21855235592650035,0.22368550110100216,0.22735919794280393
C1,no,Insulin,42.42424242424243,0.05827893606106298,0.18951662083127666,0.21855235592650038,0.22368550110100216,0.2273591979428039
C1,no,Insulin,42.929292929292934,0.058278936061089776,0.18951662083136275,0.21855235592650038,0.22368550110100216,0.2273591979428039
C1,no,Insulin,43.43434343434344,0.058278936061116574,0.18951662083144885,0.21855235592650038,0.22368550110100216,0.22735919794280388
C1,no,Insulin,43.939393939393945,0.058278936061143365,0.18951662083153498,0.2185523559265004,0.2236855011010022,0.22735919794280388
C1,no,Insulin,44.44444444444445,0.05827893606117016,0.18951662083162107,0.2185523559265004,0.2236855011010022,0.22735919794280385
C1,no,Insulin,44.949494949494955,0.05827893606119696,0.1895166208317072,0.2185523559265004,0.2236855011010022,0.22735919794280385
C1,no,Insulin,45.45454545454546,0.05827893606122376,0.1895166208317933,0.21855235592650044,0.2236855011010022,0.22735919794280382
C1,no,Insulin,45.959595959595966,0.05827893606125055,0.1895166208318794,0.21855235592650044,0.2236855011010022,0.22735919794280382
C1,no,Insulin,46.46464646464647,0.05827893606127735,0.18951662083196552,0.21855235592650046,0.2236855011010022,0.2273591979428038
C1,no,Insulin,46.969696969696976,0.058278936061304146,0.18951662083205162,0.21855235592650046,0.2236855011010022,0.2273591979428038
C1,no,Insulin,47.47474747474748,0.058278936061330944,0.18951662083213774,0.21855235592650046,0.22368550110100222,0.22735919794280376
C1,no,Insulin,47.979797979797986,0.058278936061357735,0.18951662083222384,0.2185523559265005,0.22368550110100222,0.22735919794280376
C1,no,Insulin,48.484848484848484,0.05827893606138453,0.18951662083230994,0.2185523559265005,0.22368550110100222,0.22735919794280376
C1,no,Insulin,48.98989898989899,0.05827893606141133,0.18951662083239607,0.2185523559265005,0.22368550110100222,0.22735919794280374
C1,no,Insulin,49.494949494949495,0.05827893606143813,0.18951662083248216,0.21855235592650052,0.22368550110100222,0.22735919794280374
C1,no,Insulin,50.0,0.05827893606146492,0.1895166208325683,0.21855235592650052,0.22368550110100222,0.2273591979428037
