NON $ % + - .
#NON	a	c	e	d	b
22.72727272727273	0.0065203000067962005	0.007450269999313837	0.1347548180942372	0.00889790447435763	0.06682457223423087
23.232323232323235	0.006520300198796918	0.007450270311807792	0.1347548178450699	0.008897904757660103	0.0668245727074106
23.73737373737374	0.006520300353424357	0.007450270568633988	0.134754817609753	0.008897904992004019	0.06682457312874501
24.242424242424242	0.00652030043220849	0.007450270681267422	0.13475481742964804	0.008897905096868755	0.06682457359852391
24.747474747474747	0.006520300398821338	0.007450270565129786	0.1347548173453994	0.008897904995244562	0.06682457421489368
25.252525252525253	0.006520300419811941	0.007450270590057335	0.13475481722630053	0.008897905020449019	0.06682457449666927
25.757575757575758	0.0065203004330154826	0.0074502706136010555	0.13475481713481774	0.008897905043216282	0.06682457461577622
26.262626262626263	0.006520300410626181	0.007450270570271099	0.13475481710439757	0.008897905003773106	0.06682457464602512
26.767676767676768	0.006520300347325475	0.007450270444945667	0.13475481714949375	0.008897904887827593	0.0668245745970125
27.272727272727273	0.006520300293195704	0.007450270347550396	0.1347548171905753	0.008897904797687282	0.06682457448389366
27.77777777777778	0.0065203002503812155	0.007450270279808294	0.13475481722943558	0.008897904734767082	0.06682457431701389
28.282828282828284	0.006520300210460979	0.007450270219594869	0.1347548172857914	0.008897904678245491	0.06682457410565847
28.78787878787879	0.006520300178305538	0.007450270174786534	0.13475481735681122	0.008897904635275096	0.06682457386044627
29.292929292929294	0.00652030014915136	0.007450270135329224	0.13475481742709997	0.0088979045974663	0.06682457362879098
29.7979797979798	0.006520300123108103	0.007450270100238614	0.13475481748761756	0.008897904564291176	0.06682457343949444
30.303030303030305	0.0065203001068615775	0.007450270080769605	0.13475481753789964	0.008897904545830802	0.0668245732962426
30.80808080808081	0.0065203001030931735	0.007450270080724261	0.1347548175722599	0.008897904545706116	0.0668245732180152
31.313131313131315	0.0065203000845617705	0.00745027005889849	0.13475481763372738	0.008897904524927044	0.06682457304637235
31.81818181818182	0.006520300043066416	0.007450270002726335	0.13475481773433262	0.008897904471617578	0.06682457273576906
32.323232323232325	0.006520300005190634	0.0074502699519608225	0.13475481782947543	0.008897904423436367	0.06682457244690816
32.82828282828283	0.006520299972273809	0.007450269908385521	0.13475481791565427	0.008897904382093268	0.06682457219081228
33.333333333333336	0.006520299945655324	0.007450269873783994	0.13475481798936764	0.008897904349298139	0.06682457197850401
33.83838383838384	0.006520299926674564	0.007450269849939808	0.13475481804711398	0.008897904326760837	0.06682457182100597
34.343434343434346	0.006520299916670911	0.007450269838636528	0.13475481808539183	0.008897904316191215	0.06682457172934074
34.84848484848485	0.00652029991698375	0.00745026984165772	0.13475481810069964	0.008897904319299136	0.06682457171453096
35.35353535353536	0.006520299928952464	0.007450269860786949	0.13475481808953593	0.00889790433779445	0.06682457178759922
35.85858585858586	0.0065202999539164365	0.007450269897807782	0.13475481804839917	0.008897904373387019	0.06682457195956812
36.36363636363637	0.006520299993215052	0.007450269954503783	0.13475481797378783	0.008897904427786698	0.06682457224146028
36.86868686868687	0.006520300023274769	0.007450269998145421	0.13475481791954222	0.008897904469646022	0.06682457245310351
37.37373737373738	0.00652030002493356	0.007450270002114655	0.1347548179293487	0.008897904473471224	0.06682457244818193
37.87878787878788	0.006520300027916828	0.007450270007519593	0.13475481793436997	0.008897904478637987	0.06682457245556724
38.38383838383839	0.006520300032202638	0.007450270014257897	0.13475481793423785	0.008897904485049811	0.06682457247583455
38.88888888888889	0.0065203000377690515	0.007450270022227229	0.13475481792858415	0.008897904492610197	0.06682457250955903
39.3939393939394	0.006520300044594134	0.007450270031325253	0.13475481791704072	0.008897904501222648	0.06682457255731578
39.8989898989899	0.00652030005265595	0.00745027004144963	0.13475481789923932	0.008897904510790665	0.06682457261967994
40.40404040404041	0.006520300061932562	0.007450270052498024	0.13475481787481183	0.008897904521217751	0.06682457269722665
40.909090909090914	0.006520300072402035	0.007450270064368098	0.13475481784339008	0.008897904532407408	0.06682457279053101
41.41414141414142	0.0065203000840424324	0.0074502700769575134	0.13475481780460583	0.008897904544263136	0.06682457290016819
41.919191919191924	0.006520300096831819	0.007450270090163933	0.13475481775809095	0.008897904556688438	0.06682457302671328
42.42424242424243	0.006520300108805065	0.007450270102610041	0.13475481771470968	0.008897904568382162	0.06682457314394268
42.929292929292934	0.006520300116990193	0.007450270112257904	0.1347548176911462	0.008897904577418974	0.06682457321174722
43.43434343434344	0.006520300124581058	0.007450270121115144	0.13475481766844385	0.008897904585695957	0.0668245732750513
43.939393939393945	0.006520300131420688	0.007450270128990826	0.13475481764701497	0.0088979045930329	0.06682457333256775
44.44444444444445	0.006520300137352113	0.007450270135694012	0.13475481762727196	0.008897904599249596	0.06682457338300943
44.949494949494955	0.00652030014221836	0.007450270141033764	0.13475481760962718	0.008897904604165828	0.06682457342508918
45.45454545454546	0.006520300145862459	0.007450270144819144	0.13475481759449304	0.008897904607601387	0.06682457345751984
45.959595959595966	0.006520300148127438	0.007450270146859216	0.13475481758228186	0.008897904609376063	0.06682457347901427
46.46464646464647	0.006520300148856325	0.007450270146963042	0.1347548175734061	0.008897904609309644	0.0668245734882853
46.969696969696976	0.0065203001478921505	0.007450270144939684	0.13475481756827806	0.008897904607221917	0.06682457348404577
47.47474747474748	0.0065203001450779416	0.007450270140598205	0.13475481756731017	0.008897904602932672	0.06682457346500856
47.979797979797986	0.006520300142723043	0.007450270139151578	0.13475481758460675	0.008897904601811593	0.06682457343874743
48.484848484848484	0.006520300143509641	0.007450270139012764	0.1347548175724286	0.008897904601453874	0.06682457345017889
48.98989898989899	0.0065203001439921035	0.007450270138675597	0.13475481756235785	0.008897904600940086	0.06682457345835752
49.494949494949495	0.00652030014417043	0.007450270138140076	0.13475481755439447	0.00889790460027023	0.06682457346328333
50.0	0.0065203001440446206	0.007450270137406201	0.1347548175485385	0.008897904599444303	0.06682457346495631
