NON $ % + - . 0
#NON	a	c	e	b	d	f
10.101010101010102	0.20687999484136804	0.29076356881481774	0.27937842516606015	0.26735621504082285	0.0752253063837993	0.0650267896841163
10.606060606060607	0.20687999547352917	0.2907637489294592	0.27937842587848183	0.2673562163868501	0.07522535940901526	0.06502681300758634
11.111111111111112	0.20687999563749332	0.29076383888949736	0.2793784261281723	0.2673562169039526	0.07522538610055421	0.06502682523084898
11.616161616161618	0.20687999585746714	0.29076388279969173	0.2793784261873958	0.2673562170509188	0.07522539985284515	0.06502683101263004
12.121212121212121	0.2068799959269039	0.2907639030383149	0.2793784262093678	0.26735621707985713	0.0752254067532613	0.06502683332599686
12.626262626262626	0.20687999583790154	0.2907639130088095	0.2793784262236172	0.26735621709477997	0.07522541002484116	0.06502683460896239
13.131313131313131	0.20687999578893762	0.29076391823318665	0.27937842623091214	0.26735621711393714	0.07522541144827581	0.06502683552217971
13.636363636363637	0.20687999582791433	0.29076392090295916	0.2793784262331306	0.26735621712453855	0.07522541221194214	0.06502683594262491
14.141414141414142	0.20687999583194197	0.2907639230438486	0.2793784262352075	0.2673562171338719	0.07522541276472196	0.06502683633900698
14.646464646464647	0.20687999583541267	0.2907639240972589	0.2793784262360284	0.2673562171358455	0.07522541311611818	0.06502683646855285
15.151515151515152	0.20687999583823408	0.29076392423205716	0.2793784262358089	0.26735621713189445	0.07522541328811994	0.06502683638040405
15.656565656565657	0.2068799958397883	0.290763924577861	0.27937842623599257	0.2673562171316195	0.07522541342782073	0.06502683640328662
16.161616161616163	0.20687999584040154	0.29076392453828526	0.2793784262358174	0.26735621712995195	0.07522541345756206	0.06502683636364857
16.666666666666668	0.2068799958413828	0.2907639244760528	0.2793784262355116	0.2673562171270577	0.07522541351205382	0.06502683629506494
17.171717171717173	0.20687999584089042	0.2907639242480016	0.27937842623532766	0.26735621712645447	0.07522541344043046	0.06502683626337455
17.67676767676768	0.206879995840398	0.2907639240199505	0.2793784262351437	0.2673562171258512	0.07522541336880711	0.06502683623168416
18.181818181818183	0.20687999584011105	0.29076392388446654	0.27937842623503584	0.26735621712549856	0.07522541332619814	0.06502683621288613
18.68686868686869	0.20687999584008926	0.29076392386850636	0.2793784262350262	0.2673562171254694	0.07522541332105283	0.06502683621073486
19.191919191919194	0.2068799958400675	0.2907639238525462	0.2793784262350165	0.2673562171254403	0.07522541331590753	0.0650268362085836
19.6969696969697	0.20687999584004574	0.290763923836586	0.2793784262350069	0.26735621712541113	0.07522541331076223	0.06502683620643232
20.202020202020204	0.20687999584002398	0.2907639238206258	0.27937842623499726	0.267356217125382	0.07522541330561693	0.06502683620428105
20.70707070707071	0.20687999584000222	0.29076392380466565	0.2793784262349876	0.26735621712535285	0.07522541330047161	0.06502683620212979
21.212121212121215	0.20687999583998043	0.29076392378870547	0.27937842623497794	0.2673562171253237	0.07522541329532631	0.06502683619997852
21.71717171717172	0.20687999583995867	0.29076392377274535	0.27937842623496834	0.26735621712529456	0.07522541329018101	0.06502683619782726
22.222222222222225	0.2068799958399369	0.29076392375678517	0.2793784262349587	0.2673562171252654	0.0752254132850357	0.065026836195676
22.72727272727273	0.20687999583991515	0.290763923740825	0.279378426234949	0.2673562171252363	0.0752254132798904	0.06502683619352473
23.232323232323235	0.2068799958398934	0.2907639237248648	0.27937842623493936	0.26735621712520713	0.07522541327474509	0.06502683619137346
23.73737373737374	0.20687999583987163	0.29076392370890464	0.27937842623492976	0.267356217125178	0.07522541326959979	0.06502683618922218
24.242424242424242	0.20687999583984984	0.29076392369294446	0.2793784262349201	0.26735621712514884	0.07522541326445448	0.06502683618707092
24.747474747474747	0.20687999583982808	0.2907639236769843	0.27937842623491044	0.2673562171251197	0.07522541325930918	0.06502683618491965
25.252525252525253	0.20687999583980632	0.2907639236610241	0.2793784262349008	0.26735621712509056	0.07522541325416388	0.06502683618276839
25.757575757575758	0.20687999583978456	0.2907639236450639	0.2793784262348912	0.2673562171250614	0.07522541324901856	0.06502683618061712
26.262626262626263	0.2068799958397628	0.29076392362910375	0.2793784262348815	0.26735621712503227	0.07522541324387326	0.06502683617846586
26.767676767676768	0.20687999583974104	0.29076392361314357	0.27937842623487186	0.2673562171250031	0.07522541323872796	0.06502683617631459
27.272727272727273	0.20687999583971925	0.2907639235971834	0.2793784262348622	0.267356217124974	0.07522541323358266	0.06502683617416333
27.77777777777778	0.2068799958397108	0.2907639235907413	0.2793784262348584	0.2673562171249626	0.07522541323150209	0.06502683617329662
28.282828282828284	0.20687999583970984	0.29076392358962444	0.2793784262348579	0.26735621712496116	0.07522541323113612	0.06502683617314858
28.78787878787879	0.20687999583970884	0.2907639235885075	0.2793784262348574	0.26735621712495977	0.07522541323077016	0.06502683617300055
29.292929292929294	0.20687999583970787	0.2907639235873906	0.2793784262348569	0.26735621712495833	0.0752254132304042	0.06502683617285251
29.7979797979798	0.20687999583970687	0.29076392358627373	0.2793784262348564	0.2673562171249569	0.07522541323003824	0.06502683617270448
30.303030303030305	0.2068799958397059	0.2907639235851568	0.27937842623485587	0.2673562171249555	0.07522541322967227	0.06502683617255645
30.80808080808081	0.2068799958397049	0.2907639235840399	0.27937842623485537	0.26735621712495405	0.07522541322930631	0.06502683617240841
31.313131313131315	0.20687999583970393	0.29076392358292297	0.27937842623485487	0.2673562171249526	0.07522541322894036	0.06502683617226039
31.81818181818182	0.20687999583970293	0.2907639235818061	0.27937842623485437	0.2673562171249512	0.07522541322857439	0.06502683617211236
32.323232323232325	0.20687999583970196	0.29076392358068914	0.27937842623485387	0.2673562171249498	0.07522541322820843	0.06502683617196432
32.82828282828283	0.20687999583970096	0.29076392357957226	0.27937842623485337	0.26735621712494834	0.07522541322784247	0.06502683617181629
33.333333333333336	0.2068799958397	0.2907639235784554	0.2793784262348529	0.26735621712494695	0.0752254132274765	0.06502683617166825
33.83838383838384	0.206879995839699	0.29076392357733843	0.2793784262348524	0.2673562171249455	0.07522541322711054	0.06502683617152022
34.343434343434346	0.20687999583969802	0.29076392357622155	0.2793784262348519	0.26735621712494406	0.07522541322674459	0.06502683617137218
34.84848484848485	0.20687999583969702	0.2907639235751046	0.2793784262348514	0.2673562171249427	0.07522541322637862	0.06502683617122415
35.35353535353536	0.20687999583969605	0.2907639235739877	0.2793784262348509	0.26735621712494123	0.07522541322601266	0.06502683617107612
35.85858585858586	0.20687999583969505	0.29076392357287084	0.2793784262348504	0.2673562171249398	0.0752254132256467	0.06502683617092808
36.36363636363637	0.20687999583969408	0.2907639235717539	0.2793784262348498	0.2673562171249384	0.07522541322528073	0.06502683617078005
36.86868686868687	0.20687999583969308	0.290763923570637	0.2793784262348493	0.26735621712493696	0.07522541322491477	0.06502683617063201
37.37373737373738	0.20687999583969294	0.2907639235704579	0.2793784262348492	0.26735621712493673	0.07522541322485603	0.06502683617060827
37.87878787878788	0.20687999583969294	0.29076392357044933	0.2793784262348492	0.26735621712493673	0.07522541322485321	0.06502683617060716
38.38383838383839	0.20687999583969294	0.29076392357044084	0.2793784262348492	0.26735621712493673	0.07522541322485038	0.06502683617060603
38.88888888888889	0.20687999583969294	0.2907639235704323	0.2793784262348492	0.26735621712493673	0.07522541322484756	0.06502683617060491
39.3939393939394	0.2068799958396929	0.2907639235704238	0.2793784262348492	0.26735621712493673	0.07522541322484473	0.0650268361706038
39.8989898989899	0.2068799958396929	0.29076392357041525	0.2793784262348492	0.26735621712493673	0.07522541322484191	0.06502683617060268
40.40404040404041	0.2068799958396929	0.29076392357040676	0.2793784262348492	0.26735621712493673	0.07522541322483908	0.06502683617060157
40.909090909090914	0.2068799958396929	0.2907639235703982	0.2793784262348492	0.2673562171249367	0.07522541322483627	0.06502683617060044
41.41414141414142	0.2068799958396929	0.29076392357038966	0.2793784262348492	0.2673562171249367	0.07522541322483345	0.06502683617059932
41.919191919191924	0.20687999583969288	0.29076392357038117	0.2793784262348492	0.2673562171249367	0.07522541322483062	0.0650268361705982
42.42424242424243	0.20687999583969288	0.2907639235703726	0.2793784262348492	0.2673562171249367	0.0752254132248278	0.06502683617059708
42.929292929292934	0.20687999583969288	0.2907639235703641	0.2793784262348492	0.2673562171249367	0.07522541322482497	0.06502683617059596
43.43434343434344	0.20687999583969288	0.2907639235703556	0.2793784262348492	0.2673562171249367	0.07522541322482215	0.06502683617059485
43.939393939393945	0.20687999583969288	0.2907639235703471	0.2793784262348492	0.2673562171249367	0.07522541322481932	0.06502683617059372
44.44444444444445	0.20687999583969288	0.29076392357033853	0.2793784262348492	0.2673562171249366	0.0752254132248165	0.06502683617059261
44.949494949494955	0.20687999583969285	0.29076392357033004	0.2793784262348492	0.2673562171249366	0.07522541322481367	0.06502683617059149
45.45454545454546	0.20687999583969285	0.2907639235703215	0.2793784262348492	0.2673562171249366	0.07522541322481086	0.06502683617059037
45.959595959595966	0.20687999583969285	0.290763923570313	0.2793784262348492	0.2673562171249366	0.07522541322480802	0.06502683617058926
46.46464646464647	0.20687999583969285	0.29076392357030445	0.27937842623484915	0.2673562171249366	0.07522541322480521	0.06502683617058813
46.969696969696976	0.20687999583969285	0.29076392357029596	0.27937842623484915	0.2673562171249366	0.07522541322480239	0.06502683617058701
47.47474747474748	0.20687999583969285	0.2907639235702874	0.27937842623484915	0.2673562171249366	0.07522541322479956	0.0650268361705859
47.979797979797986	0.20687999583969283	0.2907639235702789	0.27937842623484915	0.2673562171249366	0.07522541322479674	0.06502683617058477
48.484848484848484	0.20687999583969283	0.29076392357027037	0.27937842623484915	0.26735621712493657	0.07522541322479391	0.06502683617058366
48.98989898989899	0.20687999583969283	0.2907639235702619	0.27937842623484915	0.26735621712493657	0.0752254132247911	0.06502683617058254
49.494949494949495	0.20687999583969283	0.2907639235702533	0.27937842623484915	0.26735621712493657	0.07522541322478826	0.06502683617058141
50.0	0.20687999583969283	0.2907639235702448	0.27937842623484915	0.26735621712493657	0.07522541322478545	0.0650268361705803
