NON $ % + - . 0 1 2 3 4 5 6 7 8
#NON	m	i	l	g	f	d	k	h	a	n	e	j	c	b
44.949494949494955	0.0809268743723537	0.16550389482560746	0.025816292568472912	0.12429016553251433	0.010364820635666797	0.12899041938610345	0.19937406916526337	0.019670464479183275	0.13876800831542016	0.2360068813306807	0.01034922765736505	0.19831889854972615	0.021078919799869446	0.14888258854087735
45.45454545454546	0.08092687437237403	0.16550389482528546	0.02581629256848129	0.1242901655324354	0.010364820635671177	0.12899041938728048	0.19937406916526718	0.019670464479186037	0.13876800831517327	0.23600688133058922	0.010349227657369264	0.19831889854972867	0.021078919799871122	0.14888258854129777
45.959595959595966	0.08092687437239436	0.16550389482496347	0.02581629256848967	0.12429016553235644	0.010364820635675558	0.12899041938845748	0.19937406916527098	0.019670464479188795	0.13876800831492642	0.23600688133049777	0.01034922765737348	0.19831889854973117	0.021078919799872795	0.14888258854171818
46.46464646464647	0.08092687437241469	0.16550389482464148	0.02581629256849805	0.12429016553227751	0.01036482063567994	0.1289904193896345	0.19937406916527478	0.019670464479191553	0.13876800831467956	0.2360068813304063	0.010349227657377695	0.1983188985497337	0.02107891979987447	0.1488825885421386
46.969696969696976	0.08092687437243504	0.1655038948243195	0.025816292568506427	0.12429016553219856	0.01036482063568432	0.1289904193908115	0.19937406916527858	0.019670464479194315	0.1387680083144327	0.2360068813303148	0.010349227657381908	0.19831889854973622	0.021078919799876143	0.148882588542559
47.47474747474748	0.08092687437245537	0.16550389482399747	0.025816292568514806	0.1242901655321196	0.0103648206356887	0.1289904193919885	0.19937406916528239	0.019670464479197073	0.13876800831418584	0.23600688133022335	0.010349227657386124	0.19831889854973875	0.021078919799877815	0.14888258854297942
47.979797979797986	0.0809268743724757	0.16550389482367547	0.025816292568523184	0.12429016553204067	0.010364820635693082	0.12899041939316552	0.1993740691652862	0.01967046447919983	0.13876800831393898	0.23600688133013187	0.010349227657390339	0.19831889854974127	0.02107891979987949	0.14888258854339984
48.484848484848484	0.08092687437249603	0.16550389482335348	0.025816292568531563	0.12429016553196172	0.010364820635697462	0.12899041939434253	0.19937406916529	0.019670464479202593	0.1387680083136921	0.23600688133004039	0.010349227657394553	0.19831889854974377	0.021078919799881163	0.14888258854382025
48.98989898989899	0.08092687437251637	0.1655038948230315	0.025816292568539942	0.12429016553188277	0.010364820635701842	0.12899041939551953	0.1993740691652938	0.01967046447920535	0.13876800831344524	0.23600688132994893	0.010349227657398768	0.1983188985497463	0.02107891979988284	0.14888258854424066
49.494949494949495	0.0809268743725367	0.1655038948227095	0.02581629256854832	0.12429016553180383	0.010364820635706222	0.12899041939669653	0.1993740691652976	0.01967046447920811	0.13876800831319838	0.23600688132985745	0.010349227657402984	0.19831889854974882	0.02107891979988451	0.14888258854466108
50.0	0.08092687437255704	0.1655038948223875	0.0258162925685567	0.12429016553172488	0.010364820635710604	0.12899041939787353	0.1993740691653014	0.01967046447921087	0.13876800831295152	0.23600688132976597	0.010349227657407197	0.19831889854975135	0.021078919799886183	0.1488825885450815
