NON $ % + - . 0
#NON	b	e	a	f	c	d
20.202020202020204	0.19139478153757886	0.03779026674192028	0.1691197553118983	0.14830923873516513	0.07927080195966686	0.08047353850430343
20.70707070707071	0.19139478617580144	0.037790267505690756	0.16911975529364426	0.14830924446848084	0.07927080195981173	0.08047353850275825
21.212121212121215	0.1913947892324411	0.037790268002999526	0.1691197553020013	0.14830924825489225	0.07927080195934784	0.08047353850205913
21.71717171717172	0.19139479121289882	0.0377902683198643	0.16911975532685283	0.14830925071576306	0.07927080195873344	0.08047353850179116
22.222222222222225	0.19139479249361405	0.037790268521313466	0.16911975535686244	0.14830925231246414	0.07927080195833033	0.08047353850168067
22.72727272727273	0.19139479336748938	0.03779026865956689	0.16911975537640828	0.1483092534014189	0.07927080195840021	0.08047353850159338
23.232323232323235	0.19139479397650885	0.03779026876050467	0.16911975537333654	0.14830925415376517	0.07927080195874552	0.0804735385015571
23.73737373737374	0.19139479439892257	0.037790268837234874	0.1691197553443462	0.1483092546651429	0.07927080195911862	0.08047353850156559
24.242424242424242	0.1913947947788747	0.03779026890394445	0.1691197553277847	0.1483092551288048	0.07927080195945785	0.08047353850156029
24.747474747474747	0.19139479515504837	0.03779026896331807	0.16911975533945509	0.14830925559872876	0.07927080195984236	0.08047353850152714
25.252525252525253	0.19139479544580687	0.0377902690097609	0.16911975534565873	0.14830925596086658	0.07927080196009914	0.08047353850149568
25.757575757575758	0.19139479565115025	0.037790269043272935	0.16911975534639562	0.1483092562152183	0.07927080196022819	0.08047353850146594
26.262626262626263	0.19139479577107849	0.037790269063854166	0.1691197553416658	0.14830925636178385	0.07927080196022952	0.0804735385014379
26.767676767676768	0.19139479580559154	0.037790269071504595	0.16911975533146917	0.1483092564005633	0.07927080196010312	0.08047353850141159
27.272727272727273	0.19139479575468948	0.03779026906622423	0.16911975531580584	0.14830925633155664	0.07927080195984901	0.08047353850138698
27.77777777777778	0.19139479568324366	0.03779026905751321	0.16911975530046103	0.14830925623725488	0.07927080195958605	0.08047353850136664
28.282828282828284	0.19139479573186957	0.0377902690659641	0.16911975529797493	0.14830925629646588	0.07927080195957197	0.08047353850135607
28.78787878787879	0.19139479575670346	0.037790269070508635	0.16911975529551768	0.14830925632625125	0.07927080195954309	0.08047353850134963
29.292929292929294	0.19139479575774526	0.037790269071146826	0.16911975529308926	0.148309256326611	0.07927080195949941	0.08047353850134731
29.7979797979798	0.19139479573499507	0.03779026906787867	0.1691197552906897	0.14830925629754507	0.07927080195944095	0.08047353850134911
30.303030303030305	0.1913947956884528	0.037790269060704165	0.16911975528831896	0.1483092562390535	0.0792708019593677	0.08047353850135505
30.80808080808081	0.1913947956181185	0.03779026904962331	0.16911975528597709	0.1483092561511363	0.07927080195927966	0.08047353850136511
31.313131313131315	0.19139479555495442	0.03779026904106984	0.16911975527650325	0.14830925606936937	0.07927080195904894	0.08047353850136564
31.81818181818182	0.19139479552563732	0.037790269036145484	0.1691197552771611	0.14830925603334505	0.07927080195904938	0.08047353850137215
32.323232323232325	0.19139479549632019	0.03779026903122113	0.16911975527781895	0.14830925599732073	0.07927080195904983	0.08047353850137864
32.82828282828283	0.19139479546700305	0.03779026902629677	0.1691197552784768	0.1483092559612964	0.07927080195905027	0.08047353850138515
33.333333333333336	0.19139479543768592	0.03779026902137242	0.16911975527913467	0.14830925592527208	0.07927080195905073	0.08047353850139165
33.83838383838384	0.1913947954083688	0.03779026901644806	0.16911975527979253	0.14830925588924776	0.07927080195905117	0.08047353850139816
34.343434343434346	0.19139479537905166	0.03779026901152371	0.16911975528045037	0.14830925585322344	0.07927080195905162	0.08047353850140467
34.84848484848485	0.19139479534973453	0.03779026900659935	0.16911975528110823	0.14830925581719911	0.07927080195905206	0.08047353850141116
35.35353535353536	0.19139479534468118	0.0377902690057531	0.1691197552812098	0.148309255810985	0.07927080195905219	0.0804735385014122
35.85858585858586	0.1913947953437207	0.037790269005594755	0.1691197552812175	0.14830925580979934	0.07927080195905226	0.08047353850141231
36.36363636363637	0.19139479534276024	0.03779026900543642	0.16911975528122522	0.1483092558086137	0.07927080195905231	0.08047353850141244
36.86868686868687	0.19139479534179976	0.03779026900527807	0.16911975528123294	0.14830925580742804	0.07927080195905238	0.08047353850141255
37.37373737373738	0.19139479534083928	0.03779026900511973	0.16911975528124065	0.1483092558062424	0.07927080195905244	0.08047353850141266
37.87878787878788	0.19139479533987883	0.037790269004961394	0.16911975528124837	0.14830925580505674	0.0792708019590525	0.08047353850141277
38.38383838383839	0.19139479533891834	0.03779026900480305	0.16911975528125608	0.14830925580387108	0.07927080195905256	0.0804735385014129
38.88888888888889	0.19139479533795786	0.03779026900464471	0.1691197552812638	0.14830925580268545	0.07927080195905263	0.080473538501413
39.3939393939394	0.1913947953369974	0.037790269004486364	0.1691197552812715	0.14830925580149978	0.07927080195905269	0.08047353850141312
39.8989898989899	0.19139479533603693	0.037790269004328025	0.1691197552812792	0.14830925580031415	0.07927080195905274	0.08047353850141324
40.40404040404041	0.19139479533507645	0.03779026900416968	0.16911975528128692	0.1483092557991285	0.07927080195905281	0.08047353850141335
40.909090909090914	0.191394795334116	0.03779026900401134	0.16911975528129464	0.14830925579794282	0.07927080195905287	0.08047353850141346
41.41414141414142	0.1913947953331555	0.037790269003852996	0.16911975528130235	0.1483092557967572	0.07927080195905294	0.08047353850141357
41.919191919191924	0.19139479533219503	0.03779026900369466	0.16911975528131007	0.14830925579557153	0.07927080195905299	0.0804735385014137
42.42424242424243	0.19139479533123457	0.03779026900353631	0.16911975528131779	0.1483092557943859	0.07927080195905306	0.08047353850141381
42.929292929292934	0.1913947953302741	0.03779026900337797	0.1691197552813255	0.14830925579320023	0.07927080195905312	0.08047353850141392
43.43434343434344	0.1913947953293136	0.03779026900321963	0.16911975528133322	0.1483092557920146	0.07927080195905319	0.08047353850141405
43.939393939393945	0.19139479532835316	0.03779026900306129	0.16911975528134093	0.14830925579082893	0.07927080195905324	0.08047353850141416
44.44444444444445	0.19139479532739267	0.03779026900290295	0.16911975528134865	0.14830925578964327	0.07927080195905331	0.08047353850141427
44.949494949494955	0.1913947953264322	0.037790269002744604	0.16911975528135637	0.14830925578845763	0.07927080195905337	0.0804735385014144
45.45454545454546	0.19139479532547174	0.037790269002586266	0.16911975528136408	0.14830925578727197	0.07927080195905344	0.0804735385014145
45.959595959595966	0.19139479532451126	0.03779026900242792	0.1691197552813718	0.14830925578608634	0.07927080195905349	0.08047353850141462
46.46464646464647	0.19139479532355078	0.03779026900226958	0.1691197552813795	0.14830925578490067	0.07927080195905356	0.08047353850141473
46.969696969696976	0.19139479532259032	0.037790269002111236	0.16911975528138723	0.148309255783715	0.07927080195905362	0.08047353850141485
47.47474747474748	0.19139479532162984	0.0377902690019529	0.16911975528139495	0.14830925578252938	0.07927080195905369	0.08047353850141496
47.979797979797986	0.19139479532066936	0.03779026900179455	0.16911975528140263	0.1483092557813437	0.07927080195905374	0.08047353850141507
48.484848484848484	0.1913947953197089	0.03779026900163621	0.16911975528141035	0.14830925578015808	0.07927080195905381	0.0804735385014152
48.98989898989899	0.19139479531874842	0.03779026900147787	0.16911975528141807	0.14830925577897242	0.07927080195905387	0.08047353850141531
49.494949494949495	0.19139479531778794	0.03779026900131953	0.16911975528142578	0.14830925577778675	0.07927080195905392	0.08047353850141542
50.0	0.1913947953168275	0.037790269001161184	0.1691197552814335	0.14830925577660112	0.07927080195905399	0.08047353850141553
