NON $ % + - . 0
#NON	d	f	a	e	b	c
28.15126050420168	0.16912523859638304	0.22283775359619598	0.00753528528530781	0.18715710111707584	0.16851051136929024	0.22072321307366405
28.571428571428573	0.16912523859642634	0.22283775359617974	0.007535285284683988	0.1871571011170629	0.16851051136928819	0.22072321307365894
28.991596638655462	0.16912523859643014	0.22283775359617508	0.007535285284437158	0.18715710111705913	0.16851051136928666	0.2207232130736565
29.411764705882355	0.16912523859643394	0.22283775359617042	0.007535285284190328	0.18715710111705536	0.16851051136928513	0.22072321307365406
29.831932773109244	0.16912523859643774	0.22283775359616573	0.007535285283943497	0.18715710111705158	0.16851051136928358	0.22072321307365161
30.252100840336134	0.16912523859644155	0.22283775359616106	0.007535285283696667	0.1871571011170478	0.16851051136928205	0.2207232130736492
30.672268907563026	0.16912523859644535	0.2228377535961564	0.007535285283449836	0.18715710111704403	0.16851051136928052	0.22072321307364676
31.092436974789916	0.16912523859644915	0.22283775359615174	0.007535285283203005	0.18715710111704026	0.16851051136927897	0.22072321307364431
31.51260504201681	0.16912523859645295	0.22283775359614708	0.007535285282956175	0.18715710111703648	0.16851051136927744	0.2207232130736419
31.932773109243698	0.16912523859645676	0.2228377535961424	0.007535285282709345	0.1871571011170327	0.16851051136927592	0.22072321307363946
32.35294117647059	0.16912523859646056	0.22283775359613772	0.007535285282462514	0.18715710111702893	0.1685105113692744	0.22072321307363701
32.773109243697476	0.16912523859646436	0.22283775359613306	0.007535285282215684	0.18715710111702516	0.16851051136927284	0.2207232130736346
33.19327731092437	0.16912523859646816	0.2228377535961284	0.007535285281968853	0.1871571011170214	0.1685105113692713	0.22072321307363216
33.61344537815126	0.16912523859647197	0.22283775359612373	0.0075352852817220225	0.18715710111701764	0.16851051136926978	0.22072321307362971
34.03361344537815	0.16912523859647577	0.22283775359611907	0.007535285281475192	0.18715710111701386	0.16851051136926826	0.2207232130736273
34.45378151260504	0.16912523859647957	0.22283775359611438	0.007535285281228362	0.1871571011170101	0.1685105113692667	0.22072321307362486
34.87394957983194	0.16912523859648337	0.22283775359610972	0.0075352852809815315	0.1871571011170063	0.16851051136926518	0.22072321307362242
35.294117647058826	0.16912523859648718	0.22283775359610505	0.007535285280734701	0.18715710111700254	0.16851051136926365	0.22072321307361997
35.714285714285715	0.16912523859649098	0.2228377535961004	0.00753528528048787	0.18715710111699876	0.16851051136926212	0.22072321307361756
36.134453781512605	0.16912523859649478	0.22283775359609573	0.00753528528024104	0.187157101116995	0.16851051136926057	0.22072321307361512
36.554621848739494	0.16912523859649858	0.22283775359609106	0.007535285279994209	0.18715710111699121	0.16851051136925904	0.22072321307361267
36.97478991596639	0.1691252385965024	0.22283775359608637	0.007535285279747379	0.18715710111698744	0.16851051136925752	0.22072321307361026
37.39495798319328	0.1691252385965062	0.2228377535960817	0.007535285279500549	0.18715710111698367	0.168510511369256	0.22072321307360782
37.81512605042017	0.16912523859651	0.22283775359607705	0.007535285279253718	0.1871571011169799	0.16851051136925443	0.22072321307360537
38.23529411764706	0.1691252385965138	0.22283775359607239	0.007535285279006887	0.18715710111697612	0.1685105113692529	0.22072321307360296
38.65546218487395	0.1691252385965176	0.22283775359606772	0.007535285278760057	0.18715710111697234	0.16851051136925138	0.22072321307360052
39.075630252100844	0.1691252385965214	0.22283775359606303	0.0075352852785132264	0.18715710111696857	0.16851051136924983	0.22072321307359807
39.49579831932773	0.1691252385965252	0.22283775359605837	0.007535285278266396	0.18715710111696482	0.1685105113692483	0.22072321307359566
39.91596638655462	0.169125238596529	0.2228377535960537	0.007535285278019566	0.18715710111696104	0.16851051136924677	0.22072321307359322
40.33613445378151	0.1691252385965328	0.22283775359604904	0.0075352852777727354	0.18715710111695727	0.16851051136924525	0.22072321307359077
40.7563025210084	0.1691252385965366	0.22283775359604438	0.007535285277525904	0.1871571011169535	0.1685105113692437	0.22072321307358833
41.1764705882353	0.1691252385965404	0.2228377535960397	0.007535285277279074	0.18715710111694972	0.16851051136924217	0.22072321307358592
41.596638655462186	0.16912523859654421	0.22283775359603503	0.007535285277032244	0.18715710111694595	0.16851051136924064	0.22072321307358347
