,,,Slide ID,c,d,b,a,e
,,,Antibody Name,c,d,b,a,e
,,,HUGO ID,c,d,b,a,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,28.282828282828284,0.007478286199583814,0.10053794633392173,0.004272609020359112,0.004971831330776026,0.045235806506867135
C1,no,Insulin,28.78787878787879,0.007478286199364877,0.10053794645324884,0.004272609027823336,0.004971831339600392,0.04523580644427558
C1,no,Insulin,29.292929292929294,0.007478286184732898,0.10053794641804083,0.004272609021974292,0.004971831331909715,0.04523580639473233
C1,no,Insulin,29.7979797979798,0.007478286181476498,0.10053794643028434,0.0042726090219597284,0.004971831331678826,0.04523580637670891
C1,no,Insulin,30.303030303030305,0.007478286189936657,0.10053794649980359,0.00427260902848239,0.004971831339747816,0.045235806386929346
C1,no,Insulin,30.80808080808081,0.00747828621045436,0.10053794663642276,0.0042726090422450244,0.0049718313569567735,0.045235806422117664
C1,no,Insulin,31.313131313131315,0.007478286235573152,0.10053794678726169,0.0042726090580528465,0.004971831376810919,0.045235806472601725
C1,no,Insulin,31.81818181818182,0.007478286254876824,0.10053794687563894,0.0042726090684724865,0.004971831390031305,0.04523580652628153
C1,no,Insulin,32.323232323232325,0.007478286274684698,0.10053794695945444,0.004272609078728362,0.0049718314030817055,0.04523580658478508
C1,no,Insulin,32.82828282828283,0.0074782862933862795,0.10053794703283926,0.004272609088047232,0.0049718314149665,0.04523580664323561
C1,no,Insulin,33.333333333333336,0.007478286309371072,0.10053794708992449,0.004272609095655859,0.004971831424690068,0.04523580669675637
C1,no,Insulin,33.83838383838384,0.007478286308565037,0.1005379470902579,0.004272609095479341,0.00497183142441292,0.04523580669443521
C1,no,Insulin,34.343434343434346,0.007478286331418215,0.10053794716214451,0.004272609105735805,0.004971831437623453,0.04523580677338087
C1,no,Insulin,34.84848484848485,0.007478286347889752,0.10053794720975154,0.00427260911286095,0.004971831446834324,0.04523580683218463
C1,no,Insulin,35.35353535353536,0.007478286357979651,0.100537947233079,0.004272609116854777,0.004971831452045534,0.045235806870846475
C1,no,Insulin,35.85858585858586,0.00747828636168791,0.10053794723212689,0.004272609117717285,0.004971831453257082,0.04523580688936642
C1,no,Insulin,36.36363636363637,0.007478286371681461,0.10053794725682537,0.0042726091217742184,0.00497183145853714,0.04523580692688287
C1,no,Insulin,36.86868686868687,0.007478286399020029,0.1005379473507694,0.0042726091345487,0.00497183147493017,0.04523580701756832
C1,no,Insulin,37.37373737373738,0.007478286423510664,0.10053794743436292,0.00427260914595656,0.004971831489574323,0.04523580709903034
C1,no,Insulin,37.87878787878788,0.007478286445153365,0.10053794750760595,0.0042726091559978025,0.004971831502469601,0.04523580717126894
C1,no,Insulin,38.38383838383839,0.007478286463948134,0.10053794757049846,0.004272609164672425,0.004971831513616003,0.045235807234284116
C1,no,Insulin,38.88888888888889,0.007478286479894969,0.10053794762304047,0.004272609171980428,0.004971831523013529,0.04523580728807587
C1,no,Insulin,39.3939393939394,0.007478286492993871,0.10053794766523198,0.004272609177921812,0.004971831530662179,0.0452358073326442
C1,no,Insulin,39.8989898989899,0.00747828650324484,0.10053794769707299,0.004272609182496575,0.004971831536561952,0.04523580736798911
C1,no,Insulin,40.40404040404041,0.007478286510647875,0.10053794771856349,0.00427260918570472,0.00497183154071285,0.045235807394110594
C1,no,Insulin,40.909090909090914,0.007478286515202977,0.1005379477297035,0.004272609187546245,0.004971831543114871,0.045235807411008654
C1,no,Insulin,41.41414141414142,0.007478286516910146,0.10053794773049299,0.00427260918802115,0.004971831543768016,0.0452358074186833
C1,no,Insulin,41.919191919191924,0.007478286515769383,0.10053794772093197,0.004272609187129436,0.004971831542672286,0.04523580741713452
C1,no,Insulin,42.42424242424243,0.007478286511780685,0.10053794770102047,0.004272609184871102,0.004971831539827679,0.04523580740636231
C1,no,Insulin,42.929292929292934,0.007478286504944055,0.10053794767075844,0.004272609181246149,0.004971831535234197,0.045235807386366685
C1,no,Insulin,43.43434343434344,0.007478286495259491,0.10053794763014592,0.004272609176254576,0.004971831528891838,0.045235807357147634
C1,no,Insulin,43.939393939393945,0.0074782864827269944,0.1005379475791829,0.0042726091698963835,0.0049718315208006035,0.045235807318705155
C1,no,Insulin,44.44444444444445,0.007478286467346564,0.10053794751786937,0.004272609162171572,0.004971831510960492,0.04523580727103926
C1,no,Insulin,44.949494949494955,0.007478286449118201,0.10053794744620534,0.004272609153080141,0.004971831499371505,0.045235807214149944
C1,no,Insulin,45.45454545454546,0.007478286428041904,0.1005379473641908,0.00427260914262209,0.0049718314860336425,0.0452358071480372
C1,no,Insulin,45.959595959595966,0.007478286416910444,0.10053794732063631,0.004272609137083378,0.00497183147897199,0.0452358071131883
C1,no,Insulin,46.46464646464647,0.007478286416632332,0.10053794731900827,0.004272609136910419,0.00497183147875647,0.04523580711247854
C1,no,Insulin,46.969696969696976,0.00747828641604237,0.10053794731670608,0.00427260913661699,0.004971831478382995,0.04523580711057171
C1,no,Insulin,47.47474747474748,0.007478286415140559,0.10053794731372978,0.004272609136203094,0.004971831477851567,0.04523580710746779
C1,no,Insulin,47.979797979797986,0.0074782864139268995,0.10053794731007935,0.004272609135668729,0.004971831477162183,0.045235807103166784
C1,no,Insulin,48.484848484848484,0.007478286412401391,0.10053794730575479,0.004272609135013894,0.0049718314763148455,0.0452358070976687
C1,no,Insulin,48.98989898989899,0.007478286410564033,0.1005379473007561,0.004272609134238592,0.004971831475309554,0.04523580709097353
C1,no,Insulin,49.494949494949495,0.007478286408414827,0.10053794729508328,0.00427260913334282,0.004971831474146308,0.04523580708308128
C1,no,Insulin,50.0,0.007478286405953771,0.10053794728873634,0.00427260913232658,0.0049718314728251075,0.04523580707399194
