,,,Slide ID,g,e,c,a,d,h,f,b,i
C1,no,Insulin,40.939597315436245,9.055674555378699e-15,1.419399176687951e-11,8.830138491412365e-24,0.00013448555861782384,1.1676878920220307e-25,3.156663811374027e-16,1.3558109155901933e-27,0.00011779755043946465,2.0597573848826586e-07
C1,no,Insulin,41.2751677852349,6.850781980565558e-15,1.1516238929791801e-11,5.652686591615219e-24,0.00012558434606193996,7.282970358579541e-26,2.3479962308667335e-16,8.121195670180974e-28,0.00010982080826282145,1.8195725517405208e-07
C1,no,Insulin,41.61073825503356,5.182233875303667e-15,9.343453983764592e-12,3.617810382104463e-24,0.00011726980281698823,4.541672371071221e-26,1.746411208888372e-16,4.8633667701362795e-28,0.00010238212710939843,1.607342213345638e-07
C1,no,Insulin,41.946308724832214,3.91977105366027e-15,7.580057278714892e-12,2.315324682141416e-24,0.00010950371578206944,2.8322935689819983e-26,1.298849048978086e-16,2.912605685509209e-28,9.544552302472941e-05,1.4198168014354107e-07
C1,no,Insulin,42.281879194630875,2.9647231292441214e-15,6.1497806563278e-12,1.4816221637624833e-24,0.00010224999695828694,1.7662279564478435e-26,9.660469201135791e-17,1.7441679585986427e-28,8.897717865002912e-05,1.2541400543054828e-07
C1,no,Insulin,42.61744966442953,2.2421817019804785e-15,4.989011261147424e-12,9.480025189108755e-25,9.547551135744534e-05,1.1013717647517528e-26,7.184453052801e-17,1.0444181012330668e-28,8.294591179507653e-05,1.1077879386150242e-07
C1,no,Insulin,42.95302013422819,1.6955265674658999e-15,4.047025571550783e-12,6.063925108527431e-25,8.914874019681857e-05,6.866100931147182e-27,5.3423498904720306e-17,6.252041630517594e-29,7.732233070606021e-05,9.784965093651997e-08
C1,no,Insulin,43.28859060402685,1.2820407152739695e-15,3.2825647392724986e-12,3.878513820718074e-25,8.324007437495846e-05,4.280466039319073e-27,3.972071275572818e-17,3.7427510063207994e-29,7.207897322079217e-05,8.642551382433183e-08
C1,no,Insulin,43.624161073825505,9.69405001550877e-16,2.662862810668479e-12,2.4808731508048696e-25,7.772163055748341e-05,2.668890543228992e-27,2.953830514566973e-17,2.2407926787955683e-29,6.719001706308648e-05,7.633260591490859e-08
C1,no,Insulin,43.959731543624166,7.329427224268078e-16,2.1599922849864393e-12,1.586597870241893e-25,7.256819717622641e-05,1.6638638059017692e-27,2.1963674870715633e-17,1.3413774585105023e-29,6.263181674634386e-05,6.74193532035336e-08
C1,no,Insulin,44.29530201342282,5.540830261295281e-16,1.7518755706120888e-12,1.014336571941506e-25,6.775590219629099e-05,1.036980968402698e-27,1.632826590994621e-17,8.026781545806243e-30,5.8382195865351096e-05,5.954603483940548e-08
C1,no,Insulin,44.63087248322148,4.188442713515032e-16,1.4207554446522704e-12,6.484679645482441e-26,6.326198007846456e-05,6.463274704337755e-28,1.2137705690063539e-17,4.803767832554554e-30,5.4420255341119936e-05,5.2589361855931645e-08
C1,no,Insulin,44.966442953020135,3.166201909395767e-16,1.1523776704495858e-12,4.145926810358884e-26,5.90650774209318e-05,4.028920464405374e-28,9.02439733068554e-18,2.8751347064474887e-30,5.072636300360065e-05,4.644392657956359e-08
C1,no,Insulin,45.302013422818796,2.393267574130623e-16,9.346351577917816e-13,2.650260016726413e-26,5.5146010734508975e-05,2.5111997327260983e-28,6.70898507812786e-18,1.7206163616776617e-30,4.7282617661708386e-05,4.101734923923075e-08
C1,no,Insulin,45.63758389261745,1.8087961127858757e-16,7.579507297178198e-13,1.6936374702947034e-26,5.1486623562333375e-05,1.5647717134929314e-28,4.986748023106007e-18,1.0293536968351684e-30,4.407224033109826e-05,3.622447088278435e-08
C1,no,Insulin,45.97315436241611,1.3669716788513456e-16,6.146116090708496e-13,1.0822662437998693e-26,4.806957322966995e-05,9.750701628140098e-29,3.706228356021089e-18,6.158575856606487e-31,4.1079406667732066e-05,3.199004864361897e-08
C1,no,Insulin,46.308724832214764,1.0331158630342824e-16,4.984619821210614e-13,6.916775683138014e-27,4.487859339263085e-05,6.077223297970212e-29,2.755189172690555e-18,3.6852463534635314e-31,3.8289260899212986e-05,2.824969961892497e-08
C1,no,Insulin,46.644295302013425,7.807408961558426e-17,4.042373188581964e-13,4.4198145500931184e-27,4.189906912919013e-05,3.787254138551397e-29,2.0479907253648686e-18,2.2049250382773194e-31,3.568824785008164e-05,2.49473360619408e-08
C1,no,Insulin,46.97986577181208,5.899511933013383e-17,3.2779088059087555e-13,2.823455101945139e-27,3.91171891426999e-05,2.3595603535089142e-29,1.522065785283504e-18,1.3188273629384875e-31,3.32636827310076e-05,2.2030842676304338e-08
C1,no,Insulin,47.31543624161074,4.4576722852072394e-17,2.6578758832769234e-13,1.8036815070922082e-27,3.651974210835277e-05,1.4701832353580018e-29,1.1311399895512527e-18,7.889208547962958e-32,3.100358920953275e-05,1.9454513931918577e-08
C1,no,Insulin,47.6510067114094,3.3681319538827406e-17,2.1552305121134817e-13,1.152146964325728e-27,3.4094330218633236e-05,9.16005284162173e-30,8.406706738985361e-19,4.718942189876109e-32,2.889671678203679e-05,1.7179069912102256e-08
C1,no,Insulin,47.986577181208055,2.5447598540743207e-17,1.7475395065120402e-13,7.359106502908501e-28,3.18296922471208e-05,5.7071311322123346e-30,6.247437147234258e-19,2.82263831954737e-32,2.6932751088395654e-05,1.516967172589233e-08
C1,no,Insulin,48.322147651006716,1.9225981537548825e-17,1.4169936029750682e-13,4.70002701545319e-28,2.971522336045916e-05,3.5555907171198695e-30,4.642847787424806e-19,1.6881960581527528e-32,2.510203239314099e-05,1.3395174082192639e-08
C1,no,Insulin,48.65771812080537,1.4524631740291836e-17,1.1488869808060525e-13,3.001518341424042e-28,2.7741037353705996e-05,2.2151047165836023e-30,3.4500520846425037e-19,1.0096872651442157e-32,2.3395573892406462e-05,1.1828110016771903e-08
C1,no,Insulin,48.99328859060403,1.0972642844471799e-17,9.315425819041093e-14,1.9166912905839847e-28,2.5897803304957925e-05,1.3799494141026902e-30,2.5638109013845685e-19,6.0383815746541336e-33,2.180493708005406e-05,1.0444220820263025e-08
C1,no,Insulin,49.328859060402685,8.261155157395681e-18,7.560449862559448e-14,1.2043856701504955e-28,2.4177520893793853e-05,8.632340938233862e-31,1.902515409373371e-19,3.545484311124111e-33,2.0322156414119422e-05,9.224292279036e-09
C1,no,Insulin,49.664429530201346,6.2163569051472035e-18,6.201141164658138e-14,7.415548014911796e-29,2.2577542687076142e-05,6.039210429470863e-31,1.4293985846085898e-19,2.0920270426256376e-33,1.89432848140874e-05,8.162689639092523e-09
C1,no,Insulin,50.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
