,,,Slide ID,a,b,e,c,d
,,,Antibody Name,a,b,e,c,d
,,,HUGO ID,a,b,e,c,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,42.61744966442953,0.1246416022164375,0.08723809952354518,0.11282704486356923,0.1193463543084679,0.09506851885696874
C1,no,Insulin,42.95302013422819,0.1246416022161271,0.08723809952347404,0.11282704486365165,0.11934635430856307,0.09506851885706173
C1,no,Insulin,43.28859060402685,0.1246416022158167,0.0872380995234029,0.11282704486373409,0.11934635430865824,0.09506851885715473
C1,no,Insulin,43.624161073825505,0.12464160221550631,0.08723809952333177,0.1128270448638165,0.1193463543087534,0.09506851885724772
C1,no,Insulin,43.959731543624166,0.1246416022151959,0.08723809952326063,0.11282704486389894,0.11934635430884856,0.09506851885734072
C1,no,Insulin,44.29530201342282,0.12464160221488552,0.08723809952318949,0.11282704486398136,0.11934635430894373,0.09506851885743371
C1,no,Insulin,44.63087248322148,0.12464160221457513,0.08723809952311835,0.1128270448640638,0.1193463543090389,0.09506851885752671
C1,no,Insulin,44.966442953020135,0.12464160221426472,0.08723809952304722,0.11282704486414621,0.11934635430913407,0.0950685188576197
C1,no,Insulin,45.302013422818796,0.12464160221395433,0.08723809952297608,0.11282704486422865,0.11934635430922923,0.0950685188577127
C1,no,Insulin,45.63758389261745,0.12464160221364393,0.08723809952290494,0.11282704486431107,0.1193463543093244,0.09506851885780569
C1,no,Insulin,45.97315436241611,0.12464160221333354,0.0872380995228338,0.1128270448643935,0.11934635430941956,0.09506851885789869
C1,no,Insulin,46.308724832214764,0.12464160221302313,0.08723809952276267,0.11282704486447592,0.11934635430951472,0.0950685188579917
C1,no,Insulin,46.644295302013425,0.12464160221271274,0.08723809952269151,0.11282704486455836,0.1193463543096099,0.09506851885808469
C1,no,Insulin,46.97986577181208,0.12464160221240235,0.08723809952262038,0.11282704486464078,0.11934635430970505,0.09506851885817769
C1,no,Insulin,47.31543624161074,0.12464160221209195,0.08723809952254924,0.11282704486472321,0.11934635430980023,0.09506851885827068
C1,no,Insulin,47.6510067114094,0.12464160221178155,0.0872380995224781,0.11282704486480563,0.11934635430989539,0.09506851885836368
C1,no,Insulin,47.986577181208055,0.12464160221147115,0.08723809952240696,0.11282704486488807,0.11934635430999055,0.09506851885845667
C1,no,Insulin,48.322147651006716,0.12464160221116076,0.08723809952233583,0.11282704486497049,0.11934635431008572,0.09506851885854967
C1,no,Insulin,48.65771812080537,0.12464160221085036,0.08723809952226469,0.11282704486505292,0.11934635431018088,0.09506851885864266
C1,no,Insulin,48.99328859060403,0.12464160221053996,0.08723809952219355,0.11282704486513534,0.11934635431027606,0.09506851885873566
C1,no,Insulin,49.328859060402685,0.12464160221022957,0.08723809952212241,0.11282704486521777,0.11934635431037122,0.09506851885882865
C1,no,Insulin,49.664429530201346,0.12464160220991917,0.08723809952205128,0.11282704486530021,0.11934635431046639,0.09506851885892165
C1,no,Insulin,50.0,0.12464160220960878,0.08723809952198014,0.11282704486538263,0.11934635431056155,0.09506851885901464
