,,,Slide ID,b,h,i,d,g,c,m,f,a,l,j,k,e
,,,Antibody Name,b,h,i,d,g,c,m,f,a,l,j,k,e
,,,HUGO ID,b,h,i,d,g,c,m,f,a,l,j,k,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,33.89261744966443,0.01744863120019981,0.0607613712244253,0.1661739480842098,0.17062284159929952,0.06175921192430454,0.15099504791332033,0.07768769596178618,0.03182599283785949,0.08301410421247452,0.009813676276501489,0.04828797426173853,0.11097362201006093,0.0797747370018776
C1,no,Insulin,34.22818791946309,0.017448631085456287,0.060761371000794824,0.16617394770658578,0.17062284104621242,0.06175921157166649,0.15099504749518908,0.07768769572675814,0.03182599267721161,0.083014103958881,0.009813676228882254,0.04828797397383403,0.1109736216284513,0.07977473663762243
C1,no,Insulin,34.56375838926175,0.017448630974885804,0.06076137078561122,0.16617394734266536,0.170622840513268,0.061759211232073855,0.1509950470923062,0.07768769550082377,0.03182599252247589,0.0830141037147184,0.009813676182915801,0.048287973696497614,0.11097362126017957,0.07977473628665913
C1,no,Insulin,34.899328859060404,0.017448630868488357,0.060761370578874485,0.16617394699244858,0.17062284000046632,0.061759210905526614,0.15099504670467176,0.07768769528398307,0.031825992373652336,0.08301410347998671,0.00981367613860213,0.04828797342972928,0.11097362090524572,0.07977473594898767
C1,no,Insulin,35.234899328859065,0.01744863076626395,0.060761370380584614,0.1661739466559354,0.17062283950780732,0.061759210592024785,0.15099504633228572,0.07768769507623606,0.03182599223074094,0.08301410325468593,0.009813676095941241,0.04828797317352901,0.11097362056364976,0.07977473562460806
C1,no,Insulin,35.57046979865772,0.017448630668212582,0.060761370190741605,0.16617394633312585,0.17062283903529107,0.06175921029156836,0.15099504597514807,0.07768769487758272,0.0318259920937417,0.08301410303881608,0.009813676054933135,0.04828797292789681,0.1109736202353917,0.07977473531352029
C1,no,Insulin,35.90604026845638,0.017448630574334253,0.06076137000934547,0.16617394602401991,0.1706228385829175,0.06175921000415734,0.1509950456332588,0.07768769468802306,0.03182599196265462,0.08301410283237713,0.00981367601557781,0.04828797269283269,0.11097361992047151,0.0797747350157244
C1,no,Insulin,36.241610738255034,0.017448630486077654,0.06076136983904106,0.16617394573340066,0.17062283815765297,0.06175920973411874,0.15099504531187294,0.07768769451021772,0.03182599183946837,0.08301410263845185,0.00981367597852128,0.04828797247191606,0.11097361962401035,0.07977473473579337
C1,no,Insulin,36.577181208053695,0.017448630414962942,0.060761369700860615,0.16617394549930345,0.17062283781489468,0.06175920951586151,0.15099504505277847,0.07768769436532452,0.031825991739996944,0.08301410248155454,0.009813675948900716,0.04828797229361078,0.11097361938673199,0.0797747345100924
C1,no,Insulin,36.91275167785235,0.017448630351087038,0.06076136957672417,0.1661739452890319,0.17062283750702145,0.06175920931980665,0.1509950448200531,0.07768769423515555,0.03182599165064613,0.08301410234061193,0.009813675922300048,0.048287972133448424,0.110973619173629,0.07977473430736086
C1,no,Insulin,37.24832214765101,0.017448630294449933,0.06076136946663173,0.16617394510258598,0.17062283723403335,0.06175920914595416,0.15099504461369687,0.07768769411971081,0.03182599157141594,0.08301410221562404,0.009813675898719275,0.04828797199142899,0.11097361898470137,0.07977473412759874
C1,no,Insulin,37.58389261744966,0.017448630245051635,0.06076136937058328,0.16617394493996576,0.1706228369959303,0.061759208994304045,0.15099504443370973,0.0776876940189903,0.03182599150230636,0.08301410210659085,0.009813675878158396,0.048287971867552494,0.11097361881994913,0.07977473397080603
C1,no,Insulin,37.919463087248324,0.017448630202892137,0.060761369288578844,0.16617394480117118,0.1706228367927124,0.0617592088648563,0.1509950442800917,0.077687693932994,0.0318259914433174,0.08301410201351236,0.009813675860617412,0.048287971761818926,0.11097361867937225,0.07977473383698275
C1,no,Insulin,38.25503355704698,0.017448630167971445,0.0607613692206184,0.16617394468620225,0.17062283662437955,0.06175920875761093,0.1509950441528428,0.07768769386172196,0.03182599139444905,0.0830141019363886,0.009813675846096322,0.04828797167422828,0.11097361856297075,0.07977473372612888
C1,no,Insulin,38.59060402684564,0.017448630140289554,0.06076136916670196,0.16617394459505896,0.1706228364909318,0.06175920867256793,0.15099504405196298,0.07768769380517412,0.031825991355701314,0.08301410187521953,0.009813675834595127,0.04828797160478057,0.1109736184707446,0.07977473363824444
C1,no,Insulin,38.9261744966443,0.01744863011984647,0.06076136912682952,0.16617394452774137,0.17062283639236916,0.06175920860972729,0.15099504397745228,0.07768769376335052,0.03182599132707419,0.08301410183000517,0.009813675826113828,0.048287971553475785,0.11097361840269385,0.07977473357332941
C1,no,Insulin,39.261744966442954,0.017448629986925934,0.06076136886848372,0.1661739440901587,0.1706228357516954,0.06175920820173914,0.1509950434931596,0.07768769349249988,0.031825991141136954,0.08301410153668708,0.0098136757707638,0.04828797122018152,0.11097361795920475,0.07977473315144963
C1,no,Insulin,39.597315436241615,0.017448629990604182,0.06076136887555208,0.16617394410226652,0.17062283576941248,0.061759208212973635,0.15099504350654772,0.07768769349987494,0.031825991146264596,0.08301410154474777,0.009813675772314859,0.0482879712293791,0.1109736179715991,0.07977473316310912
C1,no,Insulin,39.93288590604027,0.01744862999428243,0.06076136888262043,0.16617394411437433,0.17062283578712956,0.061759208224208134,0.15099504351993584,0.07768769350725,0.031825991151392244,0.08301410155280846,0.009813675773865918,0.048287971238576685,0.11097361798399345,0.0797747331747686
C1,no,Insulin,40.26845637583893,0.01744862999796068,0.06076136888968879,0.16617394412648215,0.17062283580484666,0.06175920823544263,0.15099504353332396,0.07768769351462505,0.031825991156519885,0.08301410156086914,0.00981367577541698,0.04828797124777427,0.11097361799638782,0.0797747331864281
C1,no,Insulin,40.604026845637584,0.017448630001638932,0.06076136889675715,0.16617394413859,0.17062283582256374,0.061759208246677126,0.1509950435467121,0.07768769352200011,0.03182599116164753,0.08301410156892983,0.00981367577696804,0.04828797125697186,0.11097361800878217,0.07977473319808757
C1,no,Insulin,40.939597315436245,0.01744863000531718,0.060761368903825504,0.1661739441506978,0.17062283584028082,0.061759208257911626,0.1509950435601002,0.07768769352937517,0.031825991166775175,0.0830141015769905,0.009813675778519099,0.04828797126616945,0.11097361802117651,0.07977473320974705
C1,no,Insulin,41.2751677852349,0.01744863000899543,0.06076136891089386,0.16617394416280562,0.1706228358579979,0.06175920826914612,0.15099504357348834,0.07768769353675023,0.031825991171902816,0.0830141015850512,0.009813675780070159,0.04828797127536703,0.11097361803357088,0.07977473322140655
C1,no,Insulin,41.61073825503356,0.017448630012673678,0.06076136891796222,0.16617394417491343,0.170622835875715,0.06175920828038062,0.15099504358687643,0.07768769354412529,0.03182599117703046,0.08301410159311187,0.00981367578162122,0.048287971284564614,0.11097361804596523,0.07977473323306603
C1,no,Insulin,41.946308724832214,0.01744863001394774,0.06076136892041932,0.16617394417910727,0.17062283588185295,0.06175920828427802,0.15099504359151517,0.07768769354669322,0.03182599117880849,0.08301410159591001,0.009813675782156351,0.04828797128775321,0.11097361805024494,0.07977473323710611
C1,no,Insulin,42.281879194630875,0.01744863001445792,0.06076136892141129,0.1661739441807866,0.1706228358843119,0.06175920828584422,0.15099504359337393,0.07768769354773378,0.03182599117952224,0.08301410159703605,0.009813675782368693,0.048287971289032575,0.11097361805194639,0.0797747332387253
C1,no,Insulin,42.61744966442953,0.017448630014968103,0.06076136892240326,0.16617394418246595,0.17062283588677085,0.06175920828741042,0.15099504359523272,0.07768769354877432,0.031825991180236005,0.08301410159816211,0.009813675782581034,0.04828797129031194,0.11097361805364783,0.0797747332403445
C1,no,Insulin,42.95302013422819,0.017448630015478285,0.06076136892339524,0.16617394418414527,0.17062283588922977,0.061759208288976616,0.15099504359709148,0.07768769354981486,0.03182599118094977,0.08301410159928815,0.009813675782793376,0.0482879712915913,0.11097361805534929,0.07977473324196369
C1,no,Insulin,43.28859060402685,0.017448630015988467,0.06076136892438721,0.1661739441858246,0.17062283589168872,0.061759208290542815,0.15099504359895027,0.07768769355085542,0.03182599118166353,0.0830141016004142,0.009813675783005717,0.048287971292870664,0.11097361805705074,0.07977473324358288
C1,no,Insulin,43.624161073825505,0.01744863001649865,0.06076136892537918,0.16617394418750395,0.17062283589414767,0.06175920829210901,0.15099504360080906,0.07768769355189596,0.03182599118237729,0.08301410160154025,0.009813675783218059,0.04828797129415003,0.11097361805875218,0.07977473324520207
C1,no,Insulin,43.959731543624166,0.01744863001700883,0.060761368926371156,0.16617394418918327,0.17062283589660662,0.061759208293675205,0.15099504360266783,0.07768769355293652,0.031825991183091054,0.0830141016026663,0.0098136757834304,0.04828797129542939,0.11097361806045364,0.07977473324682126
C1,no,Insulin,44.29530201342282,0.017448630017519014,0.06076136892736313,0.1661739441908626,0.17062283589906554,0.061759208295241404,0.15099504360452662,0.07768769355397706,0.03182599118380481,0.08301410160379236,0.009813675783642742,0.048287971296708754,0.11097361806215508,0.07977473324844046
C1,no,Insulin,44.63087248322148,0.017448630018029196,0.0607613689283551,0.16617394419254194,0.1706228359015245,0.0617592082968076,0.1509950436063854,0.07768769355501762,0.03182599118451857,0.0830141016049184,0.009813675783855084,0.04828797129798812,0.11097361806385654,0.07977473325005965
C1,no,Insulin,44.966442953020135,0.017448630018539378,0.060761368929347075,0.16617394419422127,0.17062283590398344,0.0617592082983738,0.15099504360824417,0.07768769355605816,0.031825991185232334,0.08301410160604446,0.009813675784067425,0.04828797129926748,0.11097361806555799,0.07977473325167884
C1,no,Insulin,45.302013422818796,0.017448630019049557,0.060761368930339045,0.1661739441959006,0.17062283590644237,0.06175920829994,0.15099504361010296,0.0776876935570987,0.0318259911859461,0.0830141016071705,0.009813675784279767,0.04828797130054684,0.11097361806725943,0.07977473325329804
C1,no,Insulin,45.63758389261745,0.01744863001955974,0.060761368931331015,0.16617394419757994,0.17062283590890132,0.0617592083015062,0.15099504361196173,0.07768769355813926,0.03182599118665986,0.08301410160829654,0.009813675784492108,0.04828797130182621,0.11097361806896089,0.07977473325491723
C1,no,Insulin,45.97315436241611,0.01744863002006992,0.06076136893232299,0.16617394419925927,0.17062283591136027,0.06175920830307239,0.15099504361382052,0.0776876935591798,0.03182599118737362,0.0830141016094226,0.00981367578470445,0.04828797130310557,0.11097361807066233,0.07977473325653642
C1,no,Insulin,46.308724832214764,0.017448630020580103,0.06076136893331496,0.1661739442009386,0.17062283591381922,0.06175920830463859,0.1509950436156793,0.07768769356022036,0.031825991188087384,0.08301410161054865,0.00981367578491679,0.04828797130438493,0.11097361807236379,0.07977473325815561
C1,no,Insulin,46.644295302013425,0.017448630021090285,0.060761368934306934,0.16617394420261794,0.17062283591627814,0.06175920830620479,0.15099504361753807,0.0776876935612609,0.03182599118880114,0.0830141016116747,0.009813675785129133,0.0482879713056643,0.11097361807406524,0.0797747332597748
C1,no,Insulin,46.97986577181208,0.017448630021600468,0.06076136893529891,0.16617394420429726,0.1706228359187371,0.061759208307770985,0.15099504361939686,0.07768769356230146,0.0318259911895149,0.08301410161280075,0.009813675785341475,0.04828797130694366,0.11097361807576668,0.07977473326139399
C1,no,Insulin,47.31543624161074,0.01744863002211065,0.06076136893629088,0.1661739442059766,0.17062283592119604,0.061759208309337184,0.15099504362125563,0.077687693563342,0.031825991190228664,0.0830141016139268,0.009813675785553816,0.04828797130822302,0.11097361807746814,0.07977473326301318
C1,no,Insulin,47.6510067114094,0.017448630022620832,0.06076136893728285,0.16617394420765594,0.170622835923655,0.06175920831090338,0.15099504362311442,0.07768769356438254,0.031825991190942426,0.08301410161505285,0.009813675785766158,0.04828797130950239,0.11097361807916958,0.07977473326463237
C1,no,Insulin,47.986577181208055,0.017448630023131014,0.06076136893827483,0.16617394420933526,0.1706228359261139,0.061759208312469574,0.1509950436249732,0.0776876935654231,0.03182599119165619,0.08301410161617889,0.009813675785978498,0.048287971310781753,0.11097361808087103,0.07977473326625156
C1,no,Insulin,48.322147651006716,0.017448630023641196,0.0607613689392668,0.16617394421101458,0.17062283592857286,0.06175920831403577,0.15099504362683197,0.07768769356646364,0.03182599119236995,0.08301410161730495,0.00981367578619084,0.04828797131206111,0.11097361808257249,0.07977473326787075
C1,no,Insulin,48.65771812080537,0.01744863002415138,0.06076136894025877,0.16617394421269394,0.1706228359310318,0.06175920831560197,0.15099504362869076,0.0776876935675042,0.03182599119308371,0.083014101618431,0.009813675786403183,0.04828797131334048,0.11097361808427393,0.07977473326948994
C1,no,Insulin,48.99328859060403,0.017448630024661557,0.06076136894125074,0.16617394421437326,0.17062283593349076,0.06175920831716817,0.15099504363054955,0.07768769356854474,0.03182599119379747,0.08301410161955705,0.009813675786615524,0.04828797131461984,0.11097361808597539,0.07977473327110914
C1,no,Insulin,49.328859060402685,0.01744863002517174,0.06076136894224272,0.16617394421605258,0.17062283593594968,0.06175920831873437,0.15099504363240832,0.0776876935695853,0.03182599119451123,0.0830141016206831,0.009813675786827866,0.0482879713158992,0.11097361808767683,0.07977473327272834
C1,no,Insulin,49.664429530201346,0.01744863002568192,0.06076136894323469,0.16617394421773193,0.17062283593840863,0.06175920832030057,0.1509950436342671,0.07768769357062584,0.031825991195224994,0.08301410162180915,0.009813675787040206,0.04828797131717857,0.11097361808937828,0.07977473327434753
C1,no,Insulin,50.0,0.017448630026192104,0.06076136894422666,0.16617394421941126,0.17062283594086758,0.06175920832186676,0.15099504363612587,0.07768769357166638,0.031825991195938756,0.0830141016229352,0.009813675787252549,0.04828797131845793,0.11097361809107974,0.07977473327596672
