,,,Slide ID,g,a,h,j,b,d,e,f,c,i
,,,Antibody Name,g,a,h,j,b,d,e,f,c,i
,,,HUGO ID,g,a,h,j,b,d,e,f,c,i
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,3.3557046979865772,0.047852024527665994,0.17144873503884356,0.19635904385975486,0.1528003559174821,0.25065998067229545,0.18232588661268737,0.23400672762914151,0.045089290953477815,0.25377505439105463,0.14768920614435727
C1,no,Insulin,3.691275167785235,0.047242003521548635,0.17042403424784983,0.19424968808539947,0.15136686655750722,0.24908615342741153,0.18114642937933312,0.23246153812217762,0.04426555170770195,0.25284756924877805,0.14632565285073085
C1,no,Insulin,4.026845637583893,0.04685588406312044,0.1697305341846562,0.19290259285459355,0.1504371503814078,0.24802729802275778,0.1803780386983215,0.2314471973532514,0.04376479269058663,0.25223761858646615,0.14543693040379063
C1,no,Insulin,4.3624161073825505,0.046608946517333175,0.16926486234212604,0.19203916147042258,0.14983272718025453,0.24731928245466656,0.17987631022886602,0.23078511154390183,0.04345553285354381,0.25183596999165386,0.14485704380597828
C1,no,Insulin,4.697986577181208,0.04644988306787858,0.16895416275635444,0.19148412271473178,0.14943949113191932,0.24684867675451633,0.17954877288431742,0.2303546507129878,0.043262035724792786,0.2515716896005627,0.14447846838805742
C1,no,Insulin,5.033557046979866,0.04634694509530132,0.16874796653737348,0.19112653389751408,0.14918370476787254,0.24653754859190286,0.17933524035441592,0.2300754986659664,0.043139721032069624,0.25139812736101935,0.1442313149875916
C1,no,Insulin,5.369127516778524,0.046280142961350225,0.16861174519571018,0.19089578056712556,0.14901743381562738,0.24633279830605403,0.17919626522895418,0.22989475066100443,0.04306179932674688,0.2512844162695171,0.14407002519461318
C1,no,Insulin,5.704697986577181,0.046236728094508066,0.1685221009484772,0.19074670740805574,0.14890943971714518,0.2461985660970624,0.1791059598722575,0.22977781871566055,0.04301187594035613,0.25121010175767644,0.14396484119153777
C1,no,Insulin,6.0402684563758395,0.046208496470687505,0.16846330314544133,0.19065033110162435,0.14883935401126688,0.24611083545586382,0.1790473593181234,0.2297022034019043,0.04297976177073757,0.25116164673805097,0.14389630470293424
C1,no,Insulin,6.375838926174497,0.04619013630526466,0.16842484236185062,0.19058798900852478,0.14879389909074606,0.24605363253712495,0.17900936936281497,0.2296533081109716,0.042959044505810826,0.2511301140865868,0.14385168446780391
C1,no,Insulin,6.7114093959731544,0.046178200829644585,0.1683997426230508,0.19054765482460528,0.14876443793717242,0.24601640519436782,0.1789847608153439,0.22962169112056702,0.04294565761242169,0.2511096285530101,0.14382266244672257
C1,no,Insulin,7.046979865771813,0.04617044499890958,0.16838339316608736,0.1905215545030952,0.14874535079463047,0.24599221189828863,0.17896882749238147,0.2296012445727999,0.04293699651043439,0.2510963369680748,0.14380380109341948
C1,no,Insulin,7.38255033557047,0.04616540813710031,0.16837275967753546,0.19050466441903952,0.14873298976417665,0.2459765070063809,0.17895851544919977,0.22958802054691158,0.04293138949933874,0.2510877215667774,0.14379155260318155
C1,no,Insulin,7.718120805369128,0.046162138317836596,0.16836585228200338,0.19049373352323143,0.14872498539082254,0.24596631925592644,0.1789518411786751,0.22957946643573118,0.04292775753445724,0.25108214133302637,0.14378360337331908
C1,no,Insulin,8.053691275167786,0.04616001712711401,0.16836136913388156,0.190486659936225,0.14871980430727333,0.24595971558956523,0.17894752351193455,0.22957393275888985,0.04292540528953793,0.25107852838075156,0.14377844729604414
C1,no,Insulin,8.389261744966444,0.04615864142215388,0.16835846236041394,0.1904820826528892,0.14871645033358802,0.24595543636918346,0.17894472914933432,0.22957035297928297,0.042923881260797304,0.25107619071186577,0.14377510484756914
C1,no,Insulin,8.724832214765101,0.046157749794107514,0.16835657809343546,0.19047912075461942,0.14871428010553372,0.24595266506717856,0.178942921957177,0.22956803690145297,0.04292289433472113,0.2510746779405918,0.14377293863632679
C1,no,Insulin,9.060402684563758,0.0461571715617356,0.16835535641066912,0.1904772027669932,0.1487128746532599,0.2459508694056916,0.17894175226159306,0.22956653797267232,0.042922254525752906,0.2510736976763798,0.14377153420486594
C1,no,Insulin,9.395973154362416,0.04615679731367967,0.16835456656861508,0.190475963136726,0.14871196582233795,0.2459497076118196,0.17894099531923402,0.22956556839264017,0.04292184056434716,0.2510730657854895,0.14377062578638472
C1,no,Insulin,9.731543624161075,0.04615655495752894,0.16835405485638008,0.19047516095697825,0.14871137792462324,0.24594895579368467,0.17894050610399734,0.22956494132776648,0.04292157256588656,0.25107265645164456,0.14377003736728614
C1,no,Insulin,10.067114093959733,0.04615639805111216,0.1683537238667788,0.19047464218796645,0.14871099743041308,0.24594846909613366,0.17894018944170764,0.22956453587772818,0.042921399042768434,0.25107239146176463,0.143769656656659
C1,no,Insulin,10.40268456375839,0.046156296454282014,0.16835350959876144,0.19047430639863144,0.14871075130610809,0.2459481542186912,0.1789399845846907,0.22956427329220264,0.04292128669680165,0.25107222050085176,0.14376941011962674
C1,no,Insulin,10.738255033557047,0.04615623060650803,0.16835337077369064,0.19047408891185438,0.14871059181557178,0.24594795013508908,0.17893985185660372,0.22956410325800605,0.04292121388167013,0.25107210959981646,0.1437692503764322
C1,no,Insulin,11.073825503355705,0.04615618757034576,0.16835328004794073,0.19047394681408475,0.14871048764153627,0.24594781682284955,0.17893976517921642,0.22956399217649015,0.042921166291557386,0.25107203720578186,0.14376914596776053
C1,no,Insulin,11.409395973154362,0.04615616007776726,0.1683532220996549,0.19047385607696798,0.148710421111143,0.24594773167210204,0.17893970983042978,0.2295639212561593,0.04292113588900873,0.25107199096619104,0.14376907927397778
C1,no,Insulin,11.74496644295302,0.046156142394188075,0.16835318484622214,0.19047379773919926,0.14871037831712844,0.24594767689401606,0.17893967422277204,0.2295638756452357,0.04292111633282537,0.25107196121568304,0.143769036389512
C1,no,Insulin,12.080536912751679,0.04615613089509742,0.1683531606315498,0.19047375981428608,0.1487103504966615,0.24594764128125948,0.17893965107268306,0.22956384598463328,0.04292110361559659,0.25107194187333187,0.14376900850902138
C1,no,Insulin,12.416107382550337,0.04615612366273388,0.16835314540279067,0.19047373596536246,0.1487103330081053,0.24594761889460315,0.17893963652311348,0.22956382733492053,0.04292109561690336,0.2510719297132881,0.14376899097329243
C1,no,Insulin,12.751677852348994,0.04615611899111369,0.16835313555878606,0.19047372055827702,0.14871032171450144,0.24594760443877428,0.17893962713217593,0.22956381529944514,0.04292109045023215,0.25107192186060284,0.1437689796410761
C1,no,Insulin,13.087248322147651,0.046156115888145756,0.16835312901545874,0.19047371032123775,0.14871031420607328,0.24594759482755307,0.17893962088842053,0.22956380730905618,0.042921087018075475,0.2510719166454161,0.14376897211061884
C1,no,Insulin,13.422818791946309,0.04615611381579682,0.1683531246466344,0.1904737034830065,0.14871030918556374,0.2459475884002283,0.17893961671041966,0.22956380196741138,0.04292108472539396,0.25107191316617655,0.14376896708163905
C1,no,Insulin,13.758389261744966,0.0461561124522623,0.16835312177590628,0.19047369898446734,0.14871030588216905,0.24594758417087492,0.1789396139592221,0.22956379844594907,0.0429210832166539,0.25107191088102415,0.14376896377485301
C1,no,Insulin,14.093959731543626,0.04615611155955971,0.16835311989906332,0.19047369604159928,0.14871030372651842,0.24594758141161627,0.1789396121653962,0.2295637961391345,0.04292108222918184,0.2510719093852732,0.14376896161174085
C1,no,Insulin,14.429530201342283,0.04615611097199298,0.16835311866248484,0.19047369410662623,0.14871030231361798,0.24594757960380514,0.17893961099303454,0.22956379462751259,0.042921081579873344,0.2510719083943289,0.1437689601880137
C1,no,Insulin,14.76510067114094,0.046156110584389155,0.16835311784498705,0.1904736928306348,0.14871030138036473,0.2459475784095438,0.1789396102193203,0.22956379363523077,0.042921081151821756,0.25107190773481664,0.14376895924825728
C1,no,Insulin,15.100671140939598,0.046156110331476825,0.16835311731112185,0.190473691997226,0.14871030076655556,0.24594757762341693,0.1789396097086201,0.2295637929871935,0.04292108087232163,0.25107190730398177,0.14376895863466402
C1,no,Insulin,15.436241610738255,0.04615611016697133,0.16835311696514108,0.19047369145362697,0.14871030036313115,0.24594757710617807,0.17893960937025435,0.22956379255982087,0.04292108068996595,0.25107190702978216,0.1437689582355522
C1,no,Insulin,15.771812080536913,0.04615611003473243,0.16835311668720476,0.19047369101648254,0.1487103000389736,0.24594757669059836,0.17893960909829407,0.22956379221551482,0.04292108054330838,0.25107190681059804,0.1437689579147103
C1,no,Insulin,16.107382550335572,0.04615610989421972,0.16835311639061326,0.19047369055307847,0.14871029969335683,0.24594757624728383,0.17893960880880738,0.22956379185479733,0.042921080387920994,0.25107190656968364,0.1437689575738542
C1,no,Insulin,16.44295302013423,0.04615610978763643,0.1683531161656435,0.19047369020161412,0.1487102994319506,0.24594757591209634,0.1789396085901688,0.2295637915812432,0.04292108027006158,0.25107190638738347,0.14376895731528874
C1,no,Insulin,16.778523489932887,0.046156109714982574,0.16835311601229547,0.1904736899620894,0.14871029925475493,0.2459475756850359,0.17893960844237836,0.2295637913948525,0.04292108018973013,0.25107190626369746,0.14376895713901394
C1,no,Insulin,17.114093959731544,0.04615610967625814,0.1683531159305692,0.1904736898345044,0.1487102991617698,0.2459475755661025,0.17893960836543601,0.22956379129562512,0.042921080146926645,0.2510719061986256,0.1437689570450298
C1,no,Insulin,17.449664429530202,0.04615610967146313,0.16835311592046467,0.1904736898188591,0.14871029915299522,0.24594757555529612,0.17893960835934178,0.22956379128356116,0.04292108014165113,0.25107190619216796,0.1437689570333363
C1,no,Insulin,17.78523489932886,0.04615610970059755,0.1683531159819819,0.19047368991515343,0.1487102992284312,0.24594757565261682,0.17893960842409568,0.22956379135866056,0.04292108017390358,0.2510719062443245,0.14376895710393348
C1,no,Insulin,18.120805369127517,0.04615610970203396,0.16835311598506042,0.19047368992000185,0.14871029923409498,0.2459475756601967,0.17893960842970105,0.22956379136242697,0.042921080175506,0.2510719062481163,0.14376895710738594
C1,no,Insulin,18.456375838926174,0.04615610968846148,0.1683531159564797,0.19047368987528157,0.14871029920169168,0.24594757561877686,0.17893960840292425,0.22956379132749488,0.04292108016049628,0.25107190622557046,0.1437689570744625
C1,no,Insulin,18.79194630872483,0.04615610968432197,0.16835311594782262,0.19047368986165664,0.14871029919229192,0.245947575606833,0.17893960839532283,0.229563791316725,0.04292108015591426,0.25107190621911546,0.14376895706443021
C1,no,Insulin,19.12751677852349,0.046156109689615414,0.1683531159590892,0.19047368987912705,0.14871029920589565,0.24594757562436517,0.17893960840689677,0.2295637913301173,0.04292108016175995,0.2510719062287513,0.14376895707728912
C1,no,Insulin,19.46308724832215,0.04615610970434183,0.1683531159902794,0.19047368992769284,0.14871029924250292,0.24594757567137332,0.1789396084376461,0.22956379136767185,0.04292108017803334,0.25107190625447795,0.14376895711303916
C1,no,Insulin,19.798657718120808,0.046156109728501205,0.16835311604139327,0.19047369000735398,0.1487102993021137,0.24594757574785744,0.17893960848757084,0.2295637914293886,0.04292108020473443,0.2510719062962955,0.14376895717168042
C1,no,Insulin,20.134228187919465,0.0461561097520119,0.16835311609132012,0.19047369008495685,0.14871029936236102,0.24594757582548174,0.17893960853883348,0.22956379148914463,0.04292108023071107,0.251071906338725,0.14376895722875283
C1,no,Insulin,20.469798657718123,0.04615610976284042,0.16835311611419387,0.19047369012063683,0.1487102993884497,0.24594757585886354,0.17893960856044605,0.22956379151685147,0.04292108024267889,0.25107190635701787,0.14376895725504135
C1,no,Insulin,20.80536912751678,0.046156109773668935,0.16835311613706763,0.19047369015631682,0.14871029941453842,0.24594757589224536,0.17893960858205862,0.22956379154455828,0.042921080254646714,0.25107190637531074,0.14376895728132988
C1,no,Insulin,21.140939597315437,0.046156109784497454,0.1683531161599414,0.19047369019199684,0.14871029944062714,0.2459475759256272,0.17893960860367122,0.2295637915722651,0.042921080266614536,0.2510719063936036,0.1437689573076184
C1,no,Insulin,21.476510067114095,0.04615610979532598,0.16835311618281515,0.19047369022767682,0.14871029946671585,0.245947575959009,0.1789396086252838,0.22956379159997195,0.04292108027858236,0.25107190641189653,0.14376895733390693
C1,no,Insulin,21.812080536912752,0.0461561098061545,0.16835311620568888,0.1904736902633568,0.14871029949280454,0.2459475759923908,0.1789396086468964,0.2295637916276788,0.04292108029055018,0.2510719064301894,0.14376895736019546
C1,no,Insulin,22.14765100671141,0.04615610981698302,0.16835311622856264,0.1904736902990368,0.14871029951889325,0.24594757602577264,0.17893960866850897,0.22956379165538562,0.042921080302518004,0.25107190644848226,0.14376895738648401
C1,no,Insulin,22.483221476510067,0.04615610982391223,0.1683531162431992,0.1904736903218687,0.14871029953558781,0.24594757604713424,0.17893960868233963,0.2295637916731166,0.042921080310176336,0.251071906460187,0.143768957403306
C1,no,Insulin,22.818791946308725,0.04615610982427296,0.16835311624395993,0.19047369032305755,0.14871029953645765,0.2459475760482474,0.17893960868306144,0.229563791674043,0.04292108031057521,0.25107190646079397,0.1437689574041813
C1,no,Insulin,23.154362416107382,0.046156109824633695,0.16835311624472066,0.1904736903242464,0.14871029953732748,0.2459475760493606,0.17893960868378325,0.22956379167496938,0.042921080310974094,0.2510719064614009,0.14376895740505663
C1,no,Insulin,23.48993288590604,0.04615610982499442,0.16835311624548138,0.19047369032543526,0.1487102995381973,0.24594757605047377,0.17893960868450504,0.22956379167589575,0.04292108031137297,0.2510719064620078,0.14376895740593196
C1,no,Insulin,23.8255033557047,0.04615610982535515,0.1683531162462421,0.19047369032662412,0.14871029953906714,0.24594757605158696,0.17893960868522685,0.22956379167682212,0.042921080311771845,0.25107190646261474,0.14376895740680726
C1,no,Insulin,24.161073825503358,0.046156109825715885,0.16835311624700286,0.19047369032781297,0.14871029953993697,0.24594757605270015,0.17893960868594863,0.22956379167774849,0.04292108031217072,0.25107190646322164,0.14376895740768258
C1,no,Insulin,24.496644295302016,0.04615610982607662,0.16835311624776358,0.19047369032900183,0.1487102995408068,0.24594757605381332,0.17893960868667044,0.22956379167867486,0.042921080312569596,0.25107190646382854,0.1437689574085579
C1,no,Insulin,24.832214765100673,0.04615610982643734,0.1683531162485243,0.19047369033019068,0.14871029954167664,0.2459475760549265,0.17893960868739225,0.22956379167960123,0.04292108031296847,0.2510719064644355,0.14376895740943324
C1,no,Insulin,25.16778523489933,0.046156109826798075,0.16835311624928503,0.19047369033137954,0.14871029954254647,0.24594757605603967,0.17893960868811404,0.22956379168052762,0.042921080313367346,0.2510719064650424,0.14376895741030854
C1,no,Insulin,25.503355704697988,0.04615610982715881,0.16835311625004576,0.1904736903325684,0.14871029954341627,0.24594757605715287,0.17893960868883585,0.229563791681454,0.04292108031376623,0.2510719064656493,0.14376895741118387
C1,no,Insulin,25.838926174496645,0.04615610982751954,0.16835311625080648,0.19047369033375722,0.1487102995442861,0.24594757605826603,0.17893960868955766,0.22956379168238036,0.042921080314165104,0.25107190646625627,0.1437689574120592
C1,no,Insulin,26.174496644295303,0.046156109827880265,0.1683531162515672,0.19047369033494607,0.14871029954515594,0.24594757605937922,0.17893960869027944,0.22956379168330673,0.04292108031456398,0.25107190646686317,0.1437689574129345
C1,no,Insulin,26.51006711409396,0.046156109828241,0.16835311625232793,0.19047369033613493,0.14871029954602577,0.24594757606049242,0.17893960869100126,0.2295637916842331,0.042921080314962855,0.2510719064674701,0.14376895741380982
C1,no,Insulin,26.845637583892618,0.04615610982860173,0.16835311625308866,0.19047369033732378,0.1487102995468956,0.24594757606160558,0.17893960869172304,0.22956379168515947,0.04292108031536173,0.251071906468077,0.14376895741468515
C1,no,Insulin,27.181208053691275,0.04615610982896246,0.16835311625384938,0.19047369033851264,0.14871029954776543,0.24594757606271878,0.17893960869244485,0.22956379168608584,0.042921080315760606,0.25107190646868394,0.14376895741556048
C1,no,Insulin,27.516778523489933,0.04615610982932319,0.16835311625461014,0.1904736903397015,0.14871029954863527,0.24594757606383194,0.17893960869316666,0.22956379168701224,0.04292108031615948,0.25107190646929084,0.14376895741643578
C1,no,Insulin,27.85234899328859,0.04615610982968392,0.16835311625537086,0.19047369034089034,0.1487102995495051,0.24594757606494513,0.17893960869388845,0.2295637916879386,0.04292108031655836,0.25107190646989774,0.1437689574173111
C1,no,Insulin,28.18791946308725,0.04615610983004465,0.16835311625613159,0.1904736903420792,0.14871029955037493,0.2459475760660583,0.17893960869461026,0.22956379168886498,0.04292108031695724,0.2510719064705047,0.14376895741818643
C1,no,Insulin,28.52348993288591,0.04615610983040538,0.1683531162568923,0.19047369034326805,0.14871029955124476,0.2459475760671715,0.17893960869533207,0.22956379168979135,0.042921080317356114,0.2510719064711116,0.14376895741906173
C1,no,Insulin,28.859060402684566,0.04615610983076611,0.16835311625765303,0.1904736903444569,0.1487102995521146,0.24594757606828468,0.17893960869605385,0.22956379169071772,0.04292108031775499,0.2510719064717185,0.14376895741993706
C1,no,Insulin,29.194630872483224,0.04615610983112684,0.16835311625841376,0.19047369034564576,0.14871029955298443,0.24594757606939785,0.17893960869677566,0.2295637916916441,0.042921080318153865,0.25107190647232547,0.1437689574208124
C1,no,Insulin,29.53020134228188,0.046156109831487574,0.16835311625917448,0.19047369034683462,0.14871029955385426,0.24594757607051104,0.17893960869749745,0.22956379169257046,0.04292108031855274,0.25107190647293237,0.14376895742168772
C1,no,Insulin,29.86577181208054,0.0461561098318483,0.1683531162599352,0.19047369034802347,0.1487102995547241,0.2459475760716242,0.17893960869821926,0.22956379169349686,0.04292108031895162,0.2510719064735393,0.14376895742256302
C1,no,Insulin,30.201342281879196,0.04615610983220903,0.16835311626069593,0.19047369034921233,0.14871029955559392,0.2459475760727374,0.17893960869894107,0.22956379169442323,0.0429210803193505,0.25107190647414623,0.14376895742343834
C1,no,Insulin,30.536912751677853,0.046156109832569764,0.16835311626145666,0.19047369035040118,0.14871029955646375,0.24594757607385057,0.17893960869966286,0.2295637916953496,0.04292108031974937,0.25107190647475314,0.14376895742431367
C1,no,Insulin,30.87248322147651,0.046156109832930496,0.1683531162622174,0.19047369035159004,0.1487102995573336,0.24594757607496376,0.17893960870038467,0.22956379169627597,0.04292108032014825,0.25107190647536004,0.14376895742518897
C1,no,Insulin,31.20805369127517,0.04615610983329122,0.16835311626297814,0.1904736903527789,0.14871029955820342,0.24594757607607695,0.17893960870110648,0.22956379169720234,0.042921080320547124,0.25107190647596694,0.1437689574260643
C1,no,Insulin,31.543624161073826,0.046156109833651954,0.16835311626373886,0.19047369035396775,0.14871029955907325,0.24594757607719012,0.17893960870182826,0.2295637916981287,0.042921080320946,0.2510719064765739,0.14376895742693963
C1,no,Insulin,31.879194630872483,0.046156109834012686,0.16835311626449959,0.1904736903551566,0.14871029955994305,0.2459475760783033,0.17893960870255007,0.22956379169905508,0.042921080321344875,0.2510719064771808,0.14376895742781495
C1,no,Insulin,32.214765100671144,0.04615610983437341,0.1683531162652603,0.19047369035634545,0.1487102995608129,0.24594757607941647,0.17893960870327186,0.22956379169998148,0.04292108032174376,0.2510719064777877,0.14376895742869025
C1,no,Insulin,32.5503355704698,0.046156109834734144,0.16835311626602104,0.1904736903575343,0.14871029956168272,0.24594757608052967,0.17893960870399367,0.22956379170090785,0.04292108032214263,0.25107190647839467,0.14376895742956558
C1,no,Insulin,32.88590604026846,0.046156109835094876,0.16835311626678176,0.19047369035872316,0.14871029956255255,0.24594757608164283,0.17893960870471548,0.22956379170183422,0.04292108032254151,0.25107190647900157,0.1437689574304409
C1,no,Insulin,33.22147651006711,0.04615610983545561,0.16835311626754249,0.19047369035991202,0.14871029956342238,0.24594757608275603,0.17893960870543726,0.2295637917027606,0.04292108032294038,0.2510719064796085,0.1437689574313162
C1,no,Insulin,33.557046979865774,0.046156109835816334,0.1683531162683032,0.19047369036110087,0.14871029956429221,0.2459475760838692,0.17893960870615908,0.22956379170368696,0.04292108032333926,0.25107190648021543,0.14376895743219154
C1,no,Insulin,33.89261744966443,0.046156109836177066,0.16835311626906393,0.19047369036228973,0.14871029956516205,0.24594757608498238,0.1789396087068809,0.22956379170461333,0.042921080323738134,0.25107190648082234,0.14376895743306686
C1,no,Insulin,34.22818791946309,0.0461561098365378,0.1683531162698247,0.19047369036347858,0.14871029956603188,0.24594757608609558,0.17893960870760267,0.2295637917055397,0.04292108032413701,0.25107190648142924,0.14376895743394216
C1,no,Insulin,34.56375838926175,0.04615610983689853,0.1683531162705854,0.19047369036466744,0.1487102995669017,0.24594757608720874,0.17893960870832448,0.2295637917064661,0.04292108032453589,0.2510719064820362,0.1437689574348175
C1,no,Insulin,34.899328859060404,0.046156109837259256,0.16835311627134614,0.1904736903658563,0.14871029956777154,0.24594757608832193,0.17893960870904627,0.22956379170739247,0.04292108032493477,0.2510719064826431,0.14376895743569282
C1,no,Insulin,35.234899328859065,0.04615610983761999,0.16835311627210686,0.19047369036704515,0.14871029956864137,0.2459475760894351,0.17893960870976808,0.22956379170831884,0.04292108032533364,0.25107190648325,0.14376895743656815
C1,no,Insulin,35.57046979865772,0.04615610983798072,0.1683531162728676,0.190473690368234,0.1487102995695112,0.2459475760905483,0.1789396087104899,0.2295637917092452,0.04292108032573252,0.2510719064838569,0.14376895743744345
C1,no,Insulin,35.90604026845638,0.04615610983834145,0.1683531162736283,0.19047369036942285,0.14871029957038104,0.24594757609166146,0.17893960871121167,0.22956379171017158,0.04292108032613139,0.25107190648446387,0.14376895743831877
C1,no,Insulin,36.241610738255034,0.04615610983870218,0.16835311627438904,0.1904736903706117,0.14871029957125087,0.24594757609277465,0.17893960871193348,0.22956379171109795,0.04292108032653027,0.2510719064850708,0.1437689574391941
C1,no,Insulin,36.577181208053695,0.04615610983906291,0.16835311627514976,0.19047369037180054,0.1487102995721207,0.24594757609388784,0.17893960871265527,0.22956379171202435,0.042921080326929144,0.2510719064856777,0.1437689574400694
C1,no,Insulin,36.91275167785235,0.04615610983942364,0.16835311627591049,0.1904736903729894,0.14871029957299053,0.245947576095001,0.17893960871337708,0.22956379171295072,0.042921080327328026,0.25107190648628464,0.14376895744094473
C1,no,Insulin,37.24832214765101,0.04615610983978437,0.1683531162766712,0.19047369037417824,0.14871029957386037,0.2459475760961142,0.1789396087140989,0.22956379171387709,0.0429210803277269,0.25107190648689154,0.14376895744182006
C1,no,Insulin,37.58389261744966,0.0461561098401451,0.16835311627743196,0.1904736903753671,0.1487102995747302,0.24594757609722737,0.17893960871482067,0.22956379171480346,0.04292108032812578,0.25107190648749844,0.14376895744269538
C1,no,Insulin,37.919463087248324,0.04615610984050583,0.1683531162781927,0.19047369037655595,0.1487102995756,0.24594757609834056,0.1789396087155425,0.22956379171572983,0.04292108032852465,0.2510719064881054,0.14376895744357068
C1,no,Insulin,38.25503355704698,0.046156109840866565,0.1683531162789534,0.1904736903777448,0.14871029957646983,0.24594757609945372,0.1789396087162643,0.2295637917166562,0.04292108032892353,0.2510719064887123,0.143768957444446
C1,no,Insulin,38.59060402684564,0.04615610984122729,0.16835311627971414,0.19047369037893366,0.14871029957733967,0.24594757610056692,0.17893960871698608,0.22956379171758257,0.0429210803293224,0.2510719064893192,0.14376895744532134
C1,no,Insulin,38.9261744966443,0.04615610984158802,0.16835311628047486,0.19047369038012252,0.1487102995782095,0.2459475761016801,0.1789396087177079,0.22956379171850896,0.042921080329721285,0.25107190648992617,0.14376895744619664
C1,no,Insulin,39.261744966442954,0.046156109841948754,0.1683531162812356,0.19047369038131137,0.14871029957907933,0.24594757610279327,0.17893960871842968,0.22956379171943533,0.04292108033012016,0.25107190649053307,0.14376895744707197
C1,no,Insulin,39.597315436241615,0.04615610984230949,0.1683531162819963,0.19047369038250023,0.14871029957994916,0.24594757610390647,0.1789396087191515,0.2295637917203617,0.042921080330519036,0.25107190649114,0.1437689574479473
C1,no,Insulin,39.93288590604027,0.04615610984267021,0.16835311628275704,0.19047369038368908,0.148710299580819,0.24594757610501963,0.1789396087198733,0.22956379172128807,0.04292108033091791,0.2510719064917469,0.14376895744882262
C1,no,Insulin,40.26845637583893,0.046156109843030944,0.16835311628351776,0.19047369038487794,0.14871029958168883,0.24594757610613283,0.17893960872059508,0.22956379172221444,0.04292108033131679,0.25107190649235384,0.14376895744969792
C1,no,Insulin,40.604026845637584,0.04615610984339168,0.1683531162842785,0.1904736903860668,0.14871029958255866,0.245947576107246,0.1789396087213169,0.22956379172314081,0.04292108033171566,0.25107190649296074,0.14376895745057325
C1,no,Insulin,40.939597315436245,0.04615610984375241,0.16835311628503924,0.19047369038725565,0.1487102995834285,0.24594757610835918,0.1789396087220387,0.22956379172406718,0.04292108033211454,0.25107190649356764,0.14376895745144858
C1,no,Insulin,41.2751677852349,0.046156109844113134,0.16835311628579996,0.1904736903884445,0.14871029958429832,0.24594757610947238,0.1789396087227605,0.22956379172499358,0.04292108033251342,0.2510719064941746,0.14376895745232388
C1,no,Insulin,41.61073825503356,0.04615610984447387,0.1683531162865607,0.19047369038963335,0.14871029958516815,0.24594757611058554,0.1789396087234823,0.22956379172591995,0.042921080332912295,0.2510719064947815,0.1437689574531992
C1,no,Insulin,41.946308724832214,0.0461561098448346,0.1683531162873214,0.1904736903908222,0.148710299586038,0.24594757611169873,0.17893960872420409,0.22956379172684632,0.04292108033331117,0.2510719064953884,0.14376895745407453
C1,no,Insulin,42.281879194630875,0.046156109845195324,0.16835311628808214,0.19047369039201106,0.14871029958690782,0.2459475761128119,0.1789396087249259,0.2295637917277727,0.042921080333710046,0.25107190649599537,0.14376895745494986
