NON $ % + - . 0 1
#NON	a	b	f	g	d	c	e
5.704697986577181	0.11541093431604109	0.13672052104646526	0.13116619969772075	0.0025869313754442644	0.007167060164935967	0.006738636689490394	0.13964268054141107
6.0402684563758395	0.1152217163661172	0.13659911521841414	0.13084462931385557	0.0025281676274058274	0.007000307640575396	0.0065621676927340375	0.1391886949943489
6.375838926174497	0.11509286888599371	0.13652342869699893	0.13063039981148322	0.002485667031111716	0.006880003964154563	0.006433453534263859	0.13887667594062475
6.7114093959731544	0.11500565178562196	0.13647748207851218	0.13048873552020443	0.00245490040109737	0.006793156512161911	0.006339707442707403	0.1386633934394223
7.046979865771813	0.1149469813007864	0.13645060750341637	0.13039587286162052	0.0024326252489012506	0.006730455680270464	0.006271530312767438	0.13851847346371635
7.38255033557047	0.11490777935700917	0.13643574658988802	0.13033563273276907	0.0024165053513854192	0.0066852039300430485	0.006222023659961408	0.13842065690539102
7.718120805369128	0.11488178306616266	0.13642828093449608	0.1302970500864087	0.002404850500671525	0.00665256943370387	0.006186131792908291	0.13835512817551546
8.053691275167786	0.11486469172140668	0.1364252277094657	0.13027272892141245	0.0023964343332833135	0.006629058448912044	0.006160153488863799	0.13831160457593492
8.389261744966444	0.11485356792750198	0.13642469116299133	0.13025770966250722	0.002390365936603911	0.006612142095908774	0.006141383023880381	0.13828298428782926
8.724832214765101	0.11484641480234226	0.13642548996395268	0.13024868674169823	0.002385997564086411	0.006599988267852501	0.006127844360907272	0.13826438507030203
9.060402684563758	0.11484188630022102	0.1364269107954631	0.13024348108313988	0.0023828593482764513	0.006591272475688342	0.006118099297037028	0.13825247857317027
9.395973154362416	0.11483906896793503	0.13642852859629345	0.1302406473572637	0.0023806081942446314	0.006585030246883594	0.006111095264266839	0.13824498301436672
9.731543624161075	0.1148373604550885	0.13643011560081741	0.13023926318093182	0.00237899680103622	0.006580568651301699	0.00610607161909492	0.13824037579028378
10.067114093959733	0.1148363612603096	0.1364315578090848	0.13023873755684268	0.00237784597036767	0.0065773868036433005	0.006102476220984593	0.13823763636532113
10.40268456375839	0.11483580646303897	0.13643280485381185	0.1302386910011326	0.002377025670248963	0.006575121706468993	0.006099907894852381	0.13823608048815872
10.738255033557047	0.11483552467260327	0.13643384982618495	0.13023889414810613	0.002376442257506377	0.006573512781038345	0.006098077043600316	0.13823526192064609
11.073825503355705	0.11483540478701092	0.13643470558124335	0.13023920812469522	0.0023760281347779315	0.00657237219298817	0.006096774297538237	0.13823488905323783
11.409395973154362	0.11483537891415911	0.1364353934615407	0.13023955311582	0.0023757350929939605	0.0065715660075560825	0.006095850134781957	0.13823477805024295
11.74496644295302	0.11483540415918438	0.13643593776651805	0.13023988480371534	0.002375528226377615	0.006570997519005426	0.006095196018838653	0.1382348110995912
12.080536912751679	0.11483545180238573	0.13643636409685	0.13024018206253388	0.002375382483715729	0.006570597524527054	0.006094733866533208	0.1382349143027907
12.416107382550337	0.11483550606061721	0.13643669557468843	0.13024043777210487	0.0023752802226256683	0.006570317221311319	0.006094408622878207	0.13823504540709705
12.751677852348994	0.11483556022174778	0.1364369503278138	0.13024065040600358	0.002375208587127704	0.006570121076299279	0.006094180084648837	0.13823518011995292
13.087248322147651	0.11483561072709197	0.1364371437144906	0.13024082239997722	0.0023751584012950662	0.00656998382796454	0.006094019465412253	0.13823530525793878
13.422818791946309	0.11483565459450448	0.13643729067272697	0.1302409601288156	0.0023751232575638425	0.006569887853615976	0.006093906603364592	0.13823541539980386
13.758389261744966	0.1148356905696345	0.13643740205945992	0.1302410693501791	0.0023750990013146497	0.006569821714592157	0.0060938283999559684	0.13823550894371783
14.093959731543626	0.11483571983984267	0.13643748655883375	0.13024115531637076	0.002375082078358395	0.006569775635317091	0.0060937736258564225	0.13823558649810638
14.429530201342283	0.11483574391001346	0.1364375492717874	0.1302412216348807	0.0023750704890244923	0.006569744132005918	0.006093735943956422	0.13823564965130453
14.76510067114094	0.11483576318235925	0.1364375956251683	0.13024127227993051	0.0023750625610996293	0.006569722619746318	0.006093710044205182	0.138235699970199
15.100671140939598	0.11483577807274557	0.13643763002897277	0.13024131083097673	0.0023750571422061577	0.006569707943328612	0.006093692251422649	0.13823573940433653
15.436241610738255	0.11483578960384727	0.1364376555493596	0.130241340120901	0.0023750534392683034	0.006569697935145964	0.006093680025089885	0.1382357701820082
15.771812080536913	0.11483579855685128	0.13643767446805657	0.13024136235563089	0.002375050920880722	0.006569691144940954	0.006093671656212565	0.1382357941597959
16.107382550335572	0.11483580535048904	0.13643768809850937	0.13024137881515777	0.0023750492972244835	0.006569686782232814	0.006093666211217605	0.13823581241846689
16.44295302013423	0.1148358104774257	0.13643769797934718	0.13024139100374163	0.00237504823138054	0.006569683928185037	0.006093662604432704	0.1382358262346175
16.778523489932887	0.11483581434399572	0.1364377052299407	0.1302414000841262	0.0023750475093765938	0.006569682000706603	0.006093660141676597	0.13823583668537065
17.114093959731544	0.11483581719648572	0.1364377104554515	0.13024140671858625	0.0023750470299295275	0.006569680725058794	0.006093658491842682	0.13823584442638964
17.449664429530202	0.11483581932004572	0.13643771427140067	0.1302414116245008	0.0023750467087233448	0.006569679873703472	0.006093657375555258	0.13823585021991883
17.78523489932886	0.11483582086173477	0.1364377169853099	0.13024141516482363	0.0023750465052864416	0.006569679337562254	0.006093656658282179	0.1382358544572313
18.120805369127517	0.11483582199834737	0.1364377189657158	0.13024141777506665	0.002375046371314671	0.006569678986463945	0.00609365617940064	0.13823585760849952
18.456375838926174	0.11483582283359953	0.13643772041269545	0.1302414196986048	0.0023750462829665547	0.0065696787563665916	0.006093655858893421	0.1382358599465115
18.79194630872483	0.11483582344182067	0.1364377214689387	0.13024142110952258	0.002375046223477484	0.006569678602258352	0.0060936556404234165	0.1382358616670074
19.12751677852349	0.11483582389023336	0.13643772225204262	0.13024142216021584	0.0023750461832436117	0.006569678498719075	0.006093655490448347	0.13823586295182627
19.46308724832215	0.11483582420606385	0.13643772280958238	0.13024142291235727	0.0023750461583828928	0.006569678435473903	0.006093655395408213	0.138235863874575
19.798657718120808	0.11483582443402005	0.13643772321788838	0.13024142346553752	0.0023750461427779735	0.006569678396345753	0.006093655333880784	0.13823586455475137
20.134228187919465	0.11483582459654312	0.1364377235152509	0.13024142386972243	0.0023750461333606793	0.006569678373221131	0.00609365529512136	0.1382358650523175
20.469798657718123	0.11483582471465421	0.13643772373553667	0.13024142416970952	0.0023750461274624143	0.0065696783590572785	0.006093655269757199	0.13823586542175922
20.80536912751678	0.11483582480466374	0.13643772390426886	0.13024142439970893	0.002375046123233503	0.006569678348997056	0.006093655251216423	0.13823586570520643
21.140939597315437	0.1148358249309305	0.13643772410797753	0.13024142468439692	0.0023750461175291587	0.006569678335295719	0.006093655226738983	0.138235866066151
21.476510067114095	0.11483582504044655	0.13643772427539372	0.1302414249210862	0.002375046112939528	0.006569678324332084	0.006093655206834463	0.13823586636993576
21.812080536912752	0.11483582513321187	0.1364377244065175	0.1302414251097767	0.0023750461094646106	0.006569678316106154	0.006093655191502861	0.1382358666165608
22.14765100671141	0.11483582520922649	0.13643772450134886	0.13024142525046847	0.002375046107104406	0.006569678310617925	0.006093655180744177	0.13823586680602604
22.483221476510067	0.11483582526849039	0.13643772455988779	0.13024142534316152	0.0023750461058589145	0.006569678307867401	0.006093655174558412	0.13823586693833154
22.818791946308725	0.11483582531100357	0.13643772458213427	0.1302414253878558	0.002375046105728136	0.0065696783078545784	0.006093655172945565	0.13823586701347726
23.154362416107382	0.11483582533676603	0.13643772456808834	0.13024142538455133	0.00237504610671207	0.006569678310579459	0.006093655175905637	0.13823586703146323
23.48993288590604	0.11483582534577778	0.13643772451774996	0.13024142533324815	0.002375046108810718	0.006569678316042042	0.006093655183438627	0.13823586699228946
23.8255033557047	0.11483582534937203	0.13643772446377594	0.13024142527538557	0.002375046110970582	0.006569678321623419	0.006093655191333562	0.1382358669427841
24.161073825503358	0.1148358253745393	0.13643772448393965	0.13024142530965305	0.0023750461106827178	0.006569678321086551	0.0060936551895618375	0.13823586699447052
24.496644295302016	0.1148358253925931	0.13643772449558075	0.1302414253311599	0.002375046110613721	0.006569678321060386	0.006093655188782212	0.13823586702881774
24.832214765100673	0.11483582540353343	0.13643772449869926	0.13024142533990613	0.0023750461107635915	0.0065696783215449224	0.006093655188994684	0.13823586704582577
25.16778523489933	0.1148358254073603	0.13643772449329516	0.13024142533589175	0.00237504611113233	0.006569678322540161	0.0060936551901992556	0.13823586704549462
25.503355704697988	0.1148358254040737	0.13643772447936844	0.13024142531911678	0.002375046111719936	0.006569678324046102	0.0060936551923959255	0.1382358670278243
25.838926174496645	0.11483582539367362	0.13643772445691912	0.13024142528958116	0.002375046112526409	0.006569678326062744	0.006093655195584694	0.1382358669928148
26.174496644295303	0.11483582537616009	0.13643772442594718	0.13024142524728496	0.00237504611355175	0.006569678328590089	0.006093655199765562	0.1382358669404661
26.51006711409396	0.1148358253515331	0.13643772438645266	0.13024142519222812	0.0023750461147959588	0.006569678331628135	0.006093655204938527	0.1382358668707782
26.845637583892618	0.11483582536131307	0.13643772436082544	0.13024142517007853	0.002375046116971952	0.006569678337495178	0.006093655212103713	0.1382358668605989
27.181208053691275	0.11483582535009187	0.1364377243485418	0.13024142515081397	0.0023750461169924414	0.006569678337410943	0.006093655212639199	0.13823586683351602
27.516778523489933	0.1148358253388707	0.13643772433625811	0.1302414251315494	0.0023750461170129306	0.006569678337326708	0.006093655213174684	0.13823586680643316
27.85234899328859	0.11483582532764952	0.13643772432397447	0.13024142511228484	0.00237504611703342	0.006569678337242473	0.00609365521371017	0.1382358667793503
28.18791946308725	0.11483582531642833	0.13643772431169082	0.13024142509302028	0.0023750461170539087	0.006569678337158239	0.006093655214245655	0.13823586675226743
28.52348993288591	0.11483582530520715	0.13643772429940718	0.13024142507375572	0.002375046117074398	0.006569678337074003	0.006093655214781141	0.13823586672518456
28.859060402684566	0.11483582529398596	0.13643772428712353	0.13024142505449116	0.002375046117094887	0.006569678336989768	0.006093655215316626	0.13823586669810167
29.194630872483224	0.11483582528276479	0.13643772427483988	0.1302414250352266	0.0023750461171153764	0.006569678336905534	0.006093655215852111	0.1382358666710188
29.53020134228188	0.11483582527154361	0.13643772426255624	0.13024142501596203	0.0023750461171358657	0.006569678336821299	0.006093655216387597	0.13823586664393595
29.86577181208054	0.11483582526782901	0.1364377242584622	0.13024142500954083	0.0023750461171347004	0.006569678336771202	0.006093655216541018	0.13823586663491377
30.201342281879196	0.11483582526749174	0.13643772425805278	0.130241425008898	0.0023750461171237925	0.006569678336736466	0.006093655216522544	0.13823586663401738
30.536912751677853	0.11483582526715447	0.13643772425764333	0.13024142500825517	0.002375046117112885	0.006569678336701729	0.006093655216504069	0.13823586663312096
30.87248322147651	0.1148358252668172	0.1364377242572339	0.13024142500761235	0.002375046117101977	0.006569678336666992	0.006093655216485594	0.13823586663222456
31.20805369127517	0.11483582526647992	0.1364377242568245	0.1302414250069695	0.002375046117091069	0.006569678336632256	0.00609365521646712	0.13823586663132817
31.543624161073826	0.11483582526614267	0.13643772425641507	0.13024142500632668	0.0023750461170801616	0.006569678336597519	0.006093655216448645	0.13823586663043178
31.879194630872483	0.1148358252658054	0.13643772425600564	0.13024142500568384	0.0023750461170692536	0.006569678336562782	0.0060936552164301706	0.13823586662953535
32.214765100671144	0.11483582526546812	0.13643772425559622	0.13024142500504102	0.0023750461170583457	0.006569678336528046	0.006093655216411697	0.13823586662863896
32.5503355704698	0.11483582526513085	0.1364377242551868	0.13024142500439817	0.002375046117047438	0.006569678336493309	0.006093655216393222	0.13823586662774257
32.88590604026846	0.11483582526479358	0.13643772425477738	0.13024142500375535	0.0023750461170365302	0.006569678336458572	0.006093655216374747	0.13823586662684614
33.22147651006711	0.1148358252644563	0.13643772425436795	0.13024142500311253	0.0023750461170256227	0.006569678336423836	0.006093655216356273	0.13823586662594975
