NON $ % + - .
#NON	d	a	e	c	b
32.323232323232325	0.1226666092263307	0.22586921058471227	0.1623355348426902	0.19579808629198453	0.1313616769854895
32.82828282828283	0.12266660922612048	0.22586921058325904	0.16233553484280333	0.1957980862921212	0.1313616769848657
33.333333333333336	0.12266660922591026	0.22586921058180584	0.1623355348429165	0.19579808629225784	0.13136167698424187
33.83838383838384	0.12266660922570004	0.22586921058035261	0.16233553484302962	0.1957980862923945	0.13136167698361806
34.343434343434346	0.12266660922548982	0.2258692105788994	0.16233553484314278	0.19579808629253118	0.13136167698299422
34.84848484848485	0.1226666092252796	0.22586921057744616	0.16233553484325594	0.19579808629266784	0.13136167698237042
35.35353535353536	0.12266660922506938	0.22586921057599293	0.16233553484336907	0.19579808629280449	0.1313616769817466
35.85858585858586	0.12266660922485915	0.2258692105745397	0.16233553484348223	0.19579808629294115	0.13136167698112278
36.36363636363637	0.12266660922464893	0.22586921057308648	0.1623355348435954	0.19579808629307782	0.13136167698049897
36.86868686868687	0.12266660922443871	0.22586921057163326	0.16233553484370852	0.19579808629321446	0.13136167697987514
37.37373737373738	0.12266660922422849	0.22586921057018003	0.16233553484382168	0.19579808629335113	0.13136167697925133
37.87878787878788	0.12266660922401827	0.2258692105687268	0.16233553484393484	0.1957980862934878	0.1313616769786275
38.38383838383839	0.12266660922380805	0.22586921056727358	0.16233553484404797	0.19579808629362447	0.1313616769780037
38.88888888888889	0.12266660922359783	0.22586921056582035	0.16233553484416113	0.1957980862937611	0.13136167697737985
39.3939393939394	0.12266660922338761	0.22586921056436712	0.1623355348442743	0.19579808629389778	0.13136167697675605
39.8989898989899	0.12266660922336897	0.22586921056423723	0.1623355348442854	0.19579808629391127	0.13136167697670098
40.40404040404041	0.122666609223363	0.225869210564195	0.16233553484428978	0.19579808629391657	0.1313616769766836
40.909090909090914	0.12266660922335705	0.22586921056415282	0.16233553484429414	0.1957980862939219	0.13136167697666623
41.41414141414142	0.12266660922335108	0.22586921056411063	0.1623355348442985	0.19579808629392723	0.13136167697664886
41.919191919191924	0.12266660922334513	0.22586921056406845	0.16233553484430285	0.19579808629393256	0.1313616769766315
42.42424242424243	0.12266660922333916	0.22586921056402626	0.1623355348443072	0.19579808629393786	0.13136167697661413
42.929292929292934	0.12266660922333321	0.22586921056398404	0.16233553484431157	0.19579808629394319	0.13136167697659676
43.43434343434344	0.12266660922332724	0.22586921056394185	0.16233553484431593	0.19579808629394851	0.13136167697657938
43.939393939393945	0.12266660922332129	0.22586921056389966	0.1623355348443203	0.19579808629395384	0.131361676976562
44.44444444444445	0.12266660922331532	0.22586921056385748	0.16233553484432467	0.19579808629395917	0.13136167697654463
44.949494949494955	0.12266660922330937	0.2258692105638153	0.16233553484432903	0.19579808629396447	0.13136167697652726
45.45454545454546	0.1226666092233034	0.22586921056377307	0.16233553484433338	0.1957980862939698	0.1313616769765099
45.959595959595966	0.12266660922329745	0.22586921056373088	0.16233553484433774	0.19579808629397513	0.13136167697649254
46.46464646464647	0.12266660922329148	0.2258692105636887	0.1623355348443421	0.19579808629398046	0.13136167697647516
46.969696969696976	0.12266660922328552	0.2258692105636465	0.16233553484434646	0.1957980862939858	0.1313616769764578
47.47474747474748	0.12266660922327956	0.22586921056360432	0.16233553484435082	0.1957980862939911	0.1313616769764404
47.979797979797986	0.1226666092232736	0.22586921056356213	0.1623355348443552	0.19579808629399642	0.13136167697642304
48.484848484848484	0.12266660922326764	0.2258692105635199	0.16233553484435956	0.19579808629400175	0.13136167697640566
48.98989898989899	0.12266660922326168	0.22586921056347772	0.16233553484436392	0.19579808629400708	0.13136167697638831
49.494949494949495	0.12266660922325572	0.22586921056343554	0.16233553484436827	0.1957980862940124	0.13136167697637094
50.0	0.12266660922324976	0.22586921056339335	0.16233553484437263	0.1957980862940177	0.13136167697635356
