NON $ % + - . 0 1 2 3
#NON	d	i	h	c	a	g	f	e	b
33.83838383838384	0.20675269681461875	0.11626477223087342	0.17024978792264042	0.23215228465904747	0.1992618612121606	0.15631994846240238	0.22745716327110646	0.2050917322389538	0.22070802699802308
34.343434343434346	0.20675269681452094	0.11626477223074759	0.17024978792093684	0.23215228465898372	0.19926186121202233	0.15631994846083802	0.22745716326972498	0.20509173223876506	0.22070802699764472
34.84848484848485	0.2067526968144231	0.11626477223062177	0.17024978791923326	0.23215228465892	0.19926186121188408	0.15631994845927363	0.2274571632683435	0.20509173223857632	0.22070802699726635
35.35353535353536	0.2067526968143253	0.11626477223049594	0.1702497879175297	0.23215228465885623	0.1992618612117458	0.15631994845770927	0.22745716326696203	0.2050917322383876	0.22070802699688796
35.85858585858586	0.20675269681422748	0.11626477223037011	0.17024978791582612	0.2321522846587925	0.19926186121160755	0.1563199484561449	0.22745716326558055	0.20509173223819885	0.2207080269965096
36.36363636363637	0.20675269681412964	0.1162647722302443	0.17024978791412254	0.23215228465872875	0.19926186121146927	0.15631994845458055	0.22745716326419907	0.2050917322380101	0.22070802699613123
36.86868686868687	0.20675269681403183	0.11626477223011847	0.170249787912419	0.23215228465866503	0.19926186121133102	0.1563199484530162	0.22745716326281756	0.20509173223782137	0.22070802699575287
37.37373737373738	0.20675269681397074	0.11626477223003961	0.17024978791135287	0.23215228465862528	0.19926186121124465	0.15631994845203737	0.22745716326195214	0.20509173223770344	0.22070802699551634
37.87878787878788	0.20675269681397004	0.11626477223003799	0.17024978791133494	0.2321522846586249	0.19926186121124365	0.15631994845202152	0.22745716326193532	0.20509173223770208	0.22070802699551306
38.38383838383839	0.20675269681396935	0.11626477223003638	0.17024978791131704	0.23215228465862453	0.19926186121124265	0.15631994845200564	0.2274571632619185	0.2050917322377007	0.2207080269955098
38.88888888888889	0.20675269681396863	0.11626477223003476	0.1702497879112991	0.23215228465862417	0.19926186121124165	0.1563199484519898	0.22745716326190168	0.2050917322376993	0.2207080269955065
39.3939393939394	0.20675269681396793	0.11626477223003313	0.1702497879112812	0.2321522846586238	0.19926186121124065	0.15631994845197392	0.22745716326188486	0.20509173223769792	0.22070802699550324
39.8989898989899	0.20675269681396724	0.11626477223003152	0.1702497879112633	0.23215228465862345	0.19926186121123962	0.15631994845195804	0.22745716326186805	0.20509173223769653	0.22070802699549996
40.40404040404041	0.20675269681396655	0.1162647722300299	0.17024978791124537	0.2321522846586231	0.19926186121123862	0.1563199484519422	0.22745716326185123	0.20509173223769514	0.2207080269954967
40.909090909090914	0.20675269681396585	0.11626477223002829	0.17024978791122747	0.23215228465862273	0.19926186121123762	0.15631994845192632	0.2274571632618344	0.20509173223769378	0.2207080269954934
41.41414141414142	0.20675269681396516	0.11626477223002667	0.17024978791120954	0.23215228465862234	0.19926186121123662	0.15631994845191047	0.22745716326181759	0.2050917322376924	0.22070802699549014
41.919191919191924	0.20675269681396446	0.11626477223002506	0.17024978791119164	0.23215228465862198	0.19926186121123562	0.1563199484518946	0.22745716326180077	0.205091732237691	0.22070802699548686
42.42424242424243	0.20675269681396377	0.11626477223002343	0.17024978791117373	0.23215228465862162	0.19926186121123463	0.15631994845187874	0.22745716326178395	0.20509173223768962	0.22070802699548359
42.929292929292934	0.20675269681396308	0.11626477223002182	0.1702497879111558	0.23215228465862126	0.19926186121123363	0.15631994845186287	0.22745716326176713	0.20509173223768823	0.2207080269954803
43.43434343434344	0.20675269681396238	0.1162647722300202	0.1702497879111379	0.2321522846586209	0.19926186121123263	0.156319948451847	0.2274571632617503	0.20509173223768684	0.22070802699547704
43.939393939393945	0.20675269681396166	0.11626477223001858	0.17024978791112	0.23215228465862053	0.19926186121123163	0.15631994845183114	0.22745716326173349	0.20509173223768548	0.22070802699547373
44.44444444444445	0.20675269681396097	0.11626477223001697	0.17024978791110207	0.23215228465862017	0.1992618612112306	0.15631994845181527	0.22745716326171667	0.2050917322376841	0.22070802699547046
44.949494949494955	0.20675269681396027	0.11626477223001534	0.17024978791108417	0.23215228465861978	0.1992618612112296	0.15631994845179942	0.22745716326169985	0.2050917322376827	0.22070802699546718
45.45454545454546	0.20675269681395958	0.11626477223001373	0.17024978791106624	0.23215228465861942	0.1992618612112286	0.15631994845178354	0.22745716326168303	0.20509173223768132	0.2207080269954639
45.959595959595966	0.20675269681395889	0.11626477223001211	0.17024978791104833	0.23215228465861906	0.1992618612112276	0.15631994845176767	0.2274571632616662	0.20509173223767993	0.22070802699546063
46.46464646464647	0.2067526968139582	0.1162647722300105	0.17024978791103043	0.2321522846586187	0.1992618612112266	0.15631994845175182	0.2274571632616494	0.20509173223767854	0.22070802699545736
46.969696969696976	0.2067526968139575	0.11626477223000888	0.1702497879110125	0.23215228465861834	0.1992618612112256	0.15631994845173594	0.22745716326163257	0.20509173223767718	0.22070802699545408
47.47474747474748	0.2067526968139568	0.11626477223000727	0.1702497879109946	0.23215228465861798	0.1992618612112246	0.1563199484517201	0.22745716326161575	0.2050917322376758	0.2207080269954508
47.979797979797986	0.2067526968139561	0.11626477223000564	0.17024978791097667	0.2321522846586176	0.1992618612112236	0.15631994845170422	0.22745716326159893	0.2050917322376744	0.22070802699544753
48.484848484848484	0.20675269681395542	0.11626477223000402	0.17024978791095877	0.23215228465861723	0.19926186121122258	0.15631994845168834	0.2274571632615821	0.20509173223767302	0.22070802699544426
48.98989898989899	0.2067526968139547	0.11626477223000241	0.17024978791094086	0.23215228465861687	0.19926186121122158	0.1563199484516725	0.2274571632615653	0.20509173223767163	0.22070802699544098
49.494949494949495	0.206752696813954	0.11626477223000078	0.17024978791092293	0.2321522846586165	0.19926186121122058	0.15631994845165662	0.22745716326154847	0.20509173223767024	0.2207080269954377
50.0	0.2067526968139533	0.11626477222999917	0.17024978791090503	0.23215228465861615	0.19926186121121958	0.15631994845164077	0.22745716326153165	0.20509173223766888	0.22070802699543443
