,,,Slide ID,d,c,e,b,a
,,,Antibody Name,d,c,e,b,a
,,,HUGO ID,d,c,e,b,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,20.70707070707071,0.1608659790958414,0.12625067734174814,0.142661706729908,0.16798803763699585,0.03658402656487797
C1,no,Insulin,21.212121212121215,0.16086597909810685,0.12625067733905937,0.14266170672088938,0.1679880376392317,0.03658402656335066
C1,no,Insulin,21.71717171717172,0.16086597909817113,0.1262506773390184,0.1426617067206852,0.16798803763929515,0.03658402656332508
C1,no,Insulin,22.222222222222225,0.1608659790982354,0.1262506773389774,0.142661706720481,0.16798803763935863,0.036584026563299496
C1,no,Insulin,22.72727272727273,0.1608659790982997,0.1262506773389364,0.1426617067202768,0.1679880376394221,0.03658402656327391
C1,no,Insulin,23.232323232323235,0.16086597909836398,0.12625067733889542,0.1426617067200726,0.16798803763948555,0.03658402656324833
C1,no,Insulin,23.73737373737374,0.16086597909842826,0.12625067733885442,0.14266170671986841,0.16798803763954903,0.036584026563222745
C1,no,Insulin,24.242424242424242,0.16086597909849254,0.12625067733881346,0.14266170671966422,0.1679880376396125,0.03658402656319716
C1,no,Insulin,24.747474747474747,0.16086597909855682,0.12625067733877246,0.14266170671946005,0.16798803763967599,0.03658402656317158
C1,no,Insulin,25.252525252525253,0.1608659790986211,0.12625067733873147,0.14266170671925585,0.16798803763973943,0.036584026563145994
C1,no,Insulin,25.757575757575758,0.16086597909868539,0.12625067733869047,0.14266170671905165,0.1679880376398029,0.03658402656312041
C1,no,Insulin,26.262626262626263,0.16086597909874967,0.12625067733864948,0.14266170671884745,0.1679880376398664,0.036584026563094826
C1,no,Insulin,26.767676767676768,0.16086597909881395,0.1262506773386085,0.14266170671864326,0.16798803763992984,0.03658402656306924
C1,no,Insulin,27.272727272727273,0.16086597909887823,0.1262506773385675,0.14266170671843909,0.16798803763999332,0.03658402656304366
C1,no,Insulin,27.77777777777778,0.1608659790989425,0.12625067733852652,0.1426617067182349,0.1679880376400568,0.036584026563018075
C1,no,Insulin,28.282828282828284,0.1608659790990068,0.12625067733848552,0.1426617067180307,0.16798803764012027,0.03658402656299249
C1,no,Insulin,28.78787878787879,0.16086597909907108,0.12625067733844453,0.1426617067178265,0.16798803764018372,0.0365840265629669
C1,no,Insulin,29.292929292929294,0.16086597909913536,0.12625067733840356,0.1426617067176223,0.1679880376402472,0.03658402656294132
C1,no,Insulin,29.7979797979798,0.16086597909919964,0.12625067733836257,0.1426617067174181,0.16798803764031067,0.036584026562915734
C1,no,Insulin,30.303030303030305,0.16086597909926392,0.12625067733832157,0.14266170671721393,0.16798803764037412,0.03658402656289015
C1,no,Insulin,30.80808080808081,0.1608659790993282,0.12625067733828058,0.14266170671700973,0.1679880376404376,0.036584026562864566
C1,no,Insulin,31.313131313131315,0.1608659790993925,0.12625067733823958,0.14266170671680553,0.16798803764050108,0.03658402656283898
C1,no,Insulin,31.81818181818182,0.16086597909945677,0.1262506773381986,0.14266170671660133,0.16798803764056455,0.0365840265628134
C1,no,Insulin,32.323232323232325,0.16086597909952105,0.12625067733815762,0.14266170671639714,0.167988037640628,0.036584026562787815
C1,no,Insulin,32.82828282828283,0.16086597909958533,0.12625067733811662,0.14266170671619297,0.16798803764069148,0.03658402656276223
C1,no,Insulin,33.333333333333336,0.16086597909964961,0.12625067733807563,0.14266170671598877,0.16798803764075496,0.03658402656273665
C1,no,Insulin,33.83838383838384,0.1608659790997139,0.12625067733803466,0.14266170671578457,0.1679880376408184,0.036584026562711064
C1,no,Insulin,34.343434343434346,0.16086597909977818,0.12625067733799367,0.14266170671558037,0.16798803764088188,0.03658402656268548
C1,no,Insulin,34.84848484848485,0.16086597909984246,0.12625067733795267,0.14266170671537617,0.16798803764094536,0.036584026562659896
C1,no,Insulin,35.35353535353536,0.16086597909990674,0.12625067733791168,0.14266170671517198,0.16798803764100884,0.03658402656263431
C1,no,Insulin,35.85858585858586,0.16086597909997102,0.12625067733787068,0.1426617067149678,0.16798803764107229,0.03658402656260873
C1,no,Insulin,36.36363636363637,0.1608659791000353,0.12625067733782971,0.1426617067147636,0.16798803764113576,0.036584026562583145
C1,no,Insulin,36.86868686868687,0.1608659791000996,0.12625067733778872,0.1426617067145594,0.16798803764119924,0.03658402656255756
C1,no,Insulin,37.37373737373738,0.16086597910016387,0.12625067733774772,0.1426617067143552,0.16798803764126272,0.03658402656253198
C1,no,Insulin,37.87878787878788,0.16086597910022815,0.12625067733770673,0.14266170671415102,0.16798803764132617,0.036584026562506394
C1,no,Insulin,38.38383838383839,0.16086597910029243,0.12625067733766573,0.14266170671394685,0.16798803764138964,0.03658402656248081
C1,no,Insulin,38.88888888888889,0.16086597910035672,0.12625067733762477,0.14266170671374265,0.16798803764145312,0.03658402656245523
C1,no,Insulin,39.3939393939394,0.160865979100421,0.12625067733758377,0.14266170671353845,0.16798803764151657,0.03658402656242964
C1,no,Insulin,39.8989898989899,0.16086597910048528,0.12625067733754278,0.14266170671333425,0.16798803764158005,0.03658402656240406
C1,no,Insulin,40.40404040404041,0.16086597910054956,0.12625067733750178,0.14266170671313005,0.16798803764164352,0.036584026562378476
C1,no,Insulin,40.909090909090914,0.16086597910061384,0.1262506773374608,0.14266170671292586,0.167988037641707,0.03658402656235289
C1,no,Insulin,41.41414141414142,0.16086597910067812,0.12625067733741982,0.1426617067127217,0.16798803764177045,0.03658402656232731
C1,no,Insulin,41.919191919191924,0.1608659791007424,0.12625067733737882,0.1426617067125175,0.16798803764183393,0.036584026562301725
C1,no,Insulin,42.42424242424243,0.1608659791008067,0.12625067733733783,0.1426617067123133,0.1679880376418974,0.03658402656227614
C1,no,Insulin,42.929292929292934,0.16086597910087097,0.12625067733729683,0.1426617067121091,0.16798803764196085,0.03658402656225056
C1,no,Insulin,43.43434343434344,0.16086597910093525,0.12625067733725584,0.1426617067119049,0.16798803764202433,0.036584026562224974
C1,no,Insulin,43.939393939393945,0.16086597910099953,0.12625067733721487,0.14266170671170073,0.1679880376420878,0.03658402656219939
C1,no,Insulin,44.44444444444445,0.16086597910106382,0.12625067733717388,0.14266170671149653,0.16798803764215128,0.036584026562173806
C1,no,Insulin,44.949494949494955,0.1608659791011281,0.12625067733713288,0.14266170671129233,0.16798803764221473,0.03658402656214822
C1,no,Insulin,45.45454545454546,0.16086597910119238,0.1262506773370919,0.14266170671108813,0.1679880376422782,0.03658402656212264
C1,no,Insulin,45.959595959595966,0.16086597910125666,0.12625067733705092,0.14266170671088393,0.1679880376423417,0.036584026562097055
C1,no,Insulin,46.46464646464647,0.16086597910132094,0.12625067733700993,0.14266170671067974,0.16798803764240514,0.03658402656207147
C1,no,Insulin,46.969696969696976,0.16086597910138523,0.12625067733696893,0.14266170671047557,0.1679880376424686,0.03658402656204589
C1,no,Insulin,47.47474747474748,0.1608659791014495,0.12625067733692794,0.14266170671027137,0.1679880376425321,0.036584026562020304
C1,no,Insulin,47.979797979797986,0.16086597910146463,0.12625067733691875,0.14266170671022388,0.16798803764254702,0.036584026562014524
C1,no,Insulin,48.484848484848484,0.16086597910146622,0.12625067733691836,0.14266170671021958,0.1679880376425486,0.0365840265620142
C1,no,Insulin,48.98989898989899,0.16086597910146783,0.12625067733691794,0.14266170671021527,0.1679880376425502,0.03658402656201387
C1,no,Insulin,49.494949494949495,0.1608659791014694,0.12625067733691756,0.14266170671021097,0.16798803764255174,0.03658402656201355
C1,no,Insulin,50.0,0.160865979101471,0.12625067733691714,0.14266170671020667,0.16798803764255332,0.036584026562013226
