NON $ % + - . 0
#NON	a	e	f	d	c	b
6.375838926174497	0.04963443279327251	0.0953158773552692	0.03975840662106413	0.017117686881147943	0.09657710649117476	0.03012166121761486
6.7114093959731544	0.04952846243357189	0.09514651987580075	0.03968274314796065	0.017072833109909463	0.096420239141558	0.030023625002031304
7.046979865771813	0.049451938181181876	0.09502418578930862	0.039628030276152824	0.017040449320170136	0.0963068760103318	0.029953612416714587
7.38255033557047	0.04939666070583438	0.09493579205016776	0.03958847700024999	0.017017056574557796	0.09622493579472656	0.029903477530573014
7.718120805369128	0.049356717032317574	0.09487191403089121	0.03955987486300675	0.01700015654087665	0.09616570529520918	0.029867503430344056
8.053691275167786	0.049327850670004565	0.09482574270562823	0.03953919637341003	0.016987942378639903	0.09612288474958786	0.02984164593430802
8.389261744966444	0.0493069862606135	0.09479236857959113	0.03952424497843342	0.016979114553875775	0.09609192803536941	0.029823036512101078
8.724832214765101	0.049291904671012986	0.0947682435352478	0.03951343500609708	0.01697273368855011	0.09606954795471122	0.029809630140295452
9.060402684563758	0.04928100257119197	0.09475080352905552	0.03950561957427508	0.01696812125594909	0.0960533679568352	0.02979996452169222
9.395973154362416	0.04927312116579547	0.09473819540413149	0.03949996895282685	0.016964786867501996	0.09604167000512819	0.0297929913358158
9.731543624161075	0.04926742009086969	0.09472907506513288	0.03949588119095366	0.01696237493881181	0.09603320766602179	0.029787955241426325
10.067114093959733	0.049263295993586996	0.09472247743392766	0.03949292398122387	0.016960630196025756	0.09602708581769973	0.029784316690991415
10.40268456375839	0.04926031696571958	0.0947177116516194	0.03949078769733854	0.016959369909082877	0.09602266358565525	0.029781691233925114
10.738255033557047	0.04925816354571964	0.0947142665899545	0.039489243433139816	0.01695845888279923	0.09601946681277199	0.02977979477728997
11.073825503355705	0.049256605819105154	0.09471177447222505	0.03948812642332118	0.016957799860011034	0.09601715428759477	0.02977842355883401
11.409395973154362	0.04925547908244146	0.09470997195888026	0.039487318359815025	0.01695732319386584	0.09601548166431312	0.029777432271679664
11.74496644295302	0.04925466494495624	0.0947086696239476	0.03948673422357636	0.016956978765377096	0.0960142731915285	0.029776716390652703
12.080536912751679	0.04925407712148499	0.09470772920182374	0.03948631242768294	0.0169567300422265	0.09601340053563397	0.029776199637587736
12.416107382550337	0.0492536524662971	0.09470704953917794	0.03948600814462432	0.016956550357382066	0.09601276976721866	0.02977582622177977
12.751677852348994	0.049253344800658905	0.09470655724700873	0.039485788178762984	0.016956420359190438	0.09601231277382598	0.029775555801781345
13.087248322147651	0.04925312105344153	0.09470620005410453	0.03948562767660647	0.016956325940635075	0.09601198137993762	0.029775359385715804
13.422818791946309	0.04925296080590589	0.0947059441093129	0.039485511910511875	0.01695625793205629	0.09601174424989843	0.029775218449397893
13.758389261744966	0.04925284527863489	0.0947057580020708	0.039485428565288624	0.01695620830726686	0.09601157179689081	0.029775116218947163
14.093959731543626	0.04925276139657178	0.09470562190578725	0.03948536998938352	0.016956172906518456	0.09601144463899622	0.029775042489399453
14.429530201342283	0.04925269909492887	0.0947055243627513	0.03948532580187439	0.016956147999313987	0.09601135345520591	0.02977498915773408
14.76510067114094	0.049252653507553416	0.09470545356088016	0.0394852920674612	0.01695612898368623	0.09601128835830054	0.029774949402242346
15.100671140939598	0.04925262360539183	0.09470540484671942	0.03948526863807614	0.016956114130926885	0.09601124518669393	0.029774920979858555
15.436241610738255	0.04925260062564576	0.09470536659929024	0.03948525341535098	0.01695610463090911	0.09601120882305887	0.029774900986451153
15.771812080536913	0.049252583374842764	0.09470533986338106	0.03948524110460504	0.016956098032835376	0.0960111836038864	0.029774886533844795
16.107382550335572	0.04925257077982835	0.0947053195059009	0.03948523246908039	0.01695609289925693	0.09601116441213758	0.029774875656698726
16.44295302013423	0.049252561248753574	0.0947053040884794	0.039485225863274694	0.016956088943397805	0.09601114995100866	0.029774867355331733
16.778523489932887	0.04925255471746078	0.09470529349381439	0.03948522124421773	0.016956086129803566	0.0960111401147248	0.02977486156490509
17.114093959731544	0.04925254951220223	0.09470528509441557	0.03948521755475236	0.016956083913286214	0.09601113230646796	0.029774856976420024
17.449664429530202	0.049252546386770124	0.09470528007360444	0.03948521527098187	0.016956082539377658	0.09601112769574603	0.029774854179399707
17.78523489932886	0.04925254390503286	0.09470527609918908	0.03948521346312116	0.016956081462379754	0.0960111240358192	0.02977485197244621
18.120805369127517	0.04925254223268244	0.09470527344024335	0.039485212238443076	0.016956080745251786	0.09601112158590243	0.02977485049416941
18.456375838926174	0.049252541581406004	0.09470527242938281	0.03948521171458609	0.016956080443248606	0.09601112068994018	0.029774849896618022
18.79194630872483	0.049252541466091475	0.09470527227585589	0.039485211572327164	0.01695608036535778	0.09601112059239299	0.0297748497673282
19.12751677852349	0.04925254145159451	0.09470527227293957	0.039485211529813886	0.016956080346065716	0.09601112061258961	0.029774849742111885
19.46308724832215	0.04925254126841758	0.09470527198362633	0.039485211406054405	0.016956080277783146	0.09601112033549541	0.02977484959041946
19.798657718120808	0.04925254171364458	0.09470527271977293	0.039485211701235326	0.016956080462574186	0.09601112103242977	0.029774849978584286
20.134228187919465	0.04925254198070764	0.09470527316374225	0.039485211891361706	0.016956080586571186	0.09601112143920507	0.029774850224436964
20.469798657718123	0.04925254183437816	0.09470527293471723	0.03948521181732776	0.01695608055534691	0.0960111211949687	0.029774850126244465
20.80536912751678	0.04925254174900732	0.09470527279671262	0.03948521178118588	0.01695608054000963	0.0960111210434073	0.029774850071712253
21.140939597315437	0.049252541911229894	0.0947052730495433	0.03948521189800065	0.016956080603999786	0.0960111212803452	0.029774850209543624
21.476510067114095	0.04925254202384832	0.09470527321241182	0.03948521196839246	0.016956080629700408	0.09601112144846821	0.029774850286528716
21.812080536912752	0.04925254205879817	0.0947052732412505	0.03948521197073638	0.01695608060455737	0.09601112150797987	0.02977485027735728
22.14765100671141	0.0492525420035351	0.0947052731536192	0.039485211934920994	0.01695608058517134	0.0960111214225925	0.029774850232741786
22.483221476510067	0.049252541824638174	0.09470527288418054	0.039485211821542354	0.01695608053512055	0.09601112115129862	0.029774850101134002
22.818791946308725	0.04925254149585866	0.09470527239607658	0.039485211615002035	0.016956080449941208	0.09601112065471229	0.029774849866117482
23.154362416107382	0.049252541316478514	0.09470527211938866	0.03948521149746937	0.01695608039155432	0.09601112038296176	0.029774849725942132
23.48993288590604	0.049252541369585776	0.09470527217409085	0.03948521151977067	0.016956080377792896	0.0960111204610754	0.02977484973629199
23.8255033557047	0.0492525414054106	0.0947052722027079	0.039485211530513056	0.016956080358610966	0.09601112051354915	0.029774849733352992
24.161073825503358	0.04925254141723132	0.09470527219639145	0.039485211525961295	0.01695608033352685	0.09601112053036077	0.029774849713585547
24.496644295302016	0.049252541398326306	0.09470527214629314	0.03948521150238015	0.016956080302058873	0.09601112050148801	0.029774849673450062
24.832214765100673	0.04925254134197391	0.09470527204356456	0.03948521145603439	0.016956080263725363	0.09601112041690862	0.02977484960940695
25.16778523489933	0.04925254124145249	0.09470527187935736	0.039485211383188785	0.01695608021804464	0.09601112026660037	0.029774849517916625
25.503355704697988	0.04925254109004038	0.09470527164482316	0.03948521128010809	0.016956080164535037	0.09601112004054103	0.029774849395439493
25.838926174496645	0.04925254088101596	0.09470527133111356	0.03948521114305707	0.016956080102714873	0.09601111972870835	0.029774849238435968
26.174496644295303	0.04925254066121551	0.09470527100304767	0.039485211000067216	0.016956080040036087	0.09601111940067375	0.02977484907567
26.51006711409396	0.04925254058284745	0.09470527087038104	0.03948521094166912	0.016956079999559514	0.0960111192826046	0.029774848999460857
26.845637583892618	0.04925254050457555	0.09470527073910665	0.039485210884283896	0.016956079960862847	0.09601111916442485	0.029774848925076005
27.181208053691275	0.04925254042707165	0.09470527061054564	0.03948521082856159	0.016956079924559622	0.09601111904709989	0.029774848853435235
27.516778523489933	0.04925254035100757	0.09470527048601914	0.03948521077515223	0.016956079891263368	0.09601111893159504	0.02977484878545834
27.85234899328859	0.04925254027705512	0.0947052703668483	0.039485210724705865	0.01695607986158761	0.09601111881887571	0.029774848722065112
28.18791946308725	0.049252540205886146	0.09470527025435424	0.03948521067787253	0.016956079836145884	0.09601111870990725	0.029774848664175346
28.52348993288591	0.049252540138172464	0.09470527014985812	0.03948521063530227	0.016956079815551715	0.096011118605655	0.02977484861270883
28.859060402684566	0.0492525400745859	0.09470527005468107	0.039485210597645114	0.016956079800418637	0.09601111850708437	0.02977484856858536
29.194630872483224	0.049252540015798284	0.09470526997014424	0.03948521056555111	0.016956079791360178	0.09601111841516069	0.029774848532724725
29.53020134228188	0.04925253996204157	0.0947052698857031	0.03948521053126391	0.01695607977347978	0.09601111833209079	0.029774848490328475
29.86577181208054	0.04925253991426637	0.09470526981019933	0.03948521050076157	0.01695607975722135	0.09601111825805318	0.029774848452278714
30.201342281879196	0.049252539873149766	0.09470526974509551	0.03948521047479434	0.01695607974338333	0.09601111819399845	0.029774848419682618
30.536912751677853	0.04925253983934972	0.09470526969133887	0.03948521045374736	0.016956079732090477	0.09601111814093106	0.029774848392964657
30.87248322147651	0.049252539813524183	0.09470526964987662	0.03948521043800575	0.016956079723467563	0.09601111809985552	0.029774848372549297
31.20805369127517	0.04925253979633113	0.094705269621656	0.03948521042795465	0.016956079717639346	0.09601111807177631	0.02977484835886101
31.543624161073826	0.04925253978842853	0.0947052696076242	0.03948521042397919	0.0169560797147306	0.09601111805769791	0.029774848352324256
31.879194630872483	0.04925253979047434	0.09470526960872847	0.0394852104264645	0.016956079714866082	0.09601111805862482	0.02977484835336351
32.214765100671144	0.04925253980312652	0.09470526962591602	0.03948521043579571	0.01695607971817056	0.09601111807556151	0.029774848362403242
32.5503355704698	0.0492525397773359	0.0947052695839883	0.039485210416007666	0.016956079705650356	0.09601111803815197	0.029774848338142444
32.88590604026846	0.04925253978466569	0.09470526959488454	0.03948521042309172	0.016956079709717464	0.09601111804685199	0.02977484834552294
33.22147651006711	0.0492525397921779	0.09470526960619277	0.03948521042986864	0.016956079713572086	0.09601111805630386	0.02977484835277932
