NON $ % + - . 0 1 2 3 4 5 6
#NON	b	k	f	c	l	i	j	d	a	h	e	g
23.8255033557047	0.20431463629739705	0.12137766027188945	0.10720934601438008	0.18854923673763888	0.20133713428259642	0.1632819054878725	0.19031891284665908	0.05658171965009083	0.09905536920325336	0.2216545407376641	0.18415641705788974	0.15845605213583094
24.161073825503358	0.20431463629756766	0.12137766027185684	0.10720934602882044	0.18854923673783855	0.20133713428255798	0.16328190548823254	0.19031891284698937	0.056581719650169664	0.09905536920350985	0.2216545407376213	0.184156417058018	0.15845605213579717
24.496644295302016	0.2043146362977383	0.12137766027182423	0.1072093460432608	0.1885492367380382	0.2013371342825195	0.1632819054885926	0.19031891284731964	0.056581719650248496	0.09905536920376634	0.22165454073757854	0.18415641705814625	0.15845605213576341
24.832214765100673	0.20431463629790894	0.12137766027179162	0.10720934605770115	0.18854923673823787	0.20133713428248107	0.16328190548895266	0.1903189128476499	0.05658171965032732	0.09905536920402282	0.22165454073753577	0.1841564170582745	0.15845605213572964
25.16778523489933	0.20431463629807958	0.121377660271759	0.10720934607214151	0.18854923673843754	0.2013371342824426	0.1632819054893127	0.19031891284798017	0.056581719650406155	0.0990553692042793	0.22165454073749297	0.18415641705840277	0.15845605213569589
25.503355704697988	0.20431463629825022	0.1213776602717264	0.10720934608658186	0.18854923673863722	0.20133713428240416	0.16328190548967275	0.19031891284831043	0.05658171965048499	0.0990553692045358	0.2216545407374502	0.18415641705853103	0.1584560521356621
25.838926174496645	0.20431463629842084	0.12137766027169379	0.10720934610102222	0.1885492367388369	0.2013371342823657	0.16328190549003282	0.19031891284864072	0.05658171965056382	0.09905536920479228	0.22165454073740742	0.18415641705865926	0.15845605213562833
26.174496644295303	0.20431463629859148	0.12137766027166118	0.10720934611546257	0.18854923673903656	0.20133713428232725	0.16328190549039287	0.19031891284897098	0.056581719650642646	0.09905536920504876	0.22165454073736465	0.18415641705878752	0.15845605213559458
26.51006711409396	0.20431463629876212	0.12137766027162857	0.10720934612990293	0.18854923673923624	0.20133713428228878	0.16328190549075292	0.19031891284930125	0.05658171965072148	0.09905536920530525	0.22165454073732185	0.18415641705891578	0.1584560521355608
26.845637583892618	0.20431463629893276	0.12137766027159595	0.10720934614434328	0.1885492367394359	0.20133713428225034	0.16328190549111296	0.1903189128496315	0.05658171965080031	0.09905536920556174	0.22165454073727908	0.18415641705904404	0.15845605213552702
27.181208053691275	0.20431463629910337	0.12137766027156334	0.10720934615878364	0.18854923673963558	0.20133713428221187	0.16328190549147303	0.19031891284996177	0.056581719650879145	0.09905536920581821	0.2216545407372363	0.1841564170591723	0.15845605213549327
27.516778523489933	0.20431463629927402	0.12137766027153073	0.10720934617322399	0.18854923673983526	0.20133713428217342	0.16328190549183308	0.19031891285029204	0.05658171965095797	0.0990553692060747	0.2216545407371935	0.18415641705930055	0.1584560521354595
27.85234899328859	0.20431463629944466	0.12137766027149813	0.10720934618766435	0.18854923674003493	0.20133713428213496	0.16328190549219312	0.19031891285062233	0.0565817196510368	0.09905536920633119	0.22165454073715074	0.18415641705942878	0.1584560521354257
28.18791946308725	0.2043146362996153	0.12137766027146552	0.1072093462021047	0.1885492367402346	0.2013371342820965	0.1632819054925532	0.1903189128509526	0.056581719651115636	0.09905536920658767	0.22165454073710797	0.18415641705955704	0.15845605213539196
28.52348993288591	0.20431463629978594	0.1213776602714329	0.10720934621654506	0.18854923674043428	0.20133713428205807	0.16328190549291324	0.19031891285128286	0.05658171965119447	0.09905536920684416	0.22165454073706517	0.1841564170596853	0.15845605213535818
28.859060402684566	0.20431463629995655	0.12137766027140029	0.10720934623098541	0.18854923674063392	0.2013371342820196	0.1632819054932733	0.19031891285161312	0.0565817196512733	0.09905536920710065	0.2216545407370224	0.18415641705981356	0.1584560521353244
29.194630872483224	0.2043146363001272	0.12137766027136768	0.10720934624542577	0.1885492367408336	0.20133713428198116	0.16328190549363336	0.19031891285194338	0.05658171965135213	0.09905536920735714	0.22165454073697963	0.18415641705994182	0.15845605213529065
29.53020134228188	0.20431463630029784	0.12137766027133506	0.10720934625986613	0.18854923674103327	0.2013371342819427	0.1632819054939934	0.19031891285227368	0.05658171965143096	0.09905536920761361	0.22165454073693686	0.18415641706007008	0.15845605213525688
29.86577181208054	0.20431463630037788	0.12137766027132002	0.10720934626671245	0.18854923674112709	0.20133713428192535	0.16328190549416133	0.1903189128524277	0.05658171965146782	0.09905536920773268	0.22165454073691743	0.18415641706013103	0.15845605213524155
30.201342281879196	0.20431463630039556	0.12137766027131706	0.10720934626832944	0.18854923674114796	0.20133713428192251	0.1632819054941969	0.1903189128524604	0.05658171965147577	0.09905536920775712	0.22165454073691412	0.1841564170601456	0.15845605213523892
30.536912751677853	0.20431463630041324	0.1213776602713141	0.10720934626994641	0.18854923674116883	0.20133713428191966	0.1632819054942325	0.19031891285249306	0.05658171965148372	0.09905536920778157	0.22165454073691082	0.1841564170601602	0.15845605213523628
30.87248322147651	0.2043146363004309	0.12137766027131114	0.1072093462715634	0.1885492367411897	0.20133713428191682	0.16328190549426808	0.19031891285252572	0.05658171965149167	0.09905536920780603	0.22165454073690752	0.18415641706017477	0.15845605213523367
31.20805369127517	0.20431463630044858	0.12137766027130818	0.10720934627318036	0.18854923674121057	0.201337134281914	0.16328190549430366	0.19031891285255842	0.05658171965149962	0.09905536920783047	0.22165454073690422	0.18415641706018937	0.15845605213523103
31.543624161073826	0.20431463630046626	0.12137766027130523	0.10720934627479735	0.18854923674123145	0.20133713428191116	0.16328190549433924	0.1903189128525911	0.05658171965150757	0.09905536920785492	0.2216545407369009	0.18415641706020394	0.1584560521352284
31.879194630872483	0.20431463630048394	0.12137766027130226	0.10720934627641432	0.18854923674125235	0.20133713428190833	0.16328190549437482	0.19031891285262378	0.05658171965151552	0.09905536920787937	0.2216545407368976	0.18415641706021854	0.15845605213522576
32.214765100671144	0.20431463630050162	0.1213776602712993	0.1072093462780313	0.18854923674127322	0.20133713428190547	0.16328190549441043	0.19031891285265645	0.05658171965152347	0.09905536920790381	0.2216545407368943	0.18415641706023314	0.15845605213522315
32.5503355704698	0.2043146363005193	0.12137766027129634	0.10720934627964827	0.1885492367412941	0.20133713428190264	0.16328190549444602	0.19031891285268915	0.05658171965153142	0.09905536920792826	0.221654540736891	0.1841564170602477	0.15845605213522052
32.88590604026846	0.20431463630053698	0.12137766027129339	0.10720934628126526	0.18854923674131496	0.2013371342818998	0.1632819054944816	0.19031891285272182	0.056581719651539374	0.09905536920795271	0.2216545407368877	0.1841564170602623	0.15845605213521788
33.22147651006711	0.20431463630055466	0.12137766027129043	0.10720934628288224	0.18854923674133583	0.20133713428189698	0.16328190549451718	0.19031891285275448	0.05658171965154732	0.09905536920797715	0.2216545407368844	0.18415641706027688	0.15845605213521524
