NON $ % + - . 0
#NON	d	b	c	a	f	e
7.718120805369128	0.28050826043777627	0.12823864313251676	0.1895958715006629	0.14322494338595385	0.10222202097915153	0.12100471178105089
8.053691275167786	0.2804844996370881	0.1282449653679316	0.18957848691956114	0.14321061987453654	0.10221330598717904	0.12099662212701487
8.389261744966444	0.2804684676633214	0.12824927916423856	0.1895667485073558	0.1432009684334713	0.10220743199284693	0.12099116851272985
8.724832214765101	0.2804576538706926	0.12825221727191125	0.1895588262482174	0.14319446467622887	0.10220347472066646	0.12098749621352575
9.060402684563758	0.2804503603007678	0.12825421579343563	0.1895534802170901	0.143190082288445	0.10220080687926149	0.12098502027601431
9.395973154362416	0.28044544284777284	0.12825557312699032	0.18954987463286743	0.1431871288903644	0.10219900914051028	0.12098335018015503
9.731543624161075	0.28044212764711657	0.12825649412719603	0.18954744303185608	0.14318513898987678	0.10219779873220079	0.12098222884791332
10.067114093959733	0.28043989276413506	0.1282571184605977	0.18954580342442923	0.1431837980361317	0.10219698225515007	0.1209814703928002
10.40268456375839	0.28043838631475315	0.1282575413363555	0.18954469801121504	0.14318289442192758	0.10219643210790828	0.12098095959861135
10.738255033557047	0.2804373712631005	0.12825782747756664	0.1895439530634943	0.14318228569735034	0.10219606154643028	0.12098061566234582
11.073825503355705	0.2804366870131573	0.12825802107219758	0.18954345082929805	0.1431818754244776	0.10219581179364506	0.12098038381785738
11.409395973154362	0.28043622409281177	0.12825815245841912	0.18954311101569685	0.14318159789712312	0.10219564285622423	0.12098022701712102
11.74496644295302	0.28043591272009827	0.12825824108616607	0.1895428824287321	0.14318141124548953	0.10219552923891545	0.12098012156470994
12.080536912751679	0.2804357078116121	0.1282582995773542	0.18954273198839852	0.14318128842574449	0.10219545447790683	0.1209800521765647
12.416107382550337	0.2804355666900177	0.1282583399129783	0.18954262837700628	0.14318120384106214	0.10219540299091072	0.12098000439352315
12.751677852348994	0.28043546883148934	0.12825836789632886	0.18954255652983656	0.14318114518610395	0.10219536728710896	0.12097997126030323
13.087248322147651	0.28043540224133745	0.12825838696345668	0.18954250763834676	0.14318110527432196	0.10219534299237634	0.12097994871337442
13.422818791946309	0.28043535874753905	0.128258399471116	0.18954247569986518	0.14318107921108592	0.10219532712793696	0.12097993398613174
13.758389261744966	0.28043533043558083	0.12825840764892887	0.18954245490639587	0.1431810622494449	0.10219531680429315	0.12097992440033159
14.093959731543626	0.28043531096936203	0.12825841327559248	0.18954244060956216	0.14318105058729136	0.10219530970647735	0.1209799178112854
14.429530201342283	0.28043529828979924	0.12825841694015452	0.18954243129780368	0.1431810429900356	0.10219530508257196	0.12097991352117292
14.76510067114094	0.28043529011295626	0.12825841930111093	0.1895424252937143	0.14318103808931668	0.10219530209941921	0.12097991075580479
15.100671140939598	0.2804352845419929	0.12825842090895773	0.1895424212033787	0.14318103474988925	0.10219530006619218	0.12097990887164131
15.436241610738255	0.28043528069063495	0.12825842202074064	0.1895424183755406	0.14318103244135347	0.10219529866040518	0.12097990756807678
15.771812080536913	0.2804352780262004	0.1282584227906394	0.18954241641889213	0.1431810308447549	0.10219529768819485	0.12097990666476215
16.107382550335572	0.28043527617908515	0.12825842332486057	0.18954241506224062	0.14318102973829455	0.10219529701472974	0.12097990603744091
16.44295302013423	0.2804352749094506	0.12825842369225762	0.18954241412968056	0.14318102897786894	0.1021952965521596	0.12097990560607204
16.778523489932887	0.28043527405779023	0.12825842393871917	0.18954241350417833	0.1431810284677051	0.10219529624201792	0.12097990531730021
17.114093959731544	0.28043527347709996	0.12825842410671875	0.18954241307777742	0.14318102811968594	0.10219529603042178	0.12097990512158924
17.449664429530202	0.28043527307759514	0.12825842422228834	0.1895424127844618	0.14318102788015902	0.10219529588463341	0.12097990498779561
17.78523489932886	0.2804352726306075	0.12825842435159693	0.18954241245624984	0.14318102761226104	0.10219529572183744	0.12097990483695376
18.120805369127517	0.28043527224038134	0.1282584244644902	0.1895424121697084	0.14318102737840224	0.1021952955797509	0.12097990470502386
18.456375838926174	0.28043527194306767	0.1282584245505108	0.18954241195139035	0.14318102720022616	0.10219529547145387	0.12097990460447668
18.79194630872483	0.2804352717386665	0.12825842460965875	0.18954241180129572	0.14318102707773275	0.1021952953969463	0.12097990453531221
19.12751677852349	0.28043527162717785	0.12825842464193404	0.18954241171942451	0.143181027010922	0.10219529535622822	0.12097990449753046
19.46308724832215	0.2804352716086018	0.12825842464733664	0.1895424117057767	0.14318102699979396	0.10219529534929962	0.12097990449113141
19.798657718120808	0.28043527168293825	0.1282584246258666	0.1895424117603523	0.1431810270443486	0.10219529537616052	0.1209799045161151
20.134228187919465	0.2804352717439507	0.12825842460824494	0.1895424118051458	0.14318102708091726	0.10219529539820749	0.12097990453662243
20.469798657718123	0.2804352716930173	0.12825842462299078	0.1895424117677428	0.1431810270503949	0.10219529537960403	0.12097990451936458
20.80536912751678	0.28043527166759413	0.12825842463035506	0.1895424117490722	0.14318102703516034	0.10219529537029794	0.12097990451073848
21.140939597315437	0.2804352716676812	0.12825842463033782	0.189542411749134	0.14318102703521354	0.1021952953702892	0.12097990451074411
21.476510067114095	0.2804352716932784	0.12825842462293907	0.1895424117679282	0.14318102705055455	0.10219529537957779	0.12097990451938151
21.812080536912752	0.2804352717443859	0.12825842460815876	0.18954241180545478	0.14318102708118335	0.10219529539816373	0.12097990453665064
22.14765100671141	0.2804352718210037	0.12825842458599693	0.1895424118617138	0.14318102712709996	0.10219529542604702	0.12097990456255152
22.483221476510067	0.2804352719231316	0.12825842455645356	0.1895424119367052	0.14318102718830436	0.10219529546322767	0.12097990459708415
22.818791946308725	0.2804352719288645	0.12825842455482347	0.18954241194090826	0.14318102719174397	0.10219529546519535	0.1209799045989491
23.154362416107382	0.28043527196109047	0.12825842454549277	0.18954241196457303	0.14318102721105547	0.10219529547695405	0.12097990460986348
23.48993288590604	0.28043527199331647	0.12825842453616207	0.1895424119882378	0.143181027230367	0.10219529548871274	0.12097990462077785
23.8255033557047	0.28043527202554247	0.12825842452683137	0.18954241201190256	0.1431810272496785	0.10219529550047145	0.12097990463169223
24.161073825503358	0.2804352720577684	0.12825842451750066	0.18954241203556732	0.14318102726899	0.10219529551223014	0.1209799046426066
24.496644295302016	0.2804352720899944	0.12825842450816996	0.18954241205923208	0.14318102728830154	0.10219529552398884	0.12097990465352097
24.832214765100673	0.2804352721222204	0.12825842449883926	0.18954241208289682	0.14318102730761303	0.10219529553574754	0.12097990466443535
25.16778523489933	0.28043527213726227	0.12825842449448394	0.1895424120939427	0.14318102731662694	0.10219529554123602	0.12097990466952974
25.503355704697988	0.28043527213832553	0.12825842449417596	0.18954241209472347	0.14318102731726406	0.1021952955416239	0.12097990466988973
25.838926174496645	0.28043527213938874	0.12825842449386798	0.18954241209550424	0.14318102731790117	0.10219529554201177	0.12097990467024972
26.174496644295303	0.28043527214045194	0.12825842449356	0.18954241209628503	0.1431810273185383	0.10219529554239966	0.1209799046706097
26.51006711409396	0.2804352721415152	0.12825842449325203	0.1895424120970658	0.14318102731917542	0.10219529554278753	0.1209799046709697
26.845637583892618	0.2804352721425784	0.12825842449294406	0.18954241209784659	0.14318102731981255	0.10219529554317541	0.12097990467132969
27.181208053691275	0.2804352721436416	0.12825842449263608	0.18954241209862735	0.14318102732044968	0.10219529554356328	0.12097990467168968
27.516778523489933	0.2804352721447049	0.1282584244923281	0.18954241209940811	0.1431810273210868	0.10219529554395115	0.12097990467204967
27.85234899328859	0.2804352721457681	0.12825842449202016	0.1895424121001889	0.14318102732172394	0.10219529554433904	0.12097990467240965
28.18791946308725	0.2804352721468313	0.12825842449171218	0.18954241210096967	0.14318102732236107	0.10219529554472691	0.12097990467276964
28.52348993288591	0.28043527214789454	0.1282584244914042	0.18954241210175046	0.14318102732299817	0.10219529554511479	0.12097990467312963
28.859060402684566	0.28043527214895775	0.12825842449109623	0.18954241210253123	0.1431810273236353	0.10219529554550266	0.12097990467348962
29.194630872483224	0.28043527215002095	0.12825842449078825	0.189542412103312	0.14318102732427243	0.10219529554589055	0.12097990467384961
29.53020134228188	0.2804352721510842	0.12825842449048028	0.18954241210409278	0.14318102732490956	0.10219529554627842	0.1209799046742096
29.86577181208054	0.2804352721521474	0.1282584244901723	0.18954241210487355	0.1431810273255467	0.10219529554666629	0.1209799046745696
30.201342281879196	0.2804352721532106	0.12825842448986433	0.1895424121056543	0.14318102732618382	0.10219529554705417	0.12097990467492958
30.536912751677853	0.28043527215427383	0.12825842448955635	0.1895424121064351	0.14318102732682095	0.10219529554744204	0.12097990467528957
30.87248322147651	0.2804352721553371	0.12825842448924837	0.18954241210721587	0.14318102732745808	0.10219529554782993	0.12097990467564956
31.20805369127517	0.2804352721564003	0.1282584244889404	0.18954241210799666	0.1431810273280952	0.1021952955482178	0.12097990467600955
31.543624161073826	0.2804352721574635	0.12825842448863242	0.18954241210877742	0.1431810273287323	0.10219529554860567	0.12097990467636954
31.879194630872483	0.28043527215852676	0.12825842448832445	0.1895424121095582	0.14318102732936944	0.10219529554899355	0.12097990467672953
32.214765100671144	0.28043527215958997	0.12825842448801647	0.18954241211033898	0.14318102733000657	0.10219529554938142	0.12097990467708952
32.5503355704698	0.28043527216065317	0.1282584244877085	0.18954241211111975	0.1431810273306437	0.1021952955497693	0.12097990467744951
32.88590604026846	0.28043527216171643	0.12825842448740055	0.18954241211190054	0.14318102733128082	0.10219529555015718	0.1209799046778095
33.22147651006711	0.28043527216277964	0.12825842448709257	0.1895424121126813	0.14318102733191795	0.10219529555054506	0.12097990467816949
