NON $ % + - . 0
#NON	c	d	a	b	f	e
26.262626262626263	0.14488709770639654	0.22476578538795022	0.11303082679575528	0.11867906947811101	0.20817817951918588	0.020731559652111115
26.767676767676768	0.14488709770633662	0.2247657853881918	0.11303082679576255	0.11867906947811535	0.20817817951919804	0.020731559657387596
27.272727272727273	0.14488709770627672	0.22476578538843342	0.11303082679576981	0.11867906947811968	0.2081781795192102	0.020731559662664076
27.77777777777778	0.1448870977062168	0.224765785388675	0.11303082679577707	0.11867906947812401	0.20817817951922235	0.020731559667940557
28.282828282828284	0.1448870977061569	0.22476578538891662	0.11303082679578434	0.11867906947812835	0.20817817951923448	0.020731559673217038
28.78787878787879	0.14488709770609698	0.22476578538915823	0.1130308267957916	0.11867906947813268	0.20817817951924664	0.02073155967849352
29.292929292929294	0.14488709770603708	0.2247657853893998	0.11303082679579886	0.11867906947813701	0.2081781795192588	0.02073155968377
29.7979797979798	0.14488709770597716	0.22476578538964143	0.11303082679580613	0.11867906947814136	0.20817817951927095	0.02073155968904648
30.303030303030305	0.14488709770591723	0.22476578538988304	0.11303082679581339	0.11867906947814569	0.20817817951928308	0.02073155969432296
30.80808080808081	0.14488709770585734	0.22476578539012462	0.11303082679582065	0.11867906947815002	0.20817817951929524	0.02073155969959944
31.313131313131315	0.1448870977057974	0.22476578539036624	0.11303082679582792	0.11867906947815436	0.2081781795193074	0.02073155970487592
31.81818181818182	0.14488709770573752	0.22476578539060782	0.11303082679583518	0.11867906947815869	0.20817817951931952	0.020731559710152402
32.323232323232325	0.1448870977056776	0.22476578539084943	0.11303082679584243	0.11867906947816302	0.20817817951933168	0.020731559715428883
32.82828282828283	0.1448870977056177	0.22476578539109104	0.1130308267958497	0.11867906947816735	0.20817817951934384	0.02073155972070536
33.333333333333336	0.14488709770555777	0.22476578539133263	0.11303082679585696	0.1186790694781717	0.208178179519356	0.02073155972598184
33.83838383838384	0.14488709770549787	0.22476578539157424	0.11303082679586424	0.11867906947817602	0.20817817951936812	0.02073155973125832
34.343434343434346	0.14488709770543795	0.22476578539181585	0.1130308267958715	0.11867906947818035	0.20817817951938028	0.020731559736534802
34.84848484848485	0.14488709770537803	0.22476578539205744	0.11303082679587875	0.1186790694781847	0.20817817951939244	0.020731559741811283
35.35353535353536	0.14488709770531813	0.22476578539229905	0.11303082679588602	0.11867906947818903	0.2081781795194046	0.020731559747087763
35.85858585858586	0.1448870977052582	0.22476578539254063	0.11303082679589328	0.11867906947819336	0.20817817951941672	0.020731559752364244
36.36363636363637	0.1448870977051983	0.22476578539278225	0.11303082679590054	0.1186790694781977	0.20817817951942888	0.020731559757640725
36.86868686868687	0.14488709770513838	0.22476578539302386	0.11303082679590781	0.11867906947820203	0.20817817951944104	0.020731559762917205
37.37373737373738	0.1448870977050785	0.22476578539326544	0.11303082679591507	0.11867906947820636	0.2081781795194532	0.020731559768193686
37.87878787878788	0.14488709770501856	0.22476578539350706	0.11303082679592233	0.1186790694782107	0.20817817951946532	0.020731559773470166
38.38383838383839	0.14488709770495867	0.22476578539374864	0.1130308267959296	0.11867906947821504	0.20817817951947748	0.020731559778746647
38.88888888888889	0.14488709770489874	0.22476578539399025	0.11303082679593686	0.11867906947821937	0.20817817951948964	0.020731559784023128
39.3939393939394	0.14488709770483882	0.22476578539423187	0.11303082679594412	0.1186790694782237	0.20817817951950177	0.020731559789299605
39.8989898989899	0.14488709770477892	0.22476578539447345	0.11303082679595139	0.11867906947822804	0.20817817951951392	0.020731559794576086
40.40404040404041	0.144887097704719	0.22476578539471506	0.11303082679595865	0.11867906947823237	0.20817817951952608	0.020731559799852566
40.909090909090914	0.1448870977046591	0.22476578539495667	0.1130308267959659	0.1186790694782367	0.20817817951953824	0.020731559805129047
41.41414141414142	0.14488709770459918	0.22476578539519826	0.11303082679597318	0.11867906947824104	0.20817817951955037	0.020731559810405528
41.919191919191924	0.14488709770456878	0.22476578539532382	0.11303082679597692	0.11867906947824328	0.20817817951955667	0.020731559813169546
42.42424242424243	0.14488709770456762	0.22476578539533465	0.11303082679597723	0.11867906947824346	0.20817817951955717	0.020731559813449252
42.929292929292934	0.14488709770456645	0.22476578539534545	0.11303082679597752	0.11867906947824364	0.20817817951955767	0.020731559813728956
43.43434343434344	0.1448870977045653	0.22476578539535627	0.11303082679597781	0.11867906947824382	0.20817817951955817	0.02073155981400866
43.939393939393945	0.14488709770456412	0.2247657853953671	0.11303082679597812	0.11867906947824398	0.20817817951955866	0.020731559814288363
44.44444444444445	0.14488709770456296	0.2247657853953779	0.11303082679597841	0.11867906947824416	0.20817817951955916	0.020731559814568066
44.949494949494955	0.1448870977045618	0.22476578539538872	0.1130308267959787	0.11867906947824435	0.20817817951955966	0.02073155981484777
45.45454545454546	0.14488709770456062	0.22476578539539954	0.113030826795979	0.11867906947824453	0.20817817951956016	0.020731559815127473
45.959595959595966	0.14488709770455946	0.22476578539541034	0.1130308267959793	0.1186790694782447	0.20817817951956066	0.020731559815407176
46.46464646464647	0.1448870977045583	0.22476578539542116	0.1130308267959796	0.11867906947824487	0.20817817951956114	0.02073155981568688
46.969696969696976	0.14488709770455713	0.224765785395432	0.1130308267959799	0.11867906947824505	0.20817817951956163	0.020731559815966583
47.47474747474748	0.14488709770455596	0.22476578539544279	0.11303082679598019	0.11867906947824523	0.20817817951956213	0.02073155981624629
47.979797979797986	0.1448870977045548	0.2247657853954536	0.11303082679598049	0.11867906947824541	0.20817817951956263	0.020731559816525993
48.484848484848484	0.14488709770455363	0.22476578539546443	0.11303082679598078	0.11867906947824558	0.20817817951956313	0.020731559816805696
48.98989898989899	0.14488709770455246	0.22476578539547523	0.11303082679598109	0.11867906947824576	0.20817817951956363	0.0207315598170854
49.494949494949495	0.1448870977045513	0.22476578539548606	0.11303082679598138	0.11867906947824594	0.20817817951956413	0.020731559817365103
50.0	0.14488709770455013	0.22476578539549688	0.11303082679598167	0.11867906947824612	0.20817817951956463	0.020731559817644806
