,,,Slide ID,a,b,d,f,e,c
,,,Antibody Name,a,b,d,f,e,c
,,,HUGO ID,a,b,d,f,e,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,21.476510067114095,0.041101921941974755,0.04796856228875903,0.06381439679487193,0.11408321190211078,0.019097721221822486,0.09276071327857417
C1,no,Insulin,21.812080536912752,0.0411018612314709,0.04796845992743822,0.06381429985666279,0.11408311381172005,0.01909768363335477,0.09276057472672475
C1,no,Insulin,22.14765100671141,0.041101813605367125,0.04796837782213953,0.06381421976488787,0.11408302493699604,0.019097654267666093,0.09276046162599468
C1,no,Insulin,22.483221476510067,0.041101773342885006,0.04796830984856407,0.06381415526649943,0.1140829592704746,0.019097629345744934,0.09276036952357013
C1,no,Insulin,22.818791946308725,0.0411017404474975,0.04796825409620808,0.06381410209415396,0.11408290419865509,0.019097608998721583,0.09276029374211035
C1,no,Insulin,23.154362416107382,0.04110171338305902,0.04796820831137844,0.06381405853837645,0.11408285944964386,0.019097592252723197,0.0927602316003851
C1,no,Insulin,23.48993288590604,0.041101691131668616,0.047968170700239794,0.06381402279952264,0.11408282286660407,0.01909757848270658,0.09276018058617978
C1,no,Insulin,23.8255033557047,0.041101672847437515,0.047968139806559555,0.06381399345938639,0.11408279288428295,0.019097567166952094,0.0927601386958652
C1,no,Insulin,24.161073825503358,0.041101657846866556,0.04796811446430995,0.06381396939589692,0.11408276830808635,0.019097557883188045,0.09276010433640701
C1,no,Insulin,24.496644295302016,0.04110164542648091,0.04796809347962522,0.06381394946840399,0.1140827479497735,0.019097550196393066,0.09276007588333261
C1,no,Insulin,24.832214765100673,0.04110163514044747,0.04796807609834067,0.06381393295959735,0.11408273107253991,0.019097543830708184,0.09276005231307224
C1,no,Insulin,25.16778523489933,0.041101626958718135,0.04796806226941656,0.06381391982067089,0.11408271762534099,0.01909753876755533,0.09276003355612282
C1,no,Insulin,25.503355704697988,0.041101620254821974,0.04796805092812173,0.06381390903273974,0.11408270653996291,0.019097534619641983,0.09276001816193231
C1,no,Insulin,25.838926174496645,0.0411016147641159,0.04796804162467672,0.06381390016539149,0.11408269736515504,0.019097531223362326,0.0927600055177371
C1,no,Insulin,26.174496644295303,0.04110161040249108,0.04796803420810763,0.06381389306421949,0.11408268990477838,0.019097528527260127,0.09275999540912122
C1,no,Insulin,26.51006711409396,0.041101606796661326,0.04796802800837209,0.06381388704394654,0.114082683288342,0.01909752630296572,0.09275998688447808
C1,no,Insulin,26.845637583892618,0.0411016039021367,0.04796802294561142,0.06381388202289819,0.11408267741209684,0.01909752452326098,0.0927599798303909
C1,no,Insulin,27.181208053691275,0.04110160165531633,0.04796801884991162,0.06381387776145077,0.11408267176135917,0.019097523152992485,0.09275997394822492
C1,no,Insulin,27.516778523489933,0.041101599969158575,0.047968015488735166,0.06381387393166486,0.1140826656317534,0.019097522144050656,0.09275996882928053
C1,no,Insulin,27.85234899328859,0.041101598275639285,0.047968012450289116,0.06381387082550721,0.11408266169180861,0.019097521107911974,0.09275996451538081
C1,no,Insulin,28.18791946308725,0.04110159658088377,0.047968009739003205,0.06381386843980554,0.11408265991267737,0.019097520048766824,0.09275996100604816
C1,no,Insulin,28.52348993288591,0.04110159507800687,0.04796800749453526,0.06381386667454557,0.11408265938487487,0.019097519098727134,0.09275995828622567
C1,no,Insulin,28.859060402684566,0.04110159376700858,0.04796800571688528,0.06381386552972733,0.11408266010840112,0.0190975182577929,0.0927599563559133
C1,no,Insulin,29.194630872483224,0.04110159270427897,0.04796800410163887,0.06381386421971057,0.11408265955047635,0.01909751758789013,0.09275995436371495
C1,no,Insulin,29.53020134228188,0.041101591860786026,0.04796800280552149,0.06381386314897625,0.11408265901508312,0.01909751705713669,0.0927599527479655
C1,no,Insulin,29.86577181208054,0.04110159123436564,0.04796800184021587,0.06381386234767546,0.11408265859942379,0.019097516663155994,0.0927599515413396
C1,no,Insulin,30.201342281879196,0.04110159003265346,0.047968000030282704,0.06381386090234979,0.11408265807717916,0.01909751590451979,0.09275994932932041
C1,no,Insulin,30.536912751677853,0.0411015899573823,0.04796799987389332,0.06381386071746678,0.11408265776188671,0.019097515859909583,0.09275994908524238
C1,no,Insulin,30.87248322147651,0.04110158988211114,0.04796799971750394,0.06381386053258377,0.11408265744659428,0.01909751581529938,0.09275994884116433
C1,no,Insulin,31.20805369127517,0.041101589806839985,0.04796799956111456,0.06381386034770076,0.11408265713130183,0.01909751577068917,0.09275994859708629
C1,no,Insulin,31.543624161073826,0.04110158975185415,0.04796799945155686,0.06381386022292718,0.11408265693175718,0.019097515737784735,0.09275994843027506
C1,no,Insulin,31.879194630872483,0.04110158971965498,0.047967999394605595,0.06381386016567507,0.11408265686223304,0.0190975157180295,0.09275994835025833
C1,no,Insulin,32.214765100671144,0.04110158968745582,0.04796799933765434,0.06381386010842297,0.1140826567927089,0.019097515698274264,0.0927599482702416
C1,no,Insulin,32.5503355704698,0.04110158965525666,0.047967999280703076,0.06381386005117085,0.11408265672318475,0.01909751567851903,0.09275994819022486
C1,no,Insulin,32.88590604026846,0.041101589623057495,0.04796799922375182,0.06381385999391874,0.11408265665366062,0.019097515658763796,0.09275994811020813
C1,no,Insulin,33.22147651006711,0.041101589590858335,0.04796799916680056,0.06381385993666663,0.11408265658413648,0.01909751563900856,0.0927599480301914
C1,no,Insulin,33.557046979865774,0.041101589558659175,0.0479679991098493,0.06381385987941451,0.11408265651461234,0.019097515619253325,0.09275994795017467
C1,no,Insulin,33.89261744966443,0.04110158952646001,0.04796799905289804,0.06381385982216241,0.11408265644508819,0.01909751559949809,0.09275994787015793
C1,no,Insulin,34.22818791946309,0.04110158949426085,0.04796799899594678,0.0638138597649103,0.11408265637556406,0.019097515579742853,0.0927599477901412
C1,no,Insulin,34.56375838926175,0.04110158946206169,0.04796799893899552,0.0638138597076582,0.11408265630603992,0.019097515559987618,0.09275994771012447
C1,no,Insulin,34.899328859060404,0.04110158944996071,0.047967998918287194,0.06381385968766627,0.11408265628447603,0.01909751555251632,0.09275994768175704
C1,no,Insulin,35.234899328859065,0.04110158943823077,0.04796799889824795,0.06381385966836223,0.11408265626379754,0.0190975155452718,0.09275994765434312
C1,no,Insulin,35.57046979865772,0.041101589426500836,0.04796799887820871,0.06381385964905818,0.11408265624311907,0.019097515538027278,0.09275994762692921
C1,no,Insulin,35.90604026845638,0.041101589414770906,0.04796799885816947,0.06381385962975414,0.11408265622244058,0.019097515530782757,0.0927599475995153
C1,no,Insulin,36.241610738255034,0.04110158940304097,0.04796799883813023,0.0638138596104501,0.11408265620176211,0.01909751552353824,0.09275994757210138
C1,no,Insulin,36.577181208053695,0.04110158939131103,0.04796799881809099,0.06381385959114605,0.11408265618108362,0.01909751551629372,0.09275994754468746
C1,no,Insulin,36.91275167785235,0.0411015893795811,0.04796799879805175,0.063813859571842,0.11408265616040514,0.019097515509049198,0.09275994751727355
C1,no,Insulin,37.24832214765101,0.04110158936785116,0.04796799877801251,0.06381385955253796,0.11408265613972667,0.019097515501804677,0.09275994748985963
C1,no,Insulin,37.58389261744966,0.041101589356121224,0.04796799875797327,0.06381385953323392,0.11408265611904818,0.01909751549456016,0.09275994746244572
C1,no,Insulin,37.919463087248324,0.041101589349741806,0.04796799874708142,0.06381385952274983,0.11408265610784568,0.01909751549061972,0.09275994744755274
C1,no,Insulin,38.25503355704698,0.04110158934886961,0.04796799874560485,0.063813859521344,0.11408265610639667,0.01909751549008013,0.09275994744554741
C1,no,Insulin,38.59060402684564,0.04110158934799741,0.04796799874412829,0.06381385951993818,0.11408265610494767,0.019097515489540542,0.09275994744354209
C1,no,Insulin,38.9261744966443,0.04110158934712521,0.04796799874265173,0.06381385951853236,0.11408265610349866,0.01909751548900095,0.09275994744153676
C1,no,Insulin,39.261744966442954,0.04110158934625301,0.04796799874117516,0.06381385951712652,0.11408265610204965,0.01909751548846136,0.09275994743953145
C1,no,Insulin,39.597315436241615,0.041101589345380815,0.0479679987396986,0.0638138595157207,0.11408265610060064,0.01909751548792177,0.09275994743752612
C1,no,Insulin,39.93288590604027,0.04110158934450861,0.04796799873822203,0.06381385951431488,0.11408265609915162,0.019097515487382182,0.0927599474355208
C1,no,Insulin,40.26845637583893,0.04110158934363641,0.04796799873674547,0.06381385951290905,0.11408265609770261,0.019097515486842593,0.09275994743351547
C1,no,Insulin,40.604026845637584,0.041101589342764214,0.047967998735268906,0.06381385951150323,0.1140826560962536,0.019097515486303004,0.09275994743151014
C1,no,Insulin,40.939597315436245,0.041101589341892016,0.04796799873379234,0.06381385951009741,0.1140826560948046,0.019097515485763415,0.09275994742950483
C1,no,Insulin,41.2751677852349,0.04110158934101982,0.047967998732315775,0.06381385950869158,0.11408265609335559,0.019097515485223825,0.0927599474274995
C1,no,Insulin,41.61073825503356,0.04110158934014762,0.04796799873083921,0.06381385950728576,0.11408265609190658,0.019097515484684236,0.09275994742549418
C1,no,Insulin,41.946308724832214,0.04110158933927542,0.047967998729362644,0.06381385950587992,0.11408265609045758,0.019097515484144647,0.09275994742348885
C1,no,Insulin,42.281879194630875,0.04110158933840322,0.04796799872788608,0.0638138595044741,0.11408265608900857,0.019097515483605058,0.09275994742148352
C1,no,Insulin,42.61744966442953,0.041101589337531025,0.04796799872640952,0.06381385950306828,0.11408265608755956,0.01909751548306547,0.0927599474194782
C1,no,Insulin,42.95302013422819,0.04110158933665883,0.04796799872493295,0.06381385950166245,0.11408265608611055,0.019097515482525876,0.09275994741747288
C1,no,Insulin,43.28859060402685,0.04110158933578663,0.04796799872345639,0.06381385950025663,0.11408265608466155,0.019097515481986287,0.09275994741546756
C1,no,Insulin,43.624161073825505,0.04110158933491443,0.04796799872197983,0.06381385949885081,0.11408265608321252,0.019097515481446697,0.09275994741346223
C1,no,Insulin,43.959731543624166,0.04110158933404223,0.04796799872050326,0.06381385949744497,0.11408265608176352,0.019097515480907108,0.0927599474114569
C1,no,Insulin,44.29530201342282,0.041101589333170034,0.0479679987190267,0.06381385949603915,0.11408265608031451,0.01909751548036752,0.09275994740945158
C1,no,Insulin,44.63087248322148,0.041101589332297836,0.047967998717550135,0.06381385949463333,0.1140826560788655,0.01909751547982793,0.09275994740744627
C1,no,Insulin,44.966442953020135,0.04110158933142564,0.047967998716073566,0.0638138594932275,0.1140826560774165,0.01909751547928834,0.09275994740544094
C1,no,Insulin,45.302013422818796,0.04110158933055344,0.047967998714597004,0.06381385949182168,0.11408265607596749,0.01909751547874875,0.09275994740343561
C1,no,Insulin,45.63758389261745,0.04110158932968124,0.047967998713120436,0.06381385949041586,0.11408265607451848,0.019097515478209162,0.09275994740143029
C1,no,Insulin,45.97315436241611,0.04110158932880904,0.047967998711643874,0.06381385948901003,0.11408265607306947,0.019097515477669573,0.09275994739942496
C1,no,Insulin,46.308724832214764,0.041101589327936845,0.04796799871016731,0.06381385948760421,0.11408265607162046,0.019097515477129984,0.09275994739741965
C1,no,Insulin,46.644295302013425,0.04110158932706464,0.04796799870869074,0.06381385948619837,0.11408265607017146,0.019097515476590395,0.09275994739541432
C1,no,Insulin,46.97986577181208,0.04110158932619244,0.04796799870721418,0.06381385948479255,0.11408265606872245,0.019097515476050802,0.092759947393409
C1,no,Insulin,47.31543624161074,0.041101589325320244,0.04796799870573762,0.06381385948338673,0.11408265606727344,0.019097515475511213,0.09275994739140367
C1,no,Insulin,47.6510067114094,0.041101589324448046,0.04796799870426105,0.0638138594819809,0.11408265606582442,0.019097515474971623,0.09275994738939834
C1,no,Insulin,47.986577181208055,0.04110158932357585,0.04796799870278449,0.06381385948057508,0.11408265606437541,0.019097515474432034,0.09275994738739303
C1,no,Insulin,48.322147651006716,0.04110158932270365,0.047967998701307926,0.06381385947916926,0.1140826560629264,0.019097515473892445,0.0927599473853877
C1,no,Insulin,48.65771812080537,0.04110158932183145,0.04796799869983136,0.06381385947776343,0.1140826560614774,0.019097515473352856,0.09275994738338238
C1,no,Insulin,48.99328859060403,0.04110158932095925,0.047967998698354795,0.0638138594763576,0.11408265606002839,0.019097515472813267,0.09275994738137705
C1,no,Insulin,49.328859060402685,0.041101589320087055,0.047967998696878233,0.06381385947495179,0.11408265605857938,0.019097515472273677,0.09275994737937172
C1,no,Insulin,49.664429530201346,0.04110158931921486,0.047967998695401665,0.06381385947354595,0.11408265605713037,0.019097515471734088,0.09275994737736641
C1,no,Insulin,50.0,0.04110158931834266,0.0479679986939251,0.06381385947214013,0.11408265605568137,0.0190975154711945,0.09275994737536108
