,,,Slide ID,e,a,b,d,c
,,,Antibody Name,e,a,b,d,c
,,,HUGO ID,e,a,b,d,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,21.140939597315437,0.1528365923449272,0.2512757456928101,0.1614455392967561,0.21186850332059437,0.1743437421809761
C1,no,Insulin,21.476510067114095,0.15283659232968652,0.25127574565587985,0.1614455393294467,0.21186850325523982,0.17434374220938356
C1,no,Insulin,21.812080536912752,0.1528365923023654,0.25127574562038324,0.16144553933824204,0.2118685032020591,0.17434374220130083
C1,no,Insulin,22.14765100671141,0.1528365923038693,0.2512757456156557,0.16144553934860523,0.21186850319107073,0.1743437422146012
C1,no,Insulin,22.483221476510067,0.1528365923053732,0.2512757456109281,0.16144553935896838,0.21186850318008235,0.17434374222790155
C1,no,Insulin,22.818791946308725,0.1528365923068771,0.25127574560620053,0.16144553936933156,0.21186850316909397,0.17434374224120192
C1,no,Insulin,23.154362416107382,0.152836592308381,0.2512757456014729,0.16144553937969472,0.2118685031581056,0.17434374225450228
C1,no,Insulin,23.48993288590604,0.1528365923098849,0.2512757455967453,0.1614455393900579,0.21186850314711722,0.17434374226780264
C1,no,Insulin,23.8255033557047,0.1528365923113888,0.25127574559201776,0.16144553940042106,0.21186850313612884,0.174343742281103
C1,no,Insulin,24.161073825503358,0.15283659231258984,0.2512757455883591,0.16144553940850784,0.2118685031275966,0.17434374229150043
C1,no,Insulin,24.496644295302016,0.15283659231275534,0.2512757455883549,0.16144553940881198,0.21186850312746175,0.17434374229197322
C1,no,Insulin,24.832214765100673,0.15283659231292085,0.2512757455883508,0.16144553940911613,0.2118685031273269,0.17434374229244598
C1,no,Insulin,25.16778523489933,0.15283659231308636,0.25127574558834664,0.16144553940942027,0.21186850312719205,0.17434374229291874
C1,no,Insulin,25.503355704697988,0.1528365923132519,0.25127574558834254,0.16144553940972442,0.21186850312705718,0.17434374229339153
C1,no,Insulin,25.838926174496645,0.1528365923134174,0.2512757455883384,0.16144553941002857,0.21186850312692232,0.1743437422938643
C1,no,Insulin,26.174496644295303,0.1528365923135829,0.25127574558833426,0.1614455394103327,0.21186850312678746,0.17434374229433705
C1,no,Insulin,26.51006711409396,0.1528365923137484,0.2512757455883301,0.16144553941063686,0.21186850312665262,0.1743437422948098
C1,no,Insulin,26.845637583892618,0.15283659231391392,0.25127574558832594,0.161445539410941,0.21186850312651775,0.1743437422952826
C1,no,Insulin,27.181208053691275,0.15283659231407942,0.25127574558832183,0.16144553941124515,0.2118685031263829,0.17434374229575536
C1,no,Insulin,27.516778523489933,0.15283659231424493,0.25127574558831767,0.1614455394115493,0.21186850312624803,0.17434374229622812
C1,no,Insulin,27.85234899328859,0.15283659231441044,0.25127574558831356,0.16144553941185344,0.21186850312611316,0.17434374229670088
C1,no,Insulin,28.18791946308725,0.15283659231457597,0.2512757455883094,0.16144553941215758,0.21186850312597832,0.17434374229717367
C1,no,Insulin,28.52348993288591,0.15283659231474148,0.2512757455883053,0.16144553941246173,0.21186850312584346,0.17434374229764643
C1,no,Insulin,28.859060402684566,0.15283659231490698,0.2512757455883011,0.16144553941276588,0.2118685031257086,0.1743437422981192
C1,no,Insulin,29.194630872483224,0.1528365923150725,0.251275745588297,0.16144553941307002,0.21186850312557373,0.17434374229859195
C1,no,Insulin,29.53020134228188,0.152836592315238,0.25127574558829285,0.16144553941337417,0.21186850312543887,0.17434374229906474
C1,no,Insulin,29.86577181208054,0.1528365923154035,0.25127574558828875,0.1614455394136783,0.211868503125304,0.1743437422995375
C1,no,Insulin,30.201342281879196,0.152836592315569,0.2512757455882846,0.16144553941398246,0.21186850312516917,0.17434374230001026
C1,no,Insulin,30.536912751677853,0.15283659231573454,0.2512757455882805,0.1614455394142866,0.2118685031250343,0.17434374230048302
C1,no,Insulin,30.87248322147651,0.15283659231590005,0.2512757455882763,0.16144553941459075,0.21186850312489944,0.1743437423009558
C1,no,Insulin,31.20805369127517,0.15283659231606556,0.25127574558827215,0.1614455394148949,0.21186850312476457,0.17434374230142857
C1,no,Insulin,31.543624161073826,0.15283659231623106,0.25127574558826804,0.16144553941519904,0.2118685031246297,0.17434374230190133
C1,no,Insulin,31.879194630872483,0.15283659231639657,0.2512757455882639,0.1614455394155032,0.21186850312449487,0.17434374230237412
C1,no,Insulin,32.214765100671144,0.15283659231656208,0.25127574558825977,0.16144553941580733,0.21186850312436,0.17434374230284688
C1,no,Insulin,32.5503355704698,0.15283659231672758,0.2512757455882556,0.16144553941611148,0.21186850312422514,0.17434374230331964
C1,no,Insulin,32.88590604026846,0.1528365923168931,0.2512757455882515,0.16144553941641562,0.21186850312409028,0.1743437423037924
C1,no,Insulin,33.22147651006711,0.15283659231705862,0.25127574558824733,0.16144553941671977,0.21186850312395542,0.1743437423042652
C1,no,Insulin,33.557046979865774,0.15283659231722413,0.2512757455882432,0.16144553941702391,0.21186850312382055,0.17434374230473795
C1,no,Insulin,33.89261744966443,0.15283659231738964,0.25127574558823906,0.16144553941732806,0.21186850312368571,0.1743437423052107
C1,no,Insulin,34.22818791946309,0.15283659231755514,0.25127574558823496,0.1614455394176322,0.21186850312355085,0.17434374230568347
C1,no,Insulin,34.56375838926175,0.15283659231772065,0.2512757455882308,0.16144553941793635,0.21186850312341599,0.17434374230615626
C1,no,Insulin,34.899328859060404,0.15283659231788616,0.2512757455882267,0.1614455394182405,0.21186850312328112,0.17434374230662902
C1,no,Insulin,35.234899328859065,0.15283659231805166,0.2512757455882225,0.16144553941854464,0.21186850312314626,0.17434374230710178
C1,no,Insulin,35.57046979865772,0.15283659231821717,0.25127574558821836,0.1614455394188488,0.21186850312301142,0.17434374230757455
C1,no,Insulin,35.90604026845638,0.1528365923183827,0.25127574558821425,0.16144553941915293,0.21186850312287656,0.17434374230804733
C1,no,Insulin,36.241610738255034,0.1528365923185482,0.2512757455882101,0.16144553941945708,0.2118685031227417,0.1743437423085201
C1,no,Insulin,36.577181208053695,0.15283659231871372,0.251275745588206,0.16144553941976122,0.21186850312260683,0.17434374230899286
C1,no,Insulin,36.91275167785235,0.15283659231887922,0.2512757455882018,0.16144553942006537,0.21186850312247196,0.17434374230946562
C1,no,Insulin,37.24832214765101,0.15283659231904473,0.2512757455881977,0.16144553942036952,0.2118685031223371,0.1743437423099384
C1,no,Insulin,37.58389261744966,0.15283659231921023,0.25127574558819354,0.16144553942067366,0.21186850312220226,0.17434374231041116
C1,no,Insulin,37.919463087248324,0.15283659231937574,0.25127574558818944,0.1614455394209778,0.2118685031220674,0.17434374231088393
C1,no,Insulin,38.25503355704698,0.15283659231954128,0.2512757455881853,0.16144553942128195,0.21186850312193253,0.17434374231135671
C1,no,Insulin,38.59060402684564,0.15283659231970678,0.25127574558818117,0.1614455394215861,0.21186850312179767,0.17434374231182947
C1,no,Insulin,38.9261744966443,0.1528365923198723,0.251275745588177,0.16144553942189024,0.2118685031216628,0.17434374231230224
C1,no,Insulin,39.261744966442954,0.1528365923200378,0.2512757455881729,0.1614455394221944,0.21186850312152797,0.174343742312775
C1,no,Insulin,39.597315436241615,0.1528365923202033,0.25127574558816873,0.16144553942249854,0.2118685031213931,0.17434374231324778
C1,no,Insulin,39.93288590604027,0.1528365923203688,0.25127574558816457,0.16144553942280268,0.21186850312125824,0.17434374231372055
C1,no,Insulin,40.26845637583893,0.15283659232053431,0.25127574558816046,0.16144553942310683,0.21186850312112337,0.1743437423141933
C1,no,Insulin,40.604026845637584,0.15283659232069982,0.2512757455881563,0.16144553942341097,0.2118685031209885,0.17434374231466607
C1,no,Insulin,40.939597315436245,0.15283659232086536,0.2512757455881522,0.16144553942371512,0.21186850312085367,0.17434374231513886
C1,no,Insulin,41.2751677852349,0.15283659232103086,0.251275745588148,0.16144553942401926,0.2118685031207188,0.17434374231561162
C1,no,Insulin,41.61073825503356,0.15283659232119637,0.2512757455881439,0.1614455394243234,0.21186850312058395,0.17434374231608438
C1,no,Insulin,41.946308724832214,0.15283659232136187,0.25127574558813975,0.16144553942462755,0.21186850312044908,0.17434374231655714
C1,no,Insulin,42.281879194630875,0.15283659232152738,0.25127574558813565,0.1614455394249317,0.21186850312031422,0.17434374231702993
C1,no,Insulin,42.61744966442953,0.1528365923216929,0.2512757455881315,0.16144553942523585,0.21186850312017935,0.1743437423175027
C1,no,Insulin,42.95302013422819,0.1528365923218584,0.2512757455881274,0.16144553942554,0.21186850312004452,0.17434374231797545
C1,no,Insulin,43.28859060402685,0.15283659232202393,0.2512757455881232,0.16144553942584414,0.21186850311990965,0.1743437423184482
C1,no,Insulin,43.624161073825505,0.15283659232218944,0.2512757455881191,0.16144553942614828,0.2118685031197748,0.174343742318921
C1,no,Insulin,43.959731543624166,0.15283659232235494,0.25127574558811494,0.16144553942645243,0.21186850311963992,0.17434374231939376
C1,no,Insulin,44.29530201342282,0.15283659232252045,0.2512757455881108,0.16144553942675657,0.21186850311950506,0.17434374231986652
C1,no,Insulin,44.63087248322148,0.15283659232268595,0.25127574558810667,0.16144553942706072,0.21186850311937022,0.1743437423203393
C1,no,Insulin,44.966442953020135,0.15283659232285146,0.2512757455881025,0.16144553942736486,0.21186850311923536,0.17434374232081207
C1,no,Insulin,45.302013422818796,0.15283659232301697,0.2512757455880984,0.161445539427669,0.2118685031191005,0.17434374232128483
C1,no,Insulin,45.63758389261745,0.15283659232318247,0.25127574558809423,0.16144553942797316,0.21186850311896563,0.1743437423217576
C1,no,Insulin,45.97315436241611,0.152836592323348,0.2512757455880901,0.1614455394282773,0.21186850311883076,0.17434374232223038
C1,no,Insulin,46.308724832214764,0.15283659232351351,0.25127574558808596,0.16144553942858145,0.2118685031186959,0.17434374232270314
C1,no,Insulin,46.644295302013425,0.15283659232367902,0.25127574558808186,0.1614455394288856,0.21186850311856106,0.1743437423231759
C1,no,Insulin,46.97986577181208,0.15283659232384453,0.2512757455880777,0.16144553942918974,0.2118685031184262,0.17434374232364866
C1,no,Insulin,47.31543624161074,0.15283659232401003,0.2512757455880736,0.16144553942949388,0.21186850311829133,0.17434374232412145
C1,no,Insulin,47.6510067114094,0.15283659232417554,0.2512757455880694,0.16144553942979803,0.21186850311815647,0.1743437423245942
C1,no,Insulin,47.986577181208055,0.15283659232434105,0.2512757455880653,0.16144553943010218,0.2118685031180216,0.17434374232506697
C1,no,Insulin,48.322147651006716,0.15283659232450655,0.25127574558806115,0.16144553943040632,0.21186850311788677,0.17434374232553973
C1,no,Insulin,48.65771812080537,0.1528365923246721,0.251275745588057,0.16144553943071047,0.2118685031177519,0.17434374232601252
C1,no,Insulin,48.99328859060403,0.1528365923248376,0.2512757455880529,0.1614455394310146,0.21186850311761704,0.17434374232648528
C1,no,Insulin,49.328859060402685,0.1528365923250031,0.2512757455880487,0.16144553943131876,0.21186850311748218,0.17434374232695804
C1,no,Insulin,49.664429530201346,0.15283659232512187,0.251275745588047,0.16144553943153495,0.21186850311738806,0.17434374232729485
C1,no,Insulin,50.0,0.1528365923251302,0.2512757455880511,0.1614455394315433,0.21186850311739022,0.1743437423273104
