NON $ % + - . 0
#NON	a	f	b	d	c	e
17.171717171717173	0.16360451175571716	0.15195013461284496	0.12462984040545032	0.04473423536284748	0.1634538761076627	0.1593333071734187
17.67676767676768	0.16360451159600334	0.151950134141204	0.12462984296440625	0.04473423646549412	0.16345387560792937	0.15933330703094473
18.181818181818183	0.16360451144401794	0.15195013376675065	0.12462984480548303	0.04473423724741873	0.1634538752081514	0.1593333068891748
18.68686868686869	0.16360451125314554	0.1519501334472051	0.12462984576560567	0.04473423760925661	0.16345387485817262	0.15933330667856252
19.191919191919194	0.16360451093515413	0.15195013295487525	0.12462984692907102	0.04473423800668672	0.163453874314743	0.1593333063086948
19.6969696969697	0.16360451083010227	0.15195013290010773	0.12462984636800392	0.04473423770582069	0.1634538742442812	0.15933330616606675
20.202020202020204	0.1636045107250504	0.15195013284534023	0.12462984580693683	0.04473423740495465	0.16345387417381937	0.15933330602343868
20.70707070707071	0.16360451068423146	0.15195013283034853	0.12462984553025297	0.04473423726097257	0.16345387415276286	0.15933330596634412
21.212121212121215	0.16360451067680276	0.15195013283603354	0.12462984540140007	0.0447342371985435	0.16345387415738863	0.15933330595371245
21.71717171717172	0.16360451066937404	0.15195013284171852	0.12462984527254717	0.04473423713611442	0.16345387416201443	0.15933330594108078
22.222222222222225	0.1636045106619453	0.15195013284740352	0.12462984514369428	0.04473423707368535	0.16345387416664023	0.15933330592844908
22.72727272727273	0.16360451065451662	0.15195013285308853	0.12462984501484138	0.04473423701125628	0.16345387417126603	0.1593333059158174
23.232323232323235	0.1636045106470879	0.1519501328587735	0.12462984488598848	0.0447342369488272	0.16345387417589183	0.15933330590318573
23.73737373737374	0.16360451063965917	0.15195013286445852	0.1246298447571356	0.044734236886398125	0.1634538741805176	0.15933330589055406
24.242424242424242	0.16360451063748746	0.1519501328691689	0.12462984469065116	0.044734236854826255	0.16345387418493115	0.15933330588600214
24.747474747474747	0.1636045106385655	0.15195013287327677	0.124629844662721	0.04473423684232935	0.1634538741892135	0.15933330588644487
25.252525252525253	0.1636045106396435	0.15195013287738468	0.12462984463479085	0.04473423682983244	0.16345387419349583	0.15933330588688763
25.757575757575758	0.16360451064072154	0.1519501328814926	0.12462984460686069	0.044734236817335536	0.16345387419777818	0.15933330588733036
26.262626262626263	0.16360451064179957	0.15195013288560047	0.12462984457893052	0.04473423680483864	0.1634538742020605	0.1593333058877731
26.767676767676768	0.1636045106428776	0.15195013288970838	0.12462984455100036	0.04473423679234173	0.16345387420634286	0.15933330588821587
27.272727272727273	0.16360451064395562	0.15195013289381626	0.1246298445230702	0.044734236779844824	0.16345387421062518	0.1593333058886586
27.77777777777778	0.16360451064450177	0.1519501328957205	0.12462984451058343	0.04473423677428199	0.16345387421261695	0.15933330588893166
28.282828282828284	0.1636045106446595	0.1519501328960158	0.12462984450937208	0.044734236773781834	0.1634538742129364	0.15933330588908082
28.78787878787879	0.16360451064481724	0.15195013289631112	0.12462984450816074	0.04473423677328168	0.1634538742132558	0.15933330588922995
29.292929292929294	0.163604510644975	0.15195013289660642	0.12462984450694939	0.04473423677278152	0.1634538742135752	0.15933330588937908
29.7979797979798	0.16360451064513273	0.15195013289690174	0.12462984450573804	0.04473423677228137	0.16345387421389465	0.15933330588952824
30.303030303030305	0.1636045106452905	0.15195013289719705	0.12462984450452669	0.04473423677178121	0.16345387421421406	0.15933330588967737
30.80808080808081	0.16360451064544823	0.15195013289749235	0.12462984450331535	0.044734236771281057	0.16345387421453347	0.15933330588982653
31.313131313131315	0.163604510645606	0.15195013289778767	0.124629844502104	0.0447342367707809	0.1634538742148529	0.15933330588997566
31.81818181818182	0.16360451064576373	0.15195013289808296	0.12462984450089265	0.044734236770280746	0.16345387421517232	0.15933330589012482
32.323232323232325	0.1636045106459215	0.15195013289837828	0.12462984449968131	0.04473423676978059	0.16345387421549176	0.15933330589027395
32.82828282828283	0.16360451064607923	0.1519501328986736	0.12462984449846996	0.044734236769280435	0.16345387421581117	0.15933330589042308
33.333333333333336	0.163604510646237	0.1519501328989689	0.12462984449725861	0.04473423676878028	0.16345387421613058	0.15933330589057224
33.83838383838384	0.16360451064639472	0.1519501328992642	0.12462984449604726	0.044734236768280124	0.16345387421645002	0.15933330589072137
34.343434343434346	0.16360451064655246	0.1519501328995595	0.12462984449483593	0.04473423676777997	0.16345387421676943	0.15933330589087052
34.84848484848485	0.16360451064671022	0.15195013289985482	0.12462984449362458	0.04473423676727981	0.16345387421708887	0.15933330589101966
35.35353535353536	0.16360451064686796	0.15195013290015014	0.12462984449241322	0.04473423676677966	0.16345387421740828	0.1593333058911688
35.85858585858586	0.16360451064702572	0.15195013290044543	0.12462984449120189	0.0447342367662795	0.1634538742177277	0.15933330589131794
36.36363636363637	0.16360451064718345	0.15195013290074075	0.12462984448999054	0.044734236765779346	0.16345387421804713	0.15933330589146708
36.86868686868687	0.16360451064734122	0.15195013290103604	0.12462984448877919	0.04473423676527919	0.16345387421836655	0.15933330589161623
37.37373737373738	0.16360451064749895	0.15195013290133136	0.12462984448756784	0.044734236764779035	0.16345387421868596	0.15933330589176536
37.87878787878788	0.16360451064765671	0.15195013290162668	0.1246298444863565	0.04473423676427888	0.1634538742190054	0.15933330589191452
38.38383838383839	0.16360451064781445	0.15195013290192197	0.12462984448514515	0.044734236763778724	0.1634538742193248	0.15933330589206365
38.88888888888889	0.16360451064797218	0.1519501329022173	0.1246298444839338	0.04473423676327857	0.16345387421964425	0.1593333058922128
39.3939393939394	0.16360451064812995	0.15195013290251258	0.12462984448272245	0.04473423676277841	0.16345387421996366	0.15933330589236194
39.8989898989899	0.16360451064828768	0.1519501329028079	0.12462984448151111	0.04473423676227825	0.16345387422028307	0.1593333058925111
40.40404040404041	0.16360451064844544	0.15195013290310322	0.12462984448029976	0.044734236761778096	0.1634538742206025	0.15933330589266023
40.909090909090914	0.16360451064860318	0.1519501329033985	0.12462984447908841	0.04473423676127794	0.16345387422092192	0.15933330589280936
41.41414141414142	0.16360451064876094	0.15195013290369383	0.12462984447787707	0.044734236760777785	0.16345387422124133	0.15933330589295852
41.919191919191924	0.16360451064891868	0.15195013290398912	0.12462984447666572	0.04473423676027763	0.16345387422156077	0.15933330589310765
42.42424242424243	0.16360451064907644	0.15195013290428444	0.12462984447545437	0.044734236759777474	0.16345387422188018	0.1593333058932568
42.929292929292934	0.16360451064923417	0.15195013290457973	0.12462984447424302	0.04473423675927732	0.16345387422219962	0.15933330589340594
43.43434343434344	0.16360451064939194	0.15195013290487505	0.12462984447303169	0.04473423675877716	0.16345387422251903	0.1593333058935551
43.939393939393945	0.16360451064954967	0.15195013290517037	0.12462984447182034	0.04473423675827701	0.16345387422283844	0.15933330589370423
44.44444444444445	0.1636045106497074	0.15195013290546566	0.12462984447060899	0.04473423675777685	0.16345387422315788	0.15933330589385336
44.949494949494955	0.16360451064986517	0.15195013290576098	0.12462984446939765	0.044734236757276696	0.1634538742234773	0.15933330589400252
45.45454545454546	0.1636045106500229	0.15195013290605627	0.1246298444681863	0.04473423675677654	0.1634538742237967	0.15933330589415165
45.959595959595966	0.16360451065018067	0.1519501329063516	0.12462984446697495	0.044734236756276385	0.16345387422411614	0.1593333058943008
46.46464646464647	0.1636045106503384	0.1519501329066469	0.1246298444657636	0.04473423675577623	0.16345387422443555	0.15933330589444994
46.969696969696976	0.16360451065049617	0.1519501329069422	0.12462984446455226	0.044734236755276074	0.163453874224755	0.1593333058945991
47.47474747474748	0.1636045106506539	0.15195013290723752	0.12462984446334091	0.04473423675477592	0.1634538742250744	0.15933330589474823
47.979797979797986	0.16360451065076975	0.15195013290745354	0.1246298444624597	0.044734236754412494	0.16345387422530813	0.15933330589485806
48.484848484848484	0.16360451065078024	0.1519501329074699	0.12462984446240971	0.04473423675439334	0.1634538742253261	0.15933330589486885
48.98989898989899	0.16360451065079074	0.15195013290748624	0.12462984446235974	0.044734236754374185	0.16345387422534402	0.15933330589487962
49.494949494949495	0.1636045106508012	0.1519501329075026	0.12462984446230975	0.04473423675435503	0.16345387422536195	0.15933330589489042
50.0	0.1636045106508117	0.15195013290751894	0.12462984446225978	0.04473423675433588	0.16345387422537988	0.1593333058949012
