NON $ % + - . 0 1 2 3 4
#NON	g	d	i	e	a	j	f	h	b	c
35.714285714285715	0.07343934470197847	0.21533043035133104	0.16451259020759507	0.060859174504550424	0.15002045594247568	0.019708645272563392	0.019326901617694986	0.1909734789592874	0.07535450673523662	0.17309000703060468
36.134453781512605	0.07343934469592994	0.21533043035341162	0.16451259020966794	0.06085917449956786	0.1500204559444863	0.01970864527243657	0.01932690161556674	0.19097347895999806	0.07535450672822759	0.1730900070336119
36.554621848739494	0.07343934468988143	0.2153304303554922	0.1645125902117408	0.06085917449458529	0.15002045594649688	0.019708645272309748	0.0193269016134385	0.1909734789607087	0.07535450672121857	0.17309000703661914
36.97478991596639	0.07343934468383291	0.2153304303575728	0.16451259021381368	0.06085917448960273	0.1500204559485075	0.019708645272182922	0.019326901611310256	0.1909734789614194	0.07535450671420954	0.1730900070396264
37.39495798319328	0.0734393446777844	0.21533043035965338	0.16451259021588654	0.060859174484620165	0.15002045595051808	0.0197086452720561	0.019326901609182014	0.19097347896213004	0.07535450670720051	0.17309000704263364
37.81512605042017	0.07343934467173589	0.21533043036173397	0.16451259021795941	0.0608591744796376	0.15002045595252866	0.019708645271929278	0.019326901607053772	0.1909734789628407	0.07535450670019149	0.17309000704564087
38.23529411764706	0.07343934466568737	0.21533043036381455	0.1645125902200323	0.06085917447465503	0.15002045595453928	0.019708645271802456	0.019326901604925527	0.19097347896355135	0.07535450669318246	0.1730900070486481
38.65546218487395	0.07343934465963886	0.21533043036589514	0.16451259022210518	0.06085917446967247	0.15002045595654986	0.01970864527167563	0.019326901602797285	0.190973478964262	0.07535450668617344	0.17309000705165534
39.075630252100844	0.07343934465359034	0.21533043036797572	0.16451259022417805	0.06085917446468991	0.15002045595856045	0.019708645271548808	0.019326901600669043	0.19097347896497266	0.0753545066791644	0.17309000705466257
39.49579831932773	0.07343934464754183	0.2153304303700563	0.16451259022625092	0.060859174459707344	0.15002045596057106	0.019708645271421986	0.0193269015985408	0.19097347896568334	0.07535450667215539	0.1730900070576698
39.91596638655462	0.0734393446414933	0.2153304303721369	0.1645125902283238	0.060859174454724774	0.15002045596258165	0.019708645271295164	0.01932690159641256	0.190973478966394	0.07535450666514636	0.17309000706067704
40.33613445378151	0.0734393446354448	0.21533043037421745	0.1645125902303967	0.06085917444974221	0.15002045596459226	0.01970864527116834	0.019326901594284313	0.19097347896710465	0.07535450665813732	0.1730900070636843
40.7563025210084	0.07343934463398012	0.2153304303747688	0.16451259023098222	0.06085917444853789	0.15002045596514488	0.01970864527114452	0.01932690159377327	0.19097347896730746	0.07535450665643192	0.17309000706445726
41.1764705882353	0.07343934463359643	0.2153304303749595	0.164512590231217	0.06085917444822459	0.15002045596535366	0.019708645271144992	0.019326901593643614	0.1909734789673905	0.07535450665597726	0.17309000706470337
41.596638655462186	0.07343934463321274	0.2153304303751502	0.16451259023145176	0.060859174447911286	0.15002045596556243	0.019708645271145464	0.019326901593513954	0.19097347896747352	0.0753545066555226	0.17309000706494945
