NON $ % + - . 0 1
#NON	f	a	e	c	b	g	d
29.831932773109244	0.17021835782033773	0.0389712332951911	0.18018573720494913	0.23263860521904386	0.15272515786096416	0.16605644645651388	0.18417965107338036
30.252100840336134	0.1702183578197327	0.03897123329500109	0.18018573720407302	0.23263860521848637	0.15272515786056884	0.1660564464555884	0.1841796510728615
30.672268907563026	0.17021835781912772	0.03897123329481107	0.18018573720319692	0.23263860521792887	0.15272515786017352	0.16605644645466291	0.18417965107234266
31.092436974789916	0.17021835781852274	0.03897123329462106	0.18018573720232078	0.23263860521737137	0.15272515785977817	0.16605644645373743	0.18417965107182382
31.51260504201681	0.17021835781791775	0.03897123329443104	0.18018573720144468	0.23263860521681387	0.15272515785938284	0.16605644645281195	0.18417965107130496
31.932773109243698	0.17021835781731273	0.03897123329424103	0.18018573720056857	0.23263860521625637	0.15272515785898752	0.16605644645188647	0.18417965107078613
32.35294117647059	0.17021835781670774	0.038971233294051014	0.18018573719969247	0.23263860521569887	0.1527251578585922	0.166056446450961	0.18417965107026726
32.773109243697476	0.17021835781610276	0.038971233293861	0.18018573719881636	0.23263860521514138	0.15272515785819685	0.1660564464500355	0.18417965106974843
33.19327731092437	0.17021835781549777	0.038971233293670984	0.18018573719794023	0.23263860521458388	0.15272515785780152	0.16605644644911002	0.1841796510692296
33.61344537815126	0.17021835781489275	0.03897123329348096	0.18018573719706413	0.23263860521402638	0.1527251578574062	0.16605644644818454	0.18417965106871073
34.03361344537815	0.17021835781428776	0.03897123329329095	0.18018573719618802	0.23263860521346888	0.15272515785701085	0.1660564464472591	0.1841796510681919
34.45378151260504	0.17021835781368277	0.03897123329310093	0.18018573719531192	0.23263860521291138	0.15272515785661553	0.1660564464463336	0.18417965106767303
34.87394957983194	0.1702183578130778	0.03897123329291092	0.1801857371944358	0.23263860521235388	0.1527251578562202	0.16605644644540812	0.1841796510671542
35.294117647058826	0.17021835781247277	0.038971233292720904	0.1801857371935597	0.23263860521179638	0.15272515785582488	0.16605644644448264	0.18417965106663536
35.714285714285715	0.17021835781186778	0.03897123329253089	0.18018573719268358	0.23263860521123889	0.15272515785542953	0.16605644644355716	0.1841796510661165
36.134453781512605	0.1702183578112628	0.038971233292340875	0.18018573719180747	0.2326386052106814	0.1527251578550342	0.16605644644263168	0.18417965106559767
36.554621848739494	0.1702183578106578	0.03897123329215086	0.18018573719093137	0.2326386052101239	0.1527251578546389	0.1660564464417062	0.18417965106507883
36.97478991596639	0.1702183578100528	0.038971233291960845	0.18018573719005526	0.2326386052095664	0.15272515785424354	0.16605644644078071	0.18417965106455997
37.39495798319328	0.1702183578094478	0.03897123329177083	0.18018573718917916	0.2326386052090089	0.15272515785384821	0.16605644643985523	0.18417965106404113
37.81512605042017	0.1702183578088428	0.038971233291580816	0.18018573718830302	0.2326386052084514	0.1527251578534529	0.16605644643892975	0.18417965106352227
38.23529411764706	0.17021835780823782	0.0389712332913908	0.18018573718742692	0.2326386052078939	0.15272515785305757	0.16605644643800427	0.18417965106300344
38.65546218487395	0.1702183578076328	0.03897123329120079	0.18018573718655082	0.2326386052073364	0.15272515785266222	0.16605644643707881	0.1841796510624846
39.075630252100844	0.17021835780702782	0.03897123329101077	0.1801857371856747	0.2326386052067789	0.1527251578522669	0.16605644643615333	0.18417965106196574
39.49579831932773	0.17021835780642283	0.03897123329082076	0.1801857371847986	0.2326386052062214	0.15272515785187157	0.16605644643522785	0.1841796510614469
39.91596638655462	0.17021835780581784	0.03897123329063074	0.1801857371839225	0.2326386052056639	0.15272515785147622	0.16605644643430237	0.18417965106092804
40.33613445378151	0.17021835780521283	0.03897123329044073	0.18018573718304637	0.2326386052051064	0.1527251578510809	0.1660564464333769	0.1841796510604092
40.7563025210084	0.17021835780460784	0.03897123329025071	0.18018573718217026	0.2326386052045489	0.15272515785068558	0.1660564464324514	0.18417965105989037
41.1764705882353	0.17021835780400285	0.0389712332900607	0.18018573718129416	0.2326386052039914	0.15272515785029026	0.16605644643152592	0.1841796510593715
41.596638655462186	0.17021835780339786	0.038971233289870684	0.18018573718041805	0.2326386052034339	0.1527251578498949	0.16605644643060044	0.18417965105885267
