,,,Slide ID,c,f,d,a,b,e
,,,Antibody Name,c,f,d,a,b,e
,,,HUGO ID,c,f,d,a,b,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,8.823529411764707,0.16628580818042416,0.1824347346350637,0.18291557490793203,0.14625279893263413,0.18127306277114974,0.17090463031136707
C1,no,Insulin,9.243697478991598,0.16628496761755546,0.18242822744305986,0.18291559343546354,0.14625081023981917,0.1812657345111868,0.17090321068896816
C1,no,Insulin,9.663865546218487,0.16628446229097774,0.18242416399474362,0.1829156212097596,0.1462495864955398,0.18126125095805293,0.17090233676209954
C1,no,Insulin,10.084033613445378,0.16628415836364535,0.1824216290569299,0.18291564587122336,0.1462488325442868,0.18125850627134915,0.17090179644954623
C1,no,Insulin,10.504201680672269,0.16628397364995093,0.18242004965910807,0.18291566624754926,0.14624836767737318,0.1812568249123555,0.17090146389250968
C1,no,Insulin,10.92436974789916,0.1662838619128465,0.18241906593222454,0.18291568069107086,0.14624808070353293,0.18125579417364293,0.17090125797735925
C1,no,Insulin,11.344537815126051,0.1662837938513665,0.18241845382368682,0.1829156907963784,0.14624790345190294,0.18125516193704183,0.1709011306176925
C1,no,Insulin,11.764705882352942,0.1662837521928562,0.1824180726262506,0.18291569771988653,0.14624779375299063,0.18125477330121056,0.17090105181034665
C1,no,Insulin,12.184873949579831,0.16628372674699457,0.1824178360659589,0.1829157023203576,0.14624772603790714,0.18125453503792466,0.1709010031074626
C1,no,Insulin,12.605042016806722,0.16628371108484327,0.18241768856526547,0.1829157053534941,0.1462476840026859,0.18125438809456096,0.1709009728685288
C1,no,Insulin,13.025210084033613,0.16628370144611615,0.18241759664227253,0.1829157073388536,0.1462476579162707,0.1812542975231005,0.1709009540932017
C1,no,Insulin,13.445378151260504,0.16628369571059556,0.18241754119519615,0.18291570859837938,0.14624764225238093,0.18125424356957512,0.17090094281457283
C1,no,Insulin,13.865546218487395,0.16628369222122558,0.18241750721861477,0.18291570939055565,0.14624763267701768,0.18125421078542026,0.17090093591981617
C1,no,Insulin,14.285714285714286,0.1662836899973865,0.1824174856323447,0.1829157098881344,0.1462476265870992,0.18125418997958712,0.1709009315364743
C1,no,Insulin,14.705882352941178,0.16628368857103584,0.18241747183859858,0.1829157102006404,0.14624762269019728,0.18125417668632213,0.17090092873170323
C1,no,Insulin,15.126050420168067,0.16628368767176824,0.18241746310765644,0.18291571039988086,0.1462476202261906,0.18125416830700905,0.1709009269564306
C1,no,Insulin,15.546218487394958,0.1662836871116862,0.18241745761638703,0.1829157105290909,0.1462476186812656,0.18125416307489312,0.17090092584123198
C1,no,Insulin,15.966386554621849,0.16628368676261346,0.18241745416555474,0.18291571061321538,0.14624761771333353,0.18125415981007828,0.1709009251415505
C1,no,Insulin,16.386554621848738,0.16628368654445147,0.1824174520067564,0.1829157106672031,0.14624761710855652,0.18125415777710796,0.17090092470490675
C1,no,Insulin,16.80672268907563,0.1662836864063141,0.18241745064942036,0.18291571070138551,0.14624761672788705,0.18125415650082025,0.17090092443174537
C1,no,Insulin,17.22689075630252,0.16628368631853255,0.18241744979062374,0.1829157107228212,0.14624761648673232,0.1812541556943225,0.17090092426039397
C1,no,Insulin,17.647058823529413,0.16628368626336104,0.18241744924568612,0.18291571073597884,0.1462476163337877,0.18125415518423701,0.17090092415220953
C1,no,Insulin,18.067226890756302,0.16628368622399411,0.18241744885271044,0.18291571074518176,0.14624761622358834,0.18125415481739077,0.17090092407383264
C1,no,Insulin,18.487394957983195,0.16628368617852626,0.18241744840891494,0.18291571075635418,0.14624761609895,0.18125415440162762,0.17090092398652806
C1,no,Insulin,18.907563025210084,0.1662836861443217,0.18241744807408233,0.18291571076475518,0.14624761600495534,0.18125415408836848,0.17090092392032424
C1,no,Insulin,19.327731092436974,0.16628368612138042,0.18241744784821262,0.1829157107703848,0.1462476159416043,0.18125415387761337,0.1709009238752212
C1,no,Insulin,19.747899159663866,0.16628368610970243,0.1824174477313058,0.182915710773243,0.1462476159088969,0.18125415376936227,0.17090092385121894
C1,no,Insulin,20.168067226890756,0.16628368610928773,0.18241744772336185,0.18291571077332983,0.14624761590683313,0.1812541537636152,0.17090092384831745
C1,no,Insulin,20.58823529411765,0.1662836861201363,0.1824174478243808,0.18291571077064525,0.14624761593541305,0.18125415386037214,0.17090092386651676
C1,no,Insulin,21.008403361344538,0.16628368612417488,0.18241744786062886,0.1829157107696476,0.1462476159457325,0.18125415389573693,0.17090092387258568
C1,no,Insulin,21.42857142857143,0.16628368612055508,0.18241744782395114,0.18291571077054614,0.14624761593549607,0.18125415386201646,0.17090092386496436
C1,no,Insulin,21.84873949579832,0.16628368611979616,0.18241744781546604,0.18291571077074598,0.14624761593316737,0.18125415385460336,0.17090092386299438
C1,no,Insulin,22.26890756302521,0.16628368612189806,0.18241744783517358,0.18291571077024715,0.1462476159387464,0.18125415387349764,0.17090092386667574
C1,no,Insulin,22.689075630252102,0.16628368612686084,0.18241744788307376,0.18291571076904964,0.1462476159522332,0.18125415391869923,0.17090092387600841
C1,no,Insulin,23.10924369747899,0.16628368613468447,0.1824174479591666,0.18291571076715343,0.14624761597362776,0.1812541539902082,0.17090092389099243
C1,no,Insulin,23.529411764705884,0.16628368614536898,0.182417448063452,0.18291571076455854,0.14624761600293007,0.1812541540880245,0.17090092391162778
C1,no,Insulin,23.949579831932773,0.16628368614789843,0.18241744808562327,0.1829157107639841,0.14624761600929095,0.18125415411018203,0.1709009239153518
C1,no,Insulin,24.369747899159663,0.16628368615086045,0.18241744811524105,0.1829157107632516,0.14624761601757527,0.18125415413753315,0.1709009239213896
C1,no,Insulin,24.789915966386555,0.16628368615382247,0.1824174481448588,0.18291571076251908,0.1462476160258596,0.18125415416488427,0.17090092392742742
C1,no,Insulin,25.210084033613445,0.1662836861567845,0.18241744817447655,0.18291571076178656,0.14624761603414388,0.1812541541922354,0.17090092393346523
C1,no,Insulin,25.630252100840337,0.1662836861597465,0.18241744820409433,0.18291571076105406,0.1462476160424282,0.18125415421958652,0.17090092393950304
C1,no,Insulin,26.050420168067227,0.16628368616270853,0.1824174482337121,0.18291571076032154,0.14624761605071251,0.18125415424693764,0.17090092394554082
C1,no,Insulin,26.47058823529412,0.16628368616460198,0.18241744825264603,0.18291571075985308,0.14624761605600833,0.18125415426442043,0.17090092394940015
C1,no,Insulin,26.89075630252101,0.1662836861646927,0.18241744825355538,0.1829157107598301,0.14624761605626235,0.1812541542652544,0.1709009239495841
C1,no,Insulin,27.310924369747898,0.16628368616478342,0.1824174482544647,0.18291571075980712,0.14624761605651634,0.18125415426608837,0.17090092394976802
C1,no,Insulin,27.73109243697479,0.16628368616487416,0.18241744825537404,0.18291571075978413,0.14624761605677034,0.18125415426692235,0.17090092394995196
C1,no,Insulin,28.15126050420168,0.16628368616496486,0.1824174482562834,0.18291571075976115,0.14624761605702435,0.18125415426775632,0.17090092395013592
C1,no,Insulin,28.571428571428573,0.1662836861650556,0.18241744825719272,0.18291571075973817,0.14624761605727835,0.1812541542685903,0.17090092395031986
C1,no,Insulin,28.991596638655462,0.1662836861651463,0.18241744825810208,0.1829157107597152,0.14624761605753236,0.1812541542694243,0.1709009239505038
C1,no,Insulin,29.411764705882355,0.16628368616523703,0.1824174482590114,0.1829157107596922,0.14624761605778636,0.18125415427025826,0.17090092395068773
C1,no,Insulin,29.831932773109244,0.16628368616532777,0.18241744825992073,0.1829157107596692,0.14624761605804035,0.18125415427109223,0.1709009239508717
C1,no,Insulin,30.252100840336134,0.16628368616541847,0.1824174482608301,0.18291571075964622,0.14624761605829437,0.1812541542719262,0.17090092395105563
C1,no,Insulin,30.672268907563026,0.1662836861655092,0.18241744826173942,0.18291571075962323,0.14624761605854836,0.18125415427276018,0.17090092395123957
C1,no,Insulin,31.092436974789916,0.1662836861655999,0.18241744826264875,0.18291571075960025,0.14624761605880235,0.18125415427359415,0.1709009239514235
C1,no,Insulin,31.51260504201681,0.16628368616569064,0.1824174482635581,0.18291571075957727,0.14624761605905637,0.18125415427442812,0.17090092395160744
C1,no,Insulin,31.932773109243698,0.16628368616578137,0.18241744826446743,0.1829157107595543,0.14624761605931036,0.1812541542752621,0.1709009239517914
C1,no,Insulin,32.35294117647059,0.16628368616587208,0.18241744826537679,0.1829157107595313,0.14624761605956438,0.18125415427609606,0.17090092395197534
C1,no,Insulin,32.773109243697476,0.1662836861659628,0.18241744826628611,0.18291571075950833,0.14624761605981837,0.18125415427693004,0.17090092395215928
C1,no,Insulin,33.19327731092437,0.16628368616605352,0.18241744826719544,0.18291571075948534,0.14624761606007236,0.18125415427776403,0.17090092395234321
C1,no,Insulin,33.61344537815126,0.16628368616614425,0.1824174482681048,0.18291571075946234,0.14624761606032638,0.181254154278598,0.17090092395252718
C1,no,Insulin,34.03361344537815,0.16628368616623498,0.18241744826901413,0.18291571075943935,0.14624761606058037,0.18125415427943198,0.17090092395271111
C1,no,Insulin,34.45378151260504,0.1662836861663257,0.18241744826992345,0.18291571075941637,0.14624761606083436,0.18125415428026595,0.17090092395289505
C1,no,Insulin,34.87394957983194,0.16628368616641642,0.1824174482708328,0.1829157107593934,0.14624761606108838,0.18125415428109992,0.170900923953079
C1,no,Insulin,35.294117647058826,0.16628368616650713,0.18241744827174214,0.1829157107593704,0.14624761606134237,0.1812541542819339,0.17090092395326292
C1,no,Insulin,35.714285714285715,0.16628368616659786,0.1824174482726515,0.18291571075934743,0.1462476160615964,0.18125415428276787,0.1709009239534469
C1,no,Insulin,36.134453781512605,0.1662836861666886,0.18241744827356082,0.18291571075932445,0.14624761606185038,0.18125415428360184,0.17090092395363082
C1,no,Insulin,36.554621848739494,0.1662836861667793,0.18241744827447015,0.18291571075930146,0.14624761606210437,0.1812541542844358,0.17090092395381476
C1,no,Insulin,36.97478991596639,0.16628368616687003,0.1824174482753795,0.18291571075927845,0.1462476160623584,0.18125415428526978,0.1709009239539987
C1,no,Insulin,37.39495798319328,0.16628368616696074,0.18241744827628883,0.18291571075925547,0.14624761606261238,0.18125415428610378,0.17090092395418266
C1,no,Insulin,37.81512605042017,0.16628368616705147,0.18241744827719816,0.1829157107592325,0.1462476160628664,0.18125415428693775,0.1709009239543666
C1,no,Insulin,38.23529411764706,0.1662836861671422,0.18241744827810752,0.1829157107592095,0.1462476160631204,0.18125415428777172,0.17090092395455053
C1,no,Insulin,38.65546218487395,0.1662836861672329,0.18241744827901685,0.18291571075918653,0.14624761606337439,0.1812541542886057,0.17090092395473447
C1,no,Insulin,39.075630252100844,0.16628368616732364,0.1824174482799262,0.18291571075916355,0.1462476160636284,0.18125415428943967,0.1709009239549184
C1,no,Insulin,39.49579831932773,0.16628368616741435,0.18241744828083553,0.18291571075914057,0.1462476160638824,0.18125415429027364,0.17090092395510237
C1,no,Insulin,39.91596638655462,0.16628368616750508,0.18241744828174486,0.18291571075911758,0.1462476160641364,0.1812541542911076,0.1709009239552863
C1,no,Insulin,40.33613445378151,0.1662836861675958,0.18241744828265422,0.1829157107590946,0.1462476160643904,0.18125415429194158,0.17090092395547024
C1,no,Insulin,40.7563025210084,0.16628368616768652,0.18241744828356354,0.1829157107590716,0.1462476160646444,0.18125415429277555,0.17090092395565418
C1,no,Insulin,41.1764705882353,0.16628368616777725,0.18241744828447287,0.1829157107590486,0.14624761606489842,0.18125415429360953,0.17090092395583814
C1,no,Insulin,41.596638655462186,0.16628368616786796,0.18241744828538223,0.18291571075902563,0.1462476160651524,0.18125415429444353,0.17090092395602208
C1,no,Insulin,42.016806722689076,0.1662836861679587,0.18241744828629156,0.18291571075900265,0.1462476160654064,0.1812541542952775,0.170900923956206
C1,no,Insulin,42.436974789915965,0.16628368616804942,0.1824174482872009,0.18291571075897967,0.14624761606566042,0.18125415429611147,0.17090092395638995
C1,no,Insulin,42.85714285714286,0.16628368616814013,0.18241744828811024,0.18291571075895668,0.1462476160659144,0.18125415429694544,0.17090092395657389
C1,no,Insulin,43.27731092436975,0.16628368616823086,0.18241744828901957,0.1829157107589337,0.1462476160661684,0.1812541542977794,0.17090092395675785
C1,no,Insulin,43.69747899159664,0.16628368616832157,0.18241744828992892,0.18291571075891072,0.14624761606642242,0.18125415429861338,0.17090092395694179
C1,no,Insulin,44.11764705882353,0.1662836861684123,0.18241744829083825,0.1829157107588877,0.1462476160666764,0.18125415429944736,0.17090092395712572
C1,no,Insulin,44.53781512605042,0.16628368616850303,0.18241744829174758,0.18291571075886473,0.14624761606693043,0.18125415430028133,0.17090092395730966
C1,no,Insulin,44.957983193277315,0.16628368616859374,0.18241744829265694,0.18291571075884175,0.14624761606718442,0.1812541543011153,0.17090092395749362
C1,no,Insulin,45.378151260504204,0.16628368616868447,0.18241744829356626,0.18291571075881877,0.1462476160674384,0.18125415430194927,0.17090092395767756
C1,no,Insulin,45.79831932773109,0.16628368616877517,0.18241744829447562,0.18291571075879579,0.14624761606769243,0.18125415430278324,0.1709009239578615
C1,no,Insulin,46.21848739495798,0.1662836861688659,0.18241744829538495,0.1829157107587728,0.14624761606794642,0.18125415430361724,0.17090092395804543
C1,no,Insulin,46.63865546218487,0.16628368616895664,0.18241744829629428,0.18291571075874982,0.14624761606820044,0.18125415430445121,0.17090092395822937
C1,no,Insulin,47.05882352941177,0.16628368616904735,0.18241744829720363,0.18291571075872684,0.14624761606845443,0.1812541543052852,0.17090092395841333
C1,no,Insulin,47.47899159663866,0.16628368616913808,0.18241744829811296,0.18291571075870386,0.14624761606870842,0.18125415430611916,0.17090092395859727
C1,no,Insulin,47.89915966386555,0.16628368616922878,0.1824174482990223,0.18291571075868085,0.14624761606896244,0.18125415430695313,0.1709009239587812
C1,no,Insulin,48.319327731092436,0.16628368616931952,0.18241744829993164,0.18291571075865787,0.14624761606921644,0.1812541543077871,0.17090092395896514
C1,no,Insulin,48.739495798319325,0.16628368616941025,0.18241744830084097,0.1829157107586349,0.14624761606947043,0.18125415430862107,0.1709009239591491
C1,no,Insulin,49.15966386554622,0.16628368616950095,0.18241744830175033,0.1829157107586119,0.14624761606972445,0.18125415430945505,0.17090092395933304
C1,no,Insulin,49.57983193277311,0.1662836861695917,0.18241744830265966,0.18291571075858892,0.14624761606997844,0.18125415431028902,0.17090092395951698
C1,no,Insulin,50.0,0.1662836861696824,0.18241744830356899,0.18291571075856594,0.14624761607023246,0.181254154311123,0.1709009239597009
